"md_id","busi_date","dept_id","dept_name","flow_stage","total_cnt","rollback_cnt"
5776,"2023-03-17","6003",客户回访三组,回访,214,31
5777,"2023-03-17","7001",档案管理部,归档,181,34
5778,"2023-03-17","8001",异常工单组,挂起,217,8
5779,"2023-03-18","1001",客服一部,话务员暂存,104,0
5780,"2023-03-18","1001",客服一部,话务员受理,83,9
5781,"2023-03-18","1002",客服二部,话务员受理,284,52
5782,"2023-03-18","2001",业务一科,话务员办理,67,5
5783,"2023-03-18","2002",业务二科,话务员办理,174,25
5784,"2023-03-18","3001",热线审核中心,热线审核,212,29
5785,"2023-03-18","3002",热线复核中心,热线复核,102,0
5786,"2023-03-18","4001",承办单位A,承办单位审核,124,11
5787,"2023-03-18","4001",承办单位A,承办单位处理,93,8
5788,"2023-03-18","4002",承办单位B,承办单位处理,198,31
5789,"2023-03-18","4003",承办复核部A,承办单位复核,214,37
5790,"2023-03-18","5001",结案一部,办结,135,23
5791,"2023-03-18","5002",结案二部,办结,102,4
5792,"2023-03-18","6001",客户回访一组,回访,78,14
5793,"2023-03-18","6002",客户回访二组,回访,212,6
5794,"2023-03-18","6003",客户回访三组,回访,264,45
5795,"2023-03-18","7001",档案管理部,归档,235,19
5796,"2023-03-18","8001",异常工单组,挂起,59,1
5797,"2023-03-19","1001",客服一部,话务员暂存,204,0
5798,"2023-03-19","1001",客服一部,话务员受理,183,14
5799,"2023-03-19","1002",客服二部,话务员受理,251,31
5800,"2023-03-19","2001",业务一科,话务员办理,253,43
5801,"2023-03-19","2002",业务二科,话务员办理,118,18
5802,"2023-03-19","3001",热线审核中心,热线审核,134,2
5803,"2023-03-19","3002",热线复核中心,热线复核,239,36
5804,"2023-03-19","4001",承办单位A,承办单位审核,50,10
5805,"2023-03-19","4001",承办单位A,承办单位处理,180,15
5806,"2023-03-19","4002",承办单位B,承办单位处理,238,8
5807,"2023-03-19","4003",承办复核部A,承办单位复核,136,10
5808,"2023-03-19","5001",结案一部,办结,265,22
5809,"2023-03-19","5002",结案二部,办结,283,51
5810,"2023-03-19","6001",客户回访一组,回访,178,31
5811,"2023-03-19","6002",客户回访二组,回访,205,14
5812,"2023-03-19","6003",客户回访三组,回访,55,8
5813,"2023-03-19","7001",档案管理部,归档,173,11
5814,"2023-03-19","8001",异常工单组,挂起,94,7
5815,"2023-03-20","1001",客服一部,话务员暂存,69,0
5816,"2023-03-20","1001",客服一部,话务员受理,284,37
5817,"2023-03-20","1002",客服二部,话务员受理,128,5
5818,"2023-03-20","2001",业务一科,话务员办理,175,11
5819,"2023-03-20","2002",业务二科,话务员办理,81,10
5820,"2023-03-20","3001",热线审核中心,热线审核,214,6
5821,"2023-03-20","3002",热线复核中心,热线复核,249,7
5822,"2023-03-20","4001",承办单位A,承办单位审核,240,4
5823,"2023-03-20","4001",承办单位A,承办单位处理,209,37
5824,"2023-03-20","4002",承办单位B,承办单位处理,254,50
5825,"2023-03-20","4003",承办复核部A,承办单位复核,176,20
5826,"2023-03-20","5001",结案一部,办结,153,15
5827,"2023-03-20","5002",结案二部,办结,64,7
5828,"2023-03-20","6001",客户回访一组,回访,123,18
5829,"2023-03-20","6002",客户回访二组,回访,93,11
5830,"2023-03-20","6003",客户回访三组,回访,269,48
5831,"2023-03-20","7001",档案管理部,归档,121,5
5832,"2023-03-20","8001",异常工单组,挂起,91,18
5833,"2023-03-21","1001",客服一部,话务员暂存,76,0
5834,"2023-03-21","1001",客服一部,话务员受理,74,14
5835,"2023-03-21","1002",客服二部,话务员受理,271,5
5836,"2023-03-21","2001",业务一科,话务员办理,252,40
5837,"2023-03-21","2002",业务二科,话务员办理,235,10
5838,"2023-03-21","3001",热线审核中心,热线审核,264,42
5839,"2023-03-21","3002",热线复核中心,热线复核,70,11
5840,"2023-03-21","4001",承办单位A,承办单位审核,119,13
5841,"2023-03-21","4001",承办单位A,承办单位处理,181,27
5842,"2023-03-21","4002",承办单位B,承办单位处理,212,2
5843,"2023-03-21","4003",承办复核部A,承办单位复核,88,1
5844,"2023-03-21","5001",结案一部,办结,69,7
5845,"2023-03-21","5002",结案二部,办结,193,1
5846,"2023-03-21","6001",客户回访一组,回访,96,15
5847,"2023-03-21","6002",客户回访二组,回访,113,2
5848,"2023-03-21","6003",客户回访三组,回访,165,12
5849,"2023-03-21","7001",档案管理部,归档,298,46
5850,"2023-03-21","8001",异常工单组,挂起,256,39
5851,"2023-03-22","1001",客服一部,话务员暂存,142,0
5852,"2023-03-22","1001",客服一部,话务员受理,54,3
5853,"2023-03-22","1002",客服二部,话务员受理,225,45
5854,"2023-03-22","2001",业务一科,话务员办理,149,17
5855,"2023-03-22","2002",业务二科,话务员办理,193,29
5856,"2023-03-22","3001",热线审核中心,热线审核,266,35
5857,"2023-03-22","3002",热线复核中心,热线复核,97,16
5858,"2023-03-22","4001",承办单位A,承办单位审核,226,9
5859,"2023-03-22","4001",承办单位A,承办单位处理,262,20
5860,"2023-03-22","4002",承办单位B,承办单位处理,63,8
5861,"2023-03-22","4003",承办复核部A,承办单位复核,200,18
5862,"2023-03-22","5001",结案一部,办结,222,18
5863,"2023-03-22","5002",结案二部,办结,241,14
5864,"2023-03-22","6001",客户回访一组,回访,195,35
5865,"2023-03-22","6002",客户回访二组,回访,260,30
5866,"2023-03-22","6003",客户回访三组,回访,118,13
5867,"2023-03-22","7001",档案管理部,归档,249,18
5868,"2023-03-22","8001",异常工单组,挂起,243,42
5869,"2023-03-23","1001",客服一部,话务员暂存,220,0
5870,"2023-03-23","1001",客服一部,话务员受理,285,50
5871,"2023-03-23","1002",客服二部,话务员受理,115,0
5872,"2023-03-23","2001",业务一科,话务员办理,186,21
5873,"2023-03-23","2002",业务二科,话务员办理,195,8
5874,"2023-03-23","3001",热线审核中心,热线审核,127,20
5875,"2023-03-23","3002",热线复核中心,热线复核,270,4
5876,"2023-03-23","4001",承办单位A,承办单位审核,250,1
5877,"2023-03-23","4001",承办单位A,承办单位处理,173,0
5878,"2023-03-23","4002",承办单位B,承办单位处理,268,35
5879,"2023-03-23","4003",承办复核部A,承办单位复核,298,4
5880,"2023-03-23","5001",结案一部,办结,167,17
5881,"2023-03-23","5002",结案二部,办结,284,12
5882,"2023-03-23","6001",客户回访一组,回访,185,17
5883,"2023-03-23","6002",客户回访二组,回访,260,48
5884,"2023-03-23","6003",客户回访三组,回访,125,18
5885,"2023-03-23","7001",档案管理部,归档,136,12
5886,"2023-03-23","8001",异常工单组,挂起,142,25
5887,"2023-03-24","1001",客服一部,话务员暂存,287,0
5888,"2023-03-24","1001",客服一部,话务员受理,237,12
5889,"2023-03-24","1002",客服二部,话务员受理,89,5
5890,"2023-03-24","2001",业务一科,话务员办理,60,12
5891,"2023-03-24","2002",业务二科,话务员办理,209,33
5892,"2023-03-24","3001",热线审核中心,热线审核,275,42
5893,"2023-03-24","3002",热线复核中心,热线复核,298,59
5894,"2023-03-24","4001",承办单位A,承办单位审核,282,12
5895,"2023-03-24","4001",承办单位A,承办单位处理,178,26
5896,"2023-03-24","4002",承办单位B,承办单位处理,105,3
5897,"2023-03-24","4003",承办复核部A,承办单位复核,253,3
5898,"2023-03-24","5001",结案一部,办结,299,18
5899,"2023-03-24","5002",结案二部,办结,261,42
5900,"2023-03-24","6001",客户回访一组,回访,256,46
5901,"2023-03-24","6002",客户回访二组,回访,239,36
5902,"2023-03-24","6003",客户回访三组,回访,118,10
5903,"2023-03-24","7001",档案管理部,归档,63,9
5904,"2023-03-24","8001",异常工单组,挂起,236,36
5905,"2023-03-25","1001",客服一部,话务员暂存,143,0
5906,"2023-03-25","1001",客服一部,话务员受理,275,27
5907,"2023-03-25","1002",客服二部,话务员受理,207,32
5908,"2023-03-25","2001",业务一科,话务员办理,181,31
5909,"2023-03-25","2002",业务二科,话务员办理,177,1
5910,"2023-03-25","3001",热线审核中心,热线审核,258,20
5911,"2023-03-25","3002",热线复核中心,热线复核,244,43
5912,"2023-03-25","4001",承办单位A,承办单位审核,219,30
5913,"2023-03-25","4001",承办单位A,承办单位处理,231,9
5914,"2023-03-25","4002",承办单位B,承办单位处理,166,5
5915,"2023-03-25","4003",承办复核部A,承办单位复核,83,5
5916,"2023-03-25","5001",结案一部,办结,187,8
5917,"2023-03-25","5002",结案二部,办结,298,21
5918,"2023-03-25","6001",客户回访一组,回访,251,16
5919,"2023-03-25","6002",客户回访二组,回访,119,5
5920,"2023-03-25","6003",客户回访三组,回访,229,31
5921,"2023-03-25","7001",档案管理部,归档,203,33
5922,"2023-03-25","8001",异常工单组,挂起,223,3
5923,"2023-03-26","1001",客服一部,话务员暂存,158,0
5924,"2023-03-26","1001",客服一部,话务员受理,202,36
5925,"2023-03-26","1002",客服二部,话务员受理,249,39
5926,"2023-03-26","2001",业务一科,话务员办理,148,28
5927,"2023-03-26","2002",业务二科,话务员办理,198,39
5928,"2023-03-26","3001",热线审核中心,热线审核,128,9
5929,"2023-03-26","3002",热线复核中心,热线复核,126,4
5930,"2023-03-26","4001",承办单位A,承办单位审核,137,19
5931,"2023-03-26","4001",承办单位A,承办单位处理,120,15
5932,"2023-03-26","4002",承办单位B,承办单位处理,297,39
5933,"2023-03-26","4003",承办复核部A,承办单位复核,270,26
5934,"2023-03-26","5001",结案一部,办结,85,2
5935,"2023-03-26","5002",结案二部,办结,131,16
5936,"2023-03-26","6001",客户回访一组,回访,272,51
5937,"2023-03-26","6002",客户回访二组,回访,206,9
5938,"2023-03-26","6003",客户回访三组,回访,192,36
5939,"2023-03-26","7001",档案管理部,归档,69,10
5940,"2023-03-26","8001",异常工单组,挂起,179,5
5941,"2023-03-27","1001",客服一部,话务员暂存,295,0
5942,"2023-03-27","1001",客服一部,话务员受理,100,12
5943,"2023-03-27","1002",客服二部,话务员受理,98,9
5944,"2023-03-27","2001",业务一科,话务员办理,89,14
5945,"2023-03-27","2002",业务二科,话务员办理,228,37
5946,"2023-03-27","3001",热线审核中心,热线审核,179,1
5947,"2023-03-27","3002",热线复核中心,热线复核,175,11
5948,"2023-03-27","4001",承办单位A,承办单位审核,255,36
5949,"2023-03-27","4001",承办单位A,承办单位处理,95,13
5950,"2023-03-27","4002",承办单位B,承办单位处理,201,6
5951,"2023-03-27","4003",承办复核部A,承办单位复核,278,31
5952,"2023-03-27","5001",结案一部,办结,299,42
5953,"2023-03-27","5002",结案二部,办结,103,6
5954,"2023-03-27","6001",客户回访一组,回访,291,46
5955,"2023-03-27","6002",客户回访二组,回访,153,30
5956,"2023-03-27","6003",客户回访三组,回访,270,2
5957,"2023-03-27","7001",档案管理部,归档,128,17
5958,"2023-03-27","8001",异常工单组,挂起,122,8
5959,"2023-03-28","1001",客服一部,话务员暂存,66,0
5960,"2023-03-28","1001",客服一部,话务员受理,247,5
5961,"2023-03-28","1002",客服二部,话务员受理,179,18
5962,"2023-03-28","2001",业务一科,话务员办理,198,0
5963,"2023-03-28","2002",业务二科,话务员办理,84,13
5964,"2023-03-28","3001",热线审核中心,热线审核,129,6
5965,"2023-03-28","3002",热线复核中心,热线复核,116,6
5966,"2023-03-28","4001",承办单位A,承办单位审核,81,2
5967,"2023-03-28","4001",承办单位A,承办单位处理,140,4
5968,"2023-03-28","4002",承办单位B,承办单位处理,128,13
5969,"2023-03-28","4003",承办复核部A,承办单位复核,166,18
5970,"2023-03-28","5001",结案一部,办结,181,9
5971,"2023-03-28","5002",结案二部,办结,260,34
5972,"2023-03-28","6001",客户回访一组,回访,225,14
5973,"2023-03-28","6002",客户回访二组,回访,194,18
5974,"2023-03-28","6003",客户回访三组,回访,288,47
5975,"2023-03-28","7001",档案管理部,归档,50,4
5976,"2023-03-28","8001",异常工单组,挂起,113,14
5977,"2023-03-29","1001",客服一部,话务员暂存,186,0
5978,"2023-03-29","1001",客服一部,话务员受理,177,12
5979,"2023-03-29","1002",客服二部,话务员受理,227,11
5980,"2023-03-29","2001",业务一科,话务员办理,180,6
5981,"2023-03-29","2002",业务二科,话务员办理,147,3
5982,"2023-03-29","3001",热线审核中心,热线审核,288,38
5983,"2023-03-29","3002",热线复核中心,热线复核,87,10
5984,"2023-03-29","4001",承办单位A,承办单位审核,279,2
5985,"2023-03-29","4001",承办单位A,承办单位处理,207,16
5986,"2023-03-29","4002",承办单位B,承办单位处理,138,3
5987,"2023-03-29","4003",承办复核部A,承办单位复核,92,17
5988,"2023-03-29","5001",结案一部,办结,270,0
5989,"2023-03-29","5002",结案二部,办结,208,14
5990,"2023-03-29","6001",客户回访一组,回访,106,10
5991,"2023-03-29","6002",客户回访二组,回访,283,54
5992,"2023-03-29","6003",客户回访三组,回访,100,20
5993,"2023-03-29","7001",档案管理部,归档,218,24
5994,"2023-03-29","8001",异常工单组,挂起,117,15
5995,"2023-03-30","1001",客服一部,话务员暂存,170,0
5996,"2023-03-30","1001",客服一部,话务员受理,154,11
5997,"2023-03-30","1002",客服二部,话务员受理,272,19
5998,"2023-03-30","2001",业务一科,话务员办理,186,22
5999,"2023-03-30","2002",业务二科,话务员办理,210,2
6000,"2023-03-30","3001",热线审核中心,热线审核,156,22
6001,"2023-03-30","3002",热线复核中心,热线复核,127,16
6002,"2023-03-30","4001",承办单位A,承办单位审核,96,15
6003,"2023-03-30","4001",承办单位A,承办单位处理,281,11
6004,"2023-03-30","4002",承办单位B,承办单位处理,288,43
6005,"2023-03-30","4003",承办复核部A,承办单位复核,217,12
6006,"2023-03-30","5001",结案一部,办结,66,13
6007,"2023-03-30","5002",结案二部,办结,150,13
6008,"2023-03-30","6001",客户回访一组,回访,68,8
6009,"2023-03-30","6002",客户回访二组,回访,213,20
6010,"2023-03-30","6003",客户回访三组,回访,229,23
6011,"2023-03-30","7001",档案管理部,归档,89,4
6012,"2023-03-30","8001",异常工单组,挂起,166,16
6013,"2023-03-31","1001",客服一部,话务员暂存,107,0
6014,"2023-03-31","1001",客服一部,话务员受理,235,21
6015,"2023-03-31","1002",客服二部,话务员受理,67,7
6016,"2023-03-31","2001",业务一科,话务员办理,127,5
6017,"2023-03-31","2002",业务二科,话务员办理,291,20
6018,"2023-03-31","3001",热线审核中心,热线审核,146,18
6019,"2023-03-31","3002",热线复核中心,热线复核,197,5
6020,"2023-03-31","4001",承办单位A,承办单位审核,287,40
6021,"2023-03-31","4001",承办单位A,承办单位处理,227,16
6022,"2023-03-31","4002",承办单位B,承办单位处理,135,0
6023,"2023-03-31","4003",承办复核部A,承办单位复核,183,16
6024,"2023-03-31","5001",结案一部,办结,174,6
6025,"2023-03-31","5002",结案二部,办结,150,13
6026,"2023-03-31","6001",客户回访一组,回访,225,29
6027,"2023-03-31","6002",客户回访二组,回访,122,16
6028,"2023-03-31","6003",客户回访三组,回访,246,38
6029,"2023-03-31","7001",档案管理部,归档,262,48
6030,"2023-03-31","8001",异常工单组,挂起,298,34
6031,"2023-04-01","1001",客服一部,话务员暂存,205,0
6032,"2023-04-01","1001",客服一部,话务员受理,78,0
6033,"2023-04-01","1002",客服二部,话务员受理,131,18
6034,"2023-04-01","2001",业务一科,话务员办理,226,32
6035,"2023-04-01","2002",业务二科,话务员办理,264,7
6036,"2023-04-01","3001",热线审核中心,热线审核,199,22
6037,"2023-04-01","3002",热线复核中心,热线复核,167,3
6038,"2023-04-01","4001",承办单位A,承办单位审核,293,31
6039,"2023-04-01","4001",承办单位A,承办单位处理,121,12
6040,"2023-04-01","4002",承办单位B,承办单位处理,140,1
6041,"2023-04-01","4003",承办复核部A,承办单位复核,225,43
6042,"2023-04-01","5001",结案一部,办结,71,6
6043,"2023-04-01","5002",结案二部,办结,276,34
6044,"2023-04-01","6001",客户回访一组,回访,247,24
6045,"2023-04-01","6002",客户回访二组,回访,208,40
6046,"2023-04-01","6003",客户回访三组,回访,134,22
6047,"2023-04-01","7001",档案管理部,归档,190,21
6048,"2023-04-01","8001",异常工单组,挂起,199,11
6049,"2023-04-02","1001",客服一部,话务员暂存,192,0
6050,"2023-04-02","1001",客服一部,话务员受理,188,30
6051,"2023-04-02","1002",客服二部,话务员受理,211,8
6052,"2023-04-02","2001",业务一科,话务员办理,143,12
6053,"2023-04-02","2002",业务二科,话务员办理,269,51
6054,"2023-04-02","3001",热线审核中心,热线审核,220,16
6055,"2023-04-02","3002",热线复核中心,热线复核,142,22
6056,"2023-04-02","4001",承办单位A,承办单位审核,218,12
6057,"2023-04-02","4001",承办单位A,承办单位处理,107,13
6058,"2023-04-02","4002",承办单位B,承办单位处理,274,36
6059,"2023-04-02","4003",承办复核部A,承办单位复核,157,6
6060,"2023-04-02","5001",结案一部,办结,133,20
6061,"2023-04-02","5002",结案二部,办结,239,47
6062,"2023-04-02","6001",客户回访一组,回访,168,0
6063,"2023-04-02","6002",客户回访二组,回访,84,5
6064,"2023-04-02","6003",客户回访三组,回访,91,3
6065,"2023-04-02","7001",档案管理部,归档,264,46
6066,"2023-04-02","8001",异常工单组,挂起,249,42
6067,"2023-04-03","1001",客服一部,话务员暂存,206,0
6068,"2023-04-03","1001",客服一部,话务员受理,240,14
6069,"2023-04-03","1002",客服二部,话务员受理,197,10
6070,"2023-04-03","2001",业务一科,话务员办理,60,2
6071,"2023-04-03","2002",业务二科,话务员办理,113,2
6072,"2023-04-03","3001",热线审核中心,热线审核,187,8
6073,"2023-04-03","3002",热线复核中心,热线复核,78,0
6074,"2023-04-03","4001",承办单位A,承办单位审核,213,9
6075,"2023-04-03","4001",承办单位A,承办单位处理,143,3
6076,"2023-04-03","4002",承办单位B,承办单位处理,136,12
6077,"2023-04-03","4003",承办复核部A,承办单位复核,272,52
6078,"2023-04-03","5001",结案一部,办结,69,10
6079,"2023-04-03","5002",结案二部,办结,265,22
6080,"2023-04-03","6001",客户回访一组,回访,233,7
6081,"2023-04-03","6002",客户回访二组,回访,194,13
6082,"2023-04-03","6003",客户回访三组,回访,97,18
6083,"2023-04-03","7001",档案管理部,归档,280,17
6084,"2023-04-03","8001",异常工单组,挂起,285,28
6085,"2023-04-04","1001",客服一部,话务员暂存,288,0
6086,"2023-04-04","1001",客服一部,话务员受理,74,2
6087,"2023-04-04","1002",客服二部,话务员受理,288,20
6088,"2023-04-04","2001",业务一科,话务员办理,223,38
6089,"2023-04-04","2002",业务二科,话务员办理,246,36
6090,"2023-04-04","3001",热线审核中心,热线审核,232,34
6091,"2023-04-04","3002",热线复核中心,热线复核,220,16
6092,"2023-04-04","4001",承办单位A,承办单位审核,241,8
6093,"2023-04-04","4001",承办单位A,承办单位处理,67,6
6094,"2023-04-04","4002",承办单位B,承办单位处理,198,11
6095,"2023-04-04","4003",承办复核部A,承办单位复核,213,31
6096,"2023-04-04","5001",结案一部,办结,300,5
6097,"2023-04-04","5002",结案二部,办结,244,38
6098,"2023-04-04","6001",客户回访一组,回访,252,10
6099,"2023-04-04","6002",客户回访二组,回访,231,38
6100,"2023-04-04","6003",客户回访三组,回访,213,39
6101,"2023-04-04","7001",档案管理部,归档,131,14
6102,"2023-04-04","8001",异常工单组,挂起,293,40
6103,"2023-04-05","1001",客服一部,话务员暂存,166,0
6104,"2023-04-05","1001",客服一部,话务员受理,127,3
6105,"2023-04-05","1002",客服二部,话务员受理,58,0
6106,"2023-04-05","2001",业务一科,话务员办理,98,1
6107,"2023-04-05","2002",业务二科,话务员办理,295,2
6108,"2023-04-05","3001",热线审核中心,热线审核,50,1
6109,"2023-04-05","3002",热线复核中心,热线复核,81,4
6110,"2023-04-05","4001",承办单位A,承办单位审核,145,28
6111,"2023-04-05","4001",承办单位A,承办单位处理,176,20
6112,"2023-04-05","4002",承办单位B,承办单位处理,124,24
6113,"2023-04-05","4003",承办复核部A,承办单位复核,154,29
6114,"2023-04-05","5001",结案一部,办结,135,27
6115,"2023-04-05","5002",结案二部,办结,61,3
6116,"2023-04-05","6001",客户回访一组,回访,116,1
6117,"2023-04-05","6002",客户回访二组,回访,252,38
6118,"2023-04-05","6003",客户回访三组,回访,149,11
6119,"2023-04-05","7001",档案管理部,归档,95,17
6120,"2023-04-05","8001",异常工单组,挂起,98,17
6121,"2023-04-06","1001",客服一部,话务员暂存,239,0
6122,"2023-04-06","1001",客服一部,话务员受理,128,1
6123,"2023-04-06","1002",客服二部,话务员受理,232,33
6124,"2023-04-06","2001",业务一科,话务员办理,256,50
6125,"2023-04-06","2002",业务二科,话务员办理,211,0
6126,"2023-04-06","3001",热线审核中心,热线审核,207,20
6127,"2023-04-06","3002",热线复核中心,热线复核,57,9
6128,"2023-04-06","4001",承办单位A,承办单位审核,249,22
6129,"2023-04-06","4001",承办单位A,承办单位处理,248,25
6130,"2023-04-06","4002",承办单位B,承办单位处理,206,37
6131,"2023-04-06","4003",承办复核部A,承办单位复核,148,6
6132,"2023-04-06","5001",结案一部,办结,58,0
6133,"2023-04-06","5002",结案二部,办结,249,45
6134,"2023-04-06","6001",客户回访一组,回访,287,1
6135,"2023-04-06","6002",客户回访二组,回访,109,21
6136,"2023-04-06","6003",客户回访三组,回访,279,29
6137,"2023-04-06","7001",档案管理部,归档,60,4
6138,"2023-04-06","8001",异常工单组,挂起,220,9
6139,"2023-04-07","1001",客服一部,话务员暂存,162,0
6140,"2023-04-07","1001",客服一部,话务员受理,290,7
6141,"2023-04-07","1002",客服二部,话务员受理,161,23
6142,"2023-04-07","2001",业务一科,话务员办理,268,21
6143,"2023-04-07","2002",业务二科,话务员办理,64,3
6144,"2023-04-07","3001",热线审核中心,热线审核,162,29
6145,"2023-04-07","3002",热线复核中心,热线复核,87,15
6146,"2023-04-07","4001",承办单位A,承办单位审核,216,11
6147,"2023-04-07","4001",承办单位A,承办单位处理,238,33
6148,"2023-04-07","4002",承办单位B,承办单位处理,65,12
6149,"2023-04-07","4003",承办复核部A,承办单位复核,139,17
6150,"2023-04-07","5001",结案一部,办结,140,3
6151,"2023-04-07","5002",结案二部,办结,152,3
6152,"2023-04-07","6001",客户回访一组,回访,104,9
6153,"2023-04-07","6002",客户回访二组,回访,160,30
6154,"2023-04-07","6003",客户回访三组,回访,257,42
6155,"2023-04-07","7001",档案管理部,归档,138,5
6156,"2023-04-07","8001",异常工单组,挂起,180,17
6157,"2023-04-08","1001",客服一部,话务员暂存,193,0
6158,"2023-04-08","1001",客服一部,话务员受理,155,4
6159,"2023-04-08","1002",客服二部,话务员受理,199,9
6160,"2023-04-08","2001",业务一科,话务员办理,77,1
6161,"2023-04-08","2002",业务二科,话务员办理,74,10
6162,"2023-04-08","3001",热线审核中心,热线审核,292,10
6163,"2023-04-08","3002",热线复核中心,热线复核,264,12
6164,"2023-04-08","4001",承办单位A,承办单位审核,198,4
6165,"2023-04-08","4001",承办单位A,承办单位处理,106,19
6166,"2023-04-08","4002",承办单位B,承办单位处理,140,26
6167,"2023-04-08","4003",承办复核部A,承办单位复核,86,17
6168,"2023-04-08","5001",结案一部,办结,217,30
6169,"2023-04-08","5002",结案二部,办结,185,14
6170,"2023-04-08","6001",客户回访一组,回访,214,26
6171,"2023-04-08","6002",客户回访二组,回访,200,4
6172,"2023-04-08","6003",客户回访三组,回访,295,35
6173,"2023-04-08","7001",档案管理部,归档,102,11
6174,"2023-04-08","8001",异常工单组,挂起,241,34
6175,"2023-04-09","1001",客服一部,话务员暂存,219,0
6176,"2023-04-09","1001",客服一部,话务员受理,211,13
6177,"2023-04-09","1002",客服二部,话务员受理,190,10
6178,"2023-04-09","2001",业务一科,话务员办理,145,0
6179,"2023-04-09","2002",业务二科,话务员办理,159,29
6180,"2023-04-09","3001",热线审核中心,热线审核,177,29
6181,"2023-04-09","3002",热线复核中心,热线复核,159,31
6182,"2023-04-09","4001",承办单位A,承办单位审核,228,9
6183,"2023-04-09","4001",承办单位A,承办单位处理,145,8
6184,"2023-04-09","4002",承办单位B,承办单位处理,121,22
6185,"2023-04-09","4003",承办复核部A,承办单位复核,170,10
6186,"2023-04-09","5001",结案一部,办结,150,4
6187,"2023-04-09","5002",结案二部,办结,178,34
6188,"2023-04-09","6001",客户回访一组,回访,88,10
6189,"2023-04-09","6002",客户回访二组,回访,91,0
6190,"2023-04-09","6003",客户回访三组,回访,249,33
6191,"2023-04-09","7001",档案管理部,归档,119,14
6192,"2023-04-09","8001",异常工单组,挂起,143,1
6193,"2023-04-10","1001",客服一部,话务员暂存,125,0
6194,"2023-04-10","1001",客服一部,话务员受理,245,7
6195,"2023-04-10","1002",客服二部,话务员受理,299,56
6196,"2023-04-10","2001",业务一科,话务员办理,134,6
6197,"2023-04-10","2002",业务二科,话务员办理,122,7
6198,"2023-04-10","3001",热线审核中心,热线审核,120,5
6199,"2023-04-10","3002",热线复核中心,热线复核,63,12
6200,"2023-04-10","4001",承办单位A,承办单位审核,70,10
6201,"2023-04-10","4001",承办单位A,承办单位处理,203,11
6202,"2023-04-10","4002",承办单位B,承办单位处理,203,14
6203,"2023-04-10","4003",承办复核部A,承办单位复核,293,4
6204,"2023-04-10","5001",结案一部,办结,259,5
6205,"2023-04-10","5002",结案二部,办结,279,46
6206,"2023-04-10","6001",客户回访一组,回访,166,19
6207,"2023-04-10","6002",客户回访二组,回访,52,10
6208,"2023-04-10","6003",客户回访三组,回访,73,8
6209,"2023-04-10","7001",档案管理部,归档,68,7
6210,"2023-04-10","8001",异常工单组,挂起,182,0
6211,"2023-04-11","1001",客服一部,话务员暂存,53,0
6212,"2023-04-11","1001",客服一部,话务员受理,299,58
6213,"2023-04-11","1002",客服二部,话务员受理,117,12
6214,"2023-04-11","2001",业务一科,话务员办理,82,15
6215,"2023-04-11","2002",业务二科,话务员办理,151,12
6216,"2023-04-11","3001",热线审核中心,热线审核,63,12
6217,"2023-04-11","3002",热线复核中心,热线复核,279,55
6218,"2023-04-11","4001",承办单位A,承办单位审核,98,8
6219,"2023-04-11","4001",承办单位A,承办单位处理,96,16
6220,"2023-04-11","4002",承办单位B,承办单位处理,239,16
6221,"2023-04-11","4003",承办复核部A,承办单位复核,200,12
6222,"2023-04-11","5001",结案一部,办结,133,1
6223,"2023-04-11","5002",结案二部,办结,97,4
6224,"2023-04-11","6001",客户回访一组,回访,222,40
6225,"2023-04-11","6002",客户回访二组,回访,299,39
6226,"2023-04-11","6003",客户回访三组,回访,141,17
6227,"2023-04-11","7001",档案管理部,归档,66,6
6228,"2023-04-11","8001",异常工单组,挂起,276,31
6229,"2023-04-12","1001",客服一部,话务员暂存,224,0
6230,"2023-04-12","1001",客服一部,话务员受理,248,33
6231,"2023-04-12","1002",客服二部,话务员受理,279,22
6232,"2023-04-12","2001",业务一科,话务员办理,273,39
6233,"2023-04-12","2002",业务二科,话务员办理,160,11
6234,"2023-04-12","3001",热线审核中心,热线审核,274,31
6235,"2023-04-12","3002",热线复核中心,热线复核,291,8
6236,"2023-04-12","4001",承办单位A,承办单位审核,186,14
6237,"2023-04-12","4001",承办单位A,承办单位处理,195,16
6238,"2023-04-12","4002",承办单位B,承办单位处理,265,38
6239,"2023-04-12","4003",承办复核部A,承办单位复核,235,31
6240,"2023-04-12","5001",结案一部,办结,215,34
6241,"2023-04-12","5002",结案二部,办结,129,20
6242,"2023-04-12","6001",客户回访一组,回访,232,5
6243,"2023-04-12","6002",客户回访二组,回访,182,8
6244,"2023-04-12","6003",客户回访三组,回访,114,4
6245,"2023-04-12","7001",档案管理部,归档,239,14
6246,"2023-04-12","8001",异常工单组,挂起,156,26
6247,"2023-04-13","1001",客服一部,话务员暂存,236,0
6248,"2023-04-13","1001",客服一部,话务员受理,99,9
6249,"2023-04-13","1002",客服二部,话务员受理,167,13
6250,"2023-04-13","2001",业务一科,话务员办理,226,35
6251,"2023-04-13","2002",业务二科,话务员办理,247,47
6252,"2023-04-13","3001",热线审核中心,热线审核,249,8
6253,"2023-04-13","3002",热线复核中心,热线复核,165,12
6254,"2023-04-13","4001",承办单位A,承办单位审核,291,12
6255,"2023-04-13","4001",承办单位A,承办单位处理,287,14
6256,"2023-04-13","4002",承办单位B,承办单位处理,89,11
