"md_id","busi_time","sub_name","area","order_cnt","finish_cnt","avg_handler_time","satisfaction_cnt","negative_cnt","reply_on_time_cnt"
66061,"2023-02-04",科教文体,A区,43,34,3.27,24,1,28
66062,"2023-02-04",科教文体,B区,48,43,4.02,36,4,39
66063,"2023-02-04",科教文体,C区,50,48,1.08,33,3,45
66064,"2023-02-04",科教文体,D区,43,37,4.22,27,4,31
66065,"2023-02-04",科教文体,E区,53,52,1.54,45,4,50
66066,"2023-02-04",科教文体,F区,54,43,4.18,37,1,34
66067,"2023-02-04",科教文体,G区,43,34,1.01,26,5,28
66068,"2023-02-04",科教文体,H区,43,38,1.43,26,0,34
66069,"2023-02-04",科教文体,I区,47,41,4.74,29,4,38
66070,"2023-02-04",公卫医疗,A区,5,4,1.79,2,0,3
66071,"2023-02-04",公卫医疗,B区,1,1,4.54,0,0,0
66072,"2023-02-04",公卫医疗,C区,2,1,4.68,0,0,0
66073,"2023-02-04",公卫医疗,D区,1,0,3.61,0,0,0
66074,"2023-02-04",公卫医疗,E区,3,2,1.89,1,0,2
66075,"2023-02-04",公卫医疗,F区,5,4,1.15,3,0,3
66076,"2023-02-04",公卫医疗,G区,2,2,2.61,1,0,1
66077,"2023-02-04",公卫医疗,H区,7,7,4.57,5,0,7
66078,"2023-02-04",公卫医疗,I区,3,2,2.7,1,0,2
66079,"2023-02-04",城乡建设,A区,6,4,2.31,2,0,3
66080,"2023-02-04",城乡建设,B区,4,4,3.54,3,0,4
66081,"2023-02-04",城乡建设,C区,13,12,1.98,8,0,10
66082,"2023-02-04",城乡建设,D区,8,7,1.56,6,1,6
66083,"2023-02-04",城乡建设,E区,7,7,2.8,5,0,7
66084,"2023-02-04",城乡建设,F区,6,6,3.21,5,0,4
66085,"2023-02-04",城乡建设,G区,6,4,2.55,3,0,4
66086,"2023-02-04",城乡建设,H区,7,7,4.76,6,1,6
66087,"2023-02-04",城乡建设,I区,9,8,1.52,7,1,6
66088,"2023-02-04",交通运输,A区,5,5,3.08,3,0,5
66089,"2023-02-04",交通运输,B区,3,3,4.24,2,0,3
66090,"2023-02-04",交通运输,C区,7,7,2.56,6,1,6
66091,"2023-02-04",交通运输,D区,5,4,4.99,3,0,4
66092,"2023-02-04",交通运输,E区,5,4,2.08,3,0,3
66093,"2023-02-04",交通运输,F区,4,4,3.46,3,0,4
66094,"2023-02-04",交通运输,G区,6,5,1.52,3,0,4
66095,"2023-02-04",交通运输,H区,4,4,3.21,2,0,3
66096,"2023-02-04",交通运输,I区,7,6,2.5,4,0,4
66097,"2023-02-04",农林牧渔,A区,7,7,1.69,4,1,6
66098,"2023-02-04",农林牧渔,B区,8,8,3.96,6,1,8
66099,"2023-02-04",农林牧渔,C区,7,7,3.91,6,1,7
66100,"2023-02-04",农林牧渔,D区,9,7,3.97,5,1,5
66101,"2023-02-04",农林牧渔,E区,7,6,2.71,5,0,6
66102,"2023-02-04",农林牧渔,F区,10,10,1.44,8,1,10
66103,"2023-02-04",农林牧渔,G区,10,9,2.93,6,1,8
66104,"2023-02-04",农林牧渔,H区,7,6,2.35,5,0,5
66105,"2023-02-04",农林牧渔,I区,8,7,1.24,6,1,6
66106,"2023-02-05",科教文体,A区,5,4,4.06,2,0,4
66107,"2023-02-05",科教文体,B区,7,7,3.02,5,1,6
66108,"2023-02-05",科教文体,C区,6,6,1.32,5,0,4
66109,"2023-02-05",科教文体,D区,6,5,2.5,4,0,5
66110,"2023-02-05",科教文体,E区,3,2,3.39,1,0,2
66111,"2023-02-05",科教文体,F区,7,6,2.32,4,0,6
66112,"2023-02-05",科教文体,G区,5,5,3.38,3,0,5
66113,"2023-02-05",科教文体,H区,4,3,4.71,2,0,2
66114,"2023-02-05",科教文体,I区,2,2,4.14,1,0,2
66115,"2023-02-05",公卫医疗,A区,15,13,2.74,11,0,10
66116,"2023-02-05",公卫医疗,B区,12,11,2.41,8,1,9
66117,"2023-02-05",公卫医疗,C区,10,9,3.52,8,1,7
66118,"2023-02-05",公卫医疗,D区,11,10,4.1,7,0,8
66119,"2023-02-05",公卫医疗,E区,20,18,2.12,14,0,14
66120,"2023-02-05",公卫医疗,F区,9,8,3.97,5,1,7
66121,"2023-02-05",公卫医疗,G区,9,7,3.0,5,1,6
66122,"2023-02-05",公卫医疗,H区,11,10,2.5,7,1,10
66123,"2023-02-05",公卫医疗,I区,7,7,4.62,5,0,6
66124,"2023-02-05",城乡建设,A区,8,7,1.59,4,1,7
66125,"2023-02-05",城乡建设,B区,4,4,4.4,2,0,4
66126,"2023-02-05",城乡建设,C区,3,3,3.72,2,0,3
66127,"2023-02-05",城乡建设,D区,4,4,1.78,3,0,4
66128,"2023-02-05",城乡建设,E区,6,6,2.8,4,0,6
66129,"2023-02-05",城乡建设,F区,4,3,2.48,2,0,2
66130,"2023-02-05",城乡建设,G区,7,5,3.48,3,0,4
66131,"2023-02-05",城乡建设,H区,7,6,4.13,4,0,6
66132,"2023-02-05",城乡建设,I区,3,3,4.77,2,0,2
66133,"2023-02-05",交通运输,A区,3,2,2.88,1,0,1
66134,"2023-02-05",交通运输,B区,4,4,5.0,2,0,3
66135,"2023-02-05",交通运输,C区,4,4,1.62,2,0,4
66136,"2023-02-05",交通运输,D区,5,4,4.88,2,0,4
66137,"2023-02-05",交通运输,E区,3,2,2.94,1,0,1
66138,"2023-02-05",交通运输,F区,6,6,3.8,4,0,6
66139,"2023-02-05",交通运输,G区,2,1,1.1,0,0,1
66140,"2023-02-05",交通运输,H区,2,2,2.49,1,0,1
66141,"2023-02-05",交通运输,I区,4,4,3.6,2,0,4
66142,"2023-02-05",农林牧渔,A区,10,10,4.25,8,1,10
66143,"2023-02-05",农林牧渔,B区,11,8,3.98,6,0,8
66144,"2023-02-05",农林牧渔,C区,11,10,2.31,8,0,8
66145,"2023-02-05",农林牧渔,D区,8,7,2.58,5,1,6
66146,"2023-02-05",农林牧渔,E区,11,11,4.52,9,1,8
66147,"2023-02-05",农林牧渔,F区,7,7,4.67,6,1,5
66148,"2023-02-05",农林牧渔,G区,11,9,3.95,7,0,7
66149,"2023-02-05",农林牧渔,H区,12,12,3.53,9,1,10
66150,"2023-02-05",农林牧渔,I区,11,9,4.35,8,0,8
66151,"2023-02-06",科教文体,A区,35,29,3.23,24,1,28
66152,"2023-02-06",科教文体,B区,34,33,1.93,26,4,26
66153,"2023-02-06",科教文体,C区,27,27,1.35,23,4,26
66154,"2023-02-06",科教文体,D区,33,30,2.94,23,2,26
66155,"2023-02-06",科教文体,E区,33,26,3.45,18,1,24
66156,"2023-02-06",科教文体,F区,41,38,2.5,28,3,31
66157,"2023-02-06",科教文体,G区,38,32,3.35,23,3,30
66158,"2023-02-06",科教文体,H区,32,27,4.58,21,1,22
66159,"2023-02-06",科教文体,I区,40,33,2.8,23,1,29
66160,"2023-02-06",公卫医疗,A区,9,9,4.73,7,1,8
66161,"2023-02-06",公卫医疗,B区,7,5,2.86,4,0,5
66162,"2023-02-06",公卫医疗,C区,7,5,2.64,3,0,4
66163,"2023-02-06",公卫医疗,D区,5,4,3.98,3,0,4
66164,"2023-02-06",公卫医疗,E区,8,6,2.72,4,0,6
66165,"2023-02-06",公卫医疗,F区,8,7,4.68,5,1,6
66166,"2023-02-06",公卫医疗,G区,8,6,4.0,4,0,4
66167,"2023-02-06",公卫医疗,H区,8,8,3.34,5,1,6
66168,"2023-02-06",公卫医疗,I区,5,5,3.8,4,0,5
66169,"2023-02-06",城乡建设,A区,15,14,2.38,10,1,12
66170,"2023-02-06",城乡建设,B区,20,20,2.52,16,3,19
66171,"2023-02-06",城乡建设,C区,13,11,1.91,7,0,8
66172,"2023-02-06",城乡建设,D区,14,14,1.16,10,2,14
66173,"2023-02-06",城乡建设,E区,11,11,3.12,8,0,11
66174,"2023-02-06",城乡建设,F区,15,14,4.2,10,2,14
66175,"2023-02-06",城乡建设,G区,20,20,1.83,15,2,20
66176,"2023-02-06",城乡建设,H区,17,14,2.87,9,0,11
66177,"2023-02-06",城乡建设,I区,14,13,2.69,9,0,13
66178,"2023-02-06",交通运输,A区,25,20,2.62,16,2,18
66179,"2023-02-06",交通运输,B区,25,25,4.72,17,2,23
66180,"2023-02-06",交通运输,C区,26,22,3.2,19,0,19
66181,"2023-02-06",交通运输,D区,30,27,2.55,24,4,21
66182,"2023-02-06",交通运输,E区,23,18,2.53,15,2,17
66183,"2023-02-06",交通运输,F区,21,16,4.07,13,0,13
66184,"2023-02-06",交通运输,G区,29,27,2.15,18,3,21
66185,"2023-02-06",交通运输,H区,27,27,3.97,24,1,27
66186,"2023-02-06",交通运输,I区,19,19,4.56,17,0,15
66187,"2023-02-06",农林牧渔,A区,3,3,2.7,2,0,3
66188,"2023-02-06",农林牧渔,B区,5,4,2.91,2,0,4
66189,"2023-02-06",农林牧渔,C区,7,7,3.69,4,1,7
66190,"2023-02-06",农林牧渔,D区,6,6,3.38,5,0,5
66191,"2023-02-06",农林牧渔,E区,4,3,1.34,2,0,2
66192,"2023-02-06",农林牧渔,F区,6,4,4.18,3,0,3
66193,"2023-02-06",农林牧渔,G区,4,4,3.74,2,0,4
66194,"2023-02-06",农林牧渔,H区,6,6,2.84,4,0,5
66195,"2023-02-06",农林牧渔,I区,3,3,2.87,2,0,2
66196,"2023-02-07",科教文体,A区,2,1,2.69,0,0,1
66197,"2023-02-07",科教文体,B区,1,1,3.64,0,0,0
66198,"2023-02-07",科教文体,C区,2,2,2.39,1,0,1
66199,"2023-02-07",科教文体,D区,2,2,4.6,1,0,2
66200,"2023-02-07",科教文体,E区,2,2,3.37,1,0,1
66201,"2023-02-07",科教文体,F区,1,1,4.92,0,0,1
66202,"2023-02-07",科教文体,G区,1,0,3.24,0,0,0
66203,"2023-02-07",科教文体,H区,1,0,4.75,0,0,0
66204,"2023-02-07",科教文体,I区,1,1,3.64,0,0,0
66205,"2023-02-07",公卫医疗,A区,1,0,3.15,0,0,0
66206,"2023-02-07",公卫医疗,B区,1,1,3.28,0,0,1
66207,"2023-02-07",公卫医疗,C区,1,1,1.4,0,0,1
66208,"2023-02-07",公卫医疗,D区,1,0,2.67,0,0,0
66209,"2023-02-07",公卫医疗,E区,1,0,4.05,0,0,0
66210,"2023-02-07",公卫医疗,F区,1,1,1.34,0,0,0
66211,"2023-02-07",公卫医疗,G区,1,1,4.68,0,0,1
66212,"2023-02-07",公卫医疗,H区,1,0,4.04,0,0,0
66213,"2023-02-07",公卫医疗,I区,1,0,3.41,0,0,0
66214,"2023-02-07",城乡建设,A区,11,11,1.61,9,1,8
66215,"2023-02-07",城乡建设,B区,11,10,1.22,8,0,10
66216,"2023-02-07",城乡建设,C区,8,6,4.41,5,0,5
66217,"2023-02-07",城乡建设,D区,11,8,1.76,6,0,7
66218,"2023-02-07",城乡建设,E区,11,9,1.91,7,1,9
66219,"2023-02-07",城乡建设,F区,11,8,3.74,5,1,8
66220,"2023-02-07",城乡建设,G区,13,11,2.19,8,0,11
66221,"2023-02-07",城乡建设,H区,11,8,1.14,5,1,7
66222,"2023-02-07",城乡建设,I区,10,10,2.45,9,0,8
66223,"2023-02-07",交通运输,A区,11,10,4.66,9,1,9
66224,"2023-02-07",交通运输,B区,13,12,3.52,8,0,12
66225,"2023-02-07",交通运输,C区,9,8,4.62,6,0,8
66226,"2023-02-07",交通运输,D区,10,10,2.74,9,0,8
66227,"2023-02-07",交通运输,E区,11,8,1.38,5,1,6
66228,"2023-02-07",交通运输,F区,9,8,1.74,5,1,8
66229,"2023-02-07",交通运输,G区,7,6,4.1,4,0,5
66230,"2023-02-07",交通运输,H区,12,12,3.86,10,0,10
66231,"2023-02-07",交通运输,I区,14,14,4.99,12,2,13
66232,"2023-02-07",农林牧渔,A区,16,12,3.0,8,1,11
66233,"2023-02-07",农林牧渔,B区,9,9,3.81,6,0,8
66234,"2023-02-07",农林牧渔,C区,11,9,1.31,7,0,7
66235,"2023-02-07",农林牧渔,D区,9,9,4.52,8,0,7
66236,"2023-02-07",农林牧渔,E区,15,13,3.79,10,0,13
66237,"2023-02-07",农林牧渔,F区,6,6,3.53,4,0,4
66238,"2023-02-07",农林牧渔,G区,9,8,2.66,7,1,8
66239,"2023-02-07",农林牧渔,H区,13,12,3.29,8,1,9
66240,"2023-02-07",农林牧渔,I区,11,8,3.25,6,0,8
66241,"2023-02-08",科教文体,A区,38,35,1.71,26,1,31
66242,"2023-02-08",科教文体,B区,37,34,2.2,28,2,31
66243,"2023-02-08",科教文体,C区,37,35,1.37,26,3,32
66244,"2023-02-08",科教文体,D区,44,44,1.78,30,2,40
66245,"2023-02-08",科教文体,E区,51,43,2.67,34,2,41
66246,"2023-02-08",科教文体,F区,40,35,3.87,31,2,32
66247,"2023-02-08",科教文体,G区,42,34,4.77,27,1,34
66248,"2023-02-08",科教文体,H区,38,35,2.71,29,3,34
66249,"2023-02-08",科教文体,I区,32,29,4.21,25,2,24
66250,"2023-02-08",公卫医疗,A区,1,0,1.43,0,0,0
66251,"2023-02-08",公卫医疗,B区,1,1,3.26,0,0,1
66252,"2023-02-08",公卫医疗,C区,1,0,4.38,0,0,0
66253,"2023-02-08",公卫医疗,D区,1,1,2.05,0,0,1
66254,"2023-02-08",公卫医疗,E区,3,3,3.13,2,0,2
66255,"2023-02-08",公卫医疗,F区,1,1,2.87,0,0,0
66256,"2023-02-08",公卫医疗,G区,2,1,4.43,0,0,1
66257,"2023-02-08",公卫医疗,H区,2,1,4.02,0,0,1
66258,"2023-02-08",公卫医疗,I区,2,1,2.77,0,0,1
66259,"2023-02-08",城乡建设,A区,41,33,2.52,23,4,32
66260,"2023-02-08",城乡建设,B区,28,27,2.3,21,0,24
66261,"2023-02-08",城乡建设,C区,33,29,4.16,26,4,24
66262,"2023-02-08",城乡建设,D区,28,26,1.81,19,3,23
66263,"2023-02-08",城乡建设,E区,30,26,3.18,20,2,23
66264,"2023-02-08",城乡建设,F区,33,29,3.53,21,0,25
66265,"2023-02-08",城乡建设,G区,32,25,4.74,22,3,23
66266,"2023-02-08",城乡建设,H区,35,31,1.04,27,1,27
66267,"2023-02-08",城乡建设,I区,50,41,4.5,34,3,33
66268,"2023-02-08",交通运输,A区,27,27,4.17,22,1,21
66269,"2023-02-08",交通运输,B区,34,31,1.36,26,4,30
66270,"2023-02-08",交通运输,C区,25,20,1.4,17,2,19
66271,"2023-02-08",交通运输,D区,31,30,1.71,25,1,27
66272,"2023-02-08",交通运输,E区,28,25,1.56,18,2,20
66273,"2023-02-08",交通运输,F区,28,28,4.63,22,1,24
66274,"2023-02-08",交通运输,G区,27,24,1.57,17,0,19
66275,"2023-02-08",交通运输,H区,23,19,1.92,13,0,15
66276,"2023-02-08",交通运输,I区,32,25,1.78,21,1,20
66277,"2023-02-08",农林牧渔,A区,7,7,1.06,4,0,5
66278,"2023-02-08",农林牧渔,B区,6,4,1.93,2,0,3
66279,"2023-02-08",农林牧渔,C区,7,5,2.81,4,0,4
66280,"2023-02-08",农林牧渔,D区,4,3,3.28,2,0,2
66281,"2023-02-08",农林牧渔,E区,5,5,4.42,4,0,4
66282,"2023-02-08",农林牧渔,F区,4,4,2.09,3,0,3
66283,"2023-02-08",农林牧渔,G区,8,7,2.2,5,1,7
66284,"2023-02-08",农林牧渔,H区,5,4,2.65,3,0,4
66285,"2023-02-08",农林牧渔,I区,4,3,2.49,2,0,2
66286,"2023-02-09",科教文体,A区,28,23,2.07,17,2,19
66287,"2023-02-09",科教文体,B区,19,16,3.28,14,0,14
66288,"2023-02-09",科教文体,C区,18,16,1.92,11,1,16
66289,"2023-02-09",科教文体,D区,19,16,1.85,14,2,15
66290,"2023-02-09",科教文体,E区,15,14,3.53,10,2,14
66291,"2023-02-09",科教文体,F区,12,9,2.03,8,0,8
66292,"2023-02-09",科教文体,G区,19,17,4.94,12,1,16
66293,"2023-02-09",科教文体,H区,18,15,1.34,10,2,12
66294,"2023-02-09",科教文体,I区,20,17,4.64,11,1,16
66295,"2023-02-09",公卫医疗,A区,1,1,2.51,0,0,1
66296,"2023-02-09",公卫医疗,B区,1,1,4.76,0,0,1
66297,"2023-02-09",公卫医疗,C区,1,1,1.34,0,0,1
66298,"2023-02-09",公卫医疗,D区,1,1,3.71,0,0,0
66299,"2023-02-09",公卫医疗,E区,1,1,4.85,0,0,0
66300,"2023-02-09",公卫医疗,F区,1,1,2.82,0,0,0
66301,"2023-02-09",公卫医疗,G区,1,0,3.99,0,0,0
66302,"2023-02-09",公卫医疗,H区,1,0,1.94,0,0,0
66303,"2023-02-09",公卫医疗,I区,1,0,1.54,0,0,0
66304,"2023-02-09",城乡建设,A区,30,24,3.63,17,1,24
66305,"2023-02-09",城乡建设,B区,28,27,2.67,22,3,22
66306,"2023-02-09",城乡建设,C区,25,21,1.61,16,1,19
66307,"2023-02-09",城乡建设,D区,18,14,1.93,10,2,14
66308,"2023-02-09",城乡建设,E区,27,24,2.26,21,2,20
66309,"2023-02-09",城乡建设,F区,27,23,4.11,16,2,22
66310,"2023-02-09",城乡建设,G区,24,20,3.54,16,2,16
66311,"2023-02-09",城乡建设,H区,30,26,2.87,19,2,22
66312,"2023-02-09",城乡建设,I区,21,20,1.84,18,0,19
66313,"2023-02-09",交通运输,A区,5,4,1.74,2,0,3
66314,"2023-02-09",交通运输,B区,6,6,1.47,5,0,6
66315,"2023-02-09",交通运输,C区,7,7,2.85,5,0,5
66316,"2023-02-09",交通运输,D区,6,4,2.1,3,0,4
66317,"2023-02-09",交通运输,E区,10,9,2.71,6,1,7
66318,"2023-02-09",交通运输,F区,9,9,3.3,8,0,9
66319,"2023-02-09",交通运输,G区,8,8,3.89,7,1,6
66320,"2023-02-09",交通运输,H区,6,6,3.68,5,0,4
66321,"2023-02-09",交通运输,I区,12,9,1.6,7,1,8
66322,"2023-02-09",农林牧渔,A区,23,22,3.18,15,1,19
66323,"2023-02-09",农林牧渔,B区,20,20,3.51,16,2,17
66324,"2023-02-09",农林牧渔,C区,14,13,4.8,10,1,10
66325,"2023-02-09",农林牧渔,D区,20,18,4.62,14,0,18
66326,"2023-02-09",农林牧渔,E区,25,22,2.99,18,1,22
66327,"2023-02-09",农林牧渔,F区,28,24,3.19,21,1,23
66328,"2023-02-09",农林牧渔,G区,17,13,1.91,10,0,10
66329,"2023-02-09",农林牧渔,H区,25,20,3.2,14,1,20
66330,"2023-02-09",农林牧渔,I区,19,17,3.8,11,2,17
66331,"2023-02-10",科教文体,A区,8,6,1.09,5,0,6
66332,"2023-02-10",科教文体,B区,11,8,2.57,5,0,6
66333,"2023-02-10",科教文体,C区,9,9,2.66,8,0,8
66334,"2023-02-10",科教文体,D区,8,7,4.78,6,0,6
66335,"2023-02-10",科教文体,E区,13,11,2.31,7,1,11
66336,"2023-02-10",科教文体,F区,11,10,1.43,7,0,8
66337,"2023-02-10",科教文体,G区,10,8,3.63,7,0,8
66338,"2023-02-10",科教文体,H区,8,6,4.6,4,0,5
66339,"2023-02-10",科教文体,I区,12,10,1.4,9,1,9
66340,"2023-02-10",公卫医疗,A区,1,1,4.63,0,0,0
66341,"2023-02-10",公卫医疗,B区,2,2,3.77,1,0,2
66342,"2023-02-10",公卫医疗,C区,3,3,4.46,2,0,3
66343,"2023-02-10",公卫医疗,D区,2,2,2.82,1,0,2
66344,"2023-02-10",公卫医疗,E区,2,2,3.12,1,0,2
66345,"2023-02-10",公卫医疗,F区,1,1,4.89,0,0,1
66346,"2023-02-10",公卫医疗,G区,1,1,2.76,0,0,0
66347,"2023-02-10",公卫医疗,H区,2,2,3.48,1,0,1
66348,"2023-02-10",公卫医疗,I区,2,2,1.03,1,0,2
66349,"2023-02-10",城乡建设,A区,12,10,1.23,8,0,8
66350,"2023-02-10",城乡建设,B区,8,7,4.46,6,1,7
66351,"2023-02-10",城乡建设,C区,15,12,4.11,8,1,10
66352,"2023-02-10",城乡建设,D区,14,12,3.09,10,1,11
66353,"2023-02-10",城乡建设,E区,12,12,2.57,9,0,9
66354,"2023-02-10",城乡建设,F区,9,8,1.38,5,0,7
66355,"2023-02-10",城乡建设,G区,14,12,1.51,9,1,10
66356,"2023-02-10",城乡建设,H区,14,14,1.45,10,2,11
66357,"2023-02-10",城乡建设,I区,13,13,1.62,11,0,13
66358,"2023-02-10",交通运输,A区,19,17,2.09,14,2,14
66359,"2023-02-10",交通运输,B区,18,15,3.86,11,2,13
66360,"2023-02-10",交通运输,C区,14,13,4.17,9,0,12
66361,"2023-02-10",交通运输,D区,14,11,2.69,7,1,9
66362,"2023-02-10",交通运输,E区,15,15,2.76,13,2,15
66363,"2023-02-10",交通运输,F区,22,20,4.11,14,3,17
66364,"2023-02-10",交通运输,G区,19,17,1.3,15,0,16
66365,"2023-02-10",交通运输,H区,14,14,3.12,11,0,12
66366,"2023-02-10",交通运输,I区,16,16,4.39,11,1,12
66367,"2023-02-10",农林牧渔,A区,5,4,1.85,3,0,4
66368,"2023-02-10",农林牧渔,B区,11,10,2.68,7,0,9
66369,"2023-02-10",农林牧渔,C区,7,5,1.86,3,0,4
66370,"2023-02-10",农林牧渔,D区,3,2,2.6,1,0,2
66371,"2023-02-10",农林牧渔,E区,8,6,4.57,5,0,5
66372,"2023-02-10",农林牧渔,F区,4,3,2.52,2,0,2
66373,"2023-02-10",农林牧渔,G区,11,8,1.94,6,1,7
66374,"2023-02-10",农林牧渔,H区,8,6,1.59,4,0,5
66375,"2023-02-10",农林牧渔,I区,12,9,1.47,8,0,8
66376,"2023-02-11",科教文体,A区,8,7,3.1,6,0,6
66377,"2023-02-11",科教文体,B区,14,13,2.97,10,0,13
66378,"2023-02-11",科教文体,C区,15,13,1.76,10,1,13
66379,"2023-02-11",科教文体,D区,7,6,2.95,4,0,4
66380,"2023-02-11",科教文体,E区,13,12,1.81,10,1,10
66381,"2023-02-11",科教文体,F区,18,16,1.44,13,0,14
66382,"2023-02-11",科教文体,G区,17,16,1.1,11,2,12
66383,"2023-02-11",科教文体,H区,16,12,3.17,9,1,12
66384,"2023-02-11",科教文体,I区,15,14,3.91,10,0,11
66385,"2023-02-11",公卫医疗,A区,4,3,1.91,2,0,3
66386,"2023-02-11",公卫医疗,B区,6,5,4.1,4,0,4
66387,"2023-02-11",公卫医疗,C区,5,5,1.55,3,0,5
66388,"2023-02-11",公卫医疗,D区,4,4,4.99,3,0,3
66389,"2023-02-11",公卫医疗,E区,3,3,2.54,2,0,2
66390,"2023-02-11",公卫医疗,F区,3,2,1.7,1,0,2
66391,"2023-02-11",公卫医疗,G区,6,4,3.25,2,0,4
66392,"2023-02-11",公卫医疗,H区,3,3,2.96,2,0,3
66393,"2023-02-11",公卫医疗,I区,2,2,3.31,1,0,1
66394,"2023-02-11",城乡建设,A区,14,13,2.56,11,1,13
66395,"2023-02-11",城乡建设,B区,19,16,3.01,14,1,12
66396,"2023-02-11",城乡建设,C区,24,22,1.12,18,2,17
66397,"2023-02-11",城乡建设,D区,19,19,1.95,13,2,16
66398,"2023-02-11",城乡建设,E区,24,21,4.93,14,3,16
66399,"2023-02-11",城乡建设,F区,25,24,3.02,21,0,21
66400,"2023-02-11",城乡建设,G区,13,10,3.99,8,0,9
66401,"2023-02-11",城乡建设,H区,20,17,4.17,11,0,16
66402,"2023-02-11",城乡建设,I区,16,13,4.83,10,0,10
66403,"2023-02-11",交通运输,A区,5,5,4.45,4,0,5
66404,"2023-02-11",交通运输,B区,2,1,2.26,0,0,0
66405,"2023-02-11",交通运输,C区,5,4,1.78,3,0,3
66406,"2023-02-11",交通运输,D区,6,6,1.4,4,0,5
66407,"2023-02-11",交通运输,E区,5,4,2.79,3,0,3
66408,"2023-02-11",交通运输,F区,1,0,2.83,0,0,0
66409,"2023-02-11",交通运输,G区,3,3,2.54,2,0,3
66410,"2023-02-11",交通运输,H区,2,2,1.76,1,0,1
66411,"2023-02-11",交通运输,I区,4,3,2.74,2,0,2
66412,"2023-02-11",农林牧渔,A区,11,11,3.93,9,1,8
66413,"2023-02-11",农林牧渔,B区,11,8,4.48,5,0,6
66414,"2023-02-11",农林牧渔,C区,11,11,2.66,8,1,11
66415,"2023-02-11",农林牧渔,D区,5,5,1.05,4,0,5
66416,"2023-02-11",农林牧渔,E区,6,6,4.36,4,0,5
66417,"2023-02-11",农林牧渔,F区,12,10,4.18,9,0,9
66418,"2023-02-11",农林牧渔,G区,8,8,3.15,6,0,8
66419,"2023-02-11",农林牧渔,H区,7,5,4.41,3,0,5
66420,"2023-02-11",农林牧渔,I区,10,9,4.83,6,0,7
66421,"2023-02-12",科教文体,A区,12,11,4.92,9,0,11
66422,"2023-02-12",科教文体,B区,6,6,1.23,5,0,5
66423,"2023-02-12",科教文体,C区,10,10,1.99,8,0,8
66424,"2023-02-12",科教文体,D区,10,8,3.68,6,0,6
66425,"2023-02-12",科教文体,E区,6,5,3.94,3,0,5
66426,"2023-02-12",科教文体,F区,10,10,2.99,8,1,8
66427,"2023-02-12",科教文体,G区,14,13,3.63,9,1,10
66428,"2023-02-12",科教文体,H区,7,5,2.22,4,0,5
66429,"2023-02-12",科教文体,I区,10,9,3.06,6,0,9
66430,"2023-02-12",公卫医疗,A区,21,18,2.27,13,1,18
66431,"2023-02-12",公卫医疗,B区,20,17,3.35,11,0,16
66432,"2023-02-12",公卫医疗,C区,23,22,1.5,16,0,22
66433,"2023-02-12",公卫医疗,D区,15,12,1.8,9,0,12
66434,"2023-02-12",公卫医疗,E区,17,15,1.74,12,2,12
66435,"2023-02-12",公卫医疗,F区,19,19,4.65,13,0,19
66436,"2023-02-12",公卫医疗,G区,15,14,3.72,12,2,13
66437,"2023-02-12",公卫医疗,H区,12,10,3.0,9,1,9
66438,"2023-02-12",公卫医疗,I区,18,18,4.94,14,1,15
66439,"2023-02-12",城乡建设,A区,1,0,4.32,0,0,0
66440,"2023-02-12",城乡建设,B区,1,1,4.94,0,0,1
66441,"2023-02-12",城乡建设,C区,1,0,2.07,0,0,0
66442,"2023-02-12",城乡建设,D区,1,0,4.22,0,0,0
66443,"2023-02-12",城乡建设,E区,1,1,2.87,0,0,1
66444,"2023-02-12",城乡建设,F区,1,0,4.91,0,0,0
66445,"2023-02-12",城乡建设,G区,1,0,1.22,0,0,0
66446,"2023-02-12",城乡建设,H区,1,0,4.15,0,0,0
66447,"2023-02-12",城乡建设,I区,1,1,2.05,0,0,0
66448,"2023-02-12",交通运输,A区,17,16,4.64,14,0,16
66449,"2023-02-12",交通运输,B区,16,15,2.05,10,2,12
66450,"2023-02-12",交通运输,C区,14,11,4.77,9,0,8
66451,"2023-02-12",交通运输,D区,13,11,1.3,7,1,8
66452,"2023-02-12",交通运输,E区,22,21,3.17,14,2,21
66453,"2023-02-12",交通运输,F区,20,16,1.28,13,1,14
66454,"2023-02-12",交通运输,G区,18,15,1.58,11,1,15
66455,"2023-02-12",交通运输,H区,16,15,4.89,10,1,14
66456,"2023-02-12",交通运输,I区,14,13,1.05,9,1,11
66457,"2023-02-12",农林牧渔,A区,12,10,1.47,8,1,8
66458,"2023-02-12",农林牧渔,B区,12,11,4.41,9,1,8
66459,"2023-02-12",农林牧渔,C区,13,13,3.98,9,1,10
66460,"2023-02-12",农林牧渔,D区,10,8,1.06,7,1,6
66461,"2023-02-12",农林牧渔,E区,11,10,1.29,9,1,8
66462,"2023-02-12",农林牧渔,F区,16,12,4.94,8,1,11
66463,"2023-02-12",农林牧渔,G区,11,10,2.67,9,1,9
66464,"2023-02-12",农林牧渔,H区,10,10,3.64,7,1,9
66465,"2023-02-12",农林牧渔,I区,10,8,1.39,6,1,7
66466,"2023-02-13",科教文体,A区,52,46,3.75,35,4,43
66467,"2023-02-13",科教文体,B区,45,39,1.83,27,1,39
66468,"2023-02-13",科教文体,C区,37,29,4.54,21,3,24
66469,"2023-02-13",科教文体,D区,37,33,3.71,25,2,26
