"md_id","busi_time","sub_name","accept_name","accept_cnt"
3605,"2022-10-28",科教文体,来信,48
3606,"2022-10-28",公卫医疗,来信,9
3607,"2022-10-28",城乡建设,来信,5
3608,"2022-10-28",交通运输,来信,14
3609,"2022-10-28",农林牧渔,来信,13
3610,"2022-10-28",科教文体,网站,4
3611,"2022-10-28",公卫医疗,网站,23
3612,"2022-10-28",城乡建设,网站,21
3613,"2022-10-28",交通运输,网站,21
3614,"2022-10-28",农林牧渔,网站,11
3615,"2022-10-28",科教文体,小程序/公众号,48
3616,"2022-10-28",公卫医疗,小程序/公众号,25
3617,"2022-10-28",城乡建设,小程序/公众号,20
3618,"2022-10-28",交通运输,小程序/公众号,59
3619,"2022-10-28",农林牧渔,小程序/公众号,50
3620,"2022-10-29",科教文体,电话,12
3621,"2022-10-29",公卫医疗,电话,10
3622,"2022-10-29",城乡建设,电话,4
3623,"2022-10-29",交通运输,电话,27
3624,"2022-10-29",农林牧渔,电话,34
3625,"2022-10-29",科教文体,来信,66
3626,"2022-10-29",公卫医疗,来信,51
3627,"2022-10-29",城乡建设,来信,66
3628,"2022-10-29",交通运输,来信,3
3629,"2022-10-29",农林牧渔,来信,49
3630,"2022-10-29",科教文体,网站,5
3631,"2022-10-29",公卫医疗,网站,4
3632,"2022-10-29",城乡建设,网站,5
3633,"2022-10-29",交通运输,网站,8
3634,"2022-10-29",农林牧渔,网站,5
3635,"2022-10-29",科教文体,小程序/公众号,120
3636,"2022-10-29",公卫医疗,小程序/公众号,79
3637,"2022-10-29",城乡建设,小程序/公众号,131
3638,"2022-10-29",交通运输,小程序/公众号,52
3639,"2022-10-29",农林牧渔,小程序/公众号,94
3640,"2022-10-30",科教文体,电话,12
3641,"2022-10-30",公卫医疗,电话,16
3642,"2022-10-30",城乡建设,电话,4
3643,"2022-10-30",交通运输,电话,35
3644,"2022-10-30",农林牧渔,电话,18
3645,"2022-10-30",科教文体,来信,9
3646,"2022-10-30",公卫医疗,来信,8
3647,"2022-10-30",城乡建设,来信,7
3648,"2022-10-30",交通运输,来信,6
3649,"2022-10-30",农林牧渔,来信,12
3650,"2022-10-30",科教文体,网站,30
3651,"2022-10-30",公卫医疗,网站,13
3652,"2022-10-30",城乡建设,网站,1
3653,"2022-10-30",交通运输,网站,17
3654,"2022-10-30",农林牧渔,网站,59
3655,"2022-10-30",科教文体,小程序/公众号,37
3656,"2022-10-30",公卫医疗,小程序/公众号,59
3657,"2022-10-30",城乡建设,小程序/公众号,33
3658,"2022-10-30",交通运输,小程序/公众号,16
3659,"2022-10-30",农林牧渔,小程序/公众号,8
3660,"2022-10-31",科教文体,电话,4
3661,"2022-10-31",公卫医疗,电话,8
3662,"2022-10-31",城乡建设,电话,7
3663,"2022-10-31",交通运输,电话,6
3664,"2022-10-31",农林牧渔,电话,12
3665,"2022-10-31",科教文体,来信,3
3666,"2022-10-31",公卫医疗,来信,19
3667,"2022-10-31",城乡建设,来信,27
3668,"2022-10-31",交通运输,来信,21
3669,"2022-10-31",农林牧渔,来信,22
3670,"2022-10-31",科教文体,网站,23
3671,"2022-10-31",公卫医疗,网站,30
3672,"2022-10-31",城乡建设,网站,13
3673,"2022-10-31",交通运输,网站,17
3674,"2022-10-31",农林牧渔,网站,8
3675,"2022-10-31",科教文体,小程序/公众号,0
3676,"2022-10-31",公卫医疗,小程序/公众号,37
3677,"2022-10-31",城乡建设,小程序/公众号,28
3678,"2022-10-31",交通运输,小程序/公众号,24
3679,"2022-10-31",农林牧渔,小程序/公众号,29
3680,"2022-11-01",科教文体,电话,19
3681,"2022-11-01",公卫医疗,电话,6
3682,"2022-11-01",城乡建设,电话,12
3683,"2022-11-01",交通运输,电话,12
3684,"2022-11-01",农林牧渔,电话,13
3685,"2022-11-01",科教文体,来信,21
3686,"2022-11-01",公卫医疗,来信,24
3687,"2022-11-01",城乡建设,来信,13
3688,"2022-11-01",交通运输,来信,15
3689,"2022-11-01",农林牧渔,来信,18
3690,"2022-11-01",科教文体,网站,3
3691,"2022-11-01",公卫医疗,网站,9
3692,"2022-11-01",城乡建设,网站,17
3693,"2022-11-01",交通运输,网站,18
3694,"2022-11-01",农林牧渔,网站,19
3695,"2022-11-01",科教文体,小程序/公众号,3
3696,"2022-11-01",公卫医疗,小程序/公众号,134
3697,"2022-11-01",城乡建设,小程序/公众号,105
3698,"2022-11-01",交通运输,小程序/公众号,199
3699,"2022-11-01",农林牧渔,小程序/公众号,201
3700,"2022-11-02",科教文体,电话,9
3701,"2022-11-02",公卫医疗,电话,14
3702,"2022-11-02",城乡建设,电话,67
3703,"2022-11-02",交通运输,电话,14
3704,"2022-11-02",农林牧渔,电话,3
3705,"2022-11-02",科教文体,来信,13
3706,"2022-11-02",公卫医疗,来信,6
3707,"2022-11-02",城乡建设,来信,6
3708,"2022-11-02",交通运输,来信,9
3709,"2022-11-02",农林牧渔,来信,12
3710,"2022-11-02",科教文体,网站,56
3711,"2022-11-02",公卫医疗,网站,40
3712,"2022-11-02",城乡建设,网站,57
3713,"2022-11-02",交通运输,网站,57
3714,"2022-11-02",农林牧渔,网站,16
3715,"2022-11-02",科教文体,小程序/公众号,26
3716,"2022-11-02",公卫医疗,小程序/公众号,53
3717,"2022-11-02",城乡建设,小程序/公众号,56
3718,"2022-11-02",交通运输,小程序/公众号,70
3719,"2022-11-02",农林牧渔,小程序/公众号,72
3720,"2022-11-03",科教文体,电话,60
3721,"2022-11-03",公卫医疗,电话,18
3722,"2022-11-03",城乡建设,电话,28
3723,"2022-11-03",交通运输,电话,59
3724,"2022-11-03",农林牧渔,电话,26
3725,"2022-11-03",科教文体,来信,16
3726,"2022-11-03",公卫医疗,来信,21
3727,"2022-11-03",城乡建设,来信,9
3728,"2022-11-03",交通运输,来信,15
3729,"2022-11-03",农林牧渔,来信,10
3730,"2022-11-03",科教文体,网站,88
3731,"2022-11-03",公卫医疗,网站,28
3732,"2022-11-03",城乡建设,网站,62
3733,"2022-11-03",交通运输,网站,5
3734,"2022-11-03",农林牧渔,网站,85
3735,"2022-11-03",科教文体,小程序/公众号,97
3736,"2022-11-03",公卫医疗,小程序/公众号,75
3737,"2022-11-03",城乡建设,小程序/公众号,51
3738,"2022-11-03",交通运输,小程序/公众号,58
3739,"2022-11-03",农林牧渔,小程序/公众号,98
3740,"2022-11-04",科教文体,电话,12
3741,"2022-11-04",公卫医疗,电话,17
3742,"2022-11-04",城乡建设,电话,17
3743,"2022-11-04",交通运输,电话,14
3744,"2022-11-04",农林牧渔,电话,4
3745,"2022-11-04",科教文体,来信,13
3746,"2022-11-04",公卫医疗,来信,26
3747,"2022-11-04",城乡建设,来信,4
3748,"2022-11-04",交通运输,来信,24
3749,"2022-11-04",农林牧渔,来信,37
3750,"2022-11-04",科教文体,网站,6
3751,"2022-11-04",公卫医疗,网站,1
3752,"2022-11-04",城乡建设,网站,2
3753,"2022-11-04",交通运输,网站,3
3754,"2022-11-04",农林牧渔,网站,5
3755,"2022-11-04",科教文体,小程序/公众号,38
3756,"2022-11-04",公卫医疗,小程序/公众号,12
3757,"2022-11-04",城乡建设,小程序/公众号,83
3758,"2022-11-04",交通运输,小程序/公众号,52
3759,"2022-11-04",农林牧渔,小程序/公众号,40
3760,"2022-11-05",科教文体,电话,39
3761,"2022-11-05",公卫医疗,电话,37
3762,"2022-11-05",城乡建设,电话,37
3763,"2022-11-05",交通运输,电话,38
3764,"2022-11-05",农林牧渔,电话,9
3765,"2022-11-05",科教文体,来信,3
3766,"2022-11-05",公卫医疗,来信,14
3767,"2022-11-05",城乡建设,来信,45
3768,"2022-11-05",交通运输,来信,5
3769,"2022-11-05",农林牧渔,来信,46
3770,"2022-11-05",科教文体,网站,8
3771,"2022-11-05",公卫医疗,网站,11
3772,"2022-11-05",城乡建设,网站,1
3773,"2022-11-05",交通运输,网站,9
3774,"2022-11-05",农林牧渔,网站,0
3775,"2022-11-05",科教文体,小程序/公众号,70
3776,"2022-11-05",公卫医疗,小程序/公众号,15
3777,"2022-11-05",城乡建设,小程序/公众号,77
3778,"2022-11-05",交通运输,小程序/公众号,74
3779,"2022-11-05",农林牧渔,小程序/公众号,121
3780,"2022-11-06",科教文体,电话,59
3781,"2022-11-06",公卫医疗,电话,46
3782,"2022-11-06",城乡建设,电话,51
3783,"2022-11-06",交通运输,电话,8
3784,"2022-11-06",农林牧渔,电话,20
3785,"2022-11-06",科教文体,来信,3
3786,"2022-11-06",公卫医疗,来信,3
3787,"2022-11-06",城乡建设,来信,1
3788,"2022-11-06",交通运输,来信,4
3789,"2022-11-06",农林牧渔,来信,1
3790,"2022-11-06",科教文体,网站,52
3791,"2022-11-06",公卫医疗,网站,24
3792,"2022-11-06",城乡建设,网站,16
3793,"2022-11-06",交通运输,网站,25
3794,"2022-11-06",农林牧渔,网站,27
3795,"2022-11-06",科教文体,小程序/公众号,4
3796,"2022-11-06",公卫医疗,小程序/公众号,72
3797,"2022-11-06",城乡建设,小程序/公众号,105
3798,"2022-11-06",交通运输,小程序/公众号,114
3799,"2022-11-06",农林牧渔,小程序/公众号,118
3800,"2022-11-07",科教文体,电话,17
3801,"2022-11-07",公卫医疗,电话,23
3802,"2022-11-07",城乡建设,电话,30
3803,"2022-11-07",交通运输,电话,1
3804,"2022-11-07",农林牧渔,电话,11
3805,"2022-11-07",科教文体,来信,28
3806,"2022-11-07",公卫医疗,来信,56
3807,"2022-11-07",城乡建设,来信,4
3808,"2022-11-07",交通运输,来信,62
3809,"2022-11-07",农林牧渔,来信,5
3810,"2022-11-07",科教文体,网站,17
3811,"2022-11-07",公卫医疗,网站,34
3812,"2022-11-07",城乡建设,网站,31
3813,"2022-11-07",交通运输,网站,16
3814,"2022-11-07",农林牧渔,网站,9
3815,"2022-11-07",科教文体,小程序/公众号,30
3816,"2022-11-07",公卫医疗,小程序/公众号,43
3817,"2022-11-07",城乡建设,小程序/公众号,65
3818,"2022-11-07",交通运输,小程序/公众号,39
3819,"2022-11-07",农林牧渔,小程序/公众号,45
3820,"2022-11-08",科教文体,电话,20
3821,"2022-11-08",公卫医疗,电话,8
3822,"2022-11-08",城乡建设,电话,20
3823,"2022-11-08",交通运输,电话,1
3824,"2022-11-08",农林牧渔,电话,2
3825,"2022-11-08",科教文体,来信,34
3826,"2022-11-08",公卫医疗,来信,25
3827,"2022-11-08",城乡建设,来信,47
3828,"2022-11-08",交通运输,来信,12
3829,"2022-11-08",农林牧渔,来信,22
3830,"2022-11-08",科教文体,网站,41
3831,"2022-11-08",公卫医疗,网站,58
3832,"2022-11-08",城乡建设,网站,42
3833,"2022-11-08",交通运输,网站,82
3834,"2022-11-08",农林牧渔,网站,19
3835,"2022-11-08",科教文体,小程序/公众号,16
3836,"2022-11-08",公卫医疗,小程序/公众号,71
3837,"2022-11-08",城乡建设,小程序/公众号,86
3838,"2022-11-08",交通运输,小程序/公众号,27
3839,"2022-11-08",农林牧渔,小程序/公众号,102
3840,"2022-11-09",科教文体,电话,20
3841,"2022-11-09",公卫医疗,电话,33
3842,"2022-11-09",城乡建设,电话,14
3843,"2022-11-09",交通运输,电话,21
3844,"2022-11-09",农林牧渔,电话,149
3845,"2022-11-09",科教文体,来信,9
3846,"2022-11-09",公卫医疗,来信,48
3847,"2022-11-09",城乡建设,来信,18
3848,"2022-11-09",交通运输,来信,65
3849,"2022-11-09",农林牧渔,来信,59
3850,"2022-11-09",科教文体,网站,45
3851,"2022-11-09",公卫医疗,网站,29
3852,"2022-11-09",城乡建设,网站,22
3853,"2022-11-09",交通运输,网站,81
3854,"2022-11-09",农林牧渔,网站,33
3855,"2022-11-09",科教文体,小程序/公众号,92
3856,"2022-11-09",公卫医疗,小程序/公众号,108
3857,"2022-11-09",城乡建设,小程序/公众号,48
3858,"2022-11-09",交通运输,小程序/公众号,52
3859,"2022-11-09",农林牧渔,小程序/公众号,50
3860,"2022-11-10",科教文体,电话,51
3861,"2022-11-10",公卫医疗,电话,26
3862,"2022-11-10",城乡建设,电话,37
3863,"2022-11-10",交通运输,电话,30
3864,"2022-11-10",农林牧渔,电话,41
3865,"2022-11-10",科教文体,来信,35
3866,"2022-11-10",公卫医疗,来信,13
3867,"2022-11-10",城乡建设,来信,24
3868,"2022-11-10",交通运输,来信,36
3869,"2022-11-10",农林牧渔,来信,25
3870,"2022-11-10",科教文体,网站,19
3871,"2022-11-10",公卫医疗,网站,16
3872,"2022-11-10",城乡建设,网站,44
3873,"2022-11-10",交通运输,网站,48
3874,"2022-11-10",农林牧渔,网站,67
3875,"2022-11-10",科教文体,小程序/公众号,17
3876,"2022-11-10",公卫医疗,小程序/公众号,81
3877,"2022-11-10",城乡建设,小程序/公众号,71
3878,"2022-11-10",交通运输,小程序/公众号,45
3879,"2022-11-10",农林牧渔,小程序/公众号,73
3880,"2022-11-11",科教文体,电话,15
3881,"2022-11-11",公卫医疗,电话,39
3882,"2022-11-11",城乡建设,电话,11
3883,"2022-11-11",交通运输,电话,11
3884,"2022-11-11",农林牧渔,电话,3
3885,"2022-11-11",科教文体,来信,6
3886,"2022-11-11",公卫医疗,来信,5
3887,"2022-11-11",城乡建设,来信,1
3888,"2022-11-11",交通运输,来信,5
3889,"2022-11-11",农林牧渔,来信,2
3890,"2022-11-11",科教文体,网站,36
3891,"2022-11-11",公卫医疗,网站,16
3892,"2022-11-11",城乡建设,网站,23
3893,"2022-11-11",交通运输,网站,34
3894,"2022-11-11",农林牧渔,网站,3
3895,"2022-11-11",科教文体,小程序/公众号,90
3896,"2022-11-11",公卫医疗,小程序/公众号,95
3897,"2022-11-11",城乡建设,小程序/公众号,73
3898,"2022-11-11",交通运输,小程序/公众号,2
3899,"2022-11-11",农林牧渔,小程序/公众号,76
3900,"2022-11-12",科教文体,电话,11
3901,"2022-11-12",公卫医疗,电话,12
3902,"2022-11-12",城乡建设,电话,8
3903,"2022-11-12",交通运输,电话,6
3904,"2022-11-12",农林牧渔,电话,12
3905,"2022-11-12",科教文体,来信,58
3906,"2022-11-12",公卫医疗,来信,10
3907,"2022-11-12",城乡建设,来信,6
3908,"2022-11-12",交通运输,来信,54
3909,"2022-11-12",农林牧渔,来信,70
3910,"2022-11-12",科教文体,网站,11
3911,"2022-11-12",公卫医疗,网站,14
3912,"2022-11-12",城乡建设,网站,20
3913,"2022-11-12",交通运输,网站,8
3914,"2022-11-12",农林牧渔,网站,24
3915,"2022-11-12",科教文体,小程序/公众号,59
3916,"2022-11-12",公卫医疗,小程序/公众号,119
3917,"2022-11-12",城乡建设,小程序/公众号,199
3918,"2022-11-12",交通运输,小程序/公众号,135
3919,"2022-11-12",农林牧渔,小程序/公众号,66
3920,"2022-11-13",科教文体,电话,24
3921,"2022-11-13",公卫医疗,电话,44
3922,"2022-11-13",城乡建设,电话,51
3923,"2022-11-13",交通运输,电话,16
3924,"2022-11-13",农林牧渔,电话,32
3925,"2022-11-13",科教文体,来信,71
3926,"2022-11-13",公卫医疗,来信,57
3927,"2022-11-13",城乡建设,来信,35
3928,"2022-11-13",交通运输,来信,50
3929,"2022-11-13",农林牧渔,来信,44
3930,"2022-11-13",科教文体,网站,76
3931,"2022-11-13",公卫医疗,网站,31
3932,"2022-11-13",城乡建设,网站,16
3933,"2022-11-13",交通运输,网站,39
3934,"2022-11-13",农林牧渔,网站,48
3935,"2022-11-13",科教文体,小程序/公众号,112
3936,"2022-11-13",公卫医疗,小程序/公众号,175
3937,"2022-11-13",城乡建设,小程序/公众号,2
3938,"2022-11-13",交通运输,小程序/公众号,29
3939,"2022-11-13",农林牧渔,小程序/公众号,48
3940,"2022-11-14",科教文体,电话,35
3941,"2022-11-14",公卫医疗,电话,0
3942,"2022-11-14",城乡建设,电话,42
3943,"2022-11-14",交通运输,电话,21
3944,"2022-11-14",农林牧渔,电话,25
3945,"2022-11-14",科教文体,来信,11
3946,"2022-11-14",公卫医疗,来信,76
3947,"2022-11-14",城乡建设,来信,67
3948,"2022-11-14",交通运输,来信,44
3949,"2022-11-14",农林牧渔,来信,36
3950,"2022-11-14",科教文体,网站,67
3951,"2022-11-14",公卫医疗,网站,27
3952,"2022-11-14",城乡建设,网站,119
3953,"2022-11-14",交通运输,网站,2
3954,"2022-11-14",农林牧渔,网站,57
3955,"2022-11-14",科教文体,小程序/公众号,49
3956,"2022-11-14",公卫医疗,小程序/公众号,4
3957,"2022-11-14",城乡建设,小程序/公众号,129
3958,"2022-11-14",交通运输,小程序/公众号,72
3959,"2022-11-14",农林牧渔,小程序/公众号,33
3960,"2022-11-15",科教文体,电话,15
3961,"2022-11-15",公卫医疗,电话,6
3962,"2022-11-15",城乡建设,电话,7
3963,"2022-11-15",交通运输,电话,24
3964,"2022-11-15",农林牧渔,电话,22
3965,"2022-11-15",科教文体,来信,58
3966,"2022-11-15",公卫医疗,来信,2
3967,"2022-11-15",城乡建设,来信,8
3968,"2022-11-15",交通运输,来信,27
3969,"2022-11-15",农林牧渔,来信,11
3970,"2022-11-15",科教文体,网站,18
3971,"2022-11-15",公卫医疗,网站,10
3972,"2022-11-15",城乡建设,网站,10
3973,"2022-11-15",交通运输,网站,9
3974,"2022-11-15",农林牧渔,网站,18
3975,"2022-11-15",科教文体,小程序/公众号,25
3976,"2022-11-15",公卫医疗,小程序/公众号,48
3977,"2022-11-15",城乡建设,小程序/公众号,46
3978,"2022-11-15",交通运输,小程序/公众号,33
3979,"2022-11-15",农林牧渔,小程序/公众号,14
3980,"2022-11-16",科教文体,电话,18
3981,"2022-11-16",公卫医疗,电话,5
3982,"2022-11-16",城乡建设,电话,12
3983,"2022-11-16",交通运输,电话,8
3984,"2022-11-16",农林牧渔,电话,4
3985,"2022-11-16",科教文体,来信,8
3986,"2022-11-16",公卫医疗,来信,5
3987,"2022-11-16",城乡建设,来信,5
3988,"2022-11-16",交通运输,来信,10
3989,"2022-11-16",农林牧渔,来信,6
3990,"2022-11-16",科教文体,网站,9
3991,"2022-11-16",公卫医疗,网站,23
3992,"2022-11-16",城乡建设,网站,29
3993,"2022-11-16",交通运输,网站,31
3994,"2022-11-16",农林牧渔,网站,24
3995,"2022-11-16",科教文体,小程序/公众号,59
3996,"2022-11-16",公卫医疗,小程序/公众号,37
3997,"2022-11-16",城乡建设,小程序/公众号,40
3998,"2022-11-16",交通运输,小程序/公众号,7
3999,"2022-11-16",农林牧渔,小程序/公众号,108
4000,"2022-11-17",科教文体,电话,34
4001,"2022-11-17",公卫医疗,电话,59
4002,"2022-11-17",城乡建设,电话,4
4003,"2022-11-17",交通运输,电话,19
4004,"2022-11-17",农林牧渔,电话,22
4005,"2022-11-17",科教文体,来信,26
4006,"2022-11-17",公卫医疗,来信,26
4007,"2022-11-17",城乡建设,来信,30
4008,"2022-11-17",交通运输,来信,9
4009,"2022-11-17",农林牧渔,来信,25
4010,"2022-11-17",科教文体,网站,28
4011,"2022-11-17",公卫医疗,网站,22
4012,"2022-11-17",城乡建设,网站,39
4013,"2022-11-17",交通运输,网站,12
4014,"2022-11-17",农林牧渔,网站,14
4015,"2022-11-17",科教文体,小程序/公众号,8
4016,"2022-11-17",公卫医疗,小程序/公众号,75
4017,"2022-11-17",城乡建设,小程序/公众号,83
4018,"2022-11-17",交通运输,小程序/公众号,27
4019,"2022-11-17",农林牧渔,小程序/公众号,1
4020,"2022-11-18",科教文体,电话,15
4021,"2022-11-18",公卫医疗,电话,11
4022,"2022-11-18",城乡建设,电话,28
4023,"2022-11-18",交通运输,电话,19
4024,"2022-11-18",农林牧渔,电话,28
4025,"2022-11-18",科教文体,来信,57
4026,"2022-11-18",公卫医疗,来信,13
4027,"2022-11-18",城乡建设,来信,64
4028,"2022-11-18",交通运输,来信,54
4029,"2022-11-18",农林牧渔,来信,3
4030,"2022-11-18",科教文体,网站,4
4031,"2022-11-18",公卫医疗,网站,7
4032,"2022-11-18",城乡建设,网站,11
4033,"2022-11-18",交通运输,网站,0
4034,"2022-11-18",农林牧渔,网站,12
4035,"2022-11-18",科教文体,小程序/公众号,93
4036,"2022-11-18",公卫医疗,小程序/公众号,126
4037,"2022-11-18",城乡建设,小程序/公众号,8
4038,"2022-11-18",交通运输,小程序/公众号,61
4039,"2022-11-18",农林牧渔,小程序/公众号,125
4040,"2022-11-19",科教文体,电话,18
4041,"2022-11-19",公卫医疗,电话,18
4042,"2022-11-19",城乡建设,电话,19
4043,"2022-11-19",交通运输,电话,27
4044,"2022-11-19",农林牧渔,电话,21
4045,"2022-11-19",科教文体,来信,40
4046,"2022-11-19",公卫医疗,来信,52
4047,"2022-11-19",城乡建设,来信,21
4048,"2022-11-19",交通运输,来信,12
4049,"2022-11-19",农林牧渔,来信,7
4050,"2022-11-19",科教文体,网站,13
4051,"2022-11-19",公卫医疗,网站,14
4052,"2022-11-19",城乡建设,网站,16
4053,"2022-11-19",交通运输,网站,11
4054,"2022-11-19",农林牧渔,网站,15
4055,"2022-11-19",科教文体,小程序/公众号,39
4056,"2022-11-19",公卫医疗,小程序/公众号,75
4057,"2022-11-19",城乡建设,小程序/公众号,56
4058,"2022-11-19",交通运输,小程序/公众号,57
4059,"2022-11-19",农林牧渔,小程序/公众号,50
4060,"2022-11-20",科教文体,电话,6
4061,"2022-11-20",公卫医疗,电话,4
4062,"2022-11-20",城乡建设,电话,31
4063,"2022-11-20",交通运输,电话,7
4064,"2022-11-20",农林牧渔,电话,22
4065,"2022-11-20",科教文体,来信,11
4066,"2022-11-20",公卫医疗,来信,20
4067,"2022-11-20",城乡建设,来信,72
4068,"2022-11-20",交通运输,来信,92
4069,"2022-11-20",农林牧渔,来信,1
4070,"2022-11-20",科教文体,网站,48
4071,"2022-11-20",公卫医疗,网站,36
4072,"2022-11-20",城乡建设,网站,66
4073,"2022-11-20",交通运输,网站,21
4074,"2022-11-20",农林牧渔,网站,7
4075,"2022-11-20",科教文体,小程序/公众号,1
4076,"2022-11-20",公卫医疗,小程序/公众号,29
4077,"2022-11-20",城乡建设,小程序/公众号,81
4078,"2022-11-20",交通运输,小程序/公众号,53
4079,"2022-11-20",农林牧渔,小程序/公众号,63
4080,"2022-11-21",科教文体,电话,35
4081,"2022-11-21",公卫医疗,电话,9
4082,"2022-11-21",城乡建设,电话,16
4083,"2022-11-21",交通运输,电话,8
4084,"2022-11-21",农林牧渔,电话,39
4085,"2022-11-21",科教文体,来信,16
4086,"2022-11-21",公卫医疗,来信,16
4087,"2022-11-21",城乡建设,来信,31
4088,"2022-11-21",交通运输,来信,12
4089,"2022-11-21",农林牧渔,来信,2
4090,"2022-11-21",科教文体,网站,1
4091,"2022-11-21",公卫医疗,网站,2
4092,"2022-11-21",城乡建设,网站,13
4093,"2022-11-21",交通运输,网站,3
4094,"2022-11-21",农林牧渔,网站,14
4095,"2022-11-21",科教文体,小程序/公众号,46
4096,"2022-11-21",公卫医疗,小程序/公众号,36
4097,"2022-11-21",城乡建设,小程序/公众号,43
4098,"2022-11-21",交通运输,小程序/公众号,53
4099,"2022-11-21",农林牧渔,小程序/公众号,36
4100,"2022-11-22",科教文体,电话,16
4101,"2022-11-22",公卫医疗,电话,33
4102,"2022-11-22",城乡建设,电话,10
4103,"2022-11-22",交通运输,电话,10
4104,"2022-11-22",农林牧渔,电话,10
4105,"2022-11-22",科教文体,来信,4
4106,"2022-11-22",公卫医疗,来信,10
4107,"2022-11-22",城乡建设,来信,8
4108,"2022-11-22",交通运输,来信,8
4109,"2022-11-22",农林牧渔,来信,1
4110,"2022-11-22",科教文体,网站,2
4111,"2022-11-22",公卫医疗,网站,3
4112,"2022-11-22",城乡建设,网站,5
4113,"2022-11-22",交通运输,网站,3
4114,"2022-11-22",农林牧渔,网站,6
4115,"2022-11-22",科教文体,小程序/公众号,33
4116,"2022-11-22",公卫医疗,小程序/公众号,51
4117,"2022-11-22",城乡建设,小程序/公众号,83
4118,"2022-11-22",交通运输,小程序/公众号,16
4119,"2022-11-22",农林牧渔,小程序/公众号,4
4120,"2022-11-23",科教文体,电话,42
4121,"2022-11-23",公卫医疗,电话,20
4122,"2022-11-23",城乡建设,电话,49
4123,"2022-11-23",交通运输,电话,68
4124,"2022-11-23",农林牧渔,电话,12
4125,"2022-11-23",科教文体,来信,6
4126,"2022-11-23",公卫医疗,来信,21
4127,"2022-11-23",城乡建设,来信,20
4128,"2022-11-23",交通运输,来信,12
4129,"2022-11-23",农林牧渔,来信,8
4130,"2022-11-23",科教文体,网站,36
4131,"2022-11-23",公卫医疗,网站,25
4132,"2022-11-23",城乡建设,网站,39
4133,"2022-11-23",交通运输,网站,10
4134,"2022-11-23",农林牧渔,网站,92
4135,"2022-11-23",科教文体,小程序/公众号,57
4136,"2022-11-23",公卫医疗,小程序/公众号,86
4137,"2022-11-23",城乡建设,小程序/公众号,25
4138,"2022-11-23",交通运输,小程序/公众号,67
4139,"2022-11-23",农林牧渔,小程序/公众号,75
4140,"2022-11-24",科教文体,电话,9
4141,"2022-11-24",公卫医疗,电话,27
4142,"2022-11-24",城乡建设,电话,5
4143,"2022-11-24",交通运输,电话,22
4144,"2022-11-24",农林牧渔,电话,6
4145,"2022-11-24",科教文体,来信,18
4146,"2022-11-24",公卫医疗,来信,93
4147,"2022-11-24",城乡建设,来信,14
4148,"2022-11-24",交通运输,来信,37
4149,"2022-11-24",农林牧渔,来信,52
4150,"2022-11-24",科教文体,网站,24
4151,"2022-11-24",公卫医疗,网站,64
4152,"2022-11-24",城乡建设,网站,20
4153,"2022-11-24",交通运输,网站,92
4154,"2022-11-24",农林牧渔,网站,71
4155,"2022-11-24",科教文体,小程序/公众号,112
4156,"2022-11-24",公卫医疗,小程序/公众号,64
4157,"2022-11-24",城乡建设,小程序/公众号,8
4158,"2022-11-24",交通运输,小程序/公众号,94
4159,"2022-11-24",农林牧渔,小程序/公众号,39
4160,"2022-11-25",科教文体,电话,39
4161,"2022-11-25",公卫医疗,电话,22
4162,"2022-11-25",城乡建设,电话,30
4163,"2022-11-25",交通运输,电话,29
4164,"2022-11-25",农林牧渔,电话,20
4165,"2022-11-25",科教文体,来信,18
4166,"2022-11-25",公卫医疗,来信,4
4167,"2022-11-25",城乡建设,来信,23
4168,"2022-11-25",交通运输,来信,19
4169,"2022-11-25",农林牧渔,来信,22
4170,"2022-11-25",科教文体,网站,8
4171,"2022-11-25",公卫医疗,网站,7
4172,"2022-11-25",城乡建设,网站,11
4173,"2022-11-25",交通运输,网站,9
4174,"2022-11-25",农林牧渔,网站,10
4175,"2022-11-25",科教文体,小程序/公众号,99
4176,"2022-11-25",公卫医疗,小程序/公众号,102
4177,"2022-11-25",城乡建设,小程序/公众号,41
4178,"2022-11-25",交通运输,小程序/公众号,35
4179,"2022-11-25",农林牧渔,小程序/公众号,26
4180,"2022-11-26",科教文体,电话,10
4181,"2022-11-26",公卫医疗,电话,2
4182,"2022-11-26",城乡建设,电话,5
4183,"2022-11-26",交通运输,电话,14
4184,"2022-11-26",农林牧渔,电话,14
4185,"2022-11-26",科教文体,来信,19
4186,"2022-11-26",公卫医疗,来信,22
4187,"2022-11-26",城乡建设,来信,7
4188,"2022-11-26",交通运输,来信,10
4189,"2022-11-26",农林牧渔,来信,14
4190,"2022-11-26",科教文体,网站,2
4191,"2022-11-26",公卫医疗,网站,11
4192,"2022-11-26",城乡建设,网站,1
4193,"2022-11-26",交通运输,网站,8
4194,"2022-11-26",农林牧渔,网站,7
4195,"2022-11-26",科教文体,小程序/公众号,62
4196,"2022-11-26",公卫医疗,小程序/公众号,27
4197,"2022-11-26",城乡建设,小程序/公众号,24
4198,"2022-11-26",交通运输,小程序/公众号,58
4199,"2022-11-26",农林牧渔,小程序/公众号,2
4200,"2022-11-27",科教文体,电话,23
4201,"2022-11-27",公卫医疗,电话,5
4202,"2022-11-27",城乡建设,电话,20
4203,"2022-11-27",交通运输,电话,20
4204,"2022-11-27",农林牧渔,电话,0
4205,"2022-11-27",科教文体,来信,15
