"md_id","busi_time","callback_type","callback_cnt","success_cnt","satisfaction_cnt","dissatisfaction_cnt","no_evaluate_cnt","avg_callback_time"
534,"2022-10-25",3,198,33,15,1,17,2.01
535,"2022-10-26",1,84,74,39,5,30,3.94
536,"2022-10-26",2,86,66,34,6,26,0.0
537,"2022-10-26",3,175,102,76,0,26,2.76
538,"2022-10-27",1,113,107,41,62,4,6.65
539,"2022-10-27",2,200,147,110,2,35,0.0
540,"2022-10-27",3,155,136,136,0,0,1.42
541,"2022-10-28",1,195,148,35,103,10,9.64
542,"2022-10-28",2,145,103,48,45,10,0.0
543,"2022-10-28",3,90,75,41,22,12,1.52
544,"2022-10-29",1,70,35,35,0,0,6.94
545,"2022-10-29",2,88,35,0,24,11,0.0
546,"2022-10-29",3,97,30,21,4,5,4.31
547,"2022-10-30",1,133,91,15,38,38,2.67
548,"2022-10-30",2,67,63,33,13,17,0.0
549,"2022-10-30",3,121,109,52,56,1,4.9
550,"2022-10-31",1,176,149,122,6,21,5.15
551,"2022-10-31",2,130,116,38,68,10,0.0
552,"2022-10-31",3,172,79,30,19,30,4.64
553,"2022-11-01",1,84,48,24,1,23,8.23
554,"2022-11-01",2,127,123,28,78,17,0.0
555,"2022-11-01",3,131,83,30,29,24,1.74
556,"2022-11-02",1,170,105,104,1,0,4.47
557,"2022-11-02",2,71,41,2,1,38,0.0
558,"2022-11-02",3,125,63,59,4,0,2.57
559,"2022-11-03",1,132,119,31,57,31,4.53
560,"2022-11-03",2,142,119,55,57,7,0.0
561,"2022-11-03",3,156,102,32,42,28,4.05
562,"2022-11-04",1,146,31,10,13,8,7.03
563,"2022-11-04",2,140,38,7,10,21,0.0
564,"2022-11-04",3,156,84,31,16,37,3.47
565,"2022-11-05",1,104,48,17,19,12,5.24
566,"2022-11-05",2,152,82,82,0,0,0.0
567,"2022-11-05",3,120,93,71,21,1,3.39
568,"2022-11-06",1,71,58,58,0,0,2.93
569,"2022-11-06",2,50,34,20,6,8,0.0
570,"2022-11-06",3,70,57,54,0,3,2.75
571,"2022-11-07",1,57,44,8,11,25,7.77
572,"2022-11-07",2,98,85,71,3,11,0.0
573,"2022-11-07",3,103,99,47,39,13,3.24
574,"2022-11-08",1,109,73,15,13,45,4.15
575,"2022-11-08",2,71,51,1,21,29,0.0
576,"2022-11-08",3,89,82,6,71,5,2.81
577,"2022-11-09",1,62,52,21,16,15,5.82
578,"2022-11-09",2,107,96,74,10,12,0.0
579,"2022-11-09",3,105,73,53,0,20,1.83
580,"2022-11-10",1,142,52,43,5,4,4.83
581,"2022-11-10",2,124,123,62,22,39,0.0
582,"2022-11-10",3,87,38,16,20,2,1.25
583,"2022-11-11",1,96,40,16,7,17,8.31
584,"2022-11-11",2,174,139,6,123,10,0.0
585,"2022-11-11",3,57,41,6,10,25,2.98
586,"2022-11-12",1,92,55,7,5,43,8.94
587,"2022-11-12",2,93,45,3,41,1,0.0
588,"2022-11-12",3,106,100,38,15,47,2.98
589,"2022-11-13",1,73,34,4,24,6,2.5
590,"2022-11-13",2,103,58,24,10,24,0.0
591,"2022-11-13",3,56,43,5,19,19,3.95
592,"2022-11-14",1,149,60,26,0,34,8.48
593,"2022-11-14",2,142,63,11,49,3,0.0
594,"2022-11-14",3,107,51,23,25,3,1.1
595,"2022-11-15",1,82,34,24,2,8,5.94
596,"2022-11-15",2,170,32,20,4,8,0.0
597,"2022-11-15",3,85,71,48,15,8,4.37
598,"2022-11-16",1,83,73,41,23,9,9.84
599,"2022-11-16",2,97,55,21,8,26,0.0
600,"2022-11-16",3,76,72,58,8,6,3.58
601,"2022-11-17",1,76,35,21,4,10,8.96
602,"2022-11-17",2,61,44,23,11,10,0.0
603,"2022-11-17",3,179,48,48,0,0,2.57
604,"2022-11-18",1,187,70,50,11,9,7.25
605,"2022-11-18",2,91,52,9,21,22,0.0
606,"2022-11-18",3,165,57,50,4,3,4.45
607,"2022-11-19",1,145,78,77,1,0,5.4
608,"2022-11-19",2,166,110,24,84,2,0.0
609,"2022-11-19",3,59,40,11,27,2,1.81
610,"2022-11-20",1,95,90,1,15,74,2.25
611,"2022-11-20",2,135,61,9,41,11,0.0
612,"2022-11-20",3,144,34,5,13,16,3.29
613,"2022-11-21",1,174,113,90,9,14,7.42
614,"2022-11-21",2,102,92,3,75,14,0.0
615,"2022-11-21",3,174,172,23,135,14,2.09
616,"2022-11-22",1,199,185,153,25,7,3.22
617,"2022-11-22",2,189,184,59,84,41,0.0
618,"2022-11-22",3,90,47,31,4,12,3.16
619,"2022-11-23",1,106,91,39,23,29,4.78
620,"2022-11-23",2,61,32,19,7,6,0.0
621,"2022-11-23",3,115,100,67,28,5,1.91
622,"2022-11-24",1,79,57,11,1,45,3.29
623,"2022-11-24",2,129,40,7,18,15,0.0
624,"2022-11-24",3,193,187,31,66,90,2.23
625,"2022-11-25",1,58,53,22,19,12,5.84
626,"2022-11-25",2,111,105,46,27,32,0.0
627,"2022-11-25",3,63,49,48,1,0,1.89
628,"2022-11-26",1,64,55,31,15,9,5.3
629,"2022-11-26",2,55,41,25,16,0,0.0
630,"2022-11-26",3,176,158,107,34,17,1.54
631,"2022-11-27",1,162,98,66,2,30,3.17
632,"2022-11-27",2,132,57,1,42,14,0.0
633,"2022-11-27",3,127,38,1,4,33,3.78
634,"2022-11-28",1,181,143,2,117,24,8.19
635,"2022-11-28",2,187,66,8,18,40,0.0
636,"2022-11-28",3,116,38,0,26,12,4.35
637,"2022-11-29",1,185,93,38,22,33,8.96
638,"2022-11-29",2,137,110,71,22,17,0.0
639,"2022-11-29",3,123,36,17,6,13,3.19
640,"2022-11-30",1,110,37,28,9,0,3.11
641,"2022-11-30",2,128,53,28,15,10,0.0
642,"2022-11-30",3,107,77,19,25,33,3.55
643,"2022-12-01",1,72,71,47,22,2,4.64
644,"2022-12-01",2,162,33,27,4,2,0.0
645,"2022-12-01",3,167,123,12,58,53,1.19
646,"2022-12-02",1,153,114,112,0,2,5.93
647,"2022-12-02",2,133,129,99,8,22,0.0
648,"2022-12-02",3,176,98,68,4,26,1.63
649,"2022-12-03",1,168,46,3,0,43,4.25
650,"2022-12-03",2,195,185,45,23,117,0.0
651,"2022-12-03",3,120,89,78,11,0,4.34
652,"2022-12-04",1,157,98,64,11,23,4.97
653,"2022-12-04",2,174,94,31,7,56,0.0
654,"2022-12-04",3,89,70,66,2,2,2.48
655,"2022-12-05",1,133,36,12,14,10,8.67
656,"2022-12-05",2,95,34,1,32,1,0.0
657,"2022-12-05",3,165,156,124,5,27,4.36
658,"2022-12-06",1,68,43,8,7,28,9.19
659,"2022-12-06",2,67,59,43,8,8,0.0
660,"2022-12-06",3,58,46,42,3,1,1.81
661,"2022-12-07",1,103,48,47,1,0,2.56
662,"2022-12-07",2,156,125,17,20,88,0.0
663,"2022-12-07",3,96,63,38,2,23,3.9
664,"2022-12-08",1,94,48,10,0,38,6.81
665,"2022-12-08",2,119,84,25,46,13,0.0
666,"2022-12-08",3,56,49,31,12,6,3.21
667,"2022-12-09",1,157,44,19,6,19,8.02
668,"2022-12-09",2,91,84,1,27,56,0.0
669,"2022-12-09",3,146,141,68,6,67,3.09
670,"2022-12-10",1,105,103,55,12,36,7.28
671,"2022-12-10",2,70,57,4,30,23,0.0
672,"2022-12-10",3,77,31,22,0,9,2.12
673,"2022-12-11",1,81,34,1,27,6,8.98
674,"2022-12-11",2,192,93,20,53,20,0.0
675,"2022-12-11",3,88,78,39,35,4,3.61
676,"2022-12-12",1,192,179,61,58,60,8.38
677,"2022-12-12",2,72,67,24,34,9,0.0
678,"2022-12-12",3,86,34,19,11,4,3.28
679,"2022-12-13",1,133,66,1,49,16,7.03
680,"2022-12-13",2,96,86,27,25,34,0.0
681,"2022-12-13",3,128,93,1,42,50,3.01
682,"2022-12-14",1,119,33,2,30,1,4.92
683,"2022-12-14",2,163,109,46,46,17,0.0
684,"2022-12-14",3,116,112,2,27,83,2.76
685,"2022-12-15",1,83,68,20,3,45,3.04
686,"2022-12-15",2,65,60,48,6,6,0.0
687,"2022-12-15",3,178,85,11,10,64,2.26
688,"2022-12-16",1,59,49,2,4,43,6.11
689,"2022-12-16",2,91,62,23,0,39,0.0
690,"2022-12-16",3,175,151,131,6,14,3.07
691,"2022-12-17",1,145,105,104,0,1,3.85
692,"2022-12-17",2,66,41,20,8,13,0.0
693,"2022-12-17",3,51,47,25,21,1,3.13
694,"2022-12-18",1,197,76,40,13,23,7.35
695,"2022-12-18",2,162,156,59,94,3,0.0
696,"2022-12-18",3,169,75,32,3,40,1.51
697,"2022-12-19",1,174,122,81,21,20,3.48
698,"2022-12-19",2,152,104,77,18,9,0.0
699,"2022-12-19",3,65,61,11,7,43,3.76
700,"2022-12-20",1,161,99,61,31,7,2.92
701,"2022-12-20",2,148,142,132,8,2,0.0
702,"2022-12-20",3,177,87,8,1,78,1.3
703,"2022-12-21",1,60,44,28,2,14,7.43
704,"2022-12-21",2,112,70,18,47,5,0.0
705,"2022-12-21",3,110,96,61,30,5,2.78
706,"2022-12-22",1,173,75,43,7,25,8.33
707,"2022-12-22",2,149,128,77,38,13,0.0
708,"2022-12-22",3,152,149,134,5,10,3.97
709,"2022-12-23",1,59,53,44,8,1,7.06
710,"2022-12-23",2,166,85,43,9,33,0.0
711,"2022-12-23",3,155,124,68,32,24,2.5
712,"2022-12-24",1,153,123,111,12,0,3.69
713,"2022-12-24",2,92,67,53,4,10,0.0
714,"2022-12-24",3,197,182,1,47,134,3.07
715,"2022-12-25",1,71,50,3,18,29,7.11
716,"2022-12-25",2,148,82,43,4,35,0.0
717,"2022-12-25",3,164,48,31,17,0,3.17
718,"2022-12-26",1,147,50,19,28,3,9.61
719,"2022-12-26",2,182,93,92,0,1,0.0
720,"2022-12-26",3,143,41,8,17,16,4.63
721,"2022-12-27",1,131,100,77,1,22,8.19
722,"2022-12-27",2,122,87,48,6,33,0.0
723,"2022-12-27",3,109,95,59,0,36,2.98
724,"2022-12-28",1,58,35,27,8,0,8.96
725,"2022-12-28",2,151,121,11,94,16,0.0
726,"2022-12-28",3,96,63,36,25,2,1.96
727,"2022-12-29",1,197,85,64,2,19,3.31
728,"2022-12-29",2,67,64,63,1,0,0.0
729,"2022-12-29",3,111,86,36,25,25,3.48
730,"2022-12-30",1,121,120,92,25,3,4.86
731,"2022-12-30",2,169,154,113,13,28,0.0
732,"2022-12-30",3,195,72,61,5,6,4.38
733,"2022-12-31",1,174,172,21,38,113,9.61
734,"2022-12-31",2,188,65,21,19,25,0.0
735,"2022-12-31",3,137,58,53,5,0,3.9
736,"2023-01-01",1,140,74,0,14,60,8.29
737,"2023-01-01",2,192,88,76,8,4,0.0
738,"2023-01-01",3,83,37,29,3,5,1.55
739,"2023-01-02",1,64,42,35,4,3,5.46
740,"2023-01-02",2,55,44,4,36,4,0.0
741,"2023-01-02",3,130,107,33,23,51,2.06
742,"2023-01-03",1,176,112,80,23,9,8.48
743,"2023-01-03",2,154,100,11,6,83,0.0
744,"2023-01-03",3,159,130,93,28,9,2.25
745,"2023-01-04",1,136,34,30,2,2,4.09
746,"2023-01-04",2,81,80,27,24,29,0.0
747,"2023-01-04",3,183,51,35,9,7,4.7
748,"2023-01-05",1,185,43,25,16,2,4.36
749,"2023-01-05",2,134,132,131,0,1,0.0
750,"2023-01-05",3,140,117,117,0,0,4.68
751,"2023-01-06",1,94,30,18,6,6,2.7
752,"2023-01-06",2,144,60,27,18,15,0.0
753,"2023-01-06",3,188,119,12,37,70,1.91
754,"2023-01-07",1,54,35,11,7,17,4.92
755,"2023-01-07",2,168,115,93,21,1,0.0
756,"2023-01-07",3,148,143,16,117,10,4.93
757,"2023-01-08",1,98,48,13,31,4,3.68
758,"2023-01-08",2,142,65,7,15,43,0.0
759,"2023-01-08",3,59,51,25,5,21,3.04
760,"2023-01-09",1,65,46,23,8,15,4.58
761,"2023-01-09",2,152,97,74,13,10,0.0
762,"2023-01-09",3,127,125,25,79,21,2.19
763,"2023-01-10",1,79,42,41,0,1,7.64
764,"2023-01-10",2,67,54,23,20,11,0.0
765,"2023-01-10",3,112,88,8,17,63,1.9
766,"2023-01-11",1,132,101,51,38,12,4.34
767,"2023-01-11",2,66,61,12,44,5,0.0
768,"2023-01-11",3,181,97,90,6,1,3.38
769,"2023-01-12",1,128,35,22,7,6,2.41
770,"2023-01-12",2,198,63,17,2,44,0.0
771,"2023-01-12",3,92,49,40,8,1,3.47
772,"2023-01-13",1,134,31,6,14,11,2.13
773,"2023-01-13",2,51,46,35,1,10,0.0
774,"2023-01-13",3,117,63,57,1,5,2.87
775,"2023-01-14",1,122,42,34,8,0,5.7
776,"2023-01-14",2,73,44,1,43,0,0.0
777,"2023-01-14",3,120,95,72,6,17,3.48
778,"2023-01-15",1,198,106,39,56,11,8.12
779,"2023-01-15",2,122,103,33,70,0,0.0
780,"2023-01-15",3,51,37,14,8,15,1.65
781,"2023-01-16",1,138,62,32,24,6,7.41
782,"2023-01-16",2,126,96,52,20,24,0.0
783,"2023-01-16",3,119,54,2,33,19,1.23
784,"2023-01-17",1,123,52,4,15,33,2.76
785,"2023-01-17",2,68,38,5,25,8,0.0
786,"2023-01-17",3,146,112,85,12,15,4.53
787,"2023-01-18",1,96,50,28,9,13,8.2
788,"2023-01-18",2,150,44,1,19,24,0.0
789,"2023-01-18",3,76,71,0,38,33,3.73
790,"2023-01-19",1,195,148,9,84,55,5.16
791,"2023-01-19",2,107,34,6,4,24,0.0
792,"2023-01-19",3,134,58,8,8,42,2.07
793,"2023-01-20",1,63,41,37,3,1,5.78
794,"2023-01-20",2,161,152,40,29,83,0.0
795,"2023-01-20",3,160,31,21,9,1,3.73
796,"2023-01-21",1,101,64,60,0,4,2.54
797,"2023-01-21",2,146,104,38,14,52,0.0
798,"2023-01-21",3,78,74,4,20,50,2.15
799,"2023-01-22",1,174,53,34,17,2,8.79
800,"2023-01-22",2,160,78,1,64,13,0.0
801,"2023-01-22",3,77,56,40,8,8,3.79
802,"2023-01-23",1,153,113,97,4,12,7.86
803,"2023-01-23",2,174,45,19,8,18,0.0
804,"2023-01-23",3,151,146,59,82,5,1.12
805,"2023-01-24",1,184,96,39,47,10,7.28
806,"2023-01-24",2,192,58,14,44,0,0.0
807,"2023-01-24",3,148,118,13,93,12,3.25
808,"2023-01-25",1,53,38,19,11,8,6.93
809,"2023-01-25",2,116,43,38,2,3,0.0
810,"2023-01-25",3,82,31,5,13,13,4.97
811,"2023-01-26",1,135,63,37,9,17,7.12
812,"2023-01-26",2,112,69,9,51,9,0.0
813,"2023-01-26",3,122,79,38,35,6,1.12
814,"2023-01-27",1,75,52,21,11,20,9.45
815,"2023-01-27",2,63,33,1,4,28,0.0
816,"2023-01-27",3,122,89,23,35,31,2.02
817,"2023-01-28",1,157,123,117,4,2,4.73
818,"2023-01-28",2,147,107,80,7,20,0.0
819,"2023-01-28",3,87,80,70,2,8,4.45
820,"2023-01-29",1,153,41,18,19,4,9.16
821,"2023-01-29",2,126,110,80,15,15,0.0
822,"2023-01-29",3,195,78,70,2,6,4.99
823,"2023-01-30",1,110,48,18,27,3,8.03
824,"2023-01-30",2,77,44,11,8,25,0.0
825,"2023-01-30",3,183,53,13,15,25,2.09
826,"2023-01-31",1,89,59,58,0,1,4.74
827,"2023-01-31",2,163,148,94,51,3,0.0
828,"2023-01-31",3,139,61,15,7,39,1.52
829,"2023-02-01",1,132,92,74,14,4,3.46
830,"2023-02-01",2,189,149,131,8,10,0.0
831,"2023-02-01",3,87,82,65,15,2,2.66
832,"2023-02-02",1,116,74,72,1,1,6.66
833,"2023-02-02",2,132,98,79,12,7,0.0
834,"2023-02-02",3,136,117,70,22,25,1.86
835,"2023-02-03",1,135,53,14,33,6,5.21
836,"2023-02-03",2,77,39,38,1,0,0.0
837,"2023-02-03",3,60,47,35,11,1,2.09
838,"2023-02-04",1,84,68,59,5,4,3.57
839,"2023-02-04",2,199,174,167,5,2,0.0
840,"2023-02-04",3,108,69,7,6,56,1.42
841,"2023-02-05",1,138,103,98,1,4,8.17
842,"2023-02-05",2,109,81,76,4,1,0.0
843,"2023-02-05",3,53,38,8,26,4,1.36
844,"2023-02-06",1,66,65,7,20,38,3.5
845,"2023-02-06",2,84,71,4,53,14,0.0
846,"2023-02-06",3,154,76,40,26,10,3.51
847,"2023-02-07",1,124,38,6,25,7,6.26
848,"2023-02-07",2,200,96,87,4,5,0.0
849,"2023-02-07",3,77,76,20,45,11,4.66
850,"2023-02-08",1,126,67,1,56,10,9.64
851,"2023-02-08",2,125,47,17,0,30,0.0
852,"2023-02-08",3,170,47,6,10,31,2.4
853,"2023-02-09",1,175,53,18,2,33,3.26
854,"2023-02-09",2,178,143,98,35,10,0.0
855,"2023-02-09",3,196,106,23,77,6,4.76
856,"2023-02-10",1,80,71,11,54,6,9.77
857,"2023-02-10",2,170,81,79,0,2,0.0
858,"2023-02-10",3,119,72,40,20,12,3.27
859,"2023-02-11",1,123,109,109,0,0,2.91
860,"2023-02-11",2,172,151,132,3,16,0.0
861,"2023-02-11",3,132,98,23,61,14,3.78
862,"2023-02-12",1,196,43,9,24,10,3.57
863,"2023-02-12",2,92,44,2,3,39,0.0
864,"2023-02-12",3,177,48,21,8,19,3.42
865,"2023-02-13",1,165,45,6,23,16,5.31
866,"2023-02-13",2,81,33,6,16,11,0.0
867,"2023-02-13",3,143,53,51,1,1,1.75
868,"2023-02-14",1,80,54,19,34,1,9.77
869,"2023-02-14",2,127,122,75,5,42,0.0
870,"2023-02-14",3,54,48,11,11,26,1.98
871,"2023-02-15",1,110,68,57,7,4,8.78
872,"2023-02-15",2,177,137,60,12,65,0.0
873,"2023-02-15",3,169,91,56,35,0,4.55
874,"2023-02-16",1,161,158,71,20,67,9.85
875,"2023-02-16",2,109,91,24,40,27,0.0
876,"2023-02-16",3,170,102,49,50,3,3.69
877,"2023-02-17",1,110,61,29,24,8,2.19
878,"2023-02-17",2,187,51,30,15,6,0.0
879,"2023-02-17",3,149,133,95,20,18,1.98
880,"2023-02-18",1,111,55,23,30,2,4.56
881,"2023-02-18",2,136,92,64,22,6,0.0
882,"2023-02-18",3,77,48,18,8,22,4.57
883,"2023-02-19",1,173,137,23,85,29,4.69
884,"2023-02-19",2,94,75,20,17,38,0.0
885,"2023-02-19",3,92,62,31,4,27,3.5
886,"2023-02-20",1,75,54,13,26,15,9.39
887,"2023-02-20",2,150,113,4,92,17,0.0
888,"2023-02-20",3,154,40,2,12,26,3.64
889,"2023-02-21",1,175,31,3,9,19,5.58
890,"2023-02-21",2,144,117,56,54,7,0.0
891,"2023-02-21",3,104,48,2,32,14,3.09
892,"2023-02-22",1,167,63,30,23,10,8.72
893,"2023-02-22",2,134,33,2,9,22,0.0
894,"2023-02-22",3,125,70,55,6,9,3.26
895,"2023-02-23",1,136,112,76,33,3,7.13
896,"2023-02-23",2,154,64,61,0,3,0.0
897,"2023-02-23",3,118,82,0,34,48,3.24
898,"2023-02-24",1,79,63,13,25,25,5.69
899,"2023-02-24",2,156,101,26,67,8,0.0
900,"2023-02-24",3,74,36,13,13,10,2.06
901,"2023-02-25",1,118,35,31,1,3,2.72
902,"2023-02-25",2,200,185,59,124,2,0.0
903,"2023-02-25",3,77,65,33,27,5,3.26
904,"2023-02-26",1,134,42,35,6,1,8.85
905,"2023-02-26",2,64,55,12,24,19,0.0
906,"2023-02-26",3,184,54,26,25,3,3.01
907,"2023-02-27",1,145,133,75,45,13,9.48
908,"2023-02-27",2,136,61,16,42,3,0.0
909,"2023-02-27",3,77,38,20,12,6,3.14
910,"2023-02-28",1,116,82,59,9,14,2.11
911,"2023-02-28",2,193,114,29,46,39,0.0
912,"2023-02-28",3,103,69,28,24,17,1.19
913,"2023-03-01",1,129,58,55,2,1,8.93
914,"2023-03-01",2,70,60,6,14,40,0.0
915,"2023-03-01",3,148,64,53,4,7,3.29
916,"2023-03-02",1,155,137,86,33,18,8.34
917,"2023-03-02",2,152,131,13,107,11,0.0
918,"2023-03-02",3,160,86,67,6,13,1.28
919,"2023-03-03",1,71,67,11,32,24,3.92
920,"2023-03-03",2,166,44,42,1,1,0.0
921,"2023-03-03",3,131,43,28,13,2,3.79
922,"2023-03-04",1,146,116,106,5,5,2.52
923,"2023-03-04",2,92,32,26,2,4,0.0
924,"2023-03-04",3,62,41,30,10,1,4.02
925,"2023-03-05",1,130,40,11,12,17,5.45
926,"2023-03-05",2,77,40,40,0,0,0.0
927,"2023-03-05",3,149,42,7,8,27,2.42
928,"2023-03-06",1,198,91,75,8,8,8.41
929,"2023-03-06",2,85,73,24,28,21,0.0
930,"2023-03-06",3,183,115,19,45,51,2.5
931,"2023-03-07",1,80,30,8,21,1,8.44
932,"2023-03-07",2,140,44,10,13,21,0.0
933,"2023-03-07",3,192,103,99,3,1,1.46
934,"2023-03-08",1,135,134,40,84,10,6.49
935,"2023-03-08",2,125,114,75,30,9,0.0
936,"2023-03-08",3,60,40,26,3,11,1.71
937,"2023-03-09",1,183,182,31,66,85,6.23
938,"2023-03-09",2,70,63,59,3,1,0.0
939,"2023-03-09",3,179,139,15,91,33,4.32
940,"2023-03-10",1,93,31,5,6,20,5.69
941,"2023-03-10",2,104,39,36,2,1,0.0
942,"2023-03-10",3,79,60,43,13,4,2.82
943,"2023-03-11",1,58,57,28,26,3,9.5
944,"2023-03-11",2,88,56,36,12,8,0.0
945,"2023-03-11",3,164,57,54,0,3,2.48
946,"2023-03-12",1,130,49,38,8,3,5.19
947,"2023-03-12",2,62,34,27,4,3,0.0
948,"2023-03-12",3,168,104,55,20,29,3.03
949,"2023-03-13",1,190,117,66,32,19,4.21
950,"2023-03-13",2,102,93,12,24,57,0.0
951,"2023-03-13",3,77,59,21,35,3,3.47
952,"2023-03-14",1,183,63,12,8,43,7.35
953,"2023-03-14",2,86,52,30,11,11,0.0
954,"2023-03-14",3,59,57,22,27,8,1.92
955,"2023-03-15",1,196,68,33,29,6,5.04
956,"2023-03-15",2,73,44,22,10,12,0.0
957,"2023-03-15",3,51,43,3,12,28,3.01
958,"2023-03-16",1,156,126,67,4,55,9.09
959,"2023-03-16",2,188,39,16,4,19,0.0
960,"2023-03-16",3,105,84,33,41,10,3.68
961,"2023-03-17",1,69,67,4,61,2,9.43
962,"2023-03-17",2,50,31,27,4,0,0.0
963,"2023-03-17",3,178,41,19,11,11,1.02
964,"2023-03-18",1,138,104,58,1,45,4.67
965,"2023-03-18",2,73,64,39,10,15,0.0
966,"2023-03-18",3,101,92,28,37,27,2.34
967,"2023-03-19",1,61,53,13,13,27,4.79
968,"2023-03-19",2,169,119,30,8,81,0.0
969,"2023-03-19",3,152,44,19,23,2,1.36
970,"2023-03-20",1,140,106,75,13,18,4.74
971,"2023-03-20",2,87,69,58,9,2,0.0
972,"2023-03-20",3,194,139,95,41,3,3.47
973,"2023-03-21",1,74,34,3,17,14,2.75
974,"2023-03-21",2,103,91,59,30,2,0.0
975,"2023-03-21",3,153,64,2,40,22,1.09
976,"2023-03-22",1,178,36,0,6,30,7.91
977,"2023-03-22",2,105,46,3,7,36,0.0
978,"2023-03-22",3,181,143,58,0,85,4.38
979,"2023-03-23",1,59,43,17,0,26,6.53
980,"2023-03-23",2,176,41,5,10,26,0.0
981,"2023-03-23",3,128,46,2,17,27,4.65
982,"2023-03-24",1,146,76,75,0,1,5.61
983,"2023-03-24",2,127,60,15,9,36,0.0
984,"2023-03-24",3,97,46,19,3,24,1.19
985,"2023-03-25",1,183,49,27,2,20,7.52
986,"2023-03-25",2,175,128,70,38,20,0.0
987,"2023-03-25",3,131,64,54,5,5,4.25
988,"2023-03-26",1,187,126,53,67,6,6.81
989,"2023-03-26",2,179,61,16,27,18,0.0
990,"2023-03-26",3,83,39,8,24,7,2.75
991,"2023-03-27",1,72,60,23,10,27,4.34
992,"2023-03-27",2,160,47,11,1,35,0.0
993,"2023-03-27",3,156,51,20,5,26,4.93
994,"2023-03-28",1,66,47,20,2,25,8.82
995,"2023-03-28",2,101,36,18,12,6,0.0
996,"2023-03-28",3,85,30,2,1,27,1.02
997,"2023-03-29",1,96,68,9,30,29,3.86
998,"2023-03-29",2,185,110,78,20,12,0.0
999,"2023-03-29",3,64,32,5,16,11,4.71
1000,"2023-03-30",1,57,37,18,14,5,7.99
1001,"2023-03-30",2,188,173,60,15,98,0.0
1002,"2023-03-30",3,126,102,72,17,13,3.04
1003,"2023-03-31",1,190,183,117,54,12,5.74
1004,"2023-03-31",2,55,50,6,39,5,0.0
1005,"2023-03-31",3,133,111,74,21,16,4.67
1006,"2023-04-01",1,124,62,22,38,2,6.83
1007,"2023-04-01",2,98,79,60,10,9,0.0
1008,"2023-04-01",3,55,34,27,0,7,3.29
1009,"2023-04-02",1,151,61,23,28,10,2.35
1010,"2023-04-02",2,146,87,20,27,40,0.0
1011,"2023-04-02",3,120,115,85,26,4,1.69
1012,"2023-04-03",1,106,105,79,13,13,5.07
1013,"2023-04-03",2,61,33,17,9,7,0.0
1014,"2023-04-03",3,74,71,46,25,0,3.78
1015,"2023-04-04",1,197,155,63,84,8,2.54
1016,"2023-04-04",2,123,74,33,0,41,0.0
1017,"2023-04-04",3,75,36,25,8,3,3.34
1018,"2023-04-05",1,99,64,14,27,23,2.46
1019,"2023-04-05",2,161,159,86,62,11,0.0
1020,"2023-04-05",3,166,109,40,14,55,3.3
1021,"2023-04-06",1,86,72,20,2,50,5.41
1022,"2023-04-06",2,168,118,30,35,53,0.0
1023,"2023-04-06",3,148,108,26,66,16,2.33
1024,"2023-04-07",1,108,43,2,2,39,8.72
1025,"2023-04-07",2,74,68,12,35,21,0.0
1026,"2023-04-07",3,77,33,15,7,11,3.0
1027,"2023-04-08",1,160,129,90,36,3,6.14
1028,"2023-04-08",2,123,113,34,7,72,0.0
1029,"2023-04-08",3,70,64,16,19,29,1.42
1030,"2023-04-09",1,171,148,27,62,59,7.92
1031,"2023-04-09",2,189,135,32,6,97,0.0
1032,"2023-04-09",3,178,64,27,37,0,4.24
1033,"2023-04-10",1,53,49,39,7,3,8.34
1034,"2023-04-10",2,111,81,22,12,47,0.0
1035,"2023-04-10",3,57,50,2,14,34,2.55
1036,"2023-04-11",1,168,123,103,8,12,9.12
1037,"2023-04-11",2,114,44,44,0,0,0.0
1038,"2023-04-11",3,128,95,12,31,52,1.34
1039,"2023-04-12",1,120,41,36,2,3,4.02
1040,"2023-04-12",2,131,32,28,1,3,0.0
1041,"2023-04-12",3,165,53,4,2,47,4.99
1042,"2023-04-13",1,75,39,18,15,6,8.04
1043,"2023-04-13",2,192,73,43,0,30,0.0
1044,"2023-04-13",3,62,39,8,15,16,3.34
1045,"2023-04-14",1,63,33,33,0,0,7.27
1046,"2023-04-14",2,71,58,19,22,17,0.0
1047,"2023-04-14",3,193,168,16,137,15,4.91
1048,"2023-04-15",1,61,31,18,0,13,6.83
1049,"2023-04-15",2,152,95,28,27,40,0.0
1050,"2023-04-15",3,100,92,56,11,25,1.84
1051,"2023-04-16",1,127,71,18,5,48,4.24
1052,"2023-04-16",2,146,105,83,1,21,0.0
1053,"2023-04-16",3,164,151,73,63,15,1.89
1054,"2023-04-17",1,130,97,20,8,69,5.75
1055,"2023-04-17",2,81,40,6,17,17,0.0
1056,"2023-04-17",3,76,49,0,0,49,1.31
1057,"2023-04-18",1,188,130,93,16,21,9.5
1058,"2023-04-18",2,122,86,74,3,9,0.0
1059,"2023-04-18",3,137,54,19,32,3,1.17
1060,"2023-04-19",1,80,51,5,6,40,5.35
1061,"2023-04-19",2,167,135,51,13,71,0.0
1062,"2023-04-19",3,54,39,12,8,19,2.03
1063,"2023-04-20",1,86,37,34,2,1,3.55
1064,"2023-04-20",2,78,52,0,47,5,0.0
1065,"2023-04-20",3,108,80,0,43,37,2.82
1066,"2023-04-21",1,120,32,24,4,4,3.75
