"md_id","busi_time","sub_name","red_cnt","yellow_cnt"
1354,"2023-01-26",交通运输,162,77
1355,"2023-01-26",农林牧渔,84,104
1356,"2023-01-27",科教文体,4,0
1357,"2023-01-27",公卫医疗,112,26
1358,"2023-01-27",城乡建设,88,108
1359,"2023-01-27",交通运输,17,4
1360,"2023-01-27",农林牧渔,90,0
1361,"2023-01-28",科教文体,33,6
1362,"2023-01-28",公卫医疗,51,18
1363,"2023-01-28",城乡建设,31,47
1364,"2023-01-28",交通运输,184,7
1365,"2023-01-28",农林牧渔,19,1
1366,"2023-01-29",科教文体,12,10
1367,"2023-01-29",公卫医疗,6,77
1368,"2023-01-29",城乡建设,4,8
1369,"2023-01-29",交通运输,28,12
1370,"2023-01-29",农林牧渔,2,1
1371,"2023-01-30",科教文体,10,11
1372,"2023-01-30",公卫医疗,50,21
1373,"2023-01-30",城乡建设,10,13
1374,"2023-01-30",交通运输,53,37
1375,"2023-01-30",农林牧渔,37,12
1376,"2023-01-31",科教文体,16,18
1377,"2023-01-31",公卫医疗,183,15
1378,"2023-01-31",城乡建设,102,218
1379,"2023-01-31",交通运输,19,12
1380,"2023-01-31",农林牧渔,0,60
1381,"2023-02-01",科教文体,87,6
1382,"2023-02-01",公卫医疗,25,2
1383,"2023-02-01",城乡建设,71,22
1384,"2023-02-01",交通运输,24,58
1385,"2023-02-01",农林牧渔,6,8
1386,"2023-02-02",科教文体,6,64
1387,"2023-02-02",公卫医疗,0,2
1388,"2023-02-02",城乡建设,37,15
1389,"2023-02-02",交通运输,18,0
1390,"2023-02-02",农林牧渔,9,11
1391,"2023-02-03",科教文体,196,22
1392,"2023-02-03",公卫医疗,69,57
1393,"2023-02-03",城乡建设,83,54
1394,"2023-02-03",交通运输,107,6
1395,"2023-02-03",农林牧渔,140,98
1396,"2023-02-04",科教文体,266,146
1397,"2023-02-04",公卫医疗,21,0
1398,"2023-02-04",城乡建设,56,7
1399,"2023-02-04",交通运输,34,0
1400,"2023-02-04",农林牧渔,3,51
1401,"2023-02-05",科教文体,28,4
1402,"2023-02-05",公卫医疗,69,32
1403,"2023-02-05",城乡建设,14,1
1404,"2023-02-05",交通运输,19,10
1405,"2023-02-05",农林牧渔,57,5
1406,"2023-02-06",科教文体,54,134
1407,"2023-02-06",公卫医疗,40,11
1408,"2023-02-06",城乡建设,9,105
1409,"2023-02-06",交通运输,93,72
1410,"2023-02-06",农林牧渔,11,17
1411,"2023-02-07",科教文体,11,1
1412,"2023-02-07",公卫医疗,0,4
1413,"2023-02-07",城乡建设,26,62
1414,"2023-02-07",交通运输,12,49
1415,"2023-02-07",农林牧渔,36,19
1416,"2023-02-08",科教文体,218,126
1417,"2023-02-08",公卫医疗,3,9
1418,"2023-02-08",城乡建设,309,0
1419,"2023-02-08",交通运输,78,17
1420,"2023-02-08",农林牧渔,13,14
1421,"2023-02-09",科教文体,12,37
1422,"2023-02-09",公卫医疗,5,0
1423,"2023-02-09",城乡建设,150,38
1424,"2023-02-09",交通运输,26,6
1425,"2023-02-09",农林牧渔,115,61
1426,"2023-02-10",科教文体,39,14
1427,"2023-02-10",公卫医疗,6,8
1428,"2023-02-10",城乡建设,9,84
1429,"2023-02-10",交通运输,148,0
1430,"2023-02-10",农林牧渔,58,4
1431,"2023-02-11",科教文体,71,2
1432,"2023-02-11",公卫医疗,18,1
1433,"2023-02-11",城乡建设,157,16
1434,"2023-02-11",交通运输,18,1
1435,"2023-02-11",农林牧渔,3,41
1436,"2023-02-12",科教文体,47,11
1437,"2023-02-12",公卫医疗,59,86
1438,"2023-02-12",城乡建设,4,3
1439,"2023-02-12",交通运输,60,82
1440,"2023-02-12",农林牧渔,28,15
1441,"2023-02-13",科教文体,265,39
1442,"2023-02-13",公卫医疗,39,14
1443,"2023-02-13",城乡建设,96,24
1444,"2023-02-13",交通运输,99,3
1445,"2023-02-13",农林牧渔,95,0
1446,"2023-02-14",科教文体,240,6
1447,"2023-02-14",公卫医疗,158,75
1448,"2023-02-14",城乡建设,11,7
1449,"2023-02-14",交通运输,105,5
1450,"2023-02-14",农林牧渔,68,11
1451,"2023-02-15",科教文体,25,1
1452,"2023-02-15",公卫医疗,149,30
1453,"2023-02-15",城乡建设,217,9
1454,"2023-02-15",交通运输,62,164
1455,"2023-02-15",农林牧渔,137,12
1456,"2023-02-16",科教文体,23,13
1457,"2023-02-16",公卫医疗,12,0
1458,"2023-02-16",城乡建设,19,59
1459,"2023-02-16",交通运输,127,28
1460,"2023-02-16",农林牧渔,57,18
1461,"2023-02-17",科教文体,131,29
1462,"2023-02-17",公卫医疗,45,34
1463,"2023-02-17",城乡建设,100,2
1464,"2023-02-17",交通运输,100,12
1465,"2023-02-17",农林牧渔,115,44
1466,"2023-02-18",科教文体,22,18
1467,"2023-02-18",公卫医疗,136,38
1468,"2023-02-18",城乡建设,30,14
1469,"2023-02-18",交通运输,161,18
1470,"2023-02-18",农林牧渔,189,1
1471,"2023-02-19",科教文体,159,99
1472,"2023-02-19",公卫医疗,114,69
1473,"2023-02-19",城乡建设,119,5
1474,"2023-02-19",交通运输,9,20
1475,"2023-02-19",农林牧渔,44,10
1476,"2023-02-20",科教文体,108,8
1477,"2023-02-20",公卫医疗,116,33
1478,"2023-02-20",城乡建设,89,83
1479,"2023-02-20",交通运输,102,67
1480,"2023-02-20",农林牧渔,45,4
1481,"2023-02-21",科教文体,0,103
1482,"2023-02-21",公卫医疗,61,86
1483,"2023-02-21",城乡建设,66,82
1484,"2023-02-21",交通运输,2,4
1485,"2023-02-21",农林牧渔,14,91
1486,"2023-02-22",科教文体,9,0
1487,"2023-02-22",公卫医疗,38,1
1488,"2023-02-22",城乡建设,58,53
1489,"2023-02-22",交通运输,22,49
1490,"2023-02-22",农林牧渔,95,15
1491,"2023-02-23",科教文体,21,14
1492,"2023-02-23",公卫医疗,148,19
1493,"2023-02-23",城乡建设,97,0
1494,"2023-02-23",交通运输,41,2
1495,"2023-02-23",农林牧渔,112,101
1496,"2023-02-24",科教文体,29,68
1497,"2023-02-24",公卫医疗,34,51
1498,"2023-02-24",城乡建设,57,32
1499,"2023-02-24",交通运输,209,14
1500,"2023-02-24",农林牧渔,45,145
1501,"2023-02-25",科教文体,125,28
1502,"2023-02-25",公卫医疗,19,6
1503,"2023-02-25",城乡建设,41,1
1504,"2023-02-25",交通运输,99,4
1505,"2023-02-25",农林牧渔,54,61
1506,"2023-02-26",科教文体,48,146
1507,"2023-02-26",公卫医疗,105,50
1508,"2023-02-26",城乡建设,109,2
1509,"2023-02-26",交通运输,44,92
1510,"2023-02-26",农林牧渔,171,13
1511,"2023-02-27",科教文体,27,33
1512,"2023-02-27",公卫医疗,332,115
1513,"2023-02-27",城乡建设,37,0
1514,"2023-02-27",交通运输,5,16
1515,"2023-02-27",农林牧渔,53,15
1516,"2023-02-28",科教文体,7,6
1517,"2023-02-28",公卫医疗,66,5
1518,"2023-02-28",城乡建设,41,128
1519,"2023-02-28",交通运输,5,44
1520,"2023-02-28",农林牧渔,31,60
1521,"2023-03-01",科教文体,99,31
1522,"2023-03-01",公卫医疗,10,1
1523,"2023-03-01",城乡建设,52,14
1524,"2023-03-01",交通运输,79,3
1525,"2023-03-01",农林牧渔,41,16
1526,"2023-03-02",科教文体,66,2
1527,"2023-03-02",公卫医疗,10,5
1528,"2023-03-02",城乡建设,92,13
1529,"2023-03-02",交通运输,24,81
1530,"2023-03-02",农林牧渔,33,5
1531,"2023-03-03",科教文体,102,20
1532,"2023-03-03",公卫医疗,173,0
1533,"2023-03-03",城乡建设,95,15
1534,"2023-03-03",交通运输,64,17
1535,"2023-03-03",农林牧渔,66,5
1536,"2023-03-04",科教文体,5,3
1537,"2023-03-04",公卫医疗,2,0
1538,"2023-03-04",城乡建设,95,27
1539,"2023-03-04",交通运输,145,77
1540,"2023-03-04",农林牧渔,134,6
1541,"2023-03-05",科教文体,21,57
1542,"2023-03-05",公卫医疗,83,6
1543,"2023-03-05",城乡建设,13,4
1544,"2023-03-05",交通运输,87,6
1545,"2023-03-05",农林牧渔,60,71
1546,"2023-03-06",科教文体,146,7
1547,"2023-03-06",公卫医疗,55,5
1548,"2023-03-06",城乡建设,83,0
1549,"2023-03-06",交通运输,159,54
1550,"2023-03-06",农林牧渔,29,2
1551,"2023-03-07",科教文体,10,87
1552,"2023-03-07",公卫医疗,20,91
1553,"2023-03-07",城乡建设,145,22
1554,"2023-03-07",交通运输,106,12
1555,"2023-03-07",农林牧渔,42,0
1556,"2023-03-08",科教文体,24,62
1557,"2023-03-08",公卫医疗,39,16
1558,"2023-03-08",城乡建设,2,1
1559,"2023-03-08",交通运输,41,57
1560,"2023-03-08",农林牧渔,27,123
1561,"2023-03-09",科教文体,90,12
1562,"2023-03-09",公卫医疗,99,32
1563,"2023-03-09",城乡建设,90,0
1564,"2023-03-09",交通运输,207,0
1565,"2023-03-09",农林牧渔,72,10
1566,"2023-03-10",科教文体,89,20
1567,"2023-03-10",公卫医疗,27,0
1568,"2023-03-10",城乡建设,211,17
1569,"2023-03-10",交通运输,7,1
1570,"2023-03-10",农林牧渔,120,51
1571,"2023-03-11",科教文体,14,70
1572,"2023-03-11",公卫医疗,43,5
1573,"2023-03-11",城乡建设,3,1
1574,"2023-03-11",交通运输,71,12
1575,"2023-03-11",农林牧渔,100,4
1576,"2023-03-12",科教文体,28,23
1577,"2023-03-12",公卫医疗,30,94
1578,"2023-03-12",城乡建设,103,39
1579,"2023-03-12",交通运输,58,38
1580,"2023-03-12",农林牧渔,5,121
1581,"2023-03-13",科教文体,54,115
1582,"2023-03-13",公卫医疗,139,24
1583,"2023-03-13",城乡建设,37,8
1584,"2023-03-13",交通运输,138,9
1585,"2023-03-13",农林牧渔,182,16
1586,"2023-03-14",科教文体,55,14
1587,"2023-03-14",公卫医疗,187,32
1588,"2023-03-14",城乡建设,4,72
1589,"2023-03-14",交通运输,15,10
1590,"2023-03-14",农林牧渔,86,9
1591,"2023-03-15",科教文体,44,28
1592,"2023-03-15",公卫医疗,43,25
1593,"2023-03-15",城乡建设,60,47
1594,"2023-03-15",交通运输,1,2
1595,"2023-03-15",农林牧渔,15,6
1596,"2023-03-16",科教文体,172,1
1597,"2023-03-16",公卫医疗,40,97
1598,"2023-03-16",城乡建设,37,6
1599,"2023-03-16",交通运输,69,42
1600,"2023-03-16",农林牧渔,91,7
1601,"2023-03-17",科教文体,81,67
1602,"2023-03-17",公卫医疗,46,19
1603,"2023-03-17",城乡建设,22,63
1604,"2023-03-17",交通运输,18,16
1605,"2023-03-17",农林牧渔,32,58
1606,"2023-03-18",科教文体,72,16
1607,"2023-03-18",公卫医疗,103,0
1608,"2023-03-18",城乡建设,172,17
1609,"2023-03-18",交通运输,10,82
1610,"2023-03-18",农林牧渔,13,113
1611,"2023-03-19",科教文体,43,5
1612,"2023-03-19",公卫医疗,37,53
1613,"2023-03-19",城乡建设,88,3
1614,"2023-03-19",交通运输,16,0
1615,"2023-03-19",农林牧渔,2,12
1616,"2023-03-20",科教文体,28,43
1617,"2023-03-20",公卫医疗,91,24
1618,"2023-03-20",城乡建设,116,34
1619,"2023-03-20",交通运输,259,19
1620,"2023-03-20",农林牧渔,168,66
1621,"2023-03-21",科教文体,27,65
1622,"2023-03-21",公卫医疗,31,70
1623,"2023-03-21",城乡建设,8,3
1624,"2023-03-21",交通运输,148,0
1625,"2023-03-21",农林牧渔,100,10
1626,"2023-03-22",科教文体,109,1
1627,"2023-03-22",公卫医疗,58,2
1628,"2023-03-22",城乡建设,12,10
1629,"2023-03-22",交通运输,196,41
1630,"2023-03-22",农林牧渔,50,105
1631,"2023-03-23",科教文体,31,70
1632,"2023-03-23",公卫医疗,151,7
1633,"2023-03-23",城乡建设,21,100
1634,"2023-03-23",交通运输,8,9
1635,"2023-03-23",农林牧渔,197,6
1636,"2023-03-24",科教文体,173,49
1637,"2023-03-24",公卫医疗,27,0
1638,"2023-03-24",城乡建设,199,51
1639,"2023-03-24",交通运输,63,59
1640,"2023-03-24",农林牧渔,16,34
1641,"2023-03-25",科教文体,46,13
1642,"2023-03-25",公卫医疗,25,5
1643,"2023-03-25",城乡建设,17,0
1644,"2023-03-25",交通运输,34,14
1645,"2023-03-25",农林牧渔,4,28
1646,"2023-03-26",科教文体,16,68
1647,"2023-03-26",公卫医疗,133,63
1648,"2023-03-26",城乡建设,96,29
1649,"2023-03-26",交通运输,2,13
1650,"2023-03-26",农林牧渔,42,18
1651,"2023-03-27",科教文体,104,34
1652,"2023-03-27",公卫医疗,85,56
1653,"2023-03-27",城乡建设,119,21
1654,"2023-03-27",交通运输,221,2
1655,"2023-03-27",农林牧渔,1,5
1656,"2023-03-28",科教文体,100,3
1657,"2023-03-28",公卫医疗,21,3
1658,"2023-03-28",城乡建设,109,5
1659,"2023-03-28",交通运输,3,0
1660,"2023-03-28",农林牧渔,71,5
1661,"2023-03-29",科教文体,64,3
1662,"2023-03-29",公卫医疗,63,18
1663,"2023-03-29",城乡建设,1,28
1664,"2023-03-29",交通运输,69,22
1665,"2023-03-29",农林牧渔,45,44
1666,"2023-03-30",科教文体,40,2
1667,"2023-03-30",公卫医疗,51,36
1668,"2023-03-30",城乡建设,49,58
1669,"2023-03-30",交通运输,4,48
1670,"2023-03-30",农林牧渔,73,11
1671,"2023-03-31",科教文体,13,36
1672,"2023-03-31",公卫医疗,84,27
1673,"2023-03-31",城乡建设,19,0
1674,"2023-03-31",交通运输,9,4
1675,"2023-03-31",农林牧渔,0,0
1676,"2023-04-01",科教文体,25,1
1677,"2023-04-01",公卫医疗,15,24
1678,"2023-04-01",城乡建设,0,42
1679,"2023-04-01",交通运输,23,25
1680,"2023-04-01",农林牧渔,17,2
1681,"2023-04-02",科教文体,12,19
1682,"2023-04-02",公卫医疗,23,33
1683,"2023-04-02",城乡建设,31,7
1684,"2023-04-02",交通运输,63,6
1685,"2023-04-02",农林牧渔,29,27
1686,"2023-04-03",科教文体,41,4
1687,"2023-04-03",公卫医疗,42,88
1688,"2023-04-03",城乡建设,4,2
1689,"2023-04-03",交通运输,9,0
1690,"2023-04-03",农林牧渔,145,11
1691,"2023-04-04",科教文体,69,19
1692,"2023-04-04",公卫医疗,137,36
1693,"2023-04-04",城乡建设,1,74
1694,"2023-04-04",交通运输,16,70
1695,"2023-04-04",农林牧渔,75,6
1696,"2023-04-05",科教文体,66,11
1697,"2023-04-05",公卫医疗,75,4
1698,"2023-04-05",城乡建设,82,22
1699,"2023-04-05",交通运输,9,17
1700,"2023-04-05",农林牧渔,68,18
1701,"2023-04-06",科教文体,15,17
1702,"2023-04-06",公卫医疗,8,56
1703,"2023-04-06",城乡建设,13,20
1704,"2023-04-06",交通运输,42,37
1705,"2023-04-06",农林牧渔,72,19
1706,"2023-04-07",科教文体,10,2
1707,"2023-04-07",公卫医疗,76,2
1708,"2023-04-07",城乡建设,6,6
1709,"2023-04-07",交通运输,286,140
1710,"2023-04-07",农林牧渔,55,18
1711,"2023-04-08",科教文体,9,54
1712,"2023-04-08",公卫医疗,31,17
1713,"2023-04-08",城乡建设,39,1
1714,"2023-04-08",交通运输,25,32
1715,"2023-04-08",农林牧渔,51,4
1716,"2023-04-09",科教文体,161,19
1717,"2023-04-09",公卫医疗,110,4
1718,"2023-04-09",城乡建设,69,175
1719,"2023-04-09",交通运输,41,73
1720,"2023-04-09",农林牧渔,3,13
1721,"2023-04-10",科教文体,25,39
1722,"2023-04-10",公卫医疗,90,72
1723,"2023-04-10",城乡建设,216,2
1724,"2023-04-10",交通运输,21,25
1725,"2023-04-10",农林牧渔,182,23
1726,"2023-04-11",科教文体,3,23
1727,"2023-04-11",公卫医疗,137,6
1728,"2023-04-11",城乡建设,237,9
1729,"2023-04-11",交通运输,136,29
1730,"2023-04-11",农林牧渔,202,1
1731,"2023-04-12",科教文体,54,95
1732,"2023-04-12",公卫医疗,12,8
1733,"2023-04-12",城乡建设,74,32
1734,"2023-04-12",交通运输,79,4
1735,"2023-04-12",农林牧渔,34,31
1736,"2023-04-13",科教文体,102,6
1737,"2023-04-13",公卫医疗,52,105
1738,"2023-04-13",城乡建设,0,0
1739,"2023-04-13",交通运输,54,104
1740,"2023-04-13",农林牧渔,247,63
1741,"2023-04-14",科教文体,156,25
1742,"2023-04-14",公卫医疗,114,7
1743,"2023-04-14",城乡建设,21,67
1744,"2023-04-14",交通运输,164,3
1745,"2023-04-14",农林牧渔,50,17
1746,"2023-04-15",科教文体,6,215
1747,"2023-04-15",公卫医疗,24,21
1748,"2023-04-15",城乡建设,348,28
1749,"2023-04-15",交通运输,170,1
1750,"2023-04-15",农林牧渔,3,0
1751,"2023-04-16",科教文体,34,7
1752,"2023-04-16",公卫医疗,37,36
1753,"2023-04-16",城乡建设,159,18
1754,"2023-04-16",交通运输,75,30
1755,"2023-04-16",农林牧渔,2,4
1756,"2023-04-17",科教文体,23,15
1757,"2023-04-17",公卫医疗,69,81
1758,"2023-04-17",城乡建设,3,0
1759,"2023-04-17",交通运输,176,11
1760,"2023-04-17",农林牧渔,201,38
1761,"2023-04-18",科教文体,52,6
1762,"2023-04-18",公卫医疗,25,37
1763,"2023-04-18",城乡建设,76,0
1764,"2023-04-18",交通运输,70,29
1765,"2023-04-18",农林牧渔,100,16
1766,"2023-04-19",科教文体,81,59
1767,"2023-04-19",公卫医疗,69,71
1768,"2023-04-19",城乡建设,99,17
1769,"2023-04-19",交通运输,54,74
1770,"2023-04-19",农林牧渔,14,27
1771,"2023-04-20",科教文体,162,75
1772,"2023-04-20",公卫医疗,101,7
1773,"2023-04-20",城乡建设,46,10
1774,"2023-04-20",交通运输,34,82
1775,"2023-04-20",农林牧渔,37,7
1776,"2023-04-21",科教文体,144,28
1777,"2023-04-21",公卫医疗,102,16
1778,"2023-04-21",城乡建设,45,98
1779,"2023-04-21",交通运输,22,10
1780,"2023-04-21",农林牧渔,0,34
1781,"2023-04-22",科教文体,133,15
1782,"2023-04-22",公卫医疗,67,2
1783,"2023-04-22",城乡建设,147,23
1784,"2023-04-22",交通运输,33,13
1785,"2023-04-22",农林牧渔,75,141
1786,"2023-04-23",科教文体,9,7
1787,"2023-04-23",公卫医疗,24,25
1788,"2023-04-23",城乡建设,43,59
1789,"2023-04-23",交通运输,103,3
1790,"2023-04-23",农林牧渔,28,46
1791,"2023-04-24",科教文体,63,27
1792,"2023-04-24",公卫医疗,29,62
1793,"2023-04-24",城乡建设,40,19
1794,"2023-04-24",交通运输,62,7
1795,"2023-04-24",农林牧渔,6,49
1796,"2023-04-25",科教文体,158,68
1797,"2023-04-25",公卫医疗,127,28
1798,"2023-04-25",城乡建设,68,15
1799,"2023-04-25",交通运输,11,8
1800,"2023-04-25",农林牧渔,141,27
1801,"2023-04-26",科教文体,178,4
1802,"2023-04-26",公卫医疗,57,1
1803,"2023-04-26",城乡建设,62,67
1804,"2023-04-26",交通运输,99,23
1805,"2023-04-26",农林牧渔,124,67
1806,"2023-04-27",科教文体,74,31
1807,"2023-04-27",公卫医疗,8,15
1808,"2023-04-27",城乡建设,65,9
1809,"2023-04-27",交通运输,101,36
1810,"2023-04-27",农林牧渔,157,60
1811,"2023-04-28",科教文体,98,11
1812,"2023-04-28",公卫医疗,94,195
1813,"2023-04-28",城乡建设,73,70
1814,"2023-04-28",交通运输,130,58
1815,"2023-04-28",农林牧渔,1,12
1816,"2023-04-29",科教文体,8,17
1817,"2023-04-29",公卫医疗,156,0
1818,"2023-04-29",城乡建设,183,58
1819,"2023-04-29",交通运输,27,3
1820,"2023-04-29",农林牧渔,60,14
1821,"2023-04-30",科教文体,59,1
1822,"2023-04-30",公卫医疗,2,3
1823,"2023-04-30",城乡建设,121,2
1824,"2023-04-30",交通运输,13,7
1825,"2023-04-30",农林牧渔,0,3
1826,"2023-05-01",科教文体,24,32
1827,"2023-05-01",公卫医疗,13,23
1828,"2023-05-01",城乡建设,2,66
1829,"2023-05-01",交通运输,87,7
1830,"2023-05-01",农林牧渔,9,87
1831,"2023-05-02",科教文体,57,27
1832,"2023-05-02",公卫医疗,4,158
1833,"2023-05-02",城乡建设,131,20
1834,"2023-05-02",交通运输,38,10
1835,"2023-05-02",农林牧渔,55,10
1836,"2023-05-03",科教文体,9,2
1837,"2023-05-03",公卫医疗,151,104
1838,"2023-05-03",城乡建设,12,35
1839,"2023-05-03",交通运输,31,30
1840,"2023-05-03",农林牧渔,82,3
1841,"2023-05-04",科教文体,33,18
1842,"2023-05-04",公卫医疗,36,94
1843,"2023-05-04",城乡建设,3,2
1844,"2023-05-04",交通运输,125,23
1845,"2023-05-04",农林牧渔,76,17
1846,"2023-05-05",科教文体,49,17
1847,"2023-05-05",公卫医疗,38,12
1848,"2023-05-05",城乡建设,72,6
1849,"2023-05-05",交通运输,28,32
1850,"2023-05-05",农林牧渔,3,6
1851,"2023-05-06",科教文体,64,90
1852,"2023-05-06",公卫医疗,133,0
1853,"2023-05-06",城乡建设,98,22
1854,"2023-05-06",交通运输,286,12
1855,"2023-05-06",农林牧渔,55,10
1856,"2023-05-07",科教文体,16,38
1857,"2023-05-07",公卫医疗,11,11
1858,"2023-05-07",城乡建设,49,31
1859,"2023-05-07",交通运输,59,21
1860,"2023-05-07",农林牧渔,44,6
1861,"2023-05-08",科教文体,51,12
1862,"2023-05-08",公卫医疗,275,11
1863,"2023-05-08",城乡建设,2,0
1864,"2023-05-08",交通运输,110,126
1865,"2023-05-08",农林牧渔,53,72
1866,"2023-05-09",科教文体,71,15
1867,"2023-05-09",公卫医疗,22,0
1868,"2023-05-09",城乡建设,134,10
1869,"2023-05-09",交通运输,28,33
1870,"2023-05-09",农林牧渔,27,52
1871,"2023-05-10",科教文体,67,4
1872,"2023-05-10",公卫医疗,105,55
1873,"2023-05-10",城乡建设,12,76
1874,"2023-05-10",交通运输,30,112
1875,"2023-05-10",农林牧渔,25,31
1876,"2023-05-11",科教文体,29,1
1877,"2023-05-11",公卫医疗,69,6
1878,"2023-05-11",城乡建设,33,1
1879,"2023-05-11",交通运输,26,0
1880,"2023-05-11",农林牧渔,96,1
1881,"2023-05-12",科教文体,99,8
1882,"2023-05-12",公卫医疗,0,0
1883,"2023-05-12",城乡建设,5,23
1884,"2023-05-12",交通运输,116,15
1885,"2023-05-12",农林牧渔,161,14
1886,"2023-05-13",科教文体,17,1
1887,"2023-05-13",公卫医疗,75,45
1888,"2023-05-13",城乡建设,43,48
1889,"2023-05-13",交通运输,14,11
1890,"2023-05-13",农林牧渔,73,52
1891,"2023-05-14",科教文体,47,10
1892,"2023-05-14",公卫医疗,88,0
1893,"2023-05-14",城乡建设,4,30
1894,"2023-05-14",交通运输,82,13
1895,"2023-05-14",农林牧渔,21,24
1896,"2023-05-15",科教文体,79,47
1897,"2023-05-15",公卫医疗,36,4
1898,"2023-05-15",城乡建设,62,120
1899,"2023-05-15",交通运输,31,25
1900,"2023-05-15",农林牧渔,114,42
1901,"2023-05-16",科教文体,164,26
1902,"2023-05-16",公卫医疗,110,194
1903,"2023-05-16",城乡建设,151,55
1904,"2023-05-16",交通运输,19,11
1905,"2023-05-16",农林牧渔,23,17
1906,"2023-05-17",科教文体,18,4
1907,"2023-05-17",公卫医疗,6,48
1908,"2023-05-17",城乡建设,25,54
1909,"2023-05-17",交通运输,1,0
1910,"2023-05-17",农林牧渔,40,4
1911,"2023-05-18",科教文体,129,2
1912,"2023-05-18",公卫医疗,16,1
1913,"2023-05-18",城乡建设,127,51
1914,"2023-05-18",交通运输,8,32
1915,"2023-05-18",农林牧渔,40,41
1916,"2023-05-19",科教文体,2,0
1917,"2023-05-19",公卫医疗,77,16
1918,"2023-05-19",城乡建设,2,158
1919,"2023-05-19",交通运输,6,0
1920,"2023-05-19",农林牧渔,118,32
1921,"2023-05-20",科教文体,63,2
1922,"2023-05-20",公卫医疗,61,34
1923,"2023-05-20",城乡建设,39,29
1924,"2023-05-20",交通运输,19,79
1925,"2023-05-20",农林牧渔,78,0
1926,"2023-05-21",科教文体,51,1
1927,"2023-05-21",公卫医疗,100,2
1928,"2023-05-21",城乡建设,89,5
1929,"2023-05-21",交通运输,74,80
1930,"2023-05-21",农林牧渔,21,11
1931,"2023-05-22",科教文体,109,38
1932,"2023-05-22",公卫医疗,0,9
1933,"2023-05-22",城乡建设,13,44
1934,"2023-05-22",交通运输,45,5
1935,"2023-05-22",农林牧渔,59,12
1936,"2023-05-23",科教文体,43,43
1937,"2023-05-23",公卫医疗,84,0
1938,"2023-05-23",城乡建设,133,19
1939,"2023-05-23",交通运输,55,3
1940,"2023-05-23",农林牧渔,63,0
1941,"2023-05-24",科教文体,123,72
1942,"2023-05-24",公卫医疗,52,19
1943,"2023-05-24",城乡建设,18,121
1944,"2023-05-24",交通运输,91,4
1945,"2023-05-24",农林牧渔,84,37
1946,"2023-05-25",科教文体,12,2
1947,"2023-05-25",公卫医疗,54,2
1948,"2023-05-25",城乡建设,21,3
1949,"2023-05-25",交通运输,33,8
1950,"2023-05-25",农林牧渔,31,3
1951,"2023-05-26",科教文体,162,26
1952,"2023-05-26",公卫医疗,1,2
1953,"2023-05-26",城乡建设,8,63
1954,"2023-05-26",交通运输,257,5
1955,"2023-05-26",农林牧渔,53,43
1956,"2023-05-27",科教文体,33,5
1957,"2023-05-27",公卫医疗,72,2
1958,"2023-05-27",城乡建设,104,0
1959,"2023-05-27",交通运输,41,45
1960,"2023-05-27",农林牧渔,115,36
1961,"2023-05-28",科教文体,104,12
1962,"2023-05-28",公卫医疗,10,2
1963,"2023-05-28",城乡建设,120,1
1964,"2023-05-28",交通运输,10,94
1965,"2023-05-28",农林牧渔,18,21
1966,"2023-05-29",科教文体,0,23
1967,"2023-05-29",公卫医疗,161,2
1968,"2023-05-29",城乡建设,4,10
1969,"2023-05-29",交通运输,4,0
1970,"2023-05-29",农林牧渔,42,88
1971,"2023-05-30",科教文体,590,24
1972,"2023-05-30",公卫医疗,26,11
1973,"2023-05-30",城乡建设,21,18
1974,"2023-05-30",交通运输,8,12
1975,"2023-05-30",农林牧渔,4,26
1976,"2023-05-31",科教文体,104,59
1977,"2023-05-31",公卫医疗,37,50
1978,"2023-05-31",城乡建设,61,14
1979,"2023-05-31",交通运输,221,16
1980,"2023-05-31",农林牧渔,13,0
1981,"2023-06-01",科教文体,35,36
1982,"2023-06-01",公卫医疗,100,31
1983,"2023-06-01",城乡建设,1,7
1984,"2023-06-01",交通运输,191,0
1985,"2023-06-01",农林牧渔,62,20
1986,"2023-06-02",科教文体,62,7
1987,"2023-06-02",公卫医疗,112,1
1988,"2023-06-02",城乡建设,31,27
1989,"2023-06-02",交通运输,15,1
1990,"2023-06-02",农林牧渔,14,0
1991,"2023-06-03",科教文体,37,26
1992,"2023-06-03",公卫医疗,109,18
1993,"2023-06-03",城乡建设,81,0
1994,"2023-06-03",交通运输,216,18
1995,"2023-06-03",农林牧渔,185,42
1996,"2023-06-04",科教文体,31,121
1997,"2023-06-04",公卫医疗,3,0
1998,"2023-06-04",城乡建设,12,23
1999,"2023-06-04",交通运输,210,34
2000,"2023-06-04",农林牧渔,28,0
2001,"2023-06-05",科教文体,92,1
2002,"2023-06-05",公卫医疗,146,139
2003,"2023-06-05",城乡建设,2,8
2004,"2023-06-05",交通运输,27,12
2005,"2023-06-05",农林牧渔,40,6
2006,"2023-06-06",科教文体,126,1
2007,"2023-06-06",公卫医疗,2,0
2008,"2023-06-06",城乡建设,65,34
2009,"2023-06-06",交通运输,34,14
2010,"2023-06-06",农林牧渔,42,31
2011,"2023-06-07",科教文体,138,0
2012,"2023-06-07",公卫医疗,48,8
2013,"2023-06-07",城乡建设,57,62
2014,"2023-06-07",交通运输,24,7
2015,"2023-06-07",农林牧渔,4,5
2016,"2023-06-08",科教文体,75,38
2017,"2023-06-08",公卫医疗,74,1
2018,"2023-06-08",城乡建设,29,112
