"md_id","busi_time","sub_name","top_name","satisfaction_cnt","top_cnt"
9227,"2023-05-20",城乡建设,房屋管理,16,17
9228,"2023-05-20",城乡建设,市容市貌,31,35
9229,"2023-05-20",城乡建设,城乡规划,9,10
9230,"2023-05-20",城乡建设,城市设施管理,7,7
9231,"2023-05-20",交通运输,快递物流,37,38
9232,"2023-05-20",交通运输,公共汽车,10,11
9233,"2023-05-20",交通运输,公共自行车,18,19
9234,"2023-05-20",交通运输,出租汽车,11,12
9235,"2023-05-20",交通运输,城际客运,20,23
9236,"2023-05-20",农林牧渔,农业管理,17,19
9237,"2023-05-20",农林牧渔,林业管理,33,38
9238,"2023-05-20",农林牧渔,渔业管理,22,24
9239,"2023-05-20",农林牧渔,畜牧业管理,28,31
9240,"2023-05-21",科教文体,科技事务,16,17
9241,"2023-05-21",科教文体,教育管理,1,1
9242,"2023-05-21",科教文体,文化管理,10,10
9243,"2023-05-21",科教文体,体育管理,15,16
9244,"2023-05-21",科教文体,社会教育,8,9
9245,"2023-05-21",公卫医疗,人口计生,14,15
9246,"2023-05-21",公卫医疗,卫生保健,14,15
9247,"2023-05-21",公卫医疗,医疗服务,5,6
9248,"2023-05-21",公卫医疗,公共卫生,50,51
9249,"2023-05-21",公卫医疗,医药管理,24,27
9250,"2023-05-21",城乡建设,住房公积金,1,1
9251,"2023-05-21",城乡建设,房屋管理,16,19
9252,"2023-05-21",城乡建设,市容市貌,29,32
9253,"2023-05-21",城乡建设,城乡规划,7,7
9254,"2023-05-21",城乡建设,城市设施管理,32,36
9255,"2023-05-21",交通运输,快递物流,44,51
9256,"2023-05-21",交通运输,公共汽车,61,64
9257,"2023-05-21",交通运输,公共自行车,35,40
9258,"2023-05-21",交通运输,出租汽车,3,3
9259,"2023-05-21",交通运输,城际客运,5,5
9260,"2023-05-21",农林牧渔,农业管理,24,27
9261,"2023-05-21",农林牧渔,林业管理,31,36
9262,"2023-05-21",农林牧渔,渔业管理,44,45
9263,"2023-05-21",农林牧渔,畜牧业管理,17,19
9264,"2023-05-22",科教文体,科技事务,43,50
9265,"2023-05-22",科教文体,教育管理,37,39
9266,"2023-05-22",科教文体,文化管理,37,38
9267,"2023-05-22",科教文体,体育管理,47,51
9268,"2023-05-22",科教文体,社会教育,11,12
9269,"2023-05-22",公卫医疗,人口计生,3,4
9270,"2023-05-22",公卫医疗,卫生保健,3,4
9271,"2023-05-22",公卫医疗,医疗服务,2,2
9272,"2023-05-22",公卫医疗,公共卫生,4,4
9273,"2023-05-22",公卫医疗,医药管理,2,2
9274,"2023-05-22",城乡建设,住房公积金,21,23
9275,"2023-05-22",城乡建设,房屋管理,29,31
9276,"2023-05-22",城乡建设,市容市貌,27,28
9277,"2023-05-22",城乡建设,城乡规划,32,38
9278,"2023-05-22",城乡建设,城市设施管理,18,20
9279,"2023-05-22",交通运输,快递物流,6,7
9280,"2023-05-22",交通运输,公共汽车,21,22
9281,"2023-05-22",交通运输,公共自行车,15,17
9282,"2023-05-22",交通运输,出租汽车,16,18
9283,"2023-05-22",交通运输,城际客运,3,3
9284,"2023-05-22",农林牧渔,农业管理,35,38
9285,"2023-05-22",农林牧渔,林业管理,18,20
9286,"2023-05-22",农林牧渔,渔业管理,19,22
9287,"2023-05-22",农林牧渔,畜牧业管理,36,42
9288,"2023-05-23",科教文体,科技事务,40,45
9289,"2023-05-23",科教文体,教育管理,45,46
9290,"2023-05-23",科教文体,文化管理,37,41
9291,"2023-05-23",科教文体,体育管理,30,33
9292,"2023-05-23",科教文体,社会教育,29,30
9293,"2023-05-23",公卫医疗,人口计生,29,30
9294,"2023-05-23",公卫医疗,卫生保健,1,1
9295,"2023-05-23",公卫医疗,医疗服务,6,7
9296,"2023-05-23",公卫医疗,公共卫生,13,15
9297,"2023-05-23",公卫医疗,医药管理,38,39
9298,"2023-05-23",城乡建设,住房公积金,31,35
9299,"2023-05-23",城乡建设,房屋管理,23,25
9300,"2023-05-23",城乡建设,市容市貌,50,54
9301,"2023-05-23",城乡建设,城乡规划,17,18
9302,"2023-05-23",城乡建设,城市设施管理,32,35
9303,"2023-05-23",交通运输,快递物流,24,27
9304,"2023-05-23",交通运输,公共汽车,21,23
9305,"2023-05-23",交通运输,公共自行车,11,12
9306,"2023-05-23",交通运输,出租汽车,21,22
9307,"2023-05-23",交通运输,城际客运,22,24
9308,"2023-05-23",农林牧渔,农业管理,14,16
9309,"2023-05-23",农林牧渔,林业管理,8,8
9310,"2023-05-23",农林牧渔,渔业管理,20,21
9311,"2023-05-23",农林牧渔,畜牧业管理,17,19
9312,"2023-05-24",科教文体,科技事务,69,72
9313,"2023-05-24",科教文体,教育管理,42,47
9314,"2023-05-24",科教文体,文化管理,45,49
9315,"2023-05-24",科教文体,体育管理,14,15
9316,"2023-05-24",科教文体,社会教育,40,45
9317,"2023-05-24",公卫医疗,人口计生,35,37
9318,"2023-05-24",公卫医疗,卫生保健,58,60
9319,"2023-05-24",公卫医疗,医疗服务,35,41
9320,"2023-05-24",公卫医疗,公共卫生,41,46
9321,"2023-05-24",公卫医疗,医药管理,1,1
9322,"2023-05-24",城乡建设,住房公积金,40,41
9323,"2023-05-24",城乡建设,房屋管理,8,8
9324,"2023-05-24",城乡建设,市容市貌,28,30
9325,"2023-05-24",城乡建设,城乡规划,26,29
9326,"2023-05-24",城乡建设,城市设施管理,31,34
9327,"2023-05-24",交通运输,快递物流,32,33
9328,"2023-05-24",交通运输,公共汽车,4,4
9329,"2023-05-24",交通运输,公共自行车,60,65
9330,"2023-05-24",交通运输,出租汽车,31,32
9331,"2023-05-24",交通运输,城际客运,24,26
9332,"2023-05-24",农林牧渔,农业管理,51,54
9333,"2023-05-24",农林牧渔,林业管理,28,29
9334,"2023-05-24",农林牧渔,渔业管理,9,9
9335,"2023-05-24",农林牧渔,畜牧业管理,62,66
9336,"2023-05-25",科教文体,科技事务,15,16
9337,"2023-05-25",科教文体,教育管理,1,1
9338,"2023-05-25",科教文体,文化管理,8,9
9339,"2023-05-25",科教文体,体育管理,5,6
9340,"2023-05-25",科教文体,社会教育,25,29
9341,"2023-05-25",公卫医疗,人口计生,2,2
9342,"2023-05-25",公卫医疗,卫生保健,21,24
9343,"2023-05-25",公卫医疗,医疗服务,17,18
9344,"2023-05-25",公卫医疗,公共卫生,9,10
9345,"2023-05-25",公卫医疗,医药管理,22,23
9346,"2023-05-25",城乡建设,住房公积金,4,5
9347,"2023-05-25",城乡建设,房屋管理,6,6
9348,"2023-05-25",城乡建设,市容市貌,0,0
9349,"2023-05-25",城乡建设,城乡规划,8,8
9350,"2023-05-25",城乡建设,城市设施管理,8,9
9351,"2023-05-25",交通运输,快递物流,28,30
9352,"2023-05-25",交通运输,公共汽车,7,7
9353,"2023-05-25",交通运输,公共自行车,67,76
9354,"2023-05-25",交通运输,出租汽车,7,8
9355,"2023-05-25",交通运输,城际客运,28,30
9356,"2023-05-25",农林牧渔,农业管理,4,5
9357,"2023-05-25",农林牧渔,林业管理,7,7
9358,"2023-05-25",农林牧渔,渔业管理,20,21
9359,"2023-05-25",农林牧渔,畜牧业管理,6,6
9360,"2023-05-26",科教文体,科技事务,43,44
9361,"2023-05-26",科教文体,教育管理,29,33
9362,"2023-05-26",科教文体,文化管理,0,0
9363,"2023-05-26",科教文体,体育管理,39,43
9364,"2023-05-26",科教文体,社会教育,72,74
9365,"2023-05-26",公卫医疗,人口计生,5,5
9366,"2023-05-26",公卫医疗,卫生保健,2,2
9367,"2023-05-26",公卫医疗,医疗服务,0,0
9368,"2023-05-26",公卫医疗,公共卫生,4,4
9369,"2023-05-26",公卫医疗,医药管理,7,8
9370,"2023-05-26",城乡建设,住房公积金,29,31
9371,"2023-05-26",城乡建设,房屋管理,6,6
9372,"2023-05-26",城乡建设,市容市貌,4,4
9373,"2023-05-26",城乡建设,城乡规划,36,38
9374,"2023-05-26",城乡建设,城市设施管理,10,11
9375,"2023-05-26",交通运输,快递物流,84,91
9376,"2023-05-26",交通运输,公共汽车,20,23
9377,"2023-05-26",交通运输,公共自行车,9,10
9378,"2023-05-26",交通运输,出租汽车,50,52
9379,"2023-05-26",交通运输,城际客运,86,89
9380,"2023-05-26",农林牧渔,农业管理,44,51
9381,"2023-05-26",农林牧渔,林业管理,1,1
9382,"2023-05-26",农林牧渔,渔业管理,18,18
9383,"2023-05-26",农林牧渔,畜牧业管理,41,43
9384,"2023-05-27",科教文体,科技事务,18,21
9385,"2023-05-27",科教文体,教育管理,79,86
9386,"2023-05-27",科教文体,文化管理,129,135
9387,"2023-05-27",科教文体,体育管理,32,36
9388,"2023-05-27",科教文体,社会教育,2,2
9389,"2023-05-27",公卫医疗,人口计生,14,15
9390,"2023-05-27",公卫医疗,卫生保健,13,15
9391,"2023-05-27",公卫医疗,医疗服务,19,22
9392,"2023-05-27",公卫医疗,公共卫生,10,10
9393,"2023-05-27",公卫医疗,医药管理,15,17
9394,"2023-05-27",城乡建设,住房公积金,36,39
9395,"2023-05-27",城乡建设,房屋管理,33,38
9396,"2023-05-27",城乡建设,市容市貌,64,67
9397,"2023-05-27",城乡建设,城乡规划,69,76
9398,"2023-05-27",城乡建设,城市设施管理,5,5
9399,"2023-05-27",交通运输,快递物流,27,29
9400,"2023-05-27",交通运输,公共汽车,29,32
9401,"2023-05-27",交通运输,公共自行车,13,14
9402,"2023-05-27",交通运输,出租汽车,24,27
9403,"2023-05-27",交通运输,城际客运,1,1
9404,"2023-05-27",农林牧渔,农业管理,52,54
9405,"2023-05-27",农林牧渔,林业管理,43,45
9406,"2023-05-27",农林牧渔,渔业管理,58,63
9407,"2023-05-27",农林牧渔,畜牧业管理,58,62
9408,"2023-05-28",科教文体,科技事务,67,76
9409,"2023-05-28",科教文体,教育管理,10,11
9410,"2023-05-28",科教文体,文化管理,21,24
9411,"2023-05-28",科教文体,体育管理,19,22
9412,"2023-05-28",科教文体,社会教育,40,44
9413,"2023-05-28",公卫医疗,人口计生,3,3
9414,"2023-05-28",公卫医疗,卫生保健,1,1
9415,"2023-05-28",公卫医疗,医疗服务,4,4
9416,"2023-05-28",公卫医疗,公共卫生,3,4
9417,"2023-05-28",公卫医疗,医药管理,5,5
9418,"2023-05-28",城乡建设,住房公积金,16,18
9419,"2023-05-28",城乡建设,房屋管理,5,6
9420,"2023-05-28",城乡建设,市容市貌,9,10
9421,"2023-05-28",城乡建设,城乡规划,91,101
9422,"2023-05-28",城乡建设,城市设施管理,4,4
9423,"2023-05-28",交通运输,快递物流,17,20
9424,"2023-05-28",交通运输,公共汽车,28,30
9425,"2023-05-28",交通运输,公共自行车,30,35
9426,"2023-05-28",交通运输,出租汽车,14,15
9427,"2023-05-28",交通运输,城际客运,32,34
9428,"2023-05-28",农林牧渔,农业管理,14,16
9429,"2023-05-28",农林牧渔,林业管理,16,17
9430,"2023-05-28",农林牧渔,渔业管理,22,24
9431,"2023-05-28",农林牧渔,畜牧业管理,20,21
9432,"2023-05-29",科教文体,科技事务,10,10
9433,"2023-05-29",科教文体,教育管理,19,20
9434,"2023-05-29",科教文体,文化管理,22,24
9435,"2023-05-29",科教文体,体育管理,25,28
9436,"2023-05-29",科教文体,社会教育,14,15
9437,"2023-05-29",公卫医疗,人口计生,30,35
9438,"2023-05-29",公卫医疗,卫生保健,27,28
9439,"2023-05-29",公卫医疗,医疗服务,38,43
9440,"2023-05-29",公卫医疗,公共卫生,29,33
9441,"2023-05-29",公卫医疗,医药管理,36,39
9442,"2023-05-29",城乡建设,住房公积金,21,25
9443,"2023-05-29",城乡建设,房屋管理,16,17
9444,"2023-05-29",城乡建设,市容市貌,18,19
9445,"2023-05-29",城乡建设,城乡规划,28,29
9446,"2023-05-29",城乡建设,城市设施管理,24,25
9447,"2023-05-29",交通运输,快递物流,3,3
9448,"2023-05-29",交通运输,公共汽车,3,3
9449,"2023-05-29",交通运输,公共自行车,5,5
9450,"2023-05-29",交通运输,出租汽车,1,1
9451,"2023-05-29",交通运输,城际客运,1,1
9452,"2023-05-29",农林牧渔,农业管理,71,74
9453,"2023-05-29",农林牧渔,林业管理,3,3
9454,"2023-05-29",农林牧渔,渔业管理,30,35
9455,"2023-05-29",农林牧渔,畜牧业管理,85,97
9456,"2023-05-30",科教文体,科技事务,37,41
9457,"2023-05-30",科教文体,教育管理,156,175
9458,"2023-05-30",科教文体,文化管理,33,36
9459,"2023-05-30",科教文体,体育管理,162,177
9460,"2023-05-30",科教文体,社会教育,172,194
9461,"2023-05-30",公卫医疗,人口计生,8,9
9462,"2023-05-30",公卫医疗,卫生保健,15,17
9463,"2023-05-30",公卫医疗,医疗服务,10,10
9464,"2023-05-30",公卫医疗,公共卫生,6,6
9465,"2023-05-30",公卫医疗,医药管理,11,13
9466,"2023-05-30",城乡建设,住房公积金,12,13
9467,"2023-05-30",城乡建设,房屋管理,22,24
9468,"2023-05-30",城乡建设,市容市貌,3,3
9469,"2023-05-30",城乡建设,城乡规划,5,5
9470,"2023-05-30",城乡建设,城市设施管理,17,19
9471,"2023-05-30",交通运输,快递物流,20,23
9472,"2023-05-30",交通运输,公共汽车,13,14
9473,"2023-05-30",交通运输,公共自行车,15,16
9474,"2023-05-30",交通运输,出租汽车,28,29
9475,"2023-05-30",交通运输,城际客运,14,16
9476,"2023-05-30",农林牧渔,农业管理,22,23
9477,"2023-05-30",农林牧渔,林业管理,52,54
9478,"2023-05-30",农林牧渔,渔业管理,65,69
9479,"2023-05-30",农林牧渔,畜牧业管理,1,1
9480,"2023-05-31",科教文体,科技事务,11,12
9481,"2023-05-31",科教文体,教育管理,48,54
9482,"2023-05-31",科教文体,文化管理,42,47
9483,"2023-05-31",科教文体,体育管理,23,26
9484,"2023-05-31",科教文体,社会教育,59,61
9485,"2023-05-31",公卫医疗,人口计生,49,51
9486,"2023-05-31",公卫医疗,卫生保健,68,73
9487,"2023-05-31",公卫医疗,医疗服务,16,19
9488,"2023-05-31",公卫医疗,公共卫生,44,46
9489,"2023-05-31",公卫医疗,医药管理,34,40
9490,"2023-05-31",城乡建设,住房公积金,5,5
9491,"2023-05-31",城乡建设,房屋管理,28,31
9492,"2023-05-31",城乡建设,市容市貌,8,9
9493,"2023-05-31",城乡建设,城乡规划,33,38
9494,"2023-05-31",城乡建设,城市设施管理,14,16
9495,"2023-05-31",交通运输,快递物流,55,63
9496,"2023-05-31",交通运输,公共汽车,42,44
9497,"2023-05-31",交通运输,公共自行车,47,53
9498,"2023-05-31",交通运输,出租汽车,52,55
9499,"2023-05-31",交通运输,城际客运,20,23
9500,"2023-05-31",农林牧渔,农业管理,1,1
9501,"2023-05-31",农林牧渔,林业管理,4,5
9502,"2023-05-31",农林牧渔,渔业管理,5,6
9503,"2023-05-31",农林牧渔,畜牧业管理,3,3
9504,"2023-06-01",科教文体,科技事务,56,58
9505,"2023-06-01",科教文体,教育管理,28,31
9506,"2023-06-01",科教文体,文化管理,18,20
9507,"2023-06-01",科教文体,体育管理,23,24
9508,"2023-06-01",科教文体,社会教育,9,9
9509,"2023-06-01",公卫医疗,人口计生,21,23
9510,"2023-06-01",公卫医疗,卫生保健,104,114
9511,"2023-06-01",公卫医疗,医疗服务,44,50
9512,"2023-06-01",公卫医疗,公共卫生,76,83
9513,"2023-06-01",公卫医疗,医药管理,25,27
9514,"2023-06-01",城乡建设,住房公积金,9,11
9515,"2023-06-01",城乡建设,房屋管理,9,9
9516,"2023-06-01",城乡建设,市容市貌,2,2
9517,"2023-06-01",城乡建设,城乡规划,1,1
9518,"2023-06-01",城乡建设,城市设施管理,9,10
9519,"2023-06-01",交通运输,快递物流,46,52
9520,"2023-06-01",交通运输,公共汽车,35,37
9521,"2023-06-01",交通运输,公共自行车,23,26
9522,"2023-06-01",交通运输,出租汽车,60,63
9523,"2023-06-01",交通运输,城际客运,18,19
9524,"2023-06-01",农林牧渔,农业管理,3,3
9525,"2023-06-01",农林牧渔,林业管理,67,74
9526,"2023-06-01",农林牧渔,渔业管理,52,60
9527,"2023-06-01",农林牧渔,畜牧业管理,43,48
9528,"2023-06-02",科教文体,科技事务,7,7
9529,"2023-06-02",科教文体,教育管理,6,7
9530,"2023-06-02",科教文体,文化管理,24,27
9531,"2023-06-02",科教文体,体育管理,30,34
9532,"2023-06-02",科教文体,社会教育,3,3
9533,"2023-06-02",公卫医疗,人口计生,41,44
9534,"2023-06-02",公卫医疗,卫生保健,53,59
9535,"2023-06-02",公卫医疗,医疗服务,7,8
9536,"2023-06-02",公卫医疗,公共卫生,0,0
9537,"2023-06-02",公卫医疗,医药管理,5,5
9538,"2023-06-02",城乡建设,住房公积金,16,18
9539,"2023-06-02",城乡建设,房屋管理,18,20
9540,"2023-06-02",城乡建设,市容市貌,15,15
9541,"2023-06-02",城乡建设,城乡规划,17,19
9542,"2023-06-02",城乡建设,城市设施管理,9,10
9543,"2023-06-02",交通运输,快递物流,4,4
9544,"2023-06-02",交通运输,公共汽车,4,4
9545,"2023-06-02",交通运输,公共自行车,27,28
9546,"2023-06-02",交通运输,出租汽车,0,0
9547,"2023-06-02",交通运输,城际客运,29,32
9548,"2023-06-02",农林牧渔,农业管理,4,4
9549,"2023-06-02",农林牧渔,林业管理,7,8
9550,"2023-06-02",农林牧渔,渔业管理,1,1
9551,"2023-06-02",农林牧渔,畜牧业管理,4,4
9552,"2023-06-03",科教文体,科技事务,11,13
9553,"2023-06-03",科教文体,教育管理,16,16
9554,"2023-06-03",科教文体,文化管理,7,8
9555,"2023-06-03",科教文体,体育管理,16,17
9556,"2023-06-03",科教文体,社会教育,9,10
9557,"2023-06-03",公卫医疗,人口计生,20,21
9558,"2023-06-03",公卫医疗,卫生保健,22,24
9559,"2023-06-03",公卫医疗,医疗服务,23,27
9560,"2023-06-03",公卫医疗,公共卫生,32,35
9561,"2023-06-03",公卫医疗,医药管理,33,34
9562,"2023-06-03",城乡建设,住房公积金,0,0
9563,"2023-06-03",城乡建设,房屋管理,36,40
9564,"2023-06-03",城乡建设,市容市貌,9,9
9565,"2023-06-03",城乡建设,城乡规划,8,9
9566,"2023-06-03",城乡建设,城市设施管理,22,26
9567,"2023-06-03",交通运输,快递物流,108,125
9568,"2023-06-03",交通运输,公共汽车,126,140
9569,"2023-06-03",交通运输,公共自行车,53,57
9570,"2023-06-03",交通运输,出租汽车,7,7
9571,"2023-06-03",交通运输,城际客运,20,24
9572,"2023-06-03",农林牧渔,农业管理,8,9
9573,"2023-06-03",农林牧渔,林业管理,98,109
9574,"2023-06-03",农林牧渔,渔业管理,72,74
9575,"2023-06-03",农林牧渔,畜牧业管理,61,63
9576,"2023-06-04",科教文体,科技事务,34,40
9577,"2023-06-04",科教文体,教育管理,34,39
9578,"2023-06-04",科教文体,文化管理,25,27
9579,"2023-06-04",科教文体,体育管理,4,5
9580,"2023-06-04",科教文体,社会教育,81,84
9581,"2023-06-04",公卫医疗,人口计生,0,0
9582,"2023-06-04",公卫医疗,卫生保健,0,0
9583,"2023-06-04",公卫医疗,医疗服务,1,1
9584,"2023-06-04",公卫医疗,公共卫生,2,2
9585,"2023-06-04",公卫医疗,医药管理,1,1
9586,"2023-06-04",城乡建设,住房公积金,9,10
9587,"2023-06-04",城乡建设,房屋管理,11,11
9588,"2023-06-04",城乡建设,市容市貌,9,10
9589,"2023-06-04",城乡建设,城乡规划,4,4
9590,"2023-06-04",城乡建设,城市设施管理,8,8
9591,"2023-06-04",交通运输,快递物流,117,123
9592,"2023-06-04",交通运输,公共汽车,11,12
9593,"2023-06-04",交通运输,公共自行车,4,4
9594,"2023-06-04",交通运输,出租汽车,113,122
9595,"2023-06-04",交通运输,城际客运,57,60
9596,"2023-06-04",农林牧渔,农业管理,22,25
9597,"2023-06-04",农林牧渔,林业管理,23,24
9598,"2023-06-04",农林牧渔,渔业管理,14,16
9599,"2023-06-04",农林牧渔,畜牧业管理,18,18
9600,"2023-06-05",科教文体,科技事务,17,18
9601,"2023-06-05",科教文体,教育管理,5,5
9602,"2023-06-05",科教文体,文化管理,30,32
9603,"2023-06-05",科教文体,体育管理,3,3
9604,"2023-06-05",科教文体,社会教育,35,37
9605,"2023-06-05",公卫医疗,人口计生,44,51
9606,"2023-06-05",公卫医疗,卫生保健,89,104
9607,"2023-06-05",公卫医疗,医疗服务,12,13
9608,"2023-06-05",公卫医疗,公共卫生,97,105
9609,"2023-06-05",公卫医疗,医药管理,44,47
9610,"2023-06-05",城乡建设,住房公积金,0,0
9611,"2023-06-05",城乡建设,房屋管理,3,3
9612,"2023-06-05",城乡建设,市容市貌,3,3
9613,"2023-06-05",城乡建设,城乡规划,5,5
9614,"2023-06-05",城乡建设,城市设施管理,3,4
9615,"2023-06-05",交通运输,快递物流,7,7
9616,"2023-06-05",交通运输,公共汽车,4,4
9617,"2023-06-05",交通运输,公共自行车,1,1
9618,"2023-06-05",交通运输,出租汽车,26,27
9619,"2023-06-05",交通运输,城际客运,4,4
9620,"2023-06-05",农林牧渔,农业管理,9,10
9621,"2023-06-05",农林牧渔,林业管理,19,20
9622,"2023-06-05",农林牧渔,渔业管理,23,25
9623,"2023-06-05",农林牧渔,畜牧业管理,6,6
9624,"2023-06-06",科教文体,科技事务,31,33
9625,"2023-06-06",科教文体,教育管理,8,9
9626,"2023-06-06",科教文体,文化管理,24,27
9627,"2023-06-06",科教文体,体育管理,25,27
9628,"2023-06-06",科教文体,社会教育,34,35
9629,"2023-06-06",公卫医疗,人口计生,5,5
9630,"2023-06-06",公卫医疗,卫生保健,9,10
9631,"2023-06-06",公卫医疗,医疗服务,6,6
9632,"2023-06-06",公卫医疗,公共卫生,5,6
9633,"2023-06-06",公卫医疗,医药管理,8,9
9634,"2023-06-06",城乡建设,住房公积金,18,21
9635,"2023-06-06",城乡建设,房屋管理,33,38
9636,"2023-06-06",城乡建设,市容市貌,14,15
9637,"2023-06-06",城乡建设,城乡规划,26,28
9638,"2023-06-06",城乡建设,城市设施管理,20,22
9639,"2023-06-06",交通运输,快递物流,12,13
9640,"2023-06-06",交通运输,公共汽车,4,4
9641,"2023-06-06",交通运输,公共自行车,12,13
9642,"2023-06-06",交通运输,出租汽车,15,17
9643,"2023-06-06",交通运输,城际客运,18,19
9644,"2023-06-06",农林牧渔,农业管理,13,14
9645,"2023-06-06",农林牧渔,林业管理,17,19
9646,"2023-06-06",农林牧渔,渔业管理,28,29
9647,"2023-06-06",农林牧渔,畜牧业管理,10,12
9648,"2023-06-07",科教文体,科技事务,34,37
9649,"2023-06-07",科教文体,教育管理,27,28
9650,"2023-06-07",科教文体,文化管理,37,39
9651,"2023-06-07",科教文体,体育管理,17,18
9652,"2023-06-07",科教文体,社会教育,16,17
9653,"2023-06-07",公卫医疗,人口计生,35,39
9654,"2023-06-07",公卫医疗,卫生保健,14,16
9655,"2023-06-07",公卫医疗,医疗服务,28,32
9656,"2023-06-07",公卫医疗,公共卫生,3,3
9657,"2023-06-07",公卫医疗,医药管理,21,24
9658,"2023-06-07",城乡建设,住房公积金,43,51
9659,"2023-06-07",城乡建设,房屋管理,31,37
9660,"2023-06-07",城乡建设,市容市貌,3,3
9661,"2023-06-07",城乡建设,城乡规划,6,7
9662,"2023-06-07",城乡建设,城市设施管理,51,56
9663,"2023-06-07",交通运输,快递物流,22,24
9664,"2023-06-07",交通运输,公共汽车,14,15
9665,"2023-06-07",交通运输,公共自行车,13,13
9666,"2023-06-07",交通运输,出租汽车,15,17
9667,"2023-06-07",交通运输,城际客运,5,5
9668,"2023-06-07",农林牧渔,农业管理,1,1
9669,"2023-06-07",农林牧渔,林业管理,14,15
9670,"2023-06-07",农林牧渔,渔业管理,12,13
9671,"2023-06-07",农林牧渔,畜牧业管理,15,17
9672,"2023-06-08",科教文体,科技事务,49,56
9673,"2023-06-08",科教文体,教育管理,81,84
9674,"2023-06-08",科教文体,文化管理,9,9
9675,"2023-06-08",科教文体,体育管理,4,5
9676,"2023-06-08",科教文体,社会教育,3,3
9677,"2023-06-08",公卫医疗,人口计生,12,12
9678,"2023-06-08",公卫医疗,卫生保健,25,27
9679,"2023-06-08",公卫医疗,医疗服务,21,24
9680,"2023-06-08",公卫医疗,公共卫生,8,9
9681,"2023-06-08",公卫医疗,医药管理,17,19
9682,"2023-06-08",城乡建设,住房公积金,29,34
9683,"2023-06-08",城乡建设,房屋管理,15,17
9684,"2023-06-08",城乡建设,市容市貌,9,10
9685,"2023-06-08",城乡建设,城乡规划,26,29
9686,"2023-06-08",城乡建设,城市设施管理,54,56
9687,"2023-06-08",交通运输,快递物流,35,37
9688,"2023-06-08",交通运输,公共汽车,30,34
9689,"2023-06-08",交通运输,公共自行车,32,37
9690,"2023-06-08",交通运输,出租汽车,16,17
9691,"2023-06-08",交通运输,城际客运,27,29
9692,"2023-06-08",农林牧渔,农业管理,3,3
9693,"2023-06-08",农林牧渔,林业管理,7,7
9694,"2023-06-08",农林牧渔,渔业管理,4,4
9695,"2023-06-08",农林牧渔,畜牧业管理,38,39
9696,"2023-06-09",科教文体,科技事务,32,34
9697,"2023-06-09",科教文体,教育管理,12,13
9698,"2023-06-09",科教文体,文化管理,60,62
9699,"2023-06-09",科教文体,体育管理,53,55
9700,"2023-06-09",科教文体,社会教育,34,39
9701,"2023-06-09",公卫医疗,人口计生,16,18
9702,"2023-06-09",公卫医疗,卫生保健,19,21
9703,"2023-06-09",公卫医疗,医疗服务,15,16
9704,"2023-06-09",公卫医疗,公共卫生,19,22
9705,"2023-06-09",公卫医疗,医药管理,13,14
9706,"2023-06-09",城乡建设,住房公积金,4,4
9707,"2023-06-09",城乡建设,房屋管理,1,1
9708,"2023-06-09",城乡建设,市容市貌,9,10
9709,"2023-06-09",城乡建设,城乡规划,9,9
9710,"2023-06-09",城乡建设,城市设施管理,3,3
9711,"2023-06-09",交通运输,快递物流,64,72
9712,"2023-06-09",交通运输,公共汽车,10,11
9713,"2023-06-09",交通运输,公共自行车,27,29
9714,"2023-06-09",交通运输,出租汽车,62,64
9715,"2023-06-09",交通运输,城际客运,34,35
9716,"2023-06-09",农林牧渔,农业管理,105,108
9717,"2023-06-09",农林牧渔,林业管理,99,107
9718,"2023-06-09",农林牧渔,渔业管理,24,28
9719,"2023-06-09",农林牧渔,畜牧业管理,17,19
9720,"2023-06-10",科教文体,科技事务,17,18
9721,"2023-06-10",科教文体,教育管理,75,79
9722,"2023-06-10",科教文体,文化管理,8,8
9723,"2023-06-10",科教文体,体育管理,60,68
9724,"2023-06-10",科教文体,社会教育,51,58
9725,"2023-06-10",公卫医疗,人口计生,7,7
9726,"2023-06-10",公卫医疗,卫生保健,6,7
9727,"2023-06-10",公卫医疗,医疗服务,1,1
9728,"2023-06-10",公卫医疗,公共卫生,6,7
9729,"2023-06-10",公卫医疗,医药管理,7,8
9730,"2023-06-10",城乡建设,住房公积金,17,18
9731,"2023-06-10",城乡建设,房屋管理,3,3
9732,"2023-06-10",城乡建设,市容市貌,4,5
9733,"2023-06-10",城乡建设,城乡规划,20,21
9734,"2023-06-10",城乡建设,城市设施管理,14,16
9735,"2023-06-10",交通运输,快递物流,94,104
9736,"2023-06-10",交通运输,公共汽车,3,3
9737,"2023-06-10",交通运输,公共自行车,74,85
9738,"2023-06-10",交通运输,出租汽车,7,8
9739,"2023-06-10",交通运输,城际客运,61,66
9740,"2023-06-10",农林牧渔,农业管理,41,47
9741,"2023-06-10",农林牧渔,林业管理,61,62
9742,"2023-06-10",农林牧渔,渔业管理,29,30
9743,"2023-06-10",农林牧渔,畜牧业管理,33,35
9744,"2023-06-11",科教文体,科技事务,45,48
9745,"2023-06-11",科教文体,教育管理,30,31
9746,"2023-06-11",科教文体,文化管理,10,11
9747,"2023-06-11",科教文体,体育管理,25,28
9748,"2023-06-11",科教文体,社会教育,20,21
9749,"2023-06-11",公卫医疗,人口计生,26,28
9750,"2023-06-11",公卫医疗,卫生保健,27,30
