"md_id","busi_time","order_type_name","order_type_cd","total_num"
1318,"2022-10-12",举报,"0600",108
1319,"2022-10-12",无效,"0700",69
1320,"2022-10-12",其他,"9999",150
1321,"2022-10-13",咨询,"0100",34
1322,"2022-10-13",投诉,"0200",54
1323,"2022-10-13",意见建议,"0300",38
1324,"2022-10-13",求助,"0400",8
1325,"2022-10-13",表扬,"0500",13
1326,"2022-10-13",举报,"0600",95
1327,"2022-10-13",无效,"0700",146
1328,"2022-10-13",其他,"9999",165
1329,"2022-10-14",咨询,"0100",83
1330,"2022-10-14",投诉,"0200",72
1331,"2022-10-14",意见建议,"0300",29
1332,"2022-10-14",求助,"0400",93
1333,"2022-10-14",表扬,"0500",78
1334,"2022-10-14",举报,"0600",96
1335,"2022-10-14",无效,"0700",73
1336,"2022-10-14",其他,"9999",301
1337,"2022-10-15",咨询,"0100",94
1338,"2022-10-15",投诉,"0200",47
1339,"2022-10-15",意见建议,"0300",87
1340,"2022-10-15",求助,"0400",95
1341,"2022-10-15",表扬,"0500",116
1342,"2022-10-15",举报,"0600",6
1343,"2022-10-15",无效,"0700",31
1344,"2022-10-15",其他,"9999",434
1345,"2022-10-16",咨询,"0100",33
1346,"2022-10-16",投诉,"0200",15
1347,"2022-10-16",意见建议,"0300",67
1348,"2022-10-16",求助,"0400",7
1349,"2022-10-16",表扬,"0500",56
1350,"2022-10-16",举报,"0600",65
1351,"2022-10-16",无效,"0700",23
1352,"2022-10-16",其他,"9999",234
1353,"2022-10-17",咨询,"0100",13
1354,"2022-10-17",投诉,"0200",115
1355,"2022-10-17",意见建议,"0300",11
1356,"2022-10-17",求助,"0400",125
1357,"2022-10-17",表扬,"0500",43
1358,"2022-10-17",举报,"0600",64
1359,"2022-10-17",无效,"0700",76
1360,"2022-10-17",其他,"9999",404
1361,"2022-10-18",咨询,"0100",54
1362,"2022-10-18",投诉,"0200",39
1363,"2022-10-18",意见建议,"0300",41
1364,"2022-10-18",求助,"0400",17
1365,"2022-10-18",表扬,"0500",36
1366,"2022-10-18",举报,"0600",71
1367,"2022-10-18",无效,"0700",44
1368,"2022-10-18",其他,"9999",139
1369,"2022-10-19",咨询,"0100",91
1370,"2022-10-19",投诉,"0200",16
1371,"2022-10-19",意见建议,"0300",49
1372,"2022-10-19",求助,"0400",110
1373,"2022-10-19",表扬,"0500",36
1374,"2022-10-19",举报,"0600",126
1375,"2022-10-19",无效,"0700",75
1376,"2022-10-19",其他,"9999",225
1377,"2022-10-20",咨询,"0100",10
1378,"2022-10-20",投诉,"0200",25
1379,"2022-10-20",意见建议,"0300",49
1380,"2022-10-20",求助,"0400",50
1381,"2022-10-20",表扬,"0500",25
1382,"2022-10-20",举报,"0600",154
1383,"2022-10-20",无效,"0700",205
1384,"2022-10-20",其他,"9999",217
1385,"2022-10-21",咨询,"0100",14
1386,"2022-10-21",投诉,"0200",59
1387,"2022-10-21",意见建议,"0300",33
1388,"2022-10-21",求助,"0400",55
1389,"2022-10-21",表扬,"0500",46
1390,"2022-10-21",举报,"0600",38
1391,"2022-10-21",无效,"0700",65
1392,"2022-10-21",其他,"9999",169
1393,"2022-10-22",咨询,"0100",38
1394,"2022-10-22",投诉,"0200",19
1395,"2022-10-22",意见建议,"0300",5
1396,"2022-10-22",求助,"0400",29
1397,"2022-10-22",表扬,"0500",5
1398,"2022-10-22",举报,"0600",6
1399,"2022-10-22",无效,"0700",56
1400,"2022-10-22",其他,"9999",236
1401,"2022-10-23",咨询,"0100",23
1402,"2022-10-23",投诉,"0200",71
1403,"2022-10-23",意见建议,"0300",22
1404,"2022-10-23",求助,"0400",74
1405,"2022-10-23",表扬,"0500",57
1406,"2022-10-23",举报,"0600",71
1407,"2022-10-23",无效,"0700",67
1408,"2022-10-23",其他,"9999",153
1409,"2022-10-24",咨询,"0100",96
1410,"2022-10-24",投诉,"0200",45
1411,"2022-10-24",意见建议,"0300",91
1412,"2022-10-24",求助,"0400",16
1413,"2022-10-24",表扬,"0500",38
1414,"2022-10-24",举报,"0600",107
1415,"2022-10-24",无效,"0700",146
1416,"2022-10-24",其他,"9999",304
1417,"2022-10-25",咨询,"0100",96
1418,"2022-10-25",投诉,"0200",96
1419,"2022-10-25",意见建议,"0300",62
1420,"2022-10-25",求助,"0400",13
1421,"2022-10-25",表扬,"0500",141
1422,"2022-10-25",举报,"0600",113
1423,"2022-10-25",无效,"0700",175
1424,"2022-10-25",其他,"9999",240
1425,"2022-10-26",咨询,"0100",16
1426,"2022-10-26",投诉,"0200",30
1427,"2022-10-26",意见建议,"0300",30
1428,"2022-10-26",求助,"0400",33
1429,"2022-10-26",表扬,"0500",51
1430,"2022-10-26",举报,"0600",8
1431,"2022-10-26",无效,"0700",8
1432,"2022-10-26",其他,"9999",220
1433,"2022-10-27",咨询,"0100",63
1434,"2022-10-27",投诉,"0200",28
1435,"2022-10-27",意见建议,"0300",12
1436,"2022-10-27",求助,"0400",76
1437,"2022-10-27",表扬,"0500",69
1438,"2022-10-27",举报,"0600",9
1439,"2022-10-27",无效,"0700",112
1440,"2022-10-27",其他,"9999",208
1441,"2022-10-28",咨询,"0100",11
1442,"2022-10-28",投诉,"0200",56
1443,"2022-10-28",意见建议,"0300",17
1444,"2022-10-28",求助,"0400",5
1445,"2022-10-28",表扬,"0500",5
1446,"2022-10-28",举报,"0600",79
1447,"2022-10-28",无效,"0700",93
1448,"2022-10-28",其他,"9999",176
1449,"2022-10-29",咨询,"0100",91
1450,"2022-10-29",投诉,"0200",28
1451,"2022-10-29",意见建议,"0300",112
1452,"2022-10-29",求助,"0400",7
1453,"2022-10-29",表扬,"0500",81
1454,"2022-10-29",举报,"0600",66
1455,"2022-10-29",无效,"0700",189
1456,"2022-10-29",其他,"9999",251
1457,"2022-10-30",咨询,"0100",24
1458,"2022-10-30",投诉,"0200",12
1459,"2022-10-30",意见建议,"0300",19
1460,"2022-10-30",求助,"0400",28
1461,"2022-10-30",表扬,"0500",16
1462,"2022-10-30",举报,"0600",18
1463,"2022-10-30",无效,"0700",70
1464,"2022-10-30",其他,"9999",213
1465,"2022-10-31",咨询,"0100",26
1466,"2022-10-31",投诉,"0200",32
1467,"2022-10-31",意见建议,"0300",14
1468,"2022-10-31",求助,"0400",30
1469,"2022-10-31",表扬,"0500",56
1470,"2022-10-31",举报,"0600",25
1471,"2022-10-31",无效,"0700",67
1472,"2022-10-31",其他,"9999",88
1473,"2022-11-01",咨询,"0100",33
1474,"2022-11-01",投诉,"0200",92
1475,"2022-11-01",意见建议,"0300",11
1476,"2022-11-01",求助,"0400",139
1477,"2022-11-01",表扬,"0500",81
1478,"2022-11-01",举报,"0600",100
1479,"2022-11-01",无效,"0700",50
1480,"2022-11-01",其他,"9999",355
1481,"2022-11-02",咨询,"0100",36
1482,"2022-11-02",投诉,"0200",61
1483,"2022-11-02",意见建议,"0300",40
1484,"2022-11-02",求助,"0400",12
1485,"2022-11-02",表扬,"0500",36
1486,"2022-11-02",举报,"0600",41
1487,"2022-11-02",无效,"0700",155
1488,"2022-11-02",其他,"9999",275
1489,"2022-11-03",咨询,"0100",83
1490,"2022-11-03",投诉,"0200",65
1491,"2022-11-03",意见建议,"0300",90
1492,"2022-11-03",求助,"0400",64
1493,"2022-11-03",表扬,"0500",56
1494,"2022-11-03",举报,"0600",85
1495,"2022-11-03",无效,"0700",191
1496,"2022-11-03",其他,"9999",275
1497,"2022-11-04",咨询,"0100",11
1498,"2022-11-04",投诉,"0200",20
1499,"2022-11-04",意见建议,"0300",51
1500,"2022-11-04",求助,"0400",29
1501,"2022-11-04",表扬,"0500",42
1502,"2022-11-04",举报,"0600",15
1503,"2022-11-04",无效,"0700",51
1504,"2022-11-04",其他,"9999",191
1505,"2022-11-05",咨询,"0100",55
1506,"2022-11-05",投诉,"0200",18
1507,"2022-11-05",意见建议,"0300",80
1508,"2022-11-05",求助,"0400",88
1509,"2022-11-05",表扬,"0500",63
1510,"2022-11-05",举报,"0600",22
1511,"2022-11-05",无效,"0700",134
1512,"2022-11-05",其他,"9999",199
1513,"2022-11-06",咨询,"0100",16
1514,"2022-11-06",投诉,"0200",93
1515,"2022-11-06",意见建议,"0300",74
1516,"2022-11-06",求助,"0400",43
1517,"2022-11-06",表扬,"0500",109
1518,"2022-11-06",举报,"0600",102
1519,"2022-11-06",无效,"0700",36
1520,"2022-11-06",其他,"9999",280
1521,"2022-11-07",咨询,"0100",27
1522,"2022-11-07",投诉,"0200",43
1523,"2022-11-07",意见建议,"0300",43
1524,"2022-11-07",求助,"0400",19
1525,"2022-11-07",表扬,"0500",99
1526,"2022-11-07",举报,"0600",110
1527,"2022-11-07",无效,"0700",100
1528,"2022-11-07",其他,"9999",125
1529,"2022-11-08",咨询,"0100",61
1530,"2022-11-08",投诉,"0200",71
1531,"2022-11-08",意见建议,"0300",93
1532,"2022-11-08",求助,"0400",22
1533,"2022-11-08",表扬,"0500",78
1534,"2022-11-08",举报,"0600",79
1535,"2022-11-08",无效,"0700",13
1536,"2022-11-08",其他,"9999",318
1537,"2022-11-09",咨询,"0100",80
1538,"2022-11-09",投诉,"0200",18
1539,"2022-11-09",意见建议,"0300",142
1540,"2022-11-09",求助,"0400",145
1541,"2022-11-09",表扬,"0500",85
1542,"2022-11-09",举报,"0600",54
1543,"2022-11-09",无效,"0700",185
1544,"2022-11-09",其他,"9999",287
1545,"2022-11-10",咨询,"0100",80
1546,"2022-11-10",投诉,"0200",27
1547,"2022-11-10",意见建议,"0300",80
1548,"2022-11-10",求助,"0400",10
1549,"2022-11-10",表扬,"0500",100
1550,"2022-11-10",举报,"0600",38
1551,"2022-11-10",无效,"0700",89
1552,"2022-11-10",其他,"9999",375
1553,"2022-11-11",咨询,"0100",42
1554,"2022-11-11",投诉,"0200",9
1555,"2022-11-11",意见建议,"0300",29
1556,"2022-11-11",求助,"0400",55
1557,"2022-11-11",表扬,"0500",48
1558,"2022-11-11",举报,"0600",45
1559,"2022-11-11",无效,"0700",145
1560,"2022-11-11",其他,"9999",173
1561,"2022-11-12",咨询,"0100",39
1562,"2022-11-12",投诉,"0200",95
1563,"2022-11-12",意见建议,"0300",103
1564,"2022-11-12",求助,"0400",82
1565,"2022-11-12",表扬,"0500",139
1566,"2022-11-12",举报,"0600",134
1567,"2022-11-12",无效,"0700",134
1568,"2022-11-12",其他,"9999",176
1569,"2022-11-13",咨询,"0100",103
1570,"2022-11-13",投诉,"0200",128
1571,"2022-11-13",意见建议,"0300",117
1572,"2022-11-13",求助,"0400",105
1573,"2022-11-13",表扬,"0500",115
1574,"2022-11-13",举报,"0600",12
1575,"2022-11-13",无效,"0700",16
1576,"2022-11-13",其他,"9999",404
1577,"2022-11-14",咨询,"0100",110
1578,"2022-11-14",投诉,"0200",66
1579,"2022-11-14",意见建议,"0300",78
1580,"2022-11-14",求助,"0400",64
1581,"2022-11-14",表扬,"0500",122
1582,"2022-11-14",举报,"0600",22
1583,"2022-11-14",无效,"0700",163
1584,"2022-11-14",其他,"9999",291
1585,"2022-11-15",咨询,"0100",5
1586,"2022-11-15",投诉,"0200",15
1587,"2022-11-15",意见建议,"0300",32
1588,"2022-11-15",求助,"0400",71
1589,"2022-11-15",表扬,"0500",68
1590,"2022-11-15",举报,"0600",10
1591,"2022-11-15",无效,"0700",14
1592,"2022-11-15",其他,"9999",196
1593,"2022-11-16",咨询,"0100",36
1594,"2022-11-16",投诉,"0200",13
1595,"2022-11-16",意见建议,"0300",39
1596,"2022-11-16",求助,"0400",40
1597,"2022-11-16",表扬,"0500",18
1598,"2022-11-16",举报,"0600",95
1599,"2022-11-16",无效,"0700",45
1600,"2022-11-16",其他,"9999",162
1601,"2022-11-17",咨询,"0100",18
1602,"2022-11-17",投诉,"0200",37
1603,"2022-11-17",意见建议,"0300",53
1604,"2022-11-17",求助,"0400",90
1605,"2022-11-17",表扬,"0500",20
1606,"2022-11-17",举报,"0600",111
1607,"2022-11-17",无效,"0700",11
1608,"2022-11-17",其他,"9999",223
1609,"2022-11-18",咨询,"0100",87
1610,"2022-11-18",投诉,"0200",12
1611,"2022-11-18",意见建议,"0300",47
1612,"2022-11-18",求助,"0400",66
1613,"2022-11-18",表扬,"0500",36
1614,"2022-11-18",举报,"0600",6
1615,"2022-11-18",无效,"0700",188
1616,"2022-11-18",其他,"9999",297
1617,"2022-11-19",咨询,"0100",21
1618,"2022-11-19",投诉,"0200",52
1619,"2022-11-19",意见建议,"0300",17
1620,"2022-11-19",求助,"0400",58
1621,"2022-11-19",表扬,"0500",6
1622,"2022-11-19",举报,"0600",59
1623,"2022-11-19",无效,"0700",121
1624,"2022-11-19",其他,"9999",247
1625,"2022-11-20",咨询,"0100",14
1626,"2022-11-20",投诉,"0200",39
1627,"2022-11-20",意见建议,"0300",79
1628,"2022-11-20",求助,"0400",38
1629,"2022-11-20",表扬,"0500",21
1630,"2022-11-20",举报,"0600",98
1631,"2022-11-20",无效,"0700",97
1632,"2022-11-20",其他,"9999",285
1633,"2022-11-21",咨询,"0100",47
1634,"2022-11-21",投诉,"0200",25
1635,"2022-11-21",意见建议,"0300",41
1636,"2022-11-21",求助,"0400",28
1637,"2022-11-21",表扬,"0500",54
1638,"2022-11-21",举报,"0600",59
1639,"2022-11-21",无效,"0700",88
1640,"2022-11-21",其他,"9999",89
1641,"2022-11-22",咨询,"0100",14
1642,"2022-11-22",投诉,"0200",32
1643,"2022-11-22",意见建议,"0300",25
1644,"2022-11-22",求助,"0400",14
1645,"2022-11-22",表扬,"0500",16
1646,"2022-11-22",举报,"0600",42
1647,"2022-11-22",无效,"0700",86
1648,"2022-11-22",其他,"9999",87
1649,"2022-11-23",咨询,"0100",14
1650,"2022-11-23",投诉,"0200",24
1651,"2022-11-23",意见建议,"0300",14
1652,"2022-11-23",求助,"0400",83
1653,"2022-11-23",表扬,"0500",147
1654,"2022-11-23",举报,"0600",80
1655,"2022-11-23",无效,"0700",141
1656,"2022-11-23",其他,"9999",267
1657,"2022-11-24",咨询,"0100",99
1658,"2022-11-24",投诉,"0200",37
1659,"2022-11-24",意见建议,"0300",93
1660,"2022-11-24",求助,"0400",62
1661,"2022-11-24",表扬,"0500",18
1662,"2022-11-24",举报,"0600",33
1663,"2022-11-24",无效,"0700",163
1664,"2022-11-24",其他,"9999",366
1665,"2022-11-25",咨询,"0100",50
1666,"2022-11-25",投诉,"0200",44
1667,"2022-11-25",意见建议,"0300",54
1668,"2022-11-25",求助,"0400",45
1669,"2022-11-25",表扬,"0500",67
1670,"2022-11-25",举报,"0600",67
1671,"2022-11-25",无效,"0700",58
1672,"2022-11-25",其他,"9999",189
1673,"2022-11-26",咨询,"0100",17
1674,"2022-11-26",投诉,"0200",41
1675,"2022-11-26",意见建议,"0300",26
1676,"2022-11-26",求助,"0400",18
1677,"2022-11-26",表扬,"0500",43
1678,"2022-11-26",举报,"0600",23
1679,"2022-11-26",无效,"0700",33
1680,"2022-11-26",其他,"9999",118
1681,"2022-11-27",咨询,"0100",38
1682,"2022-11-27",投诉,"0200",21
1683,"2022-11-27",意见建议,"0300",10
1684,"2022-11-27",求助,"0400",11
1685,"2022-11-27",表扬,"0500",63
1686,"2022-11-27",举报,"0600",51
1687,"2022-11-27",无效,"0700",47
1688,"2022-11-27",其他,"9999",101
1689,"2022-11-28",咨询,"0100",65
1690,"2022-11-28",投诉,"0200",48
1691,"2022-11-28",意见建议,"0300",7
1692,"2022-11-28",求助,"0400",93
1693,"2022-11-28",表扬,"0500",81
1694,"2022-11-28",举报,"0600",87
1695,"2022-11-28",无效,"0700",21
1696,"2022-11-28",其他,"9999",373
1697,"2022-11-29",咨询,"0100",14
1698,"2022-11-29",投诉,"0200",28
1699,"2022-11-29",意见建议,"0300",8
1700,"2022-11-29",求助,"0400",54
1701,"2022-11-29",表扬,"0500",28
1702,"2022-11-29",举报,"0600",75
1703,"2022-11-29",无效,"0700",21
1704,"2022-11-29",其他,"9999",133
1705,"2022-11-30",咨询,"0100",5
1706,"2022-11-30",投诉,"0200",22
1707,"2022-11-30",意见建议,"0300",96
1708,"2022-11-30",求助,"0400",85
1709,"2022-11-30",表扬,"0500",26
1710,"2022-11-30",举报,"0600",33
1711,"2022-11-30",无效,"0700",8
1712,"2022-11-30",其他,"9999",429
1713,"2022-12-01",咨询,"0100",37
1714,"2022-12-01",投诉,"0200",43
1715,"2022-12-01",意见建议,"0300",92
1716,"2022-12-01",求助,"0400",50
1717,"2022-12-01",表扬,"0500",48
1718,"2022-12-01",举报,"0600",35
1719,"2022-12-01",无效,"0700",66
1720,"2022-12-01",其他,"9999",277
1721,"2022-12-02",咨询,"0100",40
1722,"2022-12-02",投诉,"0200",32
1723,"2022-12-02",意见建议,"0300",56
1724,"2022-12-02",求助,"0400",31
1725,"2022-12-02",表扬,"0500",78
1726,"2022-12-02",举报,"0600",46
1727,"2022-12-02",无效,"0700",136
1728,"2022-12-02",其他,"9999",143
1729,"2022-12-03",咨询,"0100",86
1730,"2022-12-03",投诉,"0200",13
1731,"2022-12-03",意见建议,"0300",52
1732,"2022-12-03",求助,"0400",115
1733,"2022-12-03",表扬,"0500",51
1734,"2022-12-03",举报,"0600",41
1735,"2022-12-03",无效,"0700",230
1736,"2022-12-03",其他,"9999",383
1737,"2022-12-04",咨询,"0100",67
1738,"2022-12-04",投诉,"0200",72
1739,"2022-12-04",意见建议,"0300",13
1740,"2022-12-04",求助,"0400",46
1741,"2022-12-04",表扬,"0500",71
1742,"2022-12-04",举报,"0600",23
1743,"2022-12-04",无效,"0700",102
1744,"2022-12-04",其他,"9999",213
1745,"2022-12-05",咨询,"0100",52
1746,"2022-12-05",投诉,"0200",72
1747,"2022-12-05",意见建议,"0300",35
1748,"2022-12-05",求助,"0400",45
1749,"2022-12-05",表扬,"0500",73
1750,"2022-12-05",举报,"0600",100
1751,"2022-12-05",无效,"0700",109
1752,"2022-12-05",其他,"9999",190
1753,"2022-12-06",咨询,"0100",26
1754,"2022-12-06",投诉,"0200",27
1755,"2022-12-06",意见建议,"0300",16
1756,"2022-12-06",求助,"0400",23
1757,"2022-12-06",表扬,"0500",55
1758,"2022-12-06",举报,"0600",24
1759,"2022-12-06",无效,"0700",143
1760,"2022-12-06",其他,"9999",164
1761,"2022-12-07",咨询,"0100",54
1762,"2022-12-07",投诉,"0200",7
1763,"2022-12-07",意见建议,"0300",14
1764,"2022-12-07",求助,"0400",38
1765,"2022-12-07",表扬,"0500",13
1766,"2022-12-07",举报,"0600",91
1767,"2022-12-07",无效,"0700",107
1768,"2022-12-07",其他,"9999",135
1769,"2022-12-08",咨询,"0100",24
1770,"2022-12-08",投诉,"0200",11
1771,"2022-12-08",意见建议,"0300",56
1772,"2022-12-08",求助,"0400",55
1773,"2022-12-08",表扬,"0500",20
1774,"2022-12-08",举报,"0600",97
1775,"2022-12-08",无效,"0700",62
1776,"2022-12-08",其他,"9999",163
1777,"2022-12-09",咨询,"0100",18
1778,"2022-12-09",投诉,"0200",69
1779,"2022-12-09",意见建议,"0300",68
1780,"2022-12-09",求助,"0400",44
1781,"2022-12-09",表扬,"0500",96
1782,"2022-12-09",举报,"0600",71
1783,"2022-12-09",无效,"0700",24
1784,"2022-12-09",其他,"9999",200
1785,"2022-12-10",咨询,"0100",29
1786,"2022-12-10",投诉,"0200",18
1787,"2022-12-10",意见建议,"0300",16
1788,"2022-12-10",求助,"0400",20
1789,"2022-12-10",表扬,"0500",39
1790,"2022-12-10",举报,"0600",40
1791,"2022-12-10",无效,"0700",69
1792,"2022-12-10",其他,"9999",76
1793,"2022-12-11",咨询,"0100",7
1794,"2022-12-11",投诉,"0200",24
1795,"2022-12-11",意见建议,"0300",49
1796,"2022-12-11",求助,"0400",26
1797,"2022-12-11",表扬,"0500",32
1798,"2022-12-11",举报,"0600",40
1799,"2022-12-11",无效,"0700",55
1800,"2022-12-11",其他,"9999",110
1801,"2022-12-12",咨询,"0100",61
1802,"2022-12-12",投诉,"0200",39
1803,"2022-12-12",意见建议,"0300",44
1804,"2022-12-12",求助,"0400",12
1805,"2022-12-12",表扬,"0500",77
1806,"2022-12-12",举报,"0600",6
1807,"2022-12-12",无效,"0700",70
1808,"2022-12-12",其他,"9999",215
1809,"2022-12-13",咨询,"0100",7
1810,"2022-12-13",投诉,"0200",60
1811,"2022-12-13",意见建议,"0300",54
1812,"2022-12-13",求助,"0400",59
1813,"2022-12-13",表扬,"0500",5
1814,"2022-12-13",举报,"0600",140
1815,"2022-12-13",无效,"0700",136
1816,"2022-12-13",其他,"9999",173
1817,"2022-12-14",咨询,"0100",101
1818,"2022-12-14",投诉,"0200",37
1819,"2022-12-14",意见建议,"0300",70
1820,"2022-12-14",求助,"0400",37
1821,"2022-12-14",表扬,"0500",148
1822,"2022-12-14",举报,"0600",151
1823,"2022-12-14",无效,"0700",32
1824,"2022-12-14",其他,"9999",314
1825,"2022-12-15",咨询,"0100",33
1826,"2022-12-15",投诉,"0200",21
1827,"2022-12-15",意见建议,"0300",8
1828,"2022-12-15",求助,"0400",36
1829,"2022-12-15",表扬,"0500",14
1830,"2022-12-15",举报,"0600",9
1831,"2022-12-15",无效,"0700",73
1832,"2022-12-15",其他,"9999",119
1833,"2022-12-16",咨询,"0100",52
1834,"2022-12-16",投诉,"0200",57
1835,"2022-12-16",意见建议,"0300",79
1836,"2022-12-16",求助,"0400",69
1837,"2022-12-16",表扬,"0500",80
1838,"2022-12-16",举报,"0600",134
1839,"2022-12-16",无效,"0700",39
1840,"2022-12-16",其他,"9999",473
1841,"2022-12-17",咨询,"0100",90
1842,"2022-12-17",投诉,"0200",32
1843,"2022-12-17",意见建议,"0300",53
1844,"2022-12-17",求助,"0400",119
1845,"2022-12-17",表扬,"0500",97
1846,"2022-12-17",举报,"0600",66
1847,"2022-12-17",无效,"0700",106
1848,"2022-12-17",其他,"9999",235
1849,"2022-12-18",咨询,"0100",65
1850,"2022-12-18",投诉,"0200",25
1851,"2022-12-18",意见建议,"0300",51
1852,"2022-12-18",求助,"0400",136
1853,"2022-12-18",表扬,"0500",10
1854,"2022-12-18",举报,"0600",186
1855,"2022-12-18",无效,"0700",56
1856,"2022-12-18",其他,"9999",325
1857,"2022-12-19",咨询,"0100",91
1858,"2022-12-19",投诉,"0200",118
1859,"2022-12-19",意见建议,"0300",70
1860,"2022-12-19",求助,"0400",43
1861,"2022-12-19",表扬,"0500",11
1862,"2022-12-19",举报,"0600",34
1863,"2022-12-19",无效,"0700",145
1864,"2022-12-19",其他,"9999",419
1865,"2022-12-20",咨询,"0100",39
1866,"2022-12-20",投诉,"0200",49
1867,"2022-12-20",意见建议,"0300",51
1868,"2022-12-20",求助,"0400",12
1869,"2022-12-20",表扬,"0500",65
1870,"2022-12-20",举报,"0600",15
1871,"2022-12-20",无效,"0700",51
1872,"2022-12-20",其他,"9999",145
1873,"2022-12-21",咨询,"0100",29
1874,"2022-12-21",投诉,"0200",61
1875,"2022-12-21",意见建议,"0300",6
1876,"2022-12-21",求助,"0400",21
1877,"2022-12-21",表扬,"0500",53
1878,"2022-12-21",举报,"0600",19
1879,"2022-12-21",无效,"0700",104
1880,"2022-12-21",其他,"9999",177
1881,"2022-12-22",咨询,"0100",47
1882,"2022-12-22",投诉,"0200",36
1883,"2022-12-22",意见建议,"0300",47
1884,"2022-12-22",求助,"0400",16
1885,"2022-12-22",表扬,"0500",32
1886,"2022-12-22",举报,"0600",39
1887,"2022-12-22",无效,"0700",114
1888,"2022-12-22",其他,"9999",127
1889,"2022-12-23",咨询,"0100",25
1890,"2022-12-23",投诉,"0200",45
1891,"2022-12-23",意见建议,"0300",66
1892,"2022-12-23",求助,"0400",39
1893,"2022-12-23",表扬,"0500",55
1894,"2022-12-23",举报,"0600",63
1895,"2022-12-23",无效,"0700",6
1896,"2022-12-23",其他,"9999",211
1897,"2022-12-24",咨询,"0100",33
1898,"2022-12-24",投诉,"0200",10
1899,"2022-12-24",意见建议,"0300",51
1900,"2022-12-24",求助,"0400",98
1901,"2022-12-24",表扬,"0500",24
1902,"2022-12-24",举报,"0600",39
1903,"2022-12-24",无效,"0700",215
1904,"2022-12-24",其他,"9999",275
1905,"2022-12-25",咨询,"0100",18
1906,"2022-12-25",投诉,"0200",11
1907,"2022-12-25",意见建议,"0300",99
1908,"2022-12-25",求助,"0400",25
1909,"2022-12-25",表扬,"0500",108
1910,"2022-12-25",举报,"0600",44
1911,"2022-12-25",无效,"0700",70
1912,"2022-12-25",其他,"9999",264
1913,"2022-12-26",咨询,"0100",72
1914,"2022-12-26",投诉,"0200",71
1915,"2022-12-26",意见建议,"0300",35
1916,"2022-12-26",求助,"0400",26
1917,"2022-12-26",表扬,"0500",104
1918,"2022-12-26",举报,"0600",19
1919,"2022-12-26",无效,"0700",114
1920,"2022-12-26",其他,"9999",247
1921,"2022-12-27",咨询,"0100",70
1922,"2022-12-27",投诉,"0200",29
1923,"2022-12-27",意见建议,"0300",48
1924,"2022-12-27",求助,"0400",5
1925,"2022-12-27",表扬,"0500",87
1926,"2022-12-27",举报,"0600",74
1927,"2022-12-27",无效,"0700",117
1928,"2022-12-27",其他,"9999",227
1929,"2022-12-28",咨询,"0100",46
1930,"2022-12-28",投诉,"0200",21
1931,"2022-12-28",意见建议,"0300",17
1932,"2022-12-28",求助,"0400",54
1933,"2022-12-28",表扬,"0500",53
1934,"2022-12-28",举报,"0600",79
1935,"2022-12-28",无效,"0700",79
1936,"2022-12-28",其他,"9999",106
1937,"2022-12-29",咨询,"0100",25
1938,"2022-12-29",投诉,"0200",22
1939,"2022-12-29",意见建议,"0300",23
1940,"2022-12-29",求助,"0400",13
1941,"2022-12-29",表扬,"0500",5
1942,"2022-12-29",举报,"0600",85
1943,"2022-12-29",无效,"0700",72
1944,"2022-12-29",其他,"9999",118
1945,"2022-12-30",咨询,"0100",58
1946,"2022-12-30",投诉,"0200",35
1947,"2022-12-30",意见建议,"0300",44
1948,"2022-12-30",求助,"0400",83
1949,"2022-12-30",表扬,"0500",77
1950,"2022-12-30",举报,"0600",57
1951,"2022-12-30",无效,"0700",155
1952,"2022-12-30",其他,"9999",179
1953,"2022-12-31",咨询,"0100",45
1954,"2022-12-31",投诉,"0200",68
1955,"2022-12-31",意见建议,"0300",15
1956,"2022-12-31",求助,"0400",58
1957,"2022-12-31",表扬,"0500",60
1958,"2022-12-31",举报,"0600",35
1959,"2022-12-31",无效,"0700",23
1960,"2022-12-31",其他,"9999",394
1961,"2023-01-01",咨询,"0100",110
1962,"2023-01-01",投诉,"0200",108
1963,"2023-01-01",意见建议,"0300",95
1964,"2023-01-01",求助,"0400",30
1965,"2023-01-01",表扬,"0500",15
1966,"2023-01-01",举报,"0600",104
1967,"2023-01-01",无效,"0700",22
1968,"2023-01-01",其他,"9999",405
1969,"2023-01-02",咨询,"0100",8
1970,"2023-01-02",投诉,"0200",54
1971,"2023-01-02",意见建议,"0300",17
1972,"2023-01-02",求助,"0400",53
1973,"2023-01-02",表扬,"0500",56
1974,"2023-01-02",举报,"0600",22
1975,"2023-01-02",无效,"0700",13
1976,"2023-01-02",其他,"9999",170
1977,"2023-01-03",咨询,"0100",19
1978,"2023-01-03",投诉,"0200",55
1979,"2023-01-03",意见建议,"0300",14
1980,"2023-01-03",求助,"0400",15
1981,"2023-01-03",表扬,"0500",31
1982,"2023-01-03",举报,"0600",16
1983,"2023-01-03",无效,"0700",50
1984,"2023-01-03",其他,"9999",335
1985,"2023-01-04",咨询,"0100",28
1986,"2023-01-04",投诉,"0200",37
1987,"2023-01-04",意见建议,"0300",58
1988,"2023-01-04",求助,"0400",45
1989,"2023-01-04",表扬,"0500",64
1990,"2023-01-04",举报,"0600",31
1991,"2023-01-04",无效,"0700",44
1992,"2023-01-04",其他,"9999",119
1993,"2023-01-05",咨询,"0100",29
1994,"2023-01-05",投诉,"0200",84
