"md_id","busi_time","dept_type","item_num","complete_num","complete_avg_time","satis_num"
678,"2023-04-04",2,1146,790,745,830
679,"2023-04-05",1,683,261,524,152
680,"2023-04-05",2,807,38,964,697
681,"2023-04-06",1,869,386,1388,112
682,"2023-04-06",2,702,679,512,222
683,"2023-04-07",1,950,373,139,671
684,"2023-04-07",2,280,173,799,208
685,"2023-04-08",1,1010,455,701,18
686,"2023-04-08",2,371,196,1354,259
687,"2023-04-09",1,243,159,1374,51
688,"2023-04-09",2,1002,980,397,912
689,"2023-04-10",1,402,20,220,35
690,"2023-04-10",2,367,83,779,58
691,"2023-04-11",1,289,44,75,40
692,"2023-04-11",2,913,468,1302,528
693,"2023-04-12",1,1173,218,253,629
694,"2023-04-12",2,494,49,930,494
695,"2023-04-13",1,1063,937,981,217
696,"2023-04-13",2,659,124,1316,656
697,"2023-04-14",1,966,880,74,722
698,"2023-04-14",2,409,259,851,305
699,"2023-04-15",1,397,346,419,148
700,"2023-04-15",2,682,422,748,299
701,"2023-04-16",1,662,166,951,269
702,"2023-04-16",2,981,835,1433,782
703,"2023-04-17",1,378,26,1184,41
704,"2023-04-17",2,423,95,450,394
705,"2023-04-18",1,480,271,464,274
706,"2023-04-18",2,795,649,133,26
707,"2023-04-19",1,963,888,1138,565
708,"2023-04-19",2,271,36,1236,4
709,"2023-04-20",1,1091,457,599,947
710,"2023-04-20",2,699,588,1007,156
711,"2023-04-21",1,932,927,63,284
712,"2023-04-21",2,298,206,289,173
713,"2023-04-22",1,861,404,508,571
714,"2023-04-22",2,897,872,732,530
715,"2023-04-23",1,688,545,50,623
716,"2023-04-23",2,775,495,1235,754
717,"2023-04-24",1,312,111,776,297
718,"2023-04-24",2,651,604,135,280
719,"2023-04-25",1,354,149,1212,106
720,"2023-04-25",2,461,252,541,351
721,"2023-04-26",1,345,270,750,211
722,"2023-04-26",2,910,261,353,427
723,"2023-04-27",1,365,106,837,203
724,"2023-04-27",2,716,675,596,240
725,"2023-04-28",1,538,218,1231,384
726,"2023-04-28",2,428,297,1388,426
727,"2023-04-29",1,817,463,684,575
728,"2023-04-29",2,902,839,123,667
729,"2023-04-30",1,615,426,1295,221
730,"2023-04-30",2,293,22,1286,77
731,"2023-05-01",1,636,511,964,363
732,"2023-05-01",2,747,740,732,443
733,"2023-05-02",1,682,552,389,649
734,"2023-05-02",2,1103,177,983,926
735,"2023-05-03",1,350,175,10,234
736,"2023-05-03",2,356,113,1259,174
737,"2023-05-04",1,600,154,217,22
738,"2023-05-04",2,1074,299,100,815
739,"2023-05-05",1,822,162,218,115
740,"2023-05-05",2,1154,223,1277,975
741,"2023-05-06",1,514,460,1103,135
742,"2023-05-06",2,814,146,570,723
743,"2023-05-07",1,512,410,53,150
744,"2023-05-07",2,958,95,585,166
745,"2023-05-08",1,543,119,1076,213
746,"2023-05-08",2,843,416,501,463
747,"2023-05-09",1,690,327,702,262
748,"2023-05-09",2,1128,612,739,411
749,"2023-05-10",1,523,415,980,272
750,"2023-05-10",2,766,505,976,700
751,"2023-05-11",1,1154,1088,1340,141
752,"2023-05-11",2,1193,985,397,297
753,"2023-05-12",1,1015,999,522,340
754,"2023-05-12",2,238,22,919,185
755,"2023-05-13",1,1039,50,903,94
756,"2023-05-13",2,804,693,503,164
757,"2023-05-14",1,898,319,263,723
758,"2023-05-14",2,992,572,173,169
759,"2023-05-15",1,1122,874,771,636
760,"2023-05-15",2,592,398,341,137
761,"2023-05-16",1,955,759,254,158
762,"2023-05-16",2,938,666,1171,146
763,"2023-05-17",1,1038,172,1129,700
764,"2023-05-17",2,953,719,321,539
765,"2023-05-18",1,918,918,694,681
766,"2023-05-18",2,1153,118,603,724
767,"2023-05-19",1,225,164,793,166
768,"2023-05-19",2,404,320,856,382
769,"2023-05-20",1,231,85,350,127
770,"2023-05-20",2,1082,433,763,19
771,"2023-05-21",1,864,201,239,26
772,"2023-05-21",2,1114,147,105,923
773,"2023-05-22",1,482,78,691,49
774,"2023-05-22",2,378,100,791,254
775,"2023-05-23",1,939,268,1168,344
776,"2023-05-23",2,1049,85,222,476
777,"2023-05-24",1,939,880,493,710
778,"2023-05-24",2,856,473,275,108
779,"2023-05-25",1,857,820,643,651
780,"2023-05-25",2,1178,196,1243,735
781,"2023-05-26",1,888,750,693,115
782,"2023-05-26",2,744,565,303,408
783,"2023-05-27",1,341,247,575,338
784,"2023-05-27",2,569,221,51,112
785,"2023-05-28",1,1153,879,177,90
786,"2023-05-28",2,502,288,678,328
787,"2023-05-29",1,1054,192,36,858
788,"2023-05-29",2,813,290,173,23
789,"2023-05-30",1,927,127,1251,79
790,"2023-05-30",2,1166,62,855,295
791,"2023-05-31",1,368,310,128,43
792,"2023-05-31",2,253,224,1222,120
793,"2023-06-01",1,835,259,1164,794
794,"2023-06-01",2,1027,442,713,3
795,"2023-06-02",1,397,57,679,378
796,"2023-06-02",2,522,183,684,300
797,"2023-06-03",1,552,155,782,333
798,"2023-06-03",2,1195,464,1407,578
799,"2023-06-04",1,418,143,964,171
800,"2023-06-04",2,454,406,165,356
801,"2023-06-05",1,204,57,696,159
802,"2023-06-05",2,871,242,406,387
803,"2023-06-06",1,340,85,1335,46
804,"2023-06-06",2,580,158,606,88
805,"2023-06-07",1,1172,420,925,934
806,"2023-06-07",2,1159,731,1375,174
807,"2023-06-08",1,669,270,1174,201
808,"2023-06-08",2,446,181,389,121
809,"2023-06-09",1,554,225,725,203
810,"2023-06-09",2,278,2,831,148
811,"2023-06-10",1,1121,308,191,525
812,"2023-06-10",2,722,406,1192,445
813,"2023-06-11",1,879,841,976,760
814,"2023-06-11",2,272,71,995,221
815,"2023-06-12",1,866,129,71,453
816,"2023-06-12",2,976,213,330,528
817,"2023-06-13",1,542,172,46,183
818,"2023-06-13",2,1162,631,839,57
819,"2023-06-14",1,911,78,477,826
820,"2023-06-14",2,530,138,872,98
821,"2023-06-15",1,934,791,330,107
822,"2023-06-15",2,440,198,1324,198
823,"2023-06-16",1,949,235,57,25
824,"2023-06-16",2,289,194,1087,273
825,"2023-06-17",1,896,224,480,803
826,"2023-06-17",2,479,395,857,106
827,"2023-06-18",1,238,19,1436,80
828,"2023-06-18",2,509,347,188,477
829,"2023-06-19",1,242,57,1064,8
830,"2023-06-19",2,1092,1056,1276,276
831,"2023-06-20",1,1175,633,754,795
832,"2023-06-20",2,513,276,589,183
833,"2023-06-21",1,909,833,813,357
834,"2023-06-21",2,931,795,22,907
835,"2023-06-22",1,1049,53,616,788
836,"2023-06-22",2,636,556,957,464
837,"2023-06-23",1,248,231,928,21
838,"2023-06-23",2,886,509,791,709
839,"2023-06-24",1,683,292,522,631
840,"2023-06-24",2,936,713,395,820
841,"2023-06-25",1,1028,444,1175,155
842,"2023-06-25",2,980,279,372,137
843,"2023-06-26",1,784,729,824,334
844,"2023-06-26",2,884,460,484,356
845,"2023-06-27",1,1031,524,1254,922
846,"2023-06-27",2,387,339,733,253
847,"2023-06-28",1,249,70,651,231
848,"2023-06-28",2,636,581,1321,130
849,"2023-06-29",1,514,300,188,302
850,"2023-06-29",2,491,87,406,464
851,"2023-06-30",1,349,208,1279,240
852,"2023-06-30",2,314,310,329,225
853,"2023-07-01",1,1133,715,277,645
854,"2023-07-01",2,925,91,657,130
855,"2023-07-02",1,533,56,743,225
856,"2023-07-02",2,1158,5,808,410
857,"2023-07-03",1,859,351,944,102
858,"2023-07-03",2,582,486,931,333
859,"2023-07-04",1,822,519,388,87
860,"2023-07-04",2,1092,180,1127,430
861,"2023-07-05",1,250,212,308,43
862,"2023-07-05",2,737,567,51,152
863,"2023-07-06",1,586,133,1398,419
864,"2023-07-06",2,655,132,505,517
865,"2023-07-07",1,999,430,110,692
866,"2023-07-07",2,1138,686,365,968
867,"2023-07-08",1,702,85,813,632
868,"2023-07-08",2,758,725,298,590
869,"2023-07-09",1,1076,77,1282,858
870,"2023-07-09",2,269,163,1431,59
871,"2023-07-10",1,497,229,145,340
872,"2023-07-10",2,310,56,59,215
873,"2023-07-11",1,696,684,990,402
874,"2023-07-11",2,758,557,277,153
875,"2023-07-12",1,810,430,469,173
876,"2023-07-12",2,856,436,36,612
877,"2023-07-13",1,1005,90,1219,366
878,"2023-07-13",2,331,30,540,82
879,"2023-07-14",1,338,111,1052,312
880,"2023-07-14",2,669,366,1435,633
881,"2023-07-15",1,757,166,1277,325
882,"2023-07-15",2,1073,921,51,829
883,"2023-07-16",1,817,749,537,472
884,"2023-07-16",2,998,979,787,433
885,"2023-07-17",1,1061,18,1259,59
886,"2023-07-17",2,673,303,1164,445
887,"2023-07-18",1,759,73,191,695
888,"2023-07-18",2,1031,796,319,731
889,"2023-07-19",1,798,157,190,694
890,"2023-07-19",2,1158,777,729,1031
891,"2023-07-20",1,1073,15,135,790
892,"2023-07-20",2,806,698,217,22
893,"2023-07-21",1,788,331,381,165
894,"2023-07-21",2,775,497,1277,583
895,"2023-07-22",1,1163,695,991,150
896,"2023-07-22",2,582,33,1154,117
897,"2023-07-23",1,561,170,321,202
898,"2023-07-23",2,323,134,473,321
899,"2023-07-24",1,242,115,189,231
900,"2023-07-24",2,982,404,1193,951
901,"2023-07-25",1,563,160,1216,200
902,"2023-07-25",2,378,270,866,85
903,"2023-07-26",1,1114,582,1053,684
904,"2023-07-26",2,478,100,833,159
905,"2023-07-27",1,1028,912,1244,176
906,"2023-07-27",2,808,193,1220,224
907,"2023-07-28",1,788,268,740,48
908,"2023-07-28",2,1149,326,44,707
909,"2023-07-29",1,420,68,506,111
910,"2023-07-29",2,552,283,191,282
911,"2023-07-30",1,973,124,323,543
912,"2023-07-30",2,1063,62,1003,800
913,"2023-07-31",1,661,174,882,604
914,"2023-07-31",2,939,378,1299,732
915,"2023-08-01",1,947,474,1332,946
916,"2023-08-01",2,292,120,961,273
917,"2023-08-02",1,362,258,879,22
918,"2023-08-02",2,330,50,1192,14
919,"2023-08-03",1,827,628,1376,546
920,"2023-08-03",2,704,122,1348,118
921,"2023-08-04",1,1065,944,905,267
922,"2023-08-04",2,327,207,1222,271
923,"2023-08-05",1,318,240,894,46
924,"2023-08-05",2,1126,148,1264,255
925,"2023-08-06",1,958,352,1142,795
926,"2023-08-06",2,1023,940,237,378
927,"2023-08-07",1,1113,845,15,54
928,"2023-08-07",2,638,8,473,181
929,"2023-08-08",1,517,265,420,515
930,"2023-08-08",2,1196,727,955,380
931,"2023-08-09",1,1029,43,162,404
932,"2023-08-09",2,847,479,114,68
933,"2023-08-10",1,1156,79,81,257
934,"2023-08-10",2,692,147,1220,82
935,"2023-08-11",1,622,190,467,407
936,"2023-08-11",2,715,531,1177,2
937,"2023-08-12",1,1004,219,656,630
938,"2023-08-12",2,1053,474,500,360
939,"2023-08-13",1,708,4,1355,635
940,"2023-08-13",2,1026,880,1144,488
941,"2023-08-14",1,596,110,984,272
942,"2023-08-14",2,651,404,88,123
943,"2023-08-15",1,1017,247,1123,1004
944,"2023-08-15",2,269,231,153,160
945,"2023-08-16",1,490,149,705,149
946,"2023-08-16",2,989,114,1002,563
947,"2023-08-17",1,709,471,448,550
948,"2023-08-17",2,520,188,694,430
949,"2023-08-18",1,575,363,1405,132
950,"2023-08-18",2,767,158,1349,519
951,"2023-08-19",1,758,364,1298,724
952,"2023-08-19",2,747,704,791,155
953,"2023-08-20",1,598,164,1363,432
954,"2023-08-20",2,255,17,1206,213
955,"2023-08-21",1,520,149,1277,197
956,"2023-08-21",2,964,527,1135,869
957,"2023-08-22",1,776,363,98,93
958,"2023-08-22",2,661,558,1086,43
959,"2023-08-23",1,371,85,891,104
960,"2023-08-23",2,434,148,1127,275
961,"2023-08-24",1,1155,647,809,240
962,"2023-08-24",2,200,69,1226,166
963,"2023-08-25",1,734,188,881,419
964,"2023-08-25",2,849,620,1383,48
965,"2023-08-26",1,716,305,1212,653
966,"2023-08-26",2,868,835,1192,636
967,"2023-08-27",1,424,198,1018,129
968,"2023-08-27",2,651,412,366,621
969,"2023-08-28",1,519,438,136,68
970,"2023-08-28",2,698,231,378,263
971,"2023-08-29",1,301,278,1421,137
972,"2023-08-29",2,512,312,1219,328
973,"2023-08-30",1,288,131,1143,162
974,"2023-08-30",2,594,41,1304,307
975,"2023-08-31",1,1059,141,113,930
976,"2023-08-31",2,876,53,133,781
977,"2023-09-01",1,466,361,824,270
978,"2023-09-01",2,496,239,51,71
979,"2023-09-02",1,598,346,224,214
980,"2023-09-02",2,932,679,683,774
981,"2023-09-03",1,1073,557,313,788
982,"2023-09-03",2,1044,454,1310,392
983,"2023-09-04",1,1132,298,207,804
984,"2023-09-04",2,430,400,241,83
985,"2023-09-05",1,1157,292,551,1045
986,"2023-09-05",2,607,434,779,129
987,"2023-09-06",1,645,325,891,327
988,"2023-09-06",2,233,121,747,233
989,"2023-09-07",1,1133,900,685,245
990,"2023-09-07",2,630,43,733,35
991,"2023-09-08",1,1110,477,174,969
992,"2023-09-08",2,297,88,1335,100
993,"2023-09-09",1,677,118,1033,580
994,"2023-09-09",2,210,91,236,123
995,"2023-09-10",1,565,522,433,521
996,"2023-09-10",2,278,27,659,216
997,"2023-09-11",1,607,427,329,246
998,"2023-09-11",2,508,101,1081,256
999,"2023-09-12",1,710,529,1279,497
1000,"2023-09-12",2,842,634,502,343
1001,"2023-09-13",1,444,422,746,149
1002,"2023-09-13",2,300,28,294,72
1003,"2023-09-14",1,319,56,1080,221
1004,"2023-09-14",2,540,315,1369,350
1005,"2023-09-15",1,798,579,532,398
1006,"2023-09-15",2,857,677,1355,310
1007,"2023-09-16",1,1186,406,772,1171
1008,"2023-09-16",2,958,273,163,312
1009,"2023-09-17",1,374,191,1080,374
1010,"2023-09-17",2,448,91,300,180
1011,"2023-09-18",1,687,659,123,453
1012,"2023-09-18",2,649,559,393,638
1013,"2023-09-19",1,620,132,1218,170
1014,"2023-09-19",2,832,788,1273,330
1015,"2023-09-20",1,804,210,711,132
1016,"2023-09-20",2,299,23,877,77
1017,"2023-09-21",1,1026,151,1109,891
1018,"2023-09-21",2,304,67,724,269
1019,"2023-09-22",1,264,133,687,98
1020,"2023-09-22",2,338,70,999,102
1021,"2023-09-23",1,679,199,316,269
1022,"2023-09-23",2,506,311,226,308
1023,"2023-09-24",1,1193,988,980,348
1024,"2023-09-24",2,390,9,360,29
1025,"2023-09-25",1,529,117,584,154
1026,"2023-09-25",2,950,159,635,750
1027,"2023-09-26",1,317,95,1147,159
1028,"2023-09-26",2,285,208,629,102
1029,"2023-09-27",1,421,295,695,122
1030,"2023-09-27",2,403,352,614,364
1031,"2023-09-28",1,665,351,726,34
1032,"2023-09-28",2,1087,330,809,620
1033,"2023-09-29",1,1063,337,367,40
1034,"2023-09-29",2,842,140,543,194
1035,"2023-09-30",1,1171,99,50,1149
1036,"2023-09-30",2,634,340,860,472
1037,"2023-10-01",1,434,333,12,8
1038,"2023-10-01",2,361,24,1066,161
1039,"2023-10-02",1,667,87,1140,21
1040,"2023-10-02",2,479,104,1396,397
1041,"2023-10-03",1,805,346,1092,374
1042,"2023-10-03",2,928,367,163,518
1043,"2023-10-04",1,410,359,1187,210
1044,"2023-10-04",2,929,627,1023,95
1045,"2023-10-05",1,1167,696,771,747
1046,"2023-10-05",2,670,544,54,592
1047,"2023-10-06",1,814,477,1100,240
1048,"2023-10-06",2,765,683,271,685
1049,"2023-10-07",1,862,557,789,662
1050,"2023-10-07",2,284,233,747,6
1051,"2023-10-08",1,454,275,377,49
1052,"2023-10-08",2,995,591,973,22
1053,"2023-10-09",1,352,329,533,28
1054,"2023-10-09",2,1112,694,505,348
1055,"2023-10-10",1,273,136,821,39
1056,"2023-10-10",2,255,121,998,61
1057,"2023-10-11",1,824,810,381,649
1058,"2023-10-11",2,981,426,847,528
1059,"2023-10-12",1,208,57,1184,115
1060,"2023-10-12",2,1119,791,435,1100
1061,"2023-10-13",1,771,404,74,291
1062,"2023-10-13",2,296,99,102,10
1063,"2023-10-14",1,1049,208,130,385
1064,"2023-10-14",2,882,244,1220,439
1065,"2023-10-15",1,505,409,810,375
1066,"2023-10-15",2,591,187,690,389
1067,"2023-10-16",1,448,157,351,239
1068,"2023-10-16",2,539,485,860,279
1069,"2023-10-17",1,1123,503,383,530
1070,"2023-10-17",2,692,480,76,82
1071,"2023-10-18",1,528,405,640,96
1072,"2023-10-18",2,435,286,207,234
1073,"2023-10-19",1,801,800,1151,670
1074,"2023-10-19",2,1119,319,41,370
1075,"2023-10-20",1,874,386,755,660
1076,"2023-10-20",2,429,280,1025,195
1077,"2023-10-21",1,742,107,506,466
1078,"2023-10-21",2,279,83,54,246
1079,"2023-10-22",1,663,557,866,451
1080,"2023-10-22",2,865,7,220,38
1081,"2023-10-23",1,693,285,533,75
1082,"2023-10-23",2,1052,397,950,126
1083,"2023-10-24",1,902,83,316,168
1084,"2023-10-24",2,1083,806,1379,258
1085,"2023-10-25",1,1104,131,1355,636
1086,"2023-10-25",2,226,107,479,118
1087,"2023-10-26",1,407,59,855,324
1088,"2023-10-26",2,980,393,1436,817
1089,"2023-10-27",1,515,463,278,273
1090,"2023-10-27",2,1033,490,1007,351
1091,"2023-10-28",1,1109,1058,1110,662
1092,"2023-10-28",2,454,220,118,186
1093,"2023-10-29",1,541,426,915,195
1094,"2023-10-29",2,499,437,341,252
1095,"2023-10-30",1,852,467,1238,145
1096,"2023-10-30",2,653,128,1051,363
1097,"2023-10-31",1,905,664,208,249
1098,"2023-10-31",2,657,435,804,108
1099,"2023-11-01",1,1196,537,1010,180
1100,"2023-11-01",2,530,449,220,139
1101,"2023-11-02",1,423,116,592,77
1102,"2023-11-02",2,742,380,1184,505
1103,"2023-11-03",1,511,184,1042,241
1104,"2023-11-03",2,999,656,178,506
1105,"2023-11-04",1,288,139,1292,288
1106,"2023-11-04",2,482,254,749,335
1107,"2023-11-05",1,982,553,709,778
1108,"2023-11-05",2,1031,755,593,869
1109,"2023-11-06",1,584,546,571,105
1110,"2023-11-06",2,739,331,1425,107
1111,"2023-11-07",1,866,849,973,681
1112,"2023-11-07",2,787,356,1030,378
1113,"2023-11-08",1,256,174,1346,198
1114,"2023-11-08",2,474,84,261,65
1115,"2023-11-09",1,1185,1183,1064,944
1116,"2023-11-09",2,520,159,493,183
1117,"2023-11-10",1,930,584,58,920
1118,"2023-11-10",2,579,336,263,493
1119,"2023-11-11",1,886,774,1022,498
1120,"2023-11-11",2,921,917,120,684
1121,"2023-11-12",1,391,151,805,387
1122,"2023-11-12",2,600,468,1046,108
1123,"2023-11-13",1,570,159,1180,311
1124,"2023-11-13",2,1101,215,1219,825
1125,"2023-11-14",1,1110,652,202,1074
1126,"2023-11-14",2,285,68,500,113
1127,"2023-11-15",1,724,407,580,325
1128,"2023-11-15",2,865,683,927,116
1129,"2023-11-16",1,902,400,1344,22
1130,"2023-11-16",2,1034,770,1343,6
1131,"2023-11-17",1,931,334,754,768
1132,"2023-11-17",2,446,329,953,195
1133,"2023-11-18",1,1048,788,516,33
1134,"2023-11-18",2,1040,634,1285,872
1135,"2023-11-19",1,870,404,980,827
1136,"2023-11-19",2,434,88,133,414
1137,"2023-11-20",1,827,648,1315,788
1138,"2023-11-20",2,381,355,1120,72
1139,"2023-11-21",1,754,226,802,172
1140,"2023-11-21",2,588,66,1357,378
1141,"2023-11-22",1,569,360,1028,87
1142,"2023-11-22",2,799,26,547,484
1143,"2023-11-23",1,606,143,993,319
1144,"2023-11-23",2,383,292,1117,214
1145,"2023-11-24",1,544,279,409,533
1146,"2023-11-24",2,599,540,922,363
1147,"2023-11-25",1,453,216,559,123
1148,"2023-11-25",2,1181,1113,833,1122
1149,"2023-11-26",1,666,321,728,373
1150,"2023-11-26",2,924,630,189,481
1151,"2023-11-27",1,697,6,1119,32
1152,"2023-11-27",2,861,351,642,274
1153,"2023-11-28",1,322,45,1257,0
1154,"2023-11-28",2,638,112,365,402
1155,"2023-11-29",1,908,565,409,818
1156,"2023-11-29",2,758,355,1011,435
1157,"2023-11-30",1,247,9,560,215
1158,"2023-11-30",2,943,7,279,180
1159,"2023-12-01",1,440,264,333,408
1160,"2023-12-01",2,807,150,959,442
1161,"2023-12-02",1,1180,991,516,952
1162,"2023-12-02",2,885,482,356,810
1163,"2023-12-03",1,717,699,542,244
1164,"2023-12-03",2,763,27,1021,405
1165,"2023-12-04",1,893,246,1037,133
1166,"2023-12-04",2,376,366,983,105
1167,"2023-12-05",1,959,452,293,737
1168,"2023-12-05",2,1013,850,57,925
1169,"2023-12-06",1,637,81,1021,234
1170,"2023-12-06",2,490,220,463,227
1171,"2023-12-07",1,435,59,348,142
1172,"2023-12-07",2,524,313,289,512
1173,"2023-12-08",1,988,908,762,331
1174,"2023-12-08",2,746,203,993,297
1175,"2023-12-09",1,764,588,681,2
1176,"2023-12-09",2,840,144,1074,69
1177,"2023-12-10",1,683,463,1020,615
1178,"2023-12-10",2,511,41,54,498
1179,"2023-12-11",1,1047,499,611,644
1180,"2023-12-11",2,497,274,215,310
1181,"2023-12-12",1,487,286,469,465
1182,"2023-12-12",2,972,893,953,971
1183,"2023-12-13",1,466,329,518,120
1184,"2023-12-13",2,421,370,1057,358
1185,"2023-12-14",1,482,328,102,334
1186,"2023-12-14",2,236,106,40,72
1187,"2023-12-15",1,533,241,1088,21
1188,"2023-12-15",2,389,341,512,122
1189,"2023-12-16",1,693,562,360,426
1190,"2023-12-16",2,579,313,188,336
1191,"2023-12-17",1,833,639,1430,535
1192,"2023-12-17",2,1154,15,426,723
1193,"2023-12-18",1,478,178,947,434
1194,"2023-12-18",2,515,199,1319,102
1195,"2023-12-19",1,693,211,692,129
1196,"2023-12-19",2,458,407,917,247
1197,"2023-12-20",1,341,243,12,313
1198,"2023-12-20",2,359,154,277,296
1199,"2023-12-21",1,247,195,639,126
1200,"2023-12-21",2,255,114,417,29
1201,"2023-12-22",1,1129,585,809,1052
1202,"2023-12-22",2,514,335,900,242
1203,"2023-12-23",1,265,247,927,88
1204,"2023-12-23",2,1031,442,1051,575
1205,"2023-12-24",1,287,255,1363,37
1206,"2023-12-24",2,298,56,792,255
1207,"2023-12-25",1,637,487,802,301
1208,"2023-12-25",2,430,154,1274,229
1209,"2023-12-26",1,434,333,479,246
1210,"2023-12-26",2,545,22,849,155
1211,"2023-12-27",1,490,199,442,62
1212,"2023-12-27",2,204,195,887,163
1213,"2023-12-28",1,1146,965,997,862
1214,"2023-12-28",2,1019,987,1169,752
1215,"2023-12-29",1,344,309,1383,107
1216,"2023-12-29",2,719,557,1387,136
1217,"2023-12-30",1,641,391,679,554
1218,"2023-12-30",2,1188,701,210,591
1219,"2023-12-31",1,322,256,660,116
1220,"2023-12-31",2,794,91,164,738
1221,"2024-01-01",1,988,445,287,798
1222,"2024-01-01",2,941,217,695,791
1223,"2024-01-02",1,560,377,1130,341
1224,"2024-01-02",2,312,32,342,92
1225,"2024-01-03",1,1194,435,1158,477
1226,"2024-01-03",2,910,418,918,641
1227,"2024-01-04",1,1173,995,742,163
1228,"2024-01-04",2,1086,41,382,935
1229,"2024-01-05",1,751,750,572,708
1230,"2024-01-05",2,549,321,315,490
1231,"2024-01-06",1,588,426,1061,279
1232,"2024-01-06",2,705,342,981,406
1233,"2024-01-07",1,616,343,690,315
1234,"2024-01-07",2,1077,225,1290,1023
1235,"2024-01-08",1,361,334,445,236
1236,"2024-01-08",2,1184,426,257,72
1237,"2024-01-09",1,1175,61,538,513
1238,"2024-01-09",2,575,129,70,535
1239,"2024-01-10",1,266,103,1265,24
1240,"2024-01-10",2,936,475,761,550
1241,"2024-01-11",1,480,246,807,350
1242,"2024-01-11",2,762,653,1191,526
1243,"2024-01-12",1,894,123,924,316
1244,"2024-01-12",2,386,26,1275,335
1245,"2024-01-13",1,321,151,1147,151
1246,"2024-01-13",2,510,248,263,364
1247,"2024-01-14",1,1018,324,776,212
1248,"2024-01-14",2,304,41,279,256
1249,"2024-01-15",1,1005,159,464,978
1250,"2024-01-15",2,271,218,1025,47
1251,"2024-01-16",1,349,84,760,300
1252,"2024-01-16",2,374,341,1107,80
1253,"2024-01-17",1,520,34,596,92
1254,"2024-01-17",2,655,75,999,187
1255,"2024-01-18",1,1157,500,89,170
1256,"2024-01-18",2,975,300,599,543
1257,"2024-01-19",1,1056,258,137,277
1258,"2024-01-19",2,1109,1039,279,412
1259,"2024-01-20",1,317,286,486,216
1260,"2024-01-20",2,281,170,524,211
1261,"2024-01-21",1,1078,118,282,292
1262,"2024-01-21",2,443,165,486,283
1263,"2024-01-22",1,579,23,958,191
1264,"2024-01-22",2,712,480,923,6
1265,"2024-01-23",1,209,93,737,190
1266,"2024-01-23",2,457,77,720,375
1267,"2024-01-24",1,268,8,352,103
1268,"2024-01-24",2,357,21,258,156
1269,"2024-01-25",1,221,28,1314,8
1270,"2024-01-25",2,668,595,1388,73
1271,"2024-01-26",1,987,901,372,129
1272,"2024-01-26",2,531,510,194,384
1273,"2024-01-27",1,1076,984,104,1024
1274,"2024-01-27",2,209,174,573,111
1275,"2024-01-28",1,1045,251,413,806
1276,"2024-01-28",2,1087,276,1209,805
1277,"2024-01-29",1,836,172,1264,253
1278,"2024-01-29",2,640,298,54,387
1279,"2024-01-30",1,358,78,254,250
1280,"2024-01-30",2,965,802,409,790
1281,"2024-01-31",1,796,12,665,335
1282,"2024-01-31",2,499,292,592,120
1283,"2024-02-01",1,385,324,1182,359
1284,"2024-02-01",2,281,79,612,202
1285,"2024-02-02",1,764,460,300,81
1286,"2024-02-02",2,515,349,552,208
1287,"2024-02-03",1,1196,373,1036,186
1288,"2024-02-03",2,1119,860,167,213
1289,"2024-02-04",1,546,24,1286,546
1290,"2024-02-04",2,721,564,407,672
1291,"2024-02-05",1,886,57,1030,459
1292,"2024-02-05",2,908,475,1057,459
1293,"2024-02-06",1,859,83,42,87
1294,"2024-02-06",2,374,138,1190,238
1295,"2024-02-07",1,1061,988,930,653
1296,"2024-02-07",2,524,325,238,184
1297,"2024-02-08",1,1030,215,688,953
1298,"2024-02-08",2,831,40,295,447
1299,"2024-02-09",1,1175,765,1439,558
1300,"2024-02-09",2,1191,1003,1045,242
1301,"2024-02-10",1,370,152,565,175
1302,"2024-02-10",2,461,205,1317,202
1303,"2024-02-11",1,665,375,728,637
1304,"2024-02-11",2,1190,449,1136,312
1305,"2024-02-12",1,1008,671,496,603
1306,"2024-02-12",2,200,60,85,176
1307,"2024-02-13",1,801,454,780,564
1308,"2024-02-13",2,1029,16,908,115
1309,"2024-02-14",1,513,471,442,151
1310,"2024-02-14",2,932,891,848,322
1311,"2024-02-15",1,544,271,247,44
1312,"2024-02-15",2,564,197,171,348
1313,"2024-02-16",1,220,130,334,148
1314,"2024-02-16",2,752,502,471,189
1315,"2024-02-17",1,996,33,706,239
1316,"2024-02-17",2,503,243,984,69
1317,"2024-02-18",1,980,406,1390,672
1318,"2024-02-18",2,1014,256,609,969
1319,"2024-02-19",1,237,60,1121,63
1320,"2024-02-19",2,1193,877,846,1102
1321,"2024-02-20",1,551,343,731,310
1322,"2024-02-20",2,697,2,820,330
1323,"2024-02-21",1,808,620,721,487
1324,"2024-02-21",2,456,251,805,308
1325,"2024-02-22",1,572,97,123,144
1326,"2024-02-22",2,576,88,1233,148
1327,"2024-02-23",1,663,35,355,480
1328,"2024-02-23",2,275,263,351,273
1329,"2024-02-24",1,973,696,158,341
1330,"2024-02-24",2,571,213,1011,430
1331,"2024-02-25",1,650,183,217,475
1332,"2024-02-25",2,643,304,728,247
1333,"2024-02-26",1,508,491,712,21
1334,"2024-02-26",2,654,614,347,245
1335,"2024-02-27",1,626,514,967,335
1336,"2024-02-27",2,240,232,1430,17
1337,"2024-02-28",1,511,373,179,507
1338,"2024-02-28",2,877,866,1138,850
1339,"2024-02-29",1,538,275,151,147
1340,"2024-02-29",2,683,661,1077,49
