"md_id","busi_time","sub_name","name","type_name","item_num","complete_cnt","avg_handler_time","satisfaction_cnt"
1759,"2022-10-23",农林牧渔,B部门,"1",56,44,47,40
1760,"2022-10-23",农林牧渔,C区,"2",29,24,57,20
1761,"2022-10-24",科教文体,B部门,"1",199,182,59,150
1762,"2022-10-24",科教文体,C区,"2",79,63,55,53
1763,"2022-10-24",公卫医疗,B部门,"1",35,25,18,22
1764,"2022-10-24",公卫医疗,B区,"2",140,132,26,122
1765,"2022-10-24",城乡建设,C部门,"1",72,53,25,49
1766,"2022-10-24",城乡建设,A区,"2",21,17,31,15
1767,"2022-10-24",交通运输,A部门,"1",97,86,36,77
1768,"2022-10-24",交通运输,B区,"2",97,74,42,61
1769,"2022-10-24",农林牧渔,B部门,"1",88,83,41,69
1770,"2022-10-24",农林牧渔,A区,"2",15,12,35,10
1771,"2022-10-25",科教文体,A部门,"1",75,55,25,46
1772,"2022-10-25",科教文体,B区,"2",173,158,19,143
1773,"2022-10-25",公卫医疗,C部门,"1",17,13,44,10
1774,"2022-10-25",公卫医疗,B区,"2",30,23,33,20
1775,"2022-10-25",城乡建设,A部门,"1",172,155,21,129
1776,"2022-10-25",城乡建设,C区,"2",72,51,42,42
1777,"2022-10-25",交通运输,C部门,"1",237,179,41,146
1778,"2022-10-25",交通运输,C区,"2",45,31,32,27
1779,"2022-10-25",农林牧渔,C部门,"1",64,48,11,41
1780,"2022-10-25",农林牧渔,B区,"2",51,44,47,39
1781,"2022-10-26",科教文体,B部门,"1",65,59,24,47
1782,"2022-10-26",科教文体,A区,"2",47,40,29,37
1783,"2022-10-26",公卫医疗,C部门,"1",16,14,17,13
1784,"2022-10-26",公卫医疗,A区,"2",14,13,26,10
1785,"2022-10-26",城乡建设,B部门,"1",30,22,58,19
1786,"2022-10-26",城乡建设,C区,"2",61,52,49,44
1787,"2022-10-26",交通运输,B部门,"1",11,8,54,6
1788,"2022-10-26",交通运输,B区,"2",57,40,15,33
1789,"2022-10-26",农林牧渔,B部门,"1",33,25,48,20
1790,"2022-10-26",农林牧渔,C区,"2",62,50,35,44
1791,"2022-10-27",科教文体,A部门,"1",5,4,54,3
1792,"2022-10-27",科教文体,A区,"2",15,13,55,11
1793,"2022-10-27",公卫医疗,C部门,"1",188,158,15,140
1794,"2022-10-27",公卫医疗,B区,"2",0,0,33,0
1795,"2022-10-27",城乡建设,C部门,"1",57,45,21,37
1796,"2022-10-27",城乡建设,A区,"2",47,33,42,30
1797,"2022-10-27",交通运输,C部门,"1",129,106,35,87
1798,"2022-10-27",交通运输,C区,"2",24,18,14,15
1799,"2022-10-27",农林牧渔,A部门,"1",99,82,20,67
1800,"2022-10-27",农林牧渔,C区,"2",13,12,27,10
1801,"2022-10-28",科教文体,C部门,"1",11,7,59,6
1802,"2022-10-28",科教文体,C区,"2",66,54,33,48
1803,"2022-10-28",公卫医疗,C部门,"1",53,47,28,40
1804,"2022-10-28",公卫医疗,A区,"2",39,34,22,29
1805,"2022-10-28",城乡建设,A部门,"1",40,29,15,27
1806,"2022-10-28",城乡建设,B区,"2",17,13,60,11
1807,"2022-10-28",交通运输,C部门,"1",56,40,58,34
1808,"2022-10-28",交通运输,A区,"2",12,9,25,7
1809,"2022-10-28",农林牧渔,B部门,"1",32,28,60,24
1810,"2022-10-28",农林牧渔,A区,"2",116,94,59,89
1811,"2022-10-29",科教文体,A部门,"1",25,22,47,18
1812,"2022-10-29",科教文体,B区,"2",103,86,48,76
1813,"2022-10-29",公卫医疗,A部门,"1",51,46,46,42
1814,"2022-10-29",公卫医疗,A区,"2",130,105,13,88
1815,"2022-10-29",城乡建设,C部门,"1",75,65,56,53
1816,"2022-10-29",城乡建设,B区,"2",44,38,51,31
1817,"2022-10-29",交通运输,C部门,"1",121,95,44,84
1818,"2022-10-29",交通运输,C区,"2",16,14,25,12
1819,"2022-10-29",农林牧渔,B部门,"1",167,126,17,118
1820,"2022-10-29",农林牧渔,A区,"2",93,65,18,52
1821,"2022-10-30",科教文体,B部门,"1",50,46,57,38
1822,"2022-10-30",科教文体,A区,"2",37,27,49,24
1823,"2022-10-30",公卫医疗,B部门,"1",2,1,43,0
1824,"2022-10-30",公卫医疗,C区,"2",40,32,44,27
1825,"2022-10-30",城乡建设,C部门,"1",77,71,29,60
1826,"2022-10-30",城乡建设,A区,"2",14,12,32,10
1827,"2022-10-30",交通运输,C部门,"1",84,64,37,56
1828,"2022-10-30",交通运输,A区,"2",60,42,28,39
1829,"2022-10-30",农林牧渔,A部门,"1",23,17,44,15
1830,"2022-10-30",农林牧渔,B区,"2",13,10,10,9
1831,"2022-10-31",科教文体,B部门,"1",18,15,52,12
1832,"2022-10-31",科教文体,B区,"2",3,2,52,1
1833,"2022-10-31",公卫医疗,C部门,"1",4,3,23,2
1834,"2022-10-31",公卫医疗,A区,"2",131,120,13,111
1835,"2022-10-31",城乡建设,C部门,"1",0,0,38,0
1836,"2022-10-31",城乡建设,C区,"2",39,27,52,22
1837,"2022-10-31",交通运输,C部门,"1",72,65,25,60
1838,"2022-10-31",交通运输,A区,"2",11,8,36,7
1839,"2022-10-31",农林牧渔,C部门,"1",16,13,27,12
1840,"2022-10-31",农林牧渔,C区,"2",44,39,29,31
1841,"2022-11-01",科教文体,A部门,"1",166,128,13,103
1842,"2022-11-01",科教文体,B区,"2",30,27,43,22
1843,"2022-11-01",公卫医疗,A部门,"1",4,2,36,1
1844,"2022-11-01",公卫医疗,C区,"2",8,6,17,5
1845,"2022-11-01",城乡建设,C部门,"1",117,90,56,73
1846,"2022-11-01",城乡建设,C区,"2",37,33,25,30
1847,"2022-11-01",交通运输,A部门,"1",102,95,11,83
1848,"2022-11-01",交通运输,B区,"2",248,184,12,170
1849,"2022-11-01",农林牧渔,C部门,"1",116,96,24,83
1850,"2022-11-01",农林牧渔,A区,"2",33,29,30,23
1851,"2022-11-02",科教文体,B部门,"1",55,45,25,38
1852,"2022-11-02",科教文体,C区,"2",27,24,44,19
1853,"2022-11-02",公卫医疗,C部门,"1",76,71,22,63
1854,"2022-11-02",公卫医疗,C区,"2",35,24,58,20
1855,"2022-11-02",城乡建设,B部门,"1",155,109,15,94
1856,"2022-11-02",城乡建设,C区,"2",20,16,47,13
1857,"2022-11-02",交通运输,C部门,"1",112,98,11,84
1858,"2022-11-02",交通运输,A区,"2",33,29,38,25
1859,"2022-11-02",农林牧渔,C部门,"1",12,9,14,7
1860,"2022-11-02",农林牧渔,C区,"2",131,110,27,93
1861,"2022-11-03",科教文体,B部门,"1",142,102,50,81
1862,"2022-11-03",科教文体,B区,"2",100,77,15,66
1863,"2022-11-03",公卫医疗,B部门,"1",41,29,20,24
1864,"2022-11-03",公卫医疗,C区,"2",254,225,38,197
1865,"2022-11-03",城乡建设,B部门,"1",135,95,30,82
1866,"2022-11-03",城乡建设,B区,"2",51,36,36,32
1867,"2022-11-03",交通运输,A部门,"1",44,38,59,35
1868,"2022-11-03",交通运输,A区,"2",8,7,45,6
1869,"2022-11-03",农林牧渔,A部门,"1",24,17,14,14
1870,"2022-11-03",农林牧渔,B区,"2",110,77,37,64
1871,"2022-11-04",科教文体,B部门,"1",25,21,55,18
1872,"2022-11-04",科教文体,A区,"2",97,77,14,72
1873,"2022-11-04",公卫医疗,C部门,"1",12,10,49,8
1874,"2022-11-04",公卫医疗,A区,"2",44,33,10,26
1875,"2022-11-04",城乡建设,C部门,"1",73,61,44,53
1876,"2022-11-04",城乡建设,A区,"2",1,0,37,0
1877,"2022-11-04",交通运输,B部门,"1",27,24,17,19
1878,"2022-11-04",交通运输,C区,"2",20,17,22,15
1879,"2022-11-04",农林牧渔,B部门,"1",75,59,42,53
1880,"2022-11-04",农林牧渔,B区,"2",36,25,58,21
1881,"2022-11-05",科教文体,A部门,"1",1,0,12,0
1882,"2022-11-05",科教文体,B区,"2",63,54,41,49
1883,"2022-11-05",公卫医疗,B部门,"1",30,22,20,18
1884,"2022-11-05",公卫医疗,B区,"2",64,52,45,47
1885,"2022-11-05",城乡建设,C部门,"1",64,48,43,44
1886,"2022-11-05",城乡建设,A区,"2",122,104,35,86
1887,"2022-11-05",交通运输,C部门,"1",82,59,53,52
1888,"2022-11-05",交通运输,B区,"2",63,46,58,38
1889,"2022-11-05",农林牧渔,B部门,"1",38,29,60,24
1890,"2022-11-05",农林牧渔,C区,"2",132,110,37,95
1891,"2022-11-06",科教文体,B部门,"1",4,3,33,2
1892,"2022-11-06",科教文体,C区,"2",37,33,44,29
1893,"2022-11-06",公卫医疗,A部门,"1",51,36,48,29
1894,"2022-11-06",公卫医疗,B区,"2",129,98,57,82
1895,"2022-11-06",城乡建设,B部门,"1",171,154,49,135
1896,"2022-11-06",城乡建设,C区,"2",17,14,28,11
1897,"2022-11-06",交通运输,C部门,"1",35,32,50,25
1898,"2022-11-06",交通运输,C区,"2",89,82,17,71
1899,"2022-11-06",农林牧渔,A部门,"1",114,99,11,88
1900,"2022-11-06",农林牧渔,C区,"2",106,100,48,85
1901,"2022-11-07",科教文体,C部门,"1",57,41,54,33
1902,"2022-11-07",科教文体,C区,"2",108,91,22,74
1903,"2022-11-07",公卫医疗,B部门,"1",6,4,32,3
1904,"2022-11-07",公卫医疗,C区,"2",41,36,27,33
1905,"2022-11-07",城乡建设,A部门,"1",70,58,43,52
1906,"2022-11-07",城乡建设,A区,"2",63,54,29,49
1907,"2022-11-07",交通运输,C部门,"1",97,87,20,80
1908,"2022-11-07",交通运输,B区,"2",11,9,58,7
1909,"2022-11-07",农林牧渔,B部门,"1",65,53,10,46
1910,"2022-11-07",农林牧渔,B区,"2",48,45,57,37
1911,"2022-11-08",科教文体,A部门,"1",0,0,54,0
1912,"2022-11-08",科教文体,C区,"2",10,9,60,8
1913,"2022-11-08",公卫医疗,A部门,"1",11,9,57,7
1914,"2022-11-08",公卫医疗,A区,"2",178,163,40,138
1915,"2022-11-08",城乡建设,A部门,"1",164,143,40,118
1916,"2022-11-08",城乡建设,B区,"2",25,22,28,18
1917,"2022-11-08",交通运输,A部门,"1",104,84,53,73
1918,"2022-11-08",交通运输,B区,"2",87,76,44,66
1919,"2022-11-08",农林牧渔,A部门,"1",100,70,27,63
1920,"2022-11-08",农林牧渔,B区,"2",56,50,45,47
1921,"2022-11-09",科教文体,C部门,"1",10,8,59,7
1922,"2022-11-09",科教文体,C区,"2",5,3,36,2
1923,"2022-11-09",公卫医疗,C部门,"1",5,4,35,3
1924,"2022-11-09",公卫医疗,B区,"2",216,185,53,155
1925,"2022-11-09",城乡建设,A部门,"1",49,42,44,33
1926,"2022-11-09",城乡建设,A区,"2",88,63,42,56
1927,"2022-11-09",交通运输,C部门,"1",15,10,29,8
1928,"2022-11-09",交通运输,A区,"2",296,246,44,219
1929,"2022-11-09",农林牧渔,C部门,"1",284,221,48,198
1930,"2022-11-09",农林牧渔,C区,"2",28,25,60,21
1931,"2022-11-10",科教文体,B部门,"1",43,34,59,28
1932,"2022-11-10",科教文体,C区,"2",203,173,31,148
1933,"2022-11-10",公卫医疗,B部门,"1",37,25,39,21
1934,"2022-11-10",公卫医疗,B区,"2",5,3,31,2
1935,"2022-11-10",城乡建设,A部门,"1",96,68,57,61
1936,"2022-11-10",城乡建设,B区,"2",212,189,34,163
1937,"2022-11-10",交通运输,B部门,"1",20,14,22,11
1938,"2022-11-10",交通运输,B区,"2",54,44,51,36
1939,"2022-11-10",农林牧渔,B部门,"1",53,49,10,43
1940,"2022-11-10",农林牧渔,B区,"2",76,56,45,50
1941,"2022-11-11",科教文体,B部门,"1",37,34,59,29
1942,"2022-11-11",科教文体,A区,"2",11,8,58,6
1943,"2022-11-11",公卫医疗,B部门,"1",10,7,23,5
1944,"2022-11-11",公卫医疗,B区,"2",110,96,23,84
1945,"2022-11-11",城乡建设,B部门,"1",14,12,51,10
1946,"2022-11-11",城乡建设,A区,"2",7,5,43,4
1947,"2022-11-11",交通运输,B部门,"1",13,12,43,10
1948,"2022-11-11",交通运输,B区,"2",174,131,17,120
1949,"2022-11-11",农林牧渔,B部门,"1",152,115,27,97
1950,"2022-11-11",农林牧渔,B区,"2",18,14,46,11
1951,"2022-11-12",科教文体,A部门,"1",67,52,52,43
1952,"2022-11-12",科教文体,C区,"2",81,65,14,55
1953,"2022-11-12",公卫医疗,C部门,"1",55,40,46,37
1954,"2022-11-12",公卫医疗,C区,"2",20,16,48,12
1955,"2022-11-12",城乡建设,B部门,"1",55,41,13,35
1956,"2022-11-12",城乡建设,B区,"2",227,179,24,147
1957,"2022-11-12",交通运输,A部门,"1",85,63,33,59
1958,"2022-11-12",交通运输,A区,"2",4,3,57,2
1959,"2022-11-12",农林牧渔,B部门,"1",143,123,14,101
1960,"2022-11-12",农林牧渔,C区,"2",165,130,51,122
1961,"2022-11-13",科教文体,C部门,"1",5,4,16,3
1962,"2022-11-13",科教文体,B区,"2",141,116,23,106
1963,"2022-11-13",公卫医疗,B部门,"1",72,68,40,64
1964,"2022-11-13",公卫医疗,A区,"2",73,67,25,61
1965,"2022-11-13",城乡建设,B部门,"1",147,130,52,121
1966,"2022-11-13",城乡建设,C区,"2",52,44,49,38
1967,"2022-11-13",交通运输,B部门,"1",124,111,46,91
1968,"2022-11-13",交通运输,C区,"2",2,1,57,0
1969,"2022-11-13",农林牧渔,C部门,"1",261,192,13,172
1970,"2022-11-13",农林牧渔,C区,"2",123,102,51,91
1971,"2022-11-14",科教文体,A部门,"1",94,73,12,67
1972,"2022-11-14",科教文体,B区,"2",115,95,27,87
1973,"2022-11-14",公卫医疗,A部门,"1",101,77,31,66
1974,"2022-11-14",公卫医疗,B区,"2",7,5,24,4
1975,"2022-11-14",城乡建设,B部门,"1",157,117,24,95
1976,"2022-11-14",城乡建设,B区,"2",68,56,26,47
1977,"2022-11-14",交通运输,A部门,"1",140,129,53,103
1978,"2022-11-14",交通运输,C区,"2",80,63,41,58
1979,"2022-11-14",农林牧渔,C部门,"1",59,45,41,42
1980,"2022-11-14",农林牧渔,A区,"2",95,78,43,65
1981,"2022-11-15",科教文体,B部门,"1",9,6,21,4
1982,"2022-11-15",科教文体,C区,"2",8,6,14,5
1983,"2022-11-15",公卫医疗,B部门,"1",26,24,26,22
1984,"2022-11-15",公卫医疗,B区,"2",139,120,42,110
1985,"2022-11-15",城乡建设,C部门,"1",36,32,49,25
1986,"2022-11-15",城乡建设,C区,"2",24,17,18,15
1987,"2022-11-15",交通运输,A部门,"1",2,1,58,0
1988,"2022-11-15",交通运输,C区,"2",139,128,41,120
1989,"2022-11-15",农林牧渔,C部门,"1",16,12,50,10
1990,"2022-11-15",农林牧渔,C区,"2",12,8,31,7
1991,"2022-11-16",科教文体,B部门,"1",57,39,20,34
1992,"2022-11-16",科教文体,C区,"2",113,85,49,73
1993,"2022-11-16",公卫医疗,C部门,"1",17,15,36,12
1994,"2022-11-16",公卫医疗,C区,"2",2,1,27,0
1995,"2022-11-16",城乡建设,B部门,"1",28,25,55,23
1996,"2022-11-16",城乡建设,C区,"2",38,30,17,25
1997,"2022-11-16",交通运输,C部门,"1",12,11,18,8
1998,"2022-11-16",交通运输,B区,"2",0,0,59,0
1999,"2022-11-16",农林牧渔,C部门,"1",100,73,56,68
2000,"2022-11-16",农林牧渔,C区,"2",81,66,44,57
2001,"2022-11-17",科教文体,C部门,"1",40,30,18,27
2002,"2022-11-17",科教文体,B区,"2",90,73,51,59
2003,"2022-11-17",公卫医疗,A部门,"1",77,70,48,59
2004,"2022-11-17",公卫医疗,A区,"2",35,26,39,21
2005,"2022-11-17",城乡建设,C部门,"1",58,43,24,34
2006,"2022-11-17",城乡建设,C区,"2",74,55,45,45
2007,"2022-11-17",交通运输,C部门,"1",17,16,47,14
2008,"2022-11-17",交通运输,A区,"2",45,41,50,35
2009,"2022-11-17",农林牧渔,C部门,"1",40,28,18,24
2010,"2022-11-17",农林牧渔,A区,"2",87,77,15,70
2011,"2022-11-18",科教文体,B部门,"1",59,44,23,38
2012,"2022-11-18",科教文体,B区,"2",28,24,14,21
2013,"2022-11-18",公卫医疗,A部门,"1",2,1,46,0
2014,"2022-11-18",公卫医疗,C区,"2",205,175,30,161
2015,"2022-11-18",城乡建设,A部门,"1",25,19,43,15
2016,"2022-11-18",城乡建设,A区,"2",151,115,47,98
2017,"2022-11-18",交通运输,A部门,"1",169,128,14,109
2018,"2022-11-18",交通运输,A区,"2",29,21,19,17
2019,"2022-11-18",农林牧渔,B部门,"1",28,26,48,20
2020,"2022-11-18",农林牧渔,B区,"2",43,34,45,31
2021,"2022-11-19",科教文体,C部门,"1",142,105,33,90
2022,"2022-11-19",科教文体,B区,"2",37,29,48,23
2023,"2022-11-19",公卫医疗,A部门,"1",81,59,27,49
2024,"2022-11-19",公卫医疗,B区,"2",32,25,36,20
2025,"2022-11-19",城乡建设,C部门,"1",128,114,43,95
2026,"2022-11-19",城乡建设,C区,"2",3,2,17,1
2027,"2022-11-19",交通运输,B部门,"1",25,22,26,20
2028,"2022-11-19",交通运输,A区,"2",2,1,28,0
2029,"2022-11-19",农林牧渔,C部门,"1",122,95,45,87
2030,"2022-11-19",农林牧渔,A区,"2",9,6,35,5
2031,"2022-11-20",科教文体,A部门,"1",111,95,10,78
2032,"2022-11-20",科教文体,C区,"2",126,90,42,77
2033,"2022-11-20",公卫医疗,B部门,"1",95,78,48,63
2034,"2022-11-20",公卫医疗,B区,"2",120,112,39,98
2035,"2022-11-20",城乡建设,A部门,"1",6,4,10,3
2036,"2022-11-20",城乡建设,B区,"2",6,4,59,3
2037,"2022-11-20",交通运输,B部门,"1",34,29,19,26
2038,"2022-11-20",交通运输,A区,"2",93,80,17,68
2039,"2022-11-20",农林牧渔,A部门,"1",25,20,28,17
2040,"2022-11-20",农林牧渔,C区,"2",55,40,48,32
2041,"2022-11-21",科教文体,A部门,"1",6,4,11,3
2042,"2022-11-21",科教文体,B区,"2",80,58,52,48
2043,"2022-11-21",公卫医疗,A部门,"1",28,23,38,18
2044,"2022-11-21",公卫医疗,C区,"2",20,15,28,12
2045,"2022-11-21",城乡建设,B部门,"1",19,16,44,13
2046,"2022-11-21",城乡建设,B区,"2",37,26,45,21
2047,"2022-11-21",交通运输,B部门,"1",17,13,25,11
2048,"2022-11-21",交通运输,A区,"2",94,71,29,65
2049,"2022-11-21",农林牧渔,A部门,"1",35,29,29,23
2050,"2022-11-21",农林牧渔,B区,"2",95,77,19,61
2051,"2022-11-22",科教文体,C部门,"1",10,7,40,5
2052,"2022-11-22",科教文体,C区,"2",51,43,53,36
2053,"2022-11-22",公卫医疗,A部门,"1",21,16,33,14
2054,"2022-11-22",公卫医疗,C区,"2",85,67,17,59
2055,"2022-11-22",城乡建设,C部门,"1",1,0,37,0
2056,"2022-11-22",城乡建设,B区,"2",86,61,34,51
2057,"2022-11-22",交通运输,A部门,"1",6,4,51,3
2058,"2022-11-22",交通运输,C区,"2",5,4,22,3
2059,"2022-11-22",农林牧渔,A部门,"1",51,45,42,42
2060,"2022-11-22",农林牧渔,C区,"2",0,0,15,0
2061,"2022-11-23",科教文体,B部门,"1",149,133,31,116
2062,"2022-11-23",科教文体,A区,"2",57,53,38,43
2063,"2022-11-23",公卫医疗,A部门,"1",125,108,27,101
2064,"2022-11-23",公卫医疗,B区,"2",9,8,58,6
2065,"2022-11-23",城乡建设,A部门,"1",100,70,56,65
2066,"2022-11-23",城乡建设,B区,"2",46,34,17,32
2067,"2022-11-23",交通运输,C部门,"1",23,18,42,14
2068,"2022-11-23",交通运输,B区,"2",191,147,58,128
2069,"2022-11-23",农林牧渔,A部门,"1",42,38,20,31
2070,"2022-11-23",农林牧渔,C区,"2",28,24,48,19
2071,"2022-11-24",科教文体,B部门,"1",160,129,53,117
2072,"2022-11-24",科教文体,B区,"2",38,35,41,32
2073,"2022-11-24",公卫医疗,A部门,"1",46,40,41,36
2074,"2022-11-24",公卫医疗,B区,"2",61,48,49,44
2075,"2022-11-24",城乡建设,B部门,"1",175,158,25,135
2076,"2022-11-24",城乡建设,C区,"2",58,46,34,38
2077,"2022-11-24",交通运输,B部门,"1",75,58,16,50
2078,"2022-11-24",交通运输,A区,"2",30,28,58,25
2079,"2022-11-24",农林牧渔,B部门,"1",223,160,24,133
2080,"2022-11-24",农林牧渔,B区,"2",5,3,30,2
2081,"2022-11-25",科教文体,C部门,"1",17,13,10,10
2082,"2022-11-25",科教文体,A区,"2",6,4,27,3
2083,"2022-11-25",公卫医疗,B部门,"1",22,16,36,14
2084,"2022-11-25",公卫医疗,B区,"2",88,69,60,58
2085,"2022-11-25",城乡建设,A部门,"1",48,39,52,36
2086,"2022-11-25",城乡建设,A区,"2",100,93,12,85
2087,"2022-11-25",交通运输,A部门,"1",9,8,33,6
2088,"2022-11-25",交通运输,A区,"2",127,104,18,87
2089,"2022-11-25",农林牧渔,B部门,"1",71,54,27,44
2090,"2022-11-25",农林牧渔,C区,"2",86,69,42,56
2091,"2022-11-26",科教文体,A部门,"1",47,37,55,33
2092,"2022-11-26",科教文体,B区,"2",24,22,22,17
2093,"2022-11-26",公卫医疗,B部门,"1",6,5,60,4
2094,"2022-11-26",公卫医疗,B区,"2",38,35,50,32
2095,"2022-11-26",城乡建设,B部门,"1",10,9,43,7
2096,"2022-11-26",城乡建设,B区,"2",11,10,49,8
2097,"2022-11-26",交通运输,C部门,"1",13,11,10,9
2098,"2022-11-26",交通运输,A区,"2",104,75,25,64
2099,"2022-11-26",农林牧渔,A部门,"1",16,11,38,10
2100,"2022-11-26",农林牧渔,A区,"2",50,43,50,35
2101,"2022-11-27",科教文体,C部门,"1",50,47,27,39
2102,"2022-11-27",科教文体,B区,"2",31,28,49,23
2103,"2022-11-27",公卫医疗,C部门,"1",86,71,22,66
2104,"2022-11-27",公卫医疗,C区,"2",13,9,32,7
2105,"2022-11-27",城乡建设,B部门,"1",17,15,24,14
2106,"2022-11-27",城乡建设,B区,"2",31,27,15,23
2107,"2022-11-27",交通运输,A部门,"1",6,5,38,4
2108,"2022-11-27",交通运输,B区,"2",13,12,51,10
2109,"2022-11-27",农林牧渔,C部门,"1",50,43,18,38
2110,"2022-11-27",农林牧渔,C区,"2",45,40,19,33
2111,"2022-11-28",科教文体,A部门,"1",229,192,39,164
2112,"2022-11-28",科教文体,B区,"2",240,181,14,162
2113,"2022-11-28",公卫医疗,A部门,"1",30,27,57,22
2114,"2022-11-28",公卫医疗,C区,"2",64,46,25,42
2115,"2022-11-28",城乡建设,C部门,"1",4,2,53,1
2116,"2022-11-28",城乡建设,A区,"2",3,2,52,1
2117,"2022-11-28",交通运输,A部门,"1",60,46,35,42
2118,"2022-11-28",交通运输,A区,"2",61,49,37,43
2119,"2022-11-28",农林牧渔,A部门,"1",52,44,38,41
2120,"2022-11-28",农林牧渔,B区,"2",32,29,52,24
2121,"2022-11-29",科教文体,B部门,"1",7,6,34,5
2122,"2022-11-29",科教文体,B区,"2",75,64,28,57
2123,"2022-11-29",公卫医疗,B部门,"1",62,48,52,44
2124,"2022-11-29",公卫医疗,A区,"2",46,40,57,35
2125,"2022-11-29",城乡建设,A部门,"1",5,4,33,3
2126,"2022-11-29",城乡建设,B区,"2",32,27,22,22
2127,"2022-11-29",交通运输,C部门,"1",0,0,22,0
2128,"2022-11-29",交通运输,C区,"2",6,5,58,4
2129,"2022-11-29",农林牧渔,C部门,"1",119,90,34,77
2130,"2022-11-29",农林牧渔,B区,"2",9,7,50,5
2131,"2022-11-30",科教文体,A部门,"1",1,0,33,0
2132,"2022-11-30",科教文体,C区,"2",18,15,40,12
2133,"2022-11-30",公卫医疗,A部门,"1",110,77,31,66
2134,"2022-11-30",公卫医疗,C区,"2",95,80,34,67
2135,"2022-11-30",城乡建设,A部门,"1",28,26,39,22
2136,"2022-11-30",城乡建设,B区,"2",92,82,21,71
2137,"2022-11-30",交通运输,C部门,"1",44,38,52,35
2138,"2022-11-30",交通运输,B区,"2",59,44,28,37
2139,"2022-11-30",农林牧渔,B部门,"1",1,0,41,0
2140,"2022-11-30",农林牧渔,A区,"2",256,217,42,179
2141,"2022-12-01",科教文体,C部门,"1",36,27,45,23
2142,"2022-12-01",科教文体,A区,"2",12,8,38,6
2143,"2022-12-01",公卫医疗,C部门,"1",57,49,28,45
2144,"2022-12-01",公卫医疗,B区,"2",164,137,27,119
2145,"2022-12-01",城乡建设,C部门,"1",22,20,14,18
2146,"2022-12-01",城乡建设,C区,"2",91,67,32,60
2147,"2022-12-01",交通运输,B部门,"1",25,23,29,20
2148,"2022-12-01",交通运输,C区,"2",104,95,17,88
2149,"2022-12-01",农林牧渔,B部门,"1",60,45,60,41
2150,"2022-12-01",农林牧渔,B区,"2",77,59,47,48
2151,"2022-12-02",科教文体,C部门,"1",8,7,16,5
2152,"2022-12-02",科教文体,C区,"2",58,42,27,33
2153,"2022-12-02",公卫医疗,B部门,"1",56,49,59,43
2154,"2022-12-02",公卫医疗,C区,"2",66,62,45,52
2155,"2022-12-02",城乡建设,C部门,"1",4,3,15,2
2156,"2022-12-02",城乡建设,B区,"2",129,113,29,102
2157,"2022-12-02",交通运输,C部门,"1",66,53,28,49
2158,"2022-12-02",交通运输,C区,"2",94,89,11,82
2159,"2022-12-02",农林牧渔,A部门,"1",10,7,29,6
2160,"2022-12-02",农林牧渔,A区,"2",71,55,30,44
2161,"2022-12-03",科教文体,A部门,"1",149,112,10,93
2162,"2022-12-03",科教文体,B区,"2",314,266,53,221
2163,"2022-12-03",公卫医疗,C部门,"1",11,7,16,5
2164,"2022-12-03",公卫医疗,C区,"2",106,90,28,76
2165,"2022-12-03",城乡建设,B部门,"1",2,1,28,0
2166,"2022-12-03",城乡建设,C区,"2",255,223,35,196
2167,"2022-12-03",交通运输,A部门,"1",13,10,46,9
2168,"2022-12-03",交通运输,C区,"2",107,89,59,74
2169,"2022-12-03",农林牧渔,C部门,"1",7,6,56,5
2170,"2022-12-03",农林牧渔,C区,"2",7,5,33,4
2171,"2022-12-04",科教文体,B部门,"1",85,61,48,53
2172,"2022-12-04",科教文体,B区,"2",20,17,21,15
2173,"2022-12-04",公卫医疗,A部门,"1",119,100,60,86
2174,"2022-12-04",公卫医疗,B区,"2",44,35,20,32
2175,"2022-12-04",城乡建设,B部门,"1",98,73,33,66
2176,"2022-12-04",城乡建设,A区,"2",21,15,41,12
2177,"2022-12-04",交通运输,A部门,"1",10,7,42,6
2178,"2022-12-04",交通运输,C区,"2",97,75,34,63
2179,"2022-12-04",农林牧渔,B部门,"1",105,99,60,82
2180,"2022-12-04",农林牧渔,C区,"2",8,7,35,6
2181,"2022-12-05",科教文体,C部门,"1",164,123,38,99
2182,"2022-12-05",科教文体,B区,"2",19,15,14,12
2183,"2022-12-05",公卫医疗,C部门,"1",74,51,60,46
2184,"2022-12-05",公卫医疗,B区,"2",34,29,25,24
2185,"2022-12-05",城乡建设,A部门,"1",7,5,10,4
2186,"2022-12-05",城乡建设,B区,"2",7,6,41,5
2187,"2022-12-05",交通运输,A部门,"1",83,72,54,58
2188,"2022-12-05",交通运输,C区,"2",151,112,45,90
2189,"2022-12-05",农林牧渔,B部门,"1",42,38,45,31
2190,"2022-12-05",农林牧渔,B区,"2",95,66,33,59
2191,"2022-12-06",科教文体,A部门,"1",12,9,42,7
2192,"2022-12-06",科教文体,B区,"2",0,0,12,0
2193,"2022-12-06",公卫医疗,A部门,"1",84,63,34,55
2194,"2022-12-06",公卫医疗,A区,"2",57,44,27,35
2195,"2022-12-06",城乡建设,B部门,"1",19,16,48,13
2196,"2022-12-06",城乡建设,C区,"2",126,117,39,95
2197,"2022-12-06",交通运输,C部门,"1",3,2,40,1
2198,"2022-12-06",交通运输,A区,"2",80,74,27,62
2199,"2022-12-06",农林牧渔,C部门,"1",4,3,29,2
2200,"2022-12-06",农林牧渔,A区,"2",93,77,55,72
