"md_id","busi_time","order_status","order_cnt"
"2999","2023-01-05",挂起,31
"3000","2023-01-06",话务员暂存,137
"3001","2023-01-06",话务员受理,123
"3002","2023-01-06",话务员办理,6
"3003","2023-01-06",热线审核,7
"3004","2023-01-06",热线复核,64
"3005","2023-01-06",承办单位审核,15
"3006","2023-01-06",承办单位处理,49
"3007","2023-01-06",承办单位复核,33
"3008","2023-01-06",办结,122
"3009","2023-01-06",回访,108
"3010","2023-01-06",归档,63
"3011","2023-01-06",挂起,96
"3012","2023-01-07",话务员暂存,47
"3013","2023-01-07",话务员受理,85
"3014","2023-01-07",话务员办理,23
"3015","2023-01-07",热线审核,12
"3016","2023-01-07",热线复核,114
"3017","2023-01-07",承办单位审核,136
"3018","2023-01-07",承办单位处理,100
"3019","2023-01-07",承办单位复核,27
"3020","2023-01-07",办结,59
"3021","2023-01-07",回访,13
"3022","2023-01-07",归档,6
"3023","2023-01-07",挂起,163
"3024","2023-01-08",话务员暂存,104
"3025","2023-01-08",话务员受理,74
"3026","2023-01-08",话务员办理,54
"3027","2023-01-08",热线审核,63
"3028","2023-01-08",热线复核,94
"3029","2023-01-08",承办单位审核,112
"3030","2023-01-08",承办单位处理,90
"3031","2023-01-08",承办单位复核,42
"3032","2023-01-08",办结,2
"3033","2023-01-08",回访,2
"3034","2023-01-08",归档,65
"3035","2023-01-08",挂起,106
"3036","2023-01-09",话务员暂存,39
"3037","2023-01-09",话务员受理,8
"3038","2023-01-09",话务员办理,41
"3039","2023-01-09",热线审核,38
"3040","2023-01-09",热线复核,28
"3041","2023-01-09",承办单位审核,46
"3042","2023-01-09",承办单位处理,34
"3043","2023-01-09",承办单位复核,42
"3044","2023-01-09",办结,23
"3045","2023-01-09",回访,26
"3046","2023-01-09",归档,8
"3047","2023-01-09",挂起,34
"3048","2023-01-10",话务员暂存,23
"3049","2023-01-10",话务员受理,69
"3050","2023-01-10",话务员办理,21
"3051","2023-01-10",热线审核,12
"3052","2023-01-10",热线复核,5
"3053","2023-01-10",承办单位审核,13
"3054","2023-01-10",承办单位处理,42
"3055","2023-01-10",承办单位复核,63
"3056","2023-01-10",办结,37
"3057","2023-01-10",回访,55
"3058","2023-01-10",归档,20
"3059","2023-01-10",挂起,20
"3060","2023-01-11",话务员暂存,66
"3061","2023-01-11",话务员受理,46
"3062","2023-01-11",话务员办理,81
"3063","2023-01-11",热线审核,6
"3064","2023-01-11",热线复核,87
"3065","2023-01-11",承办单位审核,85
"3066","2023-01-11",承办单位处理,1
"3067","2023-01-11",承办单位复核,82
"3068","2023-01-11",办结,71
"3069","2023-01-11",回访,58
"3070","2023-01-11",归档,17
"3071","2023-01-11",挂起,63
"3072","2023-01-12",话务员暂存,68
"3073","2023-01-12",话务员受理,47
"3074","2023-01-12",话务员办理,33
"3075","2023-01-12",热线审核,114
"3076","2023-01-12",热线复核,72
"3077","2023-01-12",承办单位审核,76
"3078","2023-01-12",承办单位处理,74
"3079","2023-01-12",承办单位复核,96
"3080","2023-01-12",办结,103
"3081","2023-01-12",回访,119
"3082","2023-01-12",归档,24
"3083","2023-01-12",挂起,22
"3084","2023-01-13",话务员暂存,112
"3085","2023-01-13",话务员受理,19
"3086","2023-01-13",话务员办理,105
"3087","2023-01-13",热线审核,23
"3088","2023-01-13",热线复核,44
"3089","2023-01-13",承办单位审核,88
"3090","2023-01-13",承办单位处理,80
"3091","2023-01-13",承办单位复核,49
"3092","2023-01-13",办结,93
"3093","2023-01-13",回访,69
"3094","2023-01-13",归档,77
"3095","2023-01-13",挂起,118
"3096","2023-01-14",话务员暂存,74
"3097","2023-01-14",话务员受理,36
"3098","2023-01-14",话务员办理,24
"3099","2023-01-14",热线审核,71
"3100","2023-01-14",热线复核,48
"3101","2023-01-14",承办单位审核,55
"3102","2023-01-14",承办单位处理,52
"3103","2023-01-14",承办单位复核,76
"3104","2023-01-14",办结,85
"3105","2023-01-14",回访,99
"3106","2023-01-14",归档,28
"3107","2023-01-14",挂起,92
"3108","2023-01-15",话务员暂存,66
"3109","2023-01-15",话务员受理,5
"3110","2023-01-15",话务员办理,47
"3111","2023-01-15",热线审核,15
"3112","2023-01-15",热线复核,70
"3113","2023-01-15",承办单位审核,61
"3114","2023-01-15",承办单位处理,68
"3115","2023-01-15",承办单位复核,39
"3116","2023-01-15",办结,67
"3117","2023-01-15",回访,17
"3118","2023-01-15",归档,10
"3119","2023-01-15",挂起,44
"3120","2023-01-16",话务员暂存,23
"3121","2023-01-16",话务员受理,121
"3122","2023-01-16",话务员办理,102
"3123","2023-01-16",热线审核,171
"3124","2023-01-16",热线复核,132
"3125","2023-01-16",承办单位审核,29
"3126","2023-01-16",承办单位处理,128
"3127","2023-01-16",承办单位复核,24
"3128","2023-01-16",办结,52
"3129","2023-01-16",回访,58
"3130","2023-01-16",归档,3
"3131","2023-01-16",挂起,64
"3132","2023-01-17",话务员暂存,69
"3133","2023-01-17",话务员受理,9
"3134","2023-01-17",话务员办理,57
"3135","2023-01-17",热线审核,72
"3136","2023-01-17",热线复核,40
"3137","2023-01-17",承办单位审核,51
"3138","2023-01-17",承办单位处理,59
"3139","2023-01-17",承办单位复核,92
"3140","2023-01-17",办结,87
"3141","2023-01-17",回访,9
"3142","2023-01-17",归档,80
"3143","2023-01-17",挂起,6
"3144","2023-01-18",话务员暂存,52
"3145","2023-01-18",话务员受理,35
"3146","2023-01-18",话务员办理,54
"3147","2023-01-18",热线审核,31
"3148","2023-01-18",热线复核,69
"3149","2023-01-18",承办单位审核,14
"3150","2023-01-18",承办单位处理,0
"3151","2023-01-18",承办单位复核,80
"3152","2023-01-18",办结,43
"3153","2023-01-18",回访,79
"3154","2023-01-18",归档,63
"3155","2023-01-18",挂起,60
"3156","2023-01-19",话务员暂存,12
"3157","2023-01-19",话务员受理,53
"3158","2023-01-19",话务员办理,64
"3159","2023-01-19",热线审核,45
"3160","2023-01-19",热线复核,15
"3161","2023-01-19",承办单位审核,73
"3162","2023-01-19",承办单位处理,68
"3163","2023-01-19",承办单位复核,9
"3164","2023-01-19",办结,5
"3165","2023-01-19",回访,59
"3166","2023-01-19",归档,83
"3167","2023-01-19",挂起,8
"3168","2023-01-20",话务员暂存,29
"3169","2023-01-20",话务员受理,59
"3170","2023-01-20",话务员办理,25
"3171","2023-01-20",热线审核,89
"3172","2023-01-20",热线复核,102
"3173","2023-01-20",承办单位审核,71
"3174","2023-01-20",承办单位处理,113
"3175","2023-01-20",承办单位复核,17
"3176","2023-01-20",办结,17
"3177","2023-01-20",回访,98
"3178","2023-01-20",归档,10
"3179","2023-01-20",挂起,11
"3180","2023-01-21",话务员暂存,17
"3181","2023-01-21",话务员受理,145
"3182","2023-01-21",话务员办理,86
"3183","2023-01-21",热线审核,38
"3184","2023-01-21",热线复核,15
"3185","2023-01-21",承办单位审核,82
"3186","2023-01-21",承办单位处理,106
"3187","2023-01-21",承办单位复核,7
"3188","2023-01-21",办结,35
"3189","2023-01-21",回访,77
"3190","2023-01-21",归档,41
"3191","2023-01-21",挂起,18
"3192","2023-01-22",话务员暂存,30
"3193","2023-01-22",话务员受理,37
"3194","2023-01-22",话务员办理,47
"3195","2023-01-22",热线审核,62
"3196","2023-01-22",热线复核,35
"3197","2023-01-22",承办单位审核,36
"3198","2023-01-22",承办单位处理,17
"3199","2023-01-22",承办单位复核,34
"3200","2023-01-22",办结,31
"3201","2023-01-22",回访,23
"3202","2023-01-22",归档,25
"3203","2023-01-22",挂起,50
"3204","2023-01-23",话务员暂存,44
"3205","2023-01-23",话务员受理,49
"3206","2023-01-23",话务员办理,49
"3207","2023-01-23",热线审核,8
"3208","2023-01-23",热线复核,107
"3209","2023-01-23",承办单位审核,125
"3210","2023-01-23",承办单位处理,68
"3211","2023-01-23",承办单位复核,84
"3212","2023-01-23",办结,92
"3213","2023-01-23",回访,152
"3214","2023-01-23",归档,18
"3215","2023-01-23",挂起,144
"3216","2023-01-24",话务员暂存,84
"3217","2023-01-24",话务员受理,17
"3218","2023-01-24",话务员办理,75
"3219","2023-01-24",热线审核,26
"3220","2023-01-24",热线复核,55
"3221","2023-01-24",承办单位审核,16
"3222","2023-01-24",承办单位处理,31
"3223","2023-01-24",承办单位复核,8
"3224","2023-01-24",办结,20
"3225","2023-01-24",回访,29
"3226","2023-01-24",归档,87
"3227","2023-01-24",挂起,84
"3228","2023-01-25",话务员暂存,47
"3229","2023-01-25",话务员受理,34
"3230","2023-01-25",话务员办理,43
"3231","2023-01-25",热线审核,14
"3232","2023-01-25",热线复核,25
"3233","2023-01-25",承办单位审核,77
"3234","2023-01-25",承办单位处理,23
"3235","2023-01-25",承办单位复核,53
"3236","2023-01-25",办结,103
"3237","2023-01-25",回访,76
"3238","2023-01-25",归档,97
"3239","2023-01-25",挂起,39
"3240","2023-01-26",话务员暂存,36
"3241","2023-01-26",话务员受理,99
"3242","2023-01-26",话务员办理,128
"3243","2023-01-26",热线审核,40
"3244","2023-01-26",热线复核,74
"3245","2023-01-26",承办单位审核,10
"3246","2023-01-26",承办单位处理,26
"3247","2023-01-26",承办单位复核,60
"3248","2023-01-26",办结,98
"3249","2023-01-26",回访,84
"3250","2023-01-26",归档,3
"3251","2023-01-26",挂起,48
"3252","2023-01-27",话务员暂存,117
"3253","2023-01-27",话务员受理,102
"3254","2023-01-27",话务员办理,107
"3255","2023-01-27",热线审核,9
"3256","2023-01-27",热线复核,97
"3257","2023-01-27",承办单位审核,95
"3258","2023-01-27",承办单位处理,105
"3259","2023-01-27",承办单位复核,8
"3260","2023-01-27",办结,67
"3261","2023-01-27",回访,35
"3262","2023-01-27",归档,66
"3263","2023-01-27",挂起,27
"3264","2023-01-28",话务员暂存,85
"3265","2023-01-28",话务员受理,70
"3266","2023-01-28",话务员办理,24
"3267","2023-01-28",热线审核,58
"3268","2023-01-28",热线复核,62
"3269","2023-01-28",承办单位审核,53
"3270","2023-01-28",承办单位处理,42
"3271","2023-01-28",承办单位复核,38
"3272","2023-01-28",办结,76
"3273","2023-01-28",回访,6
"3274","2023-01-28",归档,11
"3275","2023-01-28",挂起,23
"3276","2023-01-29",话务员暂存,12
"3277","2023-01-29",话务员受理,62
"3278","2023-01-29",话务员办理,57
"3279","2023-01-29",热线审核,24
"3280","2023-01-29",热线复核,24
"3281","2023-01-29",承办单位审核,3
"3282","2023-01-29",承办单位处理,17
"3283","2023-01-29",承办单位复核,67
"3284","2023-01-29",办结,34
"3285","2023-01-29",回访,31
"3286","2023-01-29",归档,3
"3287","2023-01-29",挂起,49
"3288","2023-01-30",话务员暂存,50
"3289","2023-01-30",话务员受理,69
"3290","2023-01-30",话务员办理,50
"3291","2023-01-30",热线审核,72
"3292","2023-01-30",热线复核,20
"3293","2023-01-30",承办单位审核,6
"3294","2023-01-30",承办单位处理,26
"3295","2023-01-30",承办单位复核,8
"3296","2023-01-30",办结,42
"3297","2023-01-30",回访,36
"3298","2023-01-30",归档,7
"3299","2023-01-30",挂起,15
"3300","2023-01-31",话务员暂存,113
"3301","2023-01-31",话务员受理,70
"3302","2023-01-31",话务员办理,76
"3303","2023-01-31",热线审核,14
"3304","2023-01-31",热线复核,20
"3305","2023-01-31",承办单位审核,53
"3306","2023-01-31",承办单位处理,131
"3307","2023-01-31",承办单位复核,27
"3308","2023-01-31",办结,74
"3309","2023-01-31",回访,1
"3310","2023-01-31",归档,132
"3311","2023-01-31",挂起,121
"3312","2023-02-01",话务员暂存,29
"3313","2023-02-01",话务员受理,38
"3314","2023-02-01",话务员办理,14
"3315","2023-02-01",热线审核,27
"3316","2023-02-01",热线复核,13
"3317","2023-02-01",承办单位审核,32
"3318","2023-02-01",承办单位处理,21
"3319","2023-02-01",承办单位复核,52
"3320","2023-02-01",办结,29
"3321","2023-02-01",回访,3
"3322","2023-02-01",归档,28
"3323","2023-02-01",挂起,59
"3324","2023-02-02",话务员暂存,4
"3325","2023-02-02",话务员受理,38
"3326","2023-02-02",话务员办理,50
"3327","2023-02-02",热线审核,18
"3328","2023-02-02",热线复核,11
"3329","2023-02-02",承办单位审核,8
"3330","2023-02-02",承办单位处理,15
"3331","2023-02-02",承办单位复核,37
"3332","2023-02-02",办结,32
"3333","2023-02-02",回访,43
"3334","2023-02-02",归档,56
"3335","2023-02-02",挂起,7
"3336","2023-02-03",话务员暂存,109
"3337","2023-02-03",话务员受理,100
"3338","2023-02-03",话务员办理,97
"3339","2023-02-03",热线审核,89
"3340","2023-02-03",热线复核,48
"3341","2023-02-03",承办单位审核,45
"3342","2023-02-03",承办单位处理,100
"3343","2023-02-03",承办单位复核,74
"3344","2023-02-03",办结,106
"3345","2023-02-03",回访,42
"3346","2023-02-03",归档,65
"3347","2023-02-03",挂起,74
"3348","2023-02-04",话务员暂存,2
"3349","2023-02-04",话务员受理,91
"3350","2023-02-04",话务员办理,91
"3351","2023-02-04",热线审核,8
"3352","2023-02-04",热线复核,88
"3353","2023-02-04",承办单位审核,61
"3354","2023-02-04",承办单位处理,83
"3355","2023-02-04",承办单位复核,18
"3356","2023-02-04",办结,2
"3357","2023-02-04",回访,60
"3358","2023-02-04",归档,73
"3359","2023-02-04",挂起,61
"3360","2023-02-05",话务员暂存,30
"3361","2023-02-05",话务员受理,4
"3362","2023-02-05",话务员办理,41
"3363","2023-02-05",热线审核,43
"3364","2023-02-05",热线复核,37
"3365","2023-02-05",承办单位审核,33
"3366","2023-02-05",承办单位处理,12
"3367","2023-02-05",承办单位复核,22
"3368","2023-02-05",办结,26
"3369","2023-02-05",回访,25
"3370","2023-02-05",归档,8
"3371","2023-02-05",挂起,39
"3372","2023-02-06",话务员暂存,20
"3373","2023-02-06",话务员受理,85
"3374","2023-02-06",话务员办理,105
"3375","2023-02-06",热线审核,104
"3376","2023-02-06",热线复核,55
"3377","2023-02-06",承办单位审核,42
"3378","2023-02-06",承办单位处理,69
"3379","2023-02-06",承办单位复核,14
"3380","2023-02-06",办结,102
"3381","2023-02-06",回访,69
"3382","2023-02-06",归档,28
"3383","2023-02-06",挂起,93
"3384","2023-02-07",话务员暂存,24
"3385","2023-02-07",话务员受理,15
"3386","2023-02-07",话务员办理,31
"3387","2023-02-07",热线审核,47
"3388","2023-02-07",热线复核,38
"3389","2023-02-07",承办单位审核,8
"3390","2023-02-07",承办单位处理,11
"3391","2023-02-07",承办单位复核,42
"3392","2023-02-07",办结,14
"3393","2023-02-07",回访,1
"3394","2023-02-07",归档,44
"3395","2023-02-07",挂起,36
"3396","2023-02-08",话务员暂存,36
"3397","2023-02-08",话务员受理,9
"3398","2023-02-08",话务员办理,130
"3399","2023-02-08",热线审核,1
"3400","2023-02-08",热线复核,18
"3401","2023-02-08",承办单位审核,177
"3402","2023-02-08",承办单位处理,196
"3403","2023-02-08",承办单位复核,56
"3404","2023-02-08",办结,2
"3405","2023-02-08",回访,182
"3406","2023-02-08",归档,98
"3407","2023-02-08",挂起,83
"3408","2023-02-09",话务员暂存,74
"3409","2023-02-09",话务员受理,64
"3410","2023-02-09",话务员办理,82
"3411","2023-02-09",热线审核,78
"3412","2023-02-09",热线复核,67
"3413","2023-02-09",承办单位审核,11
"3414","2023-02-09",承办单位处理,17
"3415","2023-02-09",承办单位复核,53
"3416","2023-02-09",办结,60
"3417","2023-02-09",回访,27
"3418","2023-02-09",归档,84
"3419","2023-02-09",挂起,49
"3420","2023-02-10",话务员暂存,36
"3421","2023-02-10",话务员受理,30
"3422","2023-02-10",话务员办理,62
"3423","2023-02-10",热线审核,44
"3424","2023-02-10",热线复核,50
"3425","2023-02-10",承办单位审核,25
"3426","2023-02-10",承办单位处理,41
"3427","2023-02-10",承办单位复核,55
"3428","2023-02-10",办结,3
"3429","2023-02-10",回访,33
"3430","2023-02-10",归档,23
"3431","2023-02-10",挂起,35
"3432","2023-02-11",话务员暂存,67
"3433","2023-02-11",话务员受理,68
"3434","2023-02-11",话务员办理,13
"3435","2023-02-11",热线审核,32
"3436","2023-02-11",热线复核,2
"3437","2023-02-11",承办单位审核,14
"3438","2023-02-11",承办单位处理,17
"3439","2023-02-11",承办单位复核,38
"3440","2023-02-11",办结,40
"3441","2023-02-11",回访,68
"3442","2023-02-11",归档,81
"3443","2023-02-11",挂起,7
"3444","2023-02-12",话务员暂存,86
"3445","2023-02-12",话务员受理,92
"3446","2023-02-12",话务员办理,40
"3447","2023-02-12",热线审核,32
"3448","2023-02-12",热线复核,6
"3449","2023-02-12",承办单位审核,51
"3450","2023-02-12",承办单位处理,3
"3451","2023-02-12",承办单位复核,56
"3452","2023-02-12",办结,12
"3453","2023-02-12",回访,19
"3454","2023-02-12",归档,38
"3455","2023-02-12",挂起,74
"3456","2023-02-13",话务员暂存,43
"3457","2023-02-13",话务员受理,66
"3458","2023-02-13",话务员办理,96
"3459","2023-02-13",热线审核,145
"3460","2023-02-13",热线复核,2
"3461","2023-02-13",承办单位审核,82
"3462","2023-02-13",承办单位处理,147
"3463","2023-02-13",承办单位复核,26
"3464","2023-02-13",办结,17
"3465","2023-02-13",回访,46
"3466","2023-02-13",归档,33
"3467","2023-02-13",挂起,107
"3468","2023-02-14",话务员暂存,203
"3469","2023-02-14",话务员受理,176
"3470","2023-02-14",话务员办理,29
"3471","2023-02-14",热线审核,175
"3472","2023-02-14",热线复核,73
"3473","2023-02-14",承办单位审核,25
"3474","2023-02-14",承办单位处理,0
"3475","2023-02-14",承办单位复核,76
"3476","2023-02-14",办结,42
"3477","2023-02-14",回访,44
"3478","2023-02-14",归档,32
"3479","2023-02-14",挂起,56
"3480","2023-02-15",话务员暂存,18
"3481","2023-02-15",话务员受理,75
"3482","2023-02-15",话务员办理,77
"3483","2023-02-15",热线审核,54
"3484","2023-02-15",热线复核,30
"3485","2023-02-15",承办单位审核,107
"3486","2023-02-15",承办单位处理,33
"3487","2023-02-15",承办单位复核,84
"3488","2023-02-15",办结,24
"3489","2023-02-15",回访,111
"3490","2023-02-15",归档,160
"3491","2023-02-15",挂起,84
"3492","2023-02-16",话务员暂存,38
"3493","2023-02-16",话务员受理,47
"3494","2023-02-16",话务员办理,58
"3495","2023-02-16",热线审核,54
"3496","2023-02-16",热线复核,52
"3497","2023-02-16",承办单位审核,44
"3498","2023-02-16",承办单位处理,7
"3499","2023-02-16",承办单位复核,19
"3500","2023-02-16",办结,38
"3501","2023-02-16",回访,29
"3502","2023-02-16",归档,30
"3503","2023-02-16",挂起,51
"3504","2023-02-17",话务员暂存,121
"3505","2023-02-17",话务员受理,84
"3506","2023-02-17",话务员办理,65
"3507","2023-02-17",热线审核,44
"3508","2023-02-17",热线复核,31
"3509","2023-02-17",承办单位审核,17
"3510","2023-02-17",承办单位处理,104
"3511","2023-02-17",承办单位复核,40
"3512","2023-02-17",办结,98
"3513","2023-02-17",回访,83
"3514","2023-02-17",归档,116
"3515","2023-02-17",挂起,46
"3516","2023-02-18",话务员暂存,45
"3517","2023-02-18",话务员受理,6
"3518","2023-02-18",话务员办理,80
"3519","2023-02-18",热线审核,55
"3520","2023-02-18",热线复核,119
"3521","2023-02-18",承办单位审核,34
"3522","2023-02-18",承办单位处理,144
"3523","2023-02-18",承办单位复核,94
"3524","2023-02-18",办结,81
"3525","2023-02-18",回访,63
"3526","2023-02-18",归档,48
"3527","2023-02-18",挂起,111
"3528","2023-02-19",话务员暂存,41
"3529","2023-02-19",话务员受理,99
"3530","2023-02-19",话务员办理,43
"3531","2023-02-19",热线审核,81
"3532","2023-02-19",热线复核,81
"3533","2023-02-19",承办单位审核,47
"3534","2023-02-19",承办单位处理,55
"3535","2023-02-19",承办单位复核,53
"3536","2023-02-19",办结,75
"3537","2023-02-19",回访,69
"3538","2023-02-19",归档,45
"3539","2023-02-19",挂起,75
"3540","2023-02-20",话务员暂存,13
"3541","2023-02-20",话务员受理,21
"3542","2023-02-20",话务员办理,95
"3543","2023-02-20",热线审核,90
"3544","2023-02-20",热线复核,54
"3545","2023-02-20",承办单位审核,76
"3546","2023-02-20",承办单位处理,105
"3547","2023-02-20",承办单位复核,37
"3548","2023-02-20",办结,68
"3549","2023-02-20",回访,38
"3550","2023-02-20",归档,97
"3551","2023-02-20",挂起,47
"3552","2023-02-21",话务员暂存,92
"3553","2023-02-21",话务员受理,57
"3554","2023-02-21",话务员办理,34
"3555","2023-02-21",热线审核,17
"3556","2023-02-21",热线复核,48
"3557","2023-02-21",承办单位审核,98
"3558","2023-02-21",承办单位处理,95
"3559","2023-02-21",承办单位复核,17
"3560","2023-02-21",办结,50
"3561","2023-02-21",回访,35
"3562","2023-02-21",归档,84
"3563","2023-02-21",挂起,5
"3564","2023-02-22",话务员暂存,20
"3565","2023-02-22",话务员受理,37
"3566","2023-02-22",话务员办理,34
"3567","2023-02-22",热线审核,27
"3568","2023-02-22",热线复核,12
"3569","2023-02-22",承办单位审核,7
"3570","2023-02-22",承办单位处理,33
"3571","2023-02-22",承办单位复核,67
"3572","2023-02-22",办结,59
"3573","2023-02-22",回访,19
"3574","2023-02-22",归档,56
"3575","2023-02-22",挂起,11
"3576","2023-02-23",话务员暂存,58
"3577","2023-02-23",话务员受理,59
"3578","2023-02-23",话务员办理,67
"3579","2023-02-23",热线审核,43
"3580","2023-02-23",热线复核,74
"3581","2023-02-23",承办单位审核,45
"3582","2023-02-23",承办单位处理,67
"3583","2023-02-23",承办单位复核,39
"3584","2023-02-23",办结,61
"3585","2023-02-23",回访,57
"3586","2023-02-23",归档,30
"3587","2023-02-23",挂起,49
"3588","2023-02-24",话务员暂存,26
"3589","2023-02-24",话务员受理,118
"3590","2023-02-24",话务员办理,18
"3591","2023-02-24",热线审核,70
"3592","2023-02-24",热线复核,62
"3593","2023-02-24",承办单位审核,73
"3594","2023-02-24",承办单位处理,13
"3595","2023-02-24",承办单位复核,145
"3596","2023-02-24",办结,107
"3597","2023-02-24",回访,53
"3598","2023-02-24",归档,220
"3599","2023-02-24",挂起,46
"3600","2023-02-25",话务员暂存,15
"3601","2023-02-25",话务员受理,27
"3602","2023-02-25",话务员办理,13
"3603","2023-02-25",热线审核,21
"3604","2023-02-25",热线复核,95
"3605","2023-02-25",承办单位审核,22
"3606","2023-02-25",承办单位处理,60
"3607","2023-02-25",承办单位复核,72
"3608","2023-02-25",办结,25
"3609","2023-02-25",回访,78
"3610","2023-02-25",归档,11
"3611","2023-02-25",挂起,32
"3612","2023-02-26",话务员暂存,160
"3613","2023-02-26",话务员受理,2
"3614","2023-02-26",话务员办理,56
"3615","2023-02-26",热线审核,146
"3616","2023-02-26",热线复核,57
"3617","2023-02-26",承办单位审核,96
"3618","2023-02-26",承办单位处理,9
"3619","2023-02-26",承办单位复核,31
"3620","2023-02-26",办结,91
"3621","2023-02-26",回访,112
"3622","2023-02-26",归档,144
"3623","2023-02-26",挂起,24
"3624","2023-02-27",话务员暂存,9
"3625","2023-02-27",话务员受理,71
"3626","2023-02-27",话务员办理,51
"3627","2023-02-27",热线审核,90
"3628","2023-02-27",热线复核,63
"3629","2023-02-27",承办单位审核,57
"3630","2023-02-27",承办单位处理,45
"3631","2023-02-27",承办单位复核,93
"3632","2023-02-27",办结,77
"3633","2023-02-27",回访,93
"3634","2023-02-27",归档,47
"3635","2023-02-27",挂起,50
"3636","2023-02-28",话务员暂存,96
"3637","2023-02-28",话务员受理,41
"3638","2023-02-28",话务员办理,2
"3639","2023-02-28",热线审核,50
"3640","2023-02-28",热线复核,2
"3641","2023-02-28",承办单位审核,73
"3642","2023-02-28",承办单位处理,74
"3643","2023-02-28",承办单位复核,30
"3644","2023-02-28",办结,29
"3645","2023-02-28",回访,39
"3646","2023-02-28",归档,52
"3647","2023-02-28",挂起,18
"3648","2023-03-01",话务员暂存,43
"3649","2023-03-01",话务员受理,58
"3650","2023-03-01",话务员办理,31
"3651","2023-03-01",热线审核,38
"3652","2023-03-01",热线复核,49
"3653","2023-03-01",承办单位审核,31
"3654","2023-03-01",承办单位处理,48
"3655","2023-03-01",承办单位复核,45
"3656","2023-03-01",办结,39
"3657","2023-03-01",回访,26
"3658","2023-03-01",归档,8
"3659","2023-03-01",挂起,34
"3660","2023-03-02",话务员暂存,37
"3661","2023-03-02",话务员受理,22
"3662","2023-03-02",话务员办理,46
"3663","2023-03-02",热线审核,45
"3664","2023-03-02",热线复核,30
"3665","2023-03-02",承办单位审核,53
"3666","2023-03-02",承办单位处理,10
"3667","2023-03-02",承办单位复核,51
"3668","2023-03-02",办结,16
"3669","2023-03-02",回访,13
"3670","2023-03-02",归档,63
"3671","2023-03-02",挂起,11
"3672","2023-03-03",话务员暂存,40
"3673","2023-03-03",话务员受理,69
"3674","2023-03-03",话务员办理,55
"3675","2023-03-03",热线审核,67
"3676","2023-03-03",热线复核,44
"3677","2023-03-03",承办单位审核,76
"3678","2023-03-03",承办单位处理,16
"3679","2023-03-03",承办单位复核,42
"3680","2023-03-03",办结,42
"3681","2023-03-03",回访,50
"3682","2023-03-03",归档,76
"3683","2023-03-03",挂起,66
"3684","2023-03-04",话务员暂存,74
"3685","2023-03-04",话务员受理,1
"3686","2023-03-04",话务员办理,39
"3687","2023-03-04",热线审核,24
"3688","2023-03-04",热线复核,79
"3689","2023-03-04",承办单位审核,17
"3690","2023-03-04",承办单位处理,139
"3691","2023-03-04",承办单位复核,18
"3692","2023-03-04",办结,15
"3693","2023-03-04",回访,116
"3694","2023-03-04",归档,97
"3695","2023-03-04",挂起,78
"3696","2023-03-05",话务员暂存,54
"3697","2023-03-05",话务员受理,33
"3698","2023-03-05",话务员办理,37
"3699","2023-03-05",热线审核,53
"3700","2023-03-05",热线复核,76
"3701","2023-03-05",承办单位审核,68
"3702","2023-03-05",承办单位处理,47
"3703","2023-03-05",承办单位复核,100
"3704","2023-03-05",办结,12
"3705","2023-03-05",回访,57
"3706","2023-03-05",归档,34
"3707","2023-03-05",挂起,39
"3708","2023-03-06",话务员暂存,39
"3709","2023-03-06",话务员受理,13
"3710","2023-03-06",话务员办理,89
"3711","2023-03-06",热线审核,102
"3712","2023-03-06",热线复核,63
"3713","2023-03-06",承办单位审核,17
"3714","2023-03-06",承办单位处理,34
"3715","2023-03-06",承办单位复核,108
"3716","2023-03-06",办结,97
"3717","2023-03-06",回访,57
"3718","2023-03-06",归档,110
"3719","2023-03-06",挂起,47
"3720","2023-03-07",话务员暂存,110
"3721","2023-03-07",话务员受理,17
"3722","2023-03-07",话务员办理,131
"3723","2023-03-07",热线审核,8
"3724","2023-03-07",热线复核,15
"3725","2023-03-07",承办单位审核,82
"3726","2023-03-07",承办单位处理,42
"3727","2023-03-07",承办单位复核,8
"3728","2023-03-07",办结,23
"3729","2023-03-07",回访,102
"3730","2023-03-07",归档,61
"3731","2023-03-07",挂起,124
"3732","2023-03-08",话务员暂存,29
"3733","2023-03-08",话务员受理,89
"3734","2023-03-08",话务员办理,90
"3735","2023-03-08",热线审核,2
"3736","2023-03-08",热线复核,36
"3737","2023-03-08",承办单位审核,22
"3738","2023-03-08",承办单位处理,18
"3739","2023-03-08",承办单位复核,20
"3740","2023-03-08",办结,89
"3741","2023-03-08",回访,65
"3742","2023-03-08",归档,59
"3743","2023-03-08",挂起,43
"3744","2023-03-09",话务员暂存,79
"3745","2023-03-09",话务员受理,66
"3746","2023-03-09",话务员办理,89
"3747","2023-03-09",热线审核,6
"3748","2023-03-09",热线复核,10
"3749","2023-03-09",承办单位审核,13
"3750","2023-03-09",承办单位处理,10
"3751","2023-03-09",承办单位复核,77
"3752","2023-03-09",办结,51
"3753","2023-03-09",回访,80
"3754","2023-03-09",归档,87
"3755","2023-03-09",挂起,96
"3756","2023-03-10",话务员暂存,100
"3757","2023-03-10",话务员受理,72
"3758","2023-03-10",话务员办理,28
"3759","2023-03-10",热线审核,105
"3760","2023-03-10",热线复核,65
"3761","2023-03-10",承办单位审核,44
"3762","2023-03-10",承办单位处理,17
"3763","2023-03-10",承办单位复核,23
