"md_id","busi_time","hand_up_type","hand_up_cnt"
997,"2023-03-29","1",102
998,"2023-03-29","2",11
999,"2023-03-29","3",287
1000,"2023-03-30","1",146
1001,"2023-03-30","2",4
1002,"2023-03-30","3",1
1003,"2023-03-31","1",7
1004,"2023-03-31","2",0
1005,"2023-03-31","3",9
1006,"2023-04-01","1",7
1007,"2023-04-01","2",3
1008,"2023-04-01","3",29
1009,"2023-04-02","1",58
1010,"2023-04-02","2",23
1011,"2023-04-02","3",4
1012,"2023-04-03","1",18
1013,"2023-04-03","2",33
1014,"2023-04-03","3",6
1015,"2023-04-04","1",25
1016,"2023-04-04","2",103
1017,"2023-04-04","3",0
1018,"2023-04-05","1",13
1019,"2023-04-05","2",60
1020,"2023-04-05","3",14
1021,"2023-04-06","1",52
1022,"2023-04-06","2",157
1023,"2023-04-06","3",121
1024,"2023-04-07","1",30
1025,"2023-04-07","2",6
1026,"2023-04-07","3",8
1027,"2023-04-08","1",180
1028,"2023-04-08","2",78
1029,"2023-04-08","3",50
1030,"2023-04-09","1",323
1031,"2023-04-09","2",24
1032,"2023-04-09","3",15
1033,"2023-04-10","1",109
1034,"2023-04-10","2",74
1035,"2023-04-10","3",6
1036,"2023-04-11","1",3
1037,"2023-04-11","2",40
1038,"2023-04-11","3",163
1039,"2023-04-12","1",124
1040,"2023-04-12","2",22
1041,"2023-04-12","3",118
1042,"2023-04-13","1",10
1043,"2023-04-13","2",1
1044,"2023-04-13","3",0
1045,"2023-04-14","1",5
1046,"2023-04-14","2",17
1047,"2023-04-14","3",7
1048,"2023-04-15","1",76
1049,"2023-04-15","2",2
1050,"2023-04-15","3",21
1051,"2023-04-16","1",50
1052,"2023-04-16","2",53
1053,"2023-04-16","3",17
1054,"2023-04-17","1",38
1055,"2023-04-17","2",54
1056,"2023-04-17","3",26
1057,"2023-04-18","1",0
1058,"2023-04-18","2",35
1059,"2023-04-18","3",12
1060,"2023-04-19","1",17
1061,"2023-04-19","2",0
1062,"2023-04-19","3",0
1063,"2023-04-20","1",17
1064,"2023-04-20","2",2
1065,"2023-04-20","3",40
1066,"2023-04-21","1",12
1067,"2023-04-21","2",21
1068,"2023-04-21","3",84
1069,"2023-04-22","1",235
1070,"2023-04-22","2",94
1071,"2023-04-22","3",18
1072,"2023-04-23","1",110
1073,"2023-04-23","2",6
1074,"2023-04-23","3",0
1075,"2023-04-24","1",187
1076,"2023-04-24","2",22
1077,"2023-04-24","3",3
1078,"2023-04-25","1",4
1079,"2023-04-25","2",96
1080,"2023-04-25","3",0
1081,"2023-04-26","1",8
1082,"2023-04-26","2",56
1083,"2023-04-26","3",45
1084,"2023-04-27","1",65
1085,"2023-04-27","2",42
1086,"2023-04-27","3",3
1087,"2023-04-28","1",15
1088,"2023-04-28","2",13
1089,"2023-04-28","3",10
1090,"2023-04-29","1",8
1091,"2023-04-29","2",0
1092,"2023-04-29","3",16
1093,"2023-04-30","1",70
1094,"2023-04-30","2",15
1095,"2023-04-30","3",37
1096,"2023-05-01","1",287
1097,"2023-05-01","2",3
1098,"2023-05-01","3",18
1099,"2023-05-02","1",73
1100,"2023-05-02","2",36
1101,"2023-05-02","3",51
1102,"2023-05-03","1",109
1103,"2023-05-03","2",17
1104,"2023-05-03","3",24
1105,"2023-05-04","1",20
1106,"2023-05-04","2",84
1107,"2023-05-04","3",79
1108,"2023-05-05","1",38
1109,"2023-05-05","2",25
1110,"2023-05-05","3",67
1111,"2023-05-06","1",23
1112,"2023-05-06","2",6
1113,"2023-05-06","3",18
1114,"2023-05-07","1",7
1115,"2023-05-07","2",2
1116,"2023-05-07","3",1
1117,"2023-05-08","1",11
1118,"2023-05-08","2",116
1119,"2023-05-08","3",202
1120,"2023-05-09","1",129
1121,"2023-05-09","2",36
1122,"2023-05-09","3",25
1123,"2023-05-10","1",101
1124,"2023-05-10","2",34
1125,"2023-05-10","3",36
1126,"2023-05-11","1",240
1127,"2023-05-11","2",20
1128,"2023-05-11","3",8
1129,"2023-05-12","1",55
1130,"2023-05-12","2",13
1131,"2023-05-12","3",10
1132,"2023-05-13","1",217
1133,"2023-05-13","2",210
1134,"2023-05-13","3",7
1135,"2023-05-14","1",157
1136,"2023-05-14","2",10
1137,"2023-05-14","3",70
1138,"2023-05-15","1",31
1139,"2023-05-15","2",126
1140,"2023-05-15","3",18
1141,"2023-05-16","1",52
1142,"2023-05-16","2",65
1143,"2023-05-16","3",285
1144,"2023-05-17","1",4
1145,"2023-05-17","2",41
1146,"2023-05-17","3",31
1147,"2023-05-18","1",145
1148,"2023-05-18","2",5
1149,"2023-05-18","3",40
1150,"2023-05-19","1",34
1151,"2023-05-19","2",144
1152,"2023-05-19","3",0
1153,"2023-05-20","1",2
1154,"2023-05-20","2",28
1155,"2023-05-20","3",66
1156,"2023-05-21","1",15
1157,"2023-05-21","2",58
1158,"2023-05-21","3",4
1159,"2023-05-22","1",8
1160,"2023-05-22","2",40
1161,"2023-05-22","3",168
1162,"2023-05-23","1",8
1163,"2023-05-23","2",0
1164,"2023-05-23","3",5
1165,"2023-05-24","1",124
1166,"2023-05-24","2",106
1167,"2023-05-24","3",9
1168,"2023-05-25","1",199
1169,"2023-05-25","2",21
1170,"2023-05-25","3",30
1171,"2023-05-26","1",48
1172,"2023-05-26","2",39
1173,"2023-05-26","3",72
1174,"2023-05-27","1",11
1175,"2023-05-27","2",3
1176,"2023-05-27","3",0
1177,"2023-05-28","1",8
1178,"2023-05-28","2",14
1179,"2023-05-28","3",3
1180,"2023-05-29","1",15
1181,"2023-05-29","2",336
1182,"2023-05-29","3",42
1183,"2023-05-30","1",38
1184,"2023-05-30","2",157
1185,"2023-05-30","3",7
1186,"2023-05-31","1",117
1187,"2023-05-31","2",151
1188,"2023-05-31","3",72
1189,"2023-06-01","1",48
1190,"2023-06-01","2",50
1191,"2023-06-01","3",21
1192,"2023-06-02","1",405
1193,"2023-06-02","2",24
1194,"2023-06-02","3",0
1195,"2023-06-03","1",52
1196,"2023-06-03","2",1
1197,"2023-06-03","3",7
1198,"2023-06-04","1",15
1199,"2023-06-04","2",1
1200,"2023-06-04","3",1
1201,"2023-06-05","1",62
1202,"2023-06-05","2",15
1203,"2023-06-05","3",13
1204,"2023-06-06","1",22
1205,"2023-06-06","2",249
1206,"2023-06-06","3",60
1207,"2023-06-07","1",114
1208,"2023-06-07","2",60
1209,"2023-06-07","3",22
1210,"2023-06-08","1",77
1211,"2023-06-08","2",76
1212,"2023-06-08","3",62
1213,"2023-06-09","1",132
1214,"2023-06-09","2",0
1215,"2023-06-09","3",0
1216,"2023-06-10","1",23
1217,"2023-06-10","2",48
1218,"2023-06-10","3",12
1219,"2023-06-11","1",17
1220,"2023-06-11","2",15
1221,"2023-06-11","3",6
1222,"2023-06-12","1",97
1223,"2023-06-12","2",158
1224,"2023-06-12","3",12
1225,"2023-06-13","1",119
1226,"2023-06-13","2",3
1227,"2023-06-13","3",5
1228,"2023-06-14","1",21
1229,"2023-06-14","2",5
1230,"2023-06-14","3",19
1231,"2023-06-15","1",0
1232,"2023-06-15","2",0
1233,"2023-06-15","3",32
1234,"2023-06-16","1",188
1235,"2023-06-16","2",45
1236,"2023-06-16","3",10
1237,"2023-06-17","1",20
1238,"2023-06-17","2",60
1239,"2023-06-17","3",47
1240,"2023-06-18","1",27
1241,"2023-06-18","2",0
1242,"2023-06-18","3",1
1243,"2023-06-19","1",22
1244,"2023-06-19","2",0
1245,"2023-06-19","3",116
1246,"2023-06-20","1",30
1247,"2023-06-20","2",55
1248,"2023-06-20","3",247
1249,"2023-06-21","1",309
1250,"2023-06-21","2",34
1251,"2023-06-21","3",5
1252,"2023-06-22","1",5
1253,"2023-06-22","2",21
1254,"2023-06-22","3",49
1255,"2023-06-23","1",78
1256,"2023-06-23","2",81
1257,"2023-06-23","3",29
1258,"2023-06-24","1",30
1259,"2023-06-24","2",18
1260,"2023-06-24","3",1
1261,"2023-06-25","1",143
1262,"2023-06-25","2",26
1263,"2023-06-25","3",16
1264,"2023-06-26","1",13
1265,"2023-06-26","2",26
1266,"2023-06-26","3",40
1267,"2023-06-27","1",65
1268,"2023-06-27","2",33
1269,"2023-06-27","3",107
1270,"2023-06-28","1",374
1271,"2023-06-28","2",56
1272,"2023-06-28","3",13
1273,"2023-06-29","1",27
1274,"2023-06-29","2",8
1275,"2023-06-29","3",35
1276,"2023-06-30","1",48
1277,"2023-06-30","2",9
1278,"2023-06-30","3",20
1279,"2023-07-01","1",27
1280,"2023-07-01","2",42
1281,"2023-07-01","3",14
1282,"2023-07-02","1",294
1283,"2023-07-02","2",15
1284,"2023-07-02","3",18
1285,"2023-07-03","1",71
1286,"2023-07-03","2",0
1287,"2023-07-03","3",15
1288,"2023-07-04","1",6
1289,"2023-07-04","2",0
1290,"2023-07-04","3",6
1291,"2023-07-05","1",32
1292,"2023-07-05","2",1
1293,"2023-07-05","3",13
1294,"2023-07-06","1",134
1295,"2023-07-06","2",62
1296,"2023-07-06","3",7
1297,"2023-07-07","1",1
1298,"2023-07-07","2",210
1299,"2023-07-07","3",79
1300,"2023-07-08","1",111
1301,"2023-07-08","2",11
1302,"2023-07-08","3",313
1303,"2023-07-09","1",49
1304,"2023-07-09","2",0
1305,"2023-07-09","3",3
1306,"2023-07-10","1",2
1307,"2023-07-10","2",0
1308,"2023-07-10","3",8
1309,"2023-07-11","1",108
1310,"2023-07-11","2",18
1311,"2023-07-11","3",16
1312,"2023-07-12","1",14
1313,"2023-07-12","2",91
1314,"2023-07-12","3",7
1315,"2023-07-13","1",0
1316,"2023-07-13","2",0
1317,"2023-07-13","3",1
1318,"2023-07-14","1",76
1319,"2023-07-14","2",16
1320,"2023-07-14","3",56
1321,"2023-07-15","1",117
1322,"2023-07-15","2",2
1323,"2023-07-15","3",3
1324,"2023-07-16","1",175
1325,"2023-07-16","2",27
1326,"2023-07-16","3",80
1327,"2023-07-17","1",208
1328,"2023-07-17","2",23
1329,"2023-07-17","3",5
1330,"2023-07-18","1",11
1331,"2023-07-18","2",0
1332,"2023-07-18","3",0
1333,"2023-07-19","1",72
1334,"2023-07-19","2",2
1335,"2023-07-19","3",0
1336,"2023-07-20","1",69
1337,"2023-07-20","2",71
1338,"2023-07-20","3",5
1339,"2023-07-21","1",81
1340,"2023-07-21","2",71
1341,"2023-07-21","3",135
1342,"2023-07-22","1",13
1343,"2023-07-22","2",2
1344,"2023-07-22","3",0
1345,"2023-07-23","1",135
1346,"2023-07-23","2",22
1347,"2023-07-23","3",76
1348,"2023-07-24","1",52
1349,"2023-07-24","2",31
1350,"2023-07-24","3",7
1351,"2023-07-25","1",155
1352,"2023-07-25","2",48
1353,"2023-07-25","3",6
1354,"2023-07-26","1",12
1355,"2023-07-26","2",21
1356,"2023-07-26","3",9
1357,"2023-07-27","1",65
1358,"2023-07-27","2",3
1359,"2023-07-27","3",1
1360,"2023-07-28","1",131
1361,"2023-07-28","2",13
1362,"2023-07-28","3",230
1363,"2023-07-29","1",20
1364,"2023-07-29","2",6
1365,"2023-07-29","3",48
1366,"2023-07-30","1",42
1367,"2023-07-30","2",49
1368,"2023-07-30","3",1
1369,"2023-07-31","1",13
1370,"2023-07-31","2",6
1371,"2023-07-31","3",44
1372,"2023-08-01","1",3
1373,"2023-08-01","2",0
1374,"2023-08-01","3",0
1375,"2023-08-02","1",74
1376,"2023-08-02","2",2
1377,"2023-08-02","3",21
1378,"2023-08-03","1",189
1379,"2023-08-03","2",13
1380,"2023-08-03","3",5
1381,"2023-08-04","1",99
1382,"2023-08-04","2",6
1383,"2023-08-04","3",20
1384,"2023-08-05","1",145
1385,"2023-08-05","2",3
1386,"2023-08-05","3",16
1387,"2023-08-06","1",88
1388,"2023-08-06","2",19
1389,"2023-08-06","3",14
1390,"2023-08-07","1",157
1391,"2023-08-07","2",2
1392,"2023-08-07","3",24
1393,"2023-08-08","1",33
1394,"2023-08-08","2",194
1395,"2023-08-08","3",150
1396,"2023-08-09","1",142
1397,"2023-08-09","2",31
1398,"2023-08-09","3",24
1399,"2023-08-10","1",150
1400,"2023-08-10","2",160
1401,"2023-08-10","3",89
1402,"2023-08-11","1",22
1403,"2023-08-11","2",31
1404,"2023-08-11","3",32
1405,"2023-08-12","1",20
1406,"2023-08-12","2",55
1407,"2023-08-12","3",8
1408,"2023-08-13","1",0
1409,"2023-08-13","2",0
1410,"2023-08-13","3",0
1411,"2023-08-14","1",5
1412,"2023-08-14","2",6
1413,"2023-08-14","3",34
1414,"2023-08-15","1",84
1415,"2023-08-15","2",52
1416,"2023-08-15","3",70
1417,"2023-08-16","1",67
1418,"2023-08-16","2",0
1419,"2023-08-16","3",4
1420,"2023-08-17","1",130
1421,"2023-08-17","2",41
1422,"2023-08-17","3",72
1423,"2023-08-18","1",94
1424,"2023-08-18","2",0
1425,"2023-08-18","3",11
1426,"2023-08-19","1",13
1427,"2023-08-19","2",4
1428,"2023-08-19","3",14
1429,"2023-08-20","1",11
1430,"2023-08-20","2",71
1431,"2023-08-20","3",8
1432,"2023-08-21","1",63
1433,"2023-08-21","2",7
1434,"2023-08-21","3",34
1435,"2023-08-22","1",54
1436,"2023-08-22","2",0
1437,"2023-08-22","3",1
1438,"2023-08-23","1",84
1439,"2023-08-23","2",18
1440,"2023-08-23","3",14
1441,"2023-08-24","1",100
1442,"2023-08-24","2",14
1443,"2023-08-24","3",2
1444,"2023-08-25","1",96
1445,"2023-08-25","2",72
1446,"2023-08-25","3",15
1447,"2023-08-26","1",103
1448,"2023-08-26","2",86
1449,"2023-08-26","3",10
1450,"2023-08-27","1",110
1451,"2023-08-27","2",13
1452,"2023-08-27","3",65
1453,"2023-08-28","1",212
1454,"2023-08-28","2",23
1455,"2023-08-28","3",41
1456,"2023-08-29","1",56
1457,"2023-08-29","2",45
1458,"2023-08-29","3",42
1459,"2023-08-30","1",21
1460,"2023-08-30","2",103
1461,"2023-08-30","3",49
1462,"2023-08-31","1",12
1463,"2023-08-31","2",0
1464,"2023-08-31","3",6
1465,"2023-09-01","1",73
1466,"2023-09-01","2",16
1467,"2023-09-01","3",6
1468,"2023-09-02","1",1
1469,"2023-09-02","2",1
1470,"2023-09-02","3",11
1471,"2023-09-03","1",9
1472,"2023-09-03","2",73
1473,"2023-09-03","3",45
1474,"2023-09-04","1",70
1475,"2023-09-04","2",19
1476,"2023-09-04","3",1
1477,"2023-09-05","1",5
1478,"2023-09-05","2",1
1479,"2023-09-05","3",1
1480,"2023-09-06","1",4
1481,"2023-09-06","2",28
1482,"2023-09-06","3",71
1483,"2023-09-07","1",97
1484,"2023-09-07","2",16
1485,"2023-09-07","3",56
1486,"2023-09-08","1",244
1487,"2023-09-08","2",17
1488,"2023-09-08","3",41
1489,"2023-09-09","1",45
1490,"2023-09-09","2",14
1491,"2023-09-09","3",26
1492,"2023-09-10","1",42
1493,"2023-09-10","2",8
1494,"2023-09-10","3",1
1495,"2023-09-11","1",34
1496,"2023-09-11","2",25
1497,"2023-09-11","3",13
1498,"2023-09-12","1",161
1499,"2023-09-12","2",66
1500,"2023-09-12","3",18
1501,"2023-09-13","1",84
1502,"2023-09-13","2",19
1503,"2023-09-13","3",0
1504,"2023-09-14","1",14
1505,"2023-09-14","2",5
1506,"2023-09-14","3",41
1507,"2023-09-15","1",38
1508,"2023-09-15","2",24
1509,"2023-09-15","3",38
1510,"2023-09-16","1",7
1511,"2023-09-16","2",0
1512,"2023-09-16","3",2
1513,"2023-09-17","1",151
1514,"2023-09-17","2",35
1515,"2023-09-17","3",86
1516,"2023-09-18","1",83
1517,"2023-09-18","2",65
1518,"2023-09-18","3",95
1519,"2023-09-19","1",179
1520,"2023-09-19","2",101
1521,"2023-09-19","3",131
1522,"2023-09-20","1",11
1523,"2023-09-20","2",3
1524,"2023-09-20","3",1
1525,"2023-09-21","1",203
1526,"2023-09-21","2",1
1527,"2023-09-21","3",7
1528,"2023-09-22","1",68
1529,"2023-09-22","2",180
1530,"2023-09-22","3",180
1531,"2023-09-23","1",3
1532,"2023-09-23","2",9
1533,"2023-09-23","3",42
1534,"2023-09-24","1",12
1535,"2023-09-24","2",22
1536,"2023-09-24","3",34
1537,"2023-09-25","1",124
1538,"2023-09-25","2",188
1539,"2023-09-25","3",17
1540,"2023-09-26","1",14
1541,"2023-09-26","2",18
1542,"2023-09-26","3",9
1543,"2023-09-27","1",41
1544,"2023-09-27","2",96
1545,"2023-09-27","3",4
1546,"2023-09-28","1",42
1547,"2023-09-28","2",2
1548,"2023-09-28","3",20
1549,"2023-09-29","1",83
1550,"2023-09-29","2",6
1551,"2023-09-29","3",1
1552,"2023-09-30","1",131
1553,"2023-09-30","2",16
1554,"2023-09-30","3",27
1555,"2023-10-01","1",2
1556,"2023-10-01","2",3
1557,"2023-10-01","3",2
1558,"2023-10-02","1",9
1559,"2023-10-02","2",18
1560,"2023-10-02","3",27
1561,"2023-10-03","1",54
1562,"2023-10-03","2",134
1563,"2023-10-03","3",78
1564,"2023-10-04","1",20
1565,"2023-10-04","2",31
1566,"2023-10-04","3",36
1567,"2023-10-05","1",94
1568,"2023-10-05","2",2
1569,"2023-10-05","3",45
1570,"2023-10-06","1",21
1571,"2023-10-06","2",5
1572,"2023-10-06","3",85
1573,"2023-10-07","1",282
1574,"2023-10-07","2",76
1575,"2023-10-07","3",36
1576,"2023-10-08","1",158
1577,"2023-10-08","2",126
1578,"2023-10-08","3",34
1579,"2023-10-09","1",39
1580,"2023-10-09","2",42
1581,"2023-10-09","3",4
1582,"2023-10-10","1",123
1583,"2023-10-10","2",71
1584,"2023-10-10","3",26
1585,"2023-10-11","1",25
1586,"2023-10-11","2",2
1587,"2023-10-11","3",7
1588,"2023-10-12","1",62
1589,"2023-10-12","2",17
1590,"2023-10-12","3",1
1591,"2023-10-13","1",12
1592,"2023-10-13","2",3
1593,"2023-10-13","3",1
1594,"2023-10-14","1",29
1595,"2023-10-14","2",6
1596,"2023-10-14","3",21
1597,"2023-10-15","1",287
1598,"2023-10-15","2",114
1599,"2023-10-15","3",17
1600,"2023-10-16","1",88
1601,"2023-10-16","2",37
1602,"2023-10-16","3",5
1603,"2023-10-17","1",118
1604,"2023-10-17","2",127
1605,"2023-10-17","3",25
1606,"2023-10-18","1",19
1607,"2023-10-18","2",8
1608,"2023-10-18","3",6
1609,"2023-10-19","1",62
1610,"2023-10-19","2",2
1611,"2023-10-19","3",2
1612,"2023-10-20","1",62
1613,"2023-10-20","2",0
1614,"2023-10-20","3",8
1615,"2023-10-21","1",365
1616,"2023-10-21","2",89
1617,"2023-10-21","3",1
1618,"2023-10-22","1",30
1619,"2023-10-22","2",64
1620,"2023-10-22","3",62
1621,"2023-10-23","1",37
1622,"2023-10-23","2",9
1623,"2023-10-23","3",77
1624,"2023-10-24","1",46
1625,"2023-10-24","2",8
1626,"2023-10-24","3",1
1627,"2023-10-25","1",67
1628,"2023-10-25","2",130
1629,"2023-10-25","3",55
1630,"2023-10-26","1",11
1631,"2023-10-26","2",2
1632,"2023-10-26","3",1
1633,"2023-10-27","1",110
1634,"2023-10-27","2",32
1635,"2023-10-27","3",25
1636,"2023-10-28","1",8
1637,"2023-10-28","2",254
1638,"2023-10-28","3",60
1639,"2023-10-29","1",17
1640,"2023-10-29","2",79
1641,"2023-10-29","3",101
1642,"2023-10-30","1",17
1643,"2023-10-30","2",68
1644,"2023-10-30","3",93
1645,"2023-10-31","1",161
1646,"2023-10-31","2",158
1647,"2023-10-31","3",0
1648,"2023-11-01","1",18
1649,"2023-11-01","2",2
1650,"2023-11-01","3",1
1651,"2023-11-02","1",37
1652,"2023-11-02","2",79
1653,"2023-11-02","3",13
1654,"2023-11-03","1",2
1655,"2023-11-03","2",132
1656,"2023-11-03","3",13
1657,"2023-11-04","1",33
1658,"2023-11-04","2",14
1659,"2023-11-04","3",8
1660,"2023-11-05","1",112
1661,"2023-11-05","2",40
1662,"2023-11-05","3",1
1663,"2023-11-06","1",14
1664,"2023-11-06","2",87
1665,"2023-11-06","3",55
1666,"2023-11-07","1",54
1667,"2023-11-07","2",0
1668,"2023-11-07","3",8
1669,"2023-11-08","1",284
1670,"2023-11-08","2",19
1671,"2023-11-08","3",41
1672,"2023-11-09","1",144
1673,"2023-11-09","2",11
1674,"2023-11-09","3",4
1675,"2023-11-10","1",20
1676,"2023-11-10","2",61
1677,"2023-11-10","3",4
1678,"2023-11-11","1",52
1679,"2023-11-11","2",5
1680,"2023-11-11","3",31
1681,"2023-11-12","1",1
1682,"2023-11-12","2",22
1683,"2023-11-12","3",26
1684,"2023-11-13","1",22
1685,"2023-11-13","2",39
1686,"2023-11-13","3",16
1687,"2023-11-14","1",50
1688,"2023-11-14","2",37
1689,"2023-11-14","3",68
1690,"2023-11-15","1",5
1691,"2023-11-15","2",9
1692,"2023-11-15","3",38
1693,"2023-11-16","1",30
1694,"2023-11-16","2",6
1695,"2023-11-16","3",7
1696,"2023-11-17","1",250
1697,"2023-11-17","2",10
1698,"2023-11-17","3",3
1699,"2023-11-18","1",189
1700,"2023-11-18","2",84
1701,"2023-11-18","3",26
1702,"2023-11-19","1",32
1703,"2023-11-19","2",64
1704,"2023-11-19","3",146
1705,"2023-11-20","1",42
1706,"2023-11-20","2",41
1707,"2023-11-20","3",14
1708,"2023-11-21","1",176
1709,"2023-11-21","2",26
1710,"2023-11-21","3",5
1711,"2023-11-22","1",141
1712,"2023-11-22","2",3
1713,"2023-11-22","3",12
1714,"2023-11-23","1",59
1715,"2023-11-23","2",160
1716,"2023-11-23","3",201
1717,"2023-11-24","1",166
1718,"2023-11-24","2",22
1719,"2023-11-24","3",97
1720,"2023-11-25","1",19
1721,"2023-11-25","2",5
1722,"2023-11-25","3",10
1723,"2023-11-26","1",250
1724,"2023-11-26","2",68
1725,"2023-11-26","3",25
1726,"2023-11-27","1",134
1727,"2023-11-27","2",11
1728,"2023-11-27","3",1
1729,"2023-11-28","1",73
1730,"2023-11-28","2",34
1731,"2023-11-28","3",22
1732,"2023-11-29","1",216
1733,"2023-11-29","2",7
1734,"2023-11-29","3",2
1735,"2023-11-30","1",66
1736,"2023-11-30","2",87
1737,"2023-11-30","3",1
1738,"2023-12-01","1",10
1739,"2023-12-01","2",0
1740,"2023-12-01","3",1
1741,"2023-12-02","1",25
1742,"2023-12-02","2",147
1743,"2023-12-02","3",9
1744,"2023-12-03","1",236
1745,"2023-12-03","2",15
1746,"2023-12-03","3",23
1747,"2023-12-04","1",90
1748,"2023-12-04","2",0
1749,"2023-12-04","3",11
1750,"2023-12-05","1",120
1751,"2023-12-05","2",64
1752,"2023-12-05","3",200
1753,"2023-12-06","1",128
1754,"2023-12-06","2",163
1755,"2023-12-06","3",28
1756,"2023-12-07","1",55
1757,"2023-12-07","2",10
1758,"2023-12-07","3",9
1759,"2023-12-08","1",36
1760,"2023-12-08","2",30
1761,"2023-12-08","3",103
1762,"2023-12-09","1",71
1763,"2023-12-09","2",151
1764,"2023-12-09","3",34
1765,"2023-12-10","1",84
1766,"2023-12-10","2",154
1767,"2023-12-10","3",11
1768,"2023-12-11","1",73
1769,"2023-12-11","2",4
1770,"2023-12-11","3",35
1771,"2023-12-12","1",1
1772,"2023-12-12","2",1
1773,"2023-12-12","3",1
1774,"2023-12-13","1",205
1775,"2023-12-13","2",12
1776,"2023-12-13","3",7
1777,"2023-12-14","1",12
1778,"2023-12-14","2",5
1779,"2023-12-14","3",3
1780,"2023-12-15","1",12
1781,"2023-12-15","2",18
1782,"2023-12-15","3",2
1783,"2023-12-16","1",102
1784,"2023-12-16","2",66
1785,"2023-12-16","3",55
1786,"2023-12-17","1",322
1787,"2023-12-17","2",0
1788,"2023-12-17","3",8
1789,"2023-12-18","1",41
1790,"2023-12-18","2",10
1791,"2023-12-18","3",14
1792,"2023-12-19","1",1
1793,"2023-12-19","2",2
1794,"2023-12-19","3",4
1795,"2023-12-20","1",20
1796,"2023-12-20","2",0
1797,"2023-12-20","3",0
1798,"2023-12-21","1",183
1799,"2023-12-21","2",69
1800,"2023-12-21","3",44
1801,"2023-12-22","1",146
1802,"2023-12-22","2",4
1803,"2023-12-22","3",2
1804,"2023-12-23","1",22
1805,"2023-12-23","2",4
1806,"2023-12-23","3",16
1807,"2023-12-24","1",165
1808,"2023-12-24","2",82
1809,"2023-12-24","3",186
1810,"2023-12-25","1",1
1811,"2023-12-25","2",7
1812,"2023-12-25","3",3
1813,"2023-12-26","1",16
1814,"2023-12-26","2",5
1815,"2023-12-26","3",1
1816,"2023-12-27","1",90
1817,"2023-12-27","2",1
1818,"2023-12-27","3",5
1819,"2023-12-28","1",62
1820,"2023-12-28","2",20
1821,"2023-12-28","3",1
1822,"2023-12-29","1",67
1823,"2023-12-29","2",0
1824,"2023-12-29","3",0
1825,"2023-12-30","1",11
1826,"2023-12-30","2",7
1827,"2023-12-30","3",12
1828,"2023-12-31","1",63
1829,"2023-12-31","2",70
1830,"2023-12-31","3",34
1831,"2024-01-01","1",18
1832,"2024-01-01","2",12
1833,"2024-01-01","3",0
1834,"2024-01-02","1",39
1835,"2024-01-02","2",2
1836,"2024-01-02","3",8
1837,"2024-01-03","1",87
1838,"2024-01-03","2",28
1839,"2024-01-03","3",89
1840,"2024-01-04","1",23
1841,"2024-01-04","2",20
1842,"2024-01-04","3",21
1843,"2024-01-05","1",19
1844,"2024-01-05","2",3
1845,"2024-01-05","3",2
1846,"2024-01-06","1",211
1847,"2024-01-06","2",23
1848,"2024-01-06","3",30
1849,"2024-01-07","1",22
1850,"2024-01-07","2",15
1851,"2024-01-07","3",28
1852,"2024-01-08","1",0
1853,"2024-01-08","2",10
1854,"2024-01-08","3",2
1855,"2024-01-09","1",53
1856,"2024-01-09","2",85
1857,"2024-01-09","3",35
1858,"2024-01-10","1",43
1859,"2024-01-10","2",29
1860,"2024-01-10","3",50
1861,"2024-01-11","1",85
1862,"2024-01-11","2",24
1863,"2024-01-11","3",22
1864,"2024-01-12","1",115
1865,"2024-01-12","2",14
1866,"2024-01-12","3",1
1867,"2024-01-13","1",29
1868,"2024-01-13","2",32
1869,"2024-01-13","3",6
1870,"2024-01-14","1",11
1871,"2024-01-14","2",6
1872,"2024-01-14","3",0
1873,"2024-01-15","1",1
1874,"2024-01-15","2",0
1875,"2024-01-15","3",0
1876,"2024-01-16","1",37
1877,"2024-01-16","2",2
1878,"2024-01-16","3",0
1879,"2024-01-17","1",32
1880,"2024-01-17","2",31
1881,"2024-01-17","3",22
1882,"2024-01-18","1",246
1883,"2024-01-18","2",42
1884,"2024-01-18","3",73
1885,"2024-01-19","1",28
1886,"2024-01-19","2",15
1887,"2024-01-19","3",9
1888,"2024-01-20","1",6
1889,"2024-01-20","2",124
1890,"2024-01-20","3",157
1891,"2024-01-21","1",45
1892,"2024-01-21","2",1
1893,"2024-01-21","3",30
1894,"2024-01-22","1",26
1895,"2024-01-22","2",59
1896,"2024-01-22","3",5
1897,"2024-01-23","1",63
1898,"2024-01-23","2",53
1899,"2024-01-23","3",43
1900,"2024-01-24","1",9
1901,"2024-01-24","2",12
1902,"2024-01-24","3",7
1903,"2024-01-25","1",9
1904,"2024-01-25","2",60
1905,"2024-01-25","3",49
1906,"2024-01-26","1",118
1907,"2024-01-26","2",20
1908,"2024-01-26","3",52
1909,"2024-01-27","1",91
1910,"2024-01-27","2",9
1911,"2024-01-27","3",61
1912,"2024-01-28","1",2
1913,"2024-01-28","2",0
1914,"2024-01-28","3",0
1915,"2024-01-29","1",11
1916,"2024-01-29","2",10
1917,"2024-01-29","3",4
1918,"2024-01-30","1",137
1919,"2024-01-30","2",13
1920,"2024-01-30","3",10
1921,"2024-01-31","1",49
1922,"2024-01-31","2",20
1923,"2024-01-31","3",290
1924,"2024-02-01","1",345
1925,"2024-02-01","2",13
1926,"2024-02-01","3",1
1927,"2024-02-02","1",94
