"md_id","area_name","busi_time","total_num"
931,C区,"2022-11-03",90
932,D区,"2022-11-03",163
933,B区,"2022-11-03",81
934,E区,"2022-11-03",267
935,A区,"2022-11-03",308
936,C区,"2022-11-04",74
937,D区,"2022-11-04",28
938,B区,"2022-11-04",35
939,E区,"2022-11-04",136
940,A区,"2022-11-04",137
941,C区,"2022-11-05",74
942,D区,"2022-11-05",99
943,B区,"2022-11-05",42
944,E区,"2022-11-05",84
945,A区,"2022-11-05",360
946,C区,"2022-11-06",65
947,D区,"2022-11-06",28
948,B区,"2022-11-06",200
949,E区,"2022-11-06",120
950,A区,"2022-11-06",340
951,C区,"2022-11-07",53
952,D区,"2022-11-07",39
953,B区,"2022-11-07",146
954,E区,"2022-11-07",154
955,A区,"2022-11-07",174
956,C区,"2022-11-08",15
957,D区,"2022-11-08",16
958,B区,"2022-11-08",204
959,E区,"2022-11-08",80
960,A区,"2022-11-08",420
961,C区,"2022-11-09",115
962,D区,"2022-11-09",14
963,B区,"2022-11-09",114
964,E区,"2022-11-09",91
965,A区,"2022-11-09",662
966,C区,"2022-11-10",76
967,D区,"2022-11-10",73
968,B区,"2022-11-10",191
969,E区,"2022-11-10",95
970,A区,"2022-11-10",364
971,C区,"2022-11-11",11
972,D区,"2022-11-11",133
973,B区,"2022-11-11",101
974,E区,"2022-11-11",113
975,A区,"2022-11-11",188
976,C区,"2022-11-12",20
977,D区,"2022-11-12",176
978,B区,"2022-11-12",18
979,E区,"2022-11-12",188
980,A区,"2022-11-12",500
981,C区,"2022-11-13",63
982,D区,"2022-11-13",39
983,B区,"2022-11-13",35
984,E区,"2022-11-13",125
985,A区,"2022-11-13",738
986,C区,"2022-11-14",50
987,D区,"2022-11-14",74
988,B区,"2022-11-14",153
989,E区,"2022-11-14",166
990,A区,"2022-11-14",473
991,C区,"2022-11-15",56
992,D区,"2022-11-15",57
993,B区,"2022-11-15",30
994,E区,"2022-11-15",10
995,A区,"2022-11-15",258
996,C区,"2022-11-16",33
997,D区,"2022-11-16",80
998,B区,"2022-11-16",98
999,E区,"2022-11-16",98
1000,A区,"2022-11-16",139
1001,C区,"2022-11-17",72
1002,D区,"2022-11-17",95
1003,B区,"2022-11-17",57
1004,E区,"2022-11-17",63
1005,A区,"2022-11-17",276
1006,C区,"2022-11-18",136
1007,D区,"2022-11-18",28
1008,B区,"2022-11-18",65
1009,E区,"2022-11-18",245
1010,A区,"2022-11-18",265
1011,C区,"2022-11-19",48
1012,D区,"2022-11-19",51
1013,B区,"2022-11-19",87
1014,E区,"2022-11-19",116
1015,A区,"2022-11-19",279
1016,C区,"2022-11-20",104
1017,D区,"2022-11-20",115
1018,B区,"2022-11-20",72
1019,E区,"2022-11-20",68
1020,A区,"2022-11-20",312
1021,C区,"2022-11-21",39
1022,D区,"2022-11-21",44
1023,B区,"2022-11-21",54
1024,E区,"2022-11-21",130
1025,A区,"2022-11-21",164
1026,C区,"2022-11-22",62
1027,D区,"2022-11-22",20
1028,B区,"2022-11-22",45
1029,E区,"2022-11-22",75
1030,A区,"2022-11-22",114
1031,C区,"2022-11-23",75
1032,D区,"2022-11-23",34
1033,B区,"2022-11-23",88
1034,E区,"2022-11-23",171
1035,A区,"2022-11-23",402
1036,C区,"2022-11-24",37
1037,D区,"2022-11-24",10
1038,B区,"2022-11-24",173
1039,E区,"2022-11-24",171
1040,A区,"2022-11-24",480
1041,C区,"2022-11-25",103
1042,D区,"2022-11-25",64
1043,B区,"2022-11-25",17
1044,E区,"2022-11-25",70
1045,A区,"2022-11-25",320
1046,C区,"2022-11-26",22
1047,D区,"2022-11-26",37
1048,B区,"2022-11-26",20
1049,E区,"2022-11-26",45
1050,A区,"2022-11-26",195
1051,C区,"2022-11-27",62
1052,D区,"2022-11-27",23
1053,B区,"2022-11-27",71
1054,E区,"2022-11-27",67
1055,A区,"2022-11-27",119
1056,C区,"2022-11-28",60
1057,D区,"2022-11-28",73
1058,B区,"2022-11-28",117
1059,E区,"2022-11-28",220
1060,A区,"2022-11-28",305
1061,C区,"2022-11-29",33
1062,D区,"2022-11-29",63
1063,B区,"2022-11-29",72
1064,E区,"2022-11-29",41
1065,A区,"2022-11-29",152
1066,C区,"2022-11-30",76
1067,D区,"2022-11-30",15
1068,B区,"2022-11-30",169
1069,E区,"2022-11-30",128
1070,A区,"2022-11-30",316
1071,C区,"2022-12-01",40
1072,D区,"2022-12-01",94
1073,B区,"2022-12-01",12
1074,E区,"2022-12-01",235
1075,A区,"2022-12-01",267
1076,C区,"2022-12-02",88
1077,D区,"2022-12-02",73
1078,B区,"2022-12-02",47
1079,E区,"2022-12-02",149
1080,A区,"2022-12-02",205
1081,C区,"2022-12-03",176
1082,D区,"2022-12-03",177
1083,B区,"2022-12-03",126
1084,E区,"2022-12-03",231
1085,A区,"2022-12-03",261
1086,C区,"2022-12-04",40
1087,D区,"2022-12-04",62
1088,B区,"2022-12-04",134
1089,E区,"2022-12-04",31
1090,A区,"2022-12-04",340
1091,C区,"2022-12-05",55
1092,D区,"2022-12-05",48
1093,B区,"2022-12-05",173
1094,E区,"2022-12-05",134
1095,A区,"2022-12-05",266
1096,C区,"2022-12-06",11
1097,D区,"2022-12-06",37
1098,B区,"2022-12-06",109
1099,E区,"2022-12-06",128
1100,A区,"2022-12-06",193
1101,C区,"2022-12-07",71
1102,D区,"2022-12-07",39
1103,B区,"2022-12-07",97
1104,E区,"2022-12-07",46
1105,A区,"2022-12-07",206
1106,C区,"2022-12-08",65
1107,D区,"2022-12-08",88
1108,B区,"2022-12-08",91
1109,E区,"2022-12-08",86
1110,A区,"2022-12-08",158
1111,C区,"2022-12-09",109
1112,D区,"2022-12-09",41
1113,B区,"2022-12-09",71
1114,E区,"2022-12-09",143
1115,A区,"2022-12-09",226
1116,C区,"2022-12-10",58
1117,D区,"2022-12-10",37
1118,B区,"2022-12-10",63
1119,E区,"2022-12-10",34
1120,A区,"2022-12-10",115
1121,C区,"2022-12-11",54
1122,D区,"2022-12-11",39
1123,B区,"2022-12-11",58
1124,E区,"2022-12-11",59
1125,A区,"2022-12-11",133
1126,C区,"2022-12-12",54
1127,D区,"2022-12-12",91
1128,B区,"2022-12-12",126
1129,E区,"2022-12-12",108
1130,A区,"2022-12-12",145
1131,C区,"2022-12-13",105
1132,D区,"2022-12-13",68
1133,B区,"2022-12-13",86
1134,E区,"2022-12-13",139
1135,A区,"2022-12-13",236
1136,C区,"2022-12-14",163
1137,D区,"2022-12-14",137
1138,B区,"2022-12-14",75
1139,E区,"2022-12-14",33
1140,A区,"2022-12-14",482
1141,C区,"2022-12-15",58
1142,D区,"2022-12-15",10
1143,B区,"2022-12-15",81
1144,E区,"2022-12-15",51
1145,A区,"2022-12-15",113
1146,C区,"2022-12-16",158
1147,D区,"2022-12-16",185
1148,B区,"2022-12-16",158
1149,E区,"2022-12-16",39
1150,A区,"2022-12-16",443
1151,C区,"2022-12-17",75
1152,D区,"2022-12-17",74
1153,B区,"2022-12-17",123
1154,E区,"2022-12-17",241
1155,A区,"2022-12-17",285
1156,C区,"2022-12-18",55
1157,D区,"2022-12-18",72
1158,B区,"2022-12-18",145
1159,E区,"2022-12-18",93
1160,A区,"2022-12-18",489
1161,C区,"2022-12-19",68
1162,D区,"2022-12-19",146
1163,B区,"2022-12-19",119
1164,E区,"2022-12-19",181
1165,A区,"2022-12-19",417
1166,C区,"2022-12-20",40
1167,D区,"2022-12-20",78
1168,B区,"2022-12-20",84
1169,E区,"2022-12-20",21
1170,A区,"2022-12-20",204
1171,C区,"2022-12-21",92
1172,D区,"2022-12-21",41
1173,B区,"2022-12-21",108
1174,E区,"2022-12-21",109
1175,A区,"2022-12-21",120
1176,C区,"2022-12-22",34
1177,D区,"2022-12-22",81
1178,B区,"2022-12-22",49
1179,E区,"2022-12-22",18
1180,A区,"2022-12-22",276
1181,C区,"2022-12-23",33
1182,D区,"2022-12-23",65
1183,B区,"2022-12-23",44
1184,E区,"2022-12-23",18
1185,A区,"2022-12-23",350
1186,C区,"2022-12-24",47
1187,D区,"2022-12-24",11
1188,B区,"2022-12-24",219
1189,E区,"2022-12-24",23
1190,A区,"2022-12-24",445
1191,C区,"2022-12-25",90
1192,D区,"2022-12-25",17
1193,B区,"2022-12-25",50
1194,E区,"2022-12-25",63
1195,A区,"2022-12-25",419
1196,C区,"2022-12-26",68
1197,D区,"2022-12-26",139
1198,B区,"2022-12-26",134
1199,E区,"2022-12-26",13
1200,A区,"2022-12-26",334
1201,C区,"2022-12-27",69
1202,D区,"2022-12-27",28
1203,B区,"2022-12-27",34
1204,E区,"2022-12-27",257
1205,A区,"2022-12-27",269
1206,C区,"2022-12-28",34
1207,D区,"2022-12-28",15
1208,B区,"2022-12-28",10
1209,E区,"2022-12-28",57
1210,A区,"2022-12-28",339
1211,C区,"2022-12-29",17
1212,D区,"2022-12-29",55
1213,B区,"2022-12-29",39
1214,E区,"2022-12-29",119
1215,A区,"2022-12-29",133
1216,C区,"2022-12-30",45
1217,D区,"2022-12-30",74
1218,B区,"2022-12-30",160
1219,E区,"2022-12-30",93
1220,A区,"2022-12-30",316
1221,C区,"2022-12-31",135
1222,D区,"2022-12-31",105
1223,B区,"2022-12-31",44
1224,E区,"2022-12-31",102
1225,A区,"2022-12-31",312
1226,C区,"2023-01-01",120
1227,D区,"2023-01-01",105
1228,B区,"2023-01-01",164
1229,E区,"2023-01-01",17
1230,A区,"2023-01-01",483
1231,C区,"2023-01-02",74
1232,D区,"2023-01-02",71
1233,B区,"2023-01-02",70
1234,E区,"2023-01-02",65
1235,A区,"2023-01-02",113
1236,C区,"2023-01-03",12
1237,D区,"2023-01-03",40
1238,B区,"2023-01-03",34
1239,E区,"2023-01-03",45
1240,A区,"2023-01-03",404
1241,C区,"2023-01-04",12
1242,D区,"2023-01-04",57
1243,B区,"2023-01-04",74
1244,E区,"2023-01-04",136
1245,A区,"2023-01-04",147
1246,C区,"2023-01-05",112
1247,D区,"2023-01-05",89
1248,B区,"2023-01-05",207
1249,E区,"2023-01-05",228
1250,A区,"2023-01-05",248
1251,C区,"2023-01-06",134
1252,D区,"2023-01-06",38
1253,B区,"2023-01-06",126
1254,E区,"2023-01-06",89
1255,A区,"2023-01-06",436
1256,C区,"2023-01-07",152
1257,D区,"2023-01-07",68
1258,B区,"2023-01-07",16
1259,E区,"2023-01-07",37
1260,A区,"2023-01-07",512
1261,C区,"2023-01-08",45
1262,D区,"2023-01-08",16
1263,B区,"2023-01-08",107
1264,E区,"2023-01-08",267
1265,A区,"2023-01-08",373
1266,C区,"2023-01-09",69
1267,D区,"2023-01-09",64
1268,B区,"2023-01-09",37
1269,E区,"2023-01-09",39
1270,A区,"2023-01-09",158
1271,C区,"2023-01-10",23
1272,D区,"2023-01-10",29
1273,B区,"2023-01-10",63
1274,E区,"2023-01-10",15
1275,A区,"2023-01-10",250
1276,C区,"2023-01-11",10
1277,D区,"2023-01-11",118
1278,B区,"2023-01-11",142
1279,E区,"2023-01-11",71
1280,A区,"2023-01-11",322
1281,C区,"2023-01-12",98
1282,D区,"2023-01-12",126
1283,B区,"2023-01-12",170
1284,E区,"2023-01-12",181
1285,A区,"2023-01-12",273
1286,C区,"2023-01-13",163
1287,D区,"2023-01-13",47
1288,B区,"2023-01-13",57
1289,E区,"2023-01-13",218
1290,A区,"2023-01-13",392
1291,C区,"2023-01-14",24
1292,D区,"2023-01-14",44
1293,B区,"2023-01-14",127
1294,E区,"2023-01-14",255
1295,A区,"2023-01-14",290
1296,C区,"2023-01-15",49
1297,D区,"2023-01-15",34
1298,B区,"2023-01-15",141
1299,E区,"2023-01-15",125
1300,A区,"2023-01-15",160
1301,C区,"2023-01-16",45
1302,D区,"2023-01-16",80
1303,B区,"2023-01-16",218
1304,E区,"2023-01-16",135
1305,A区,"2023-01-16",429
1306,C区,"2023-01-17",16
1307,D区,"2023-01-17",135
1308,B区,"2023-01-17",53
1309,E区,"2023-01-17",42
1310,A区,"2023-01-17",385
1311,C区,"2023-01-18",58
1312,D区,"2023-01-18",19
1313,B区,"2023-01-18",162
1314,E区,"2023-01-18",52
1315,A区,"2023-01-18",289
1316,C区,"2023-01-19",39
1317,D区,"2023-01-19",19
1318,B区,"2023-01-19",129
1319,E区,"2023-01-19",25
1320,A区,"2023-01-19",282
1321,C区,"2023-01-20",114
1322,D区,"2023-01-20",55
1323,B区,"2023-01-20",121
1324,E区,"2023-01-20",84
1325,A区,"2023-01-20",267
1326,C区,"2023-01-21",73
1327,D区,"2023-01-21",146
1328,B区,"2023-01-21",43
1329,E区,"2023-01-21",15
1330,A区,"2023-01-21",390
1331,C区,"2023-01-22",67
1332,D区,"2023-01-22",68
1333,B区,"2023-01-22",41
1334,E区,"2023-01-22",47
1335,A区,"2023-01-22",204
1336,C区,"2023-01-23",150
1337,D区,"2023-01-23",49
1338,B区,"2023-01-23",181
1339,E区,"2023-01-23",170
1340,A区,"2023-01-23",390
1341,C区,"2023-01-24",106
1342,D区,"2023-01-24",56
1343,B区,"2023-01-24",46
1344,E区,"2023-01-24",133
1345,A区,"2023-01-24",191
1346,C区,"2023-01-25",26
1347,D区,"2023-01-25",68
1348,B区,"2023-01-25",89
1349,E区,"2023-01-25",223
1350,A区,"2023-01-25",225
1351,C区,"2023-01-26",104
1352,D区,"2023-01-26",55
1353,B区,"2023-01-26",61
1354,E区,"2023-01-26",217
1355,A区,"2023-01-26",269
1356,C区,"2023-01-27",11
1357,D区,"2023-01-27",139
1358,B区,"2023-01-27",88
1359,E区,"2023-01-27",113
1360,A区,"2023-01-27",484
1361,C区,"2023-01-28",102
1362,D区,"2023-01-28",91
1363,B区,"2023-01-28",43
1364,E区,"2023-01-28",99
1365,A区,"2023-01-28",213
1366,C区,"2023-01-29",36
1367,D区,"2023-01-29",78
1368,B区,"2023-01-29",31
1369,E区,"2023-01-29",40
1370,A区,"2023-01-29",198
1371,C区,"2023-01-30",24
1372,D区,"2023-01-30",10
1373,B区,"2023-01-30",46
1374,E区,"2023-01-30",97
1375,A区,"2023-01-30",224
1376,C区,"2023-01-31",126
1377,D区,"2023-01-31",18
1378,B区,"2023-01-31",168
1379,E区,"2023-01-31",19
1380,A区,"2023-01-31",501
1381,C区,"2023-02-01",59
1382,D区,"2023-02-01",24
1383,B区,"2023-02-01",39
1384,E区,"2023-02-01",106
1385,A区,"2023-02-01",117
1386,C区,"2023-02-02",56
1387,D区,"2023-02-02",50
1388,B区,"2023-02-02",49
1389,E区,"2023-02-02",69
1390,A区,"2023-02-02",95
1391,C区,"2023-02-03",145
1392,D区,"2023-02-03",118
1393,B区,"2023-02-03",60
1394,E区,"2023-02-03",308
1395,A区,"2023-02-03",318
1396,C区,"2023-02-04",72
1397,D区,"2023-02-04",90
1398,B区,"2023-02-04",10
1399,E区,"2023-02-04",211
1400,A区,"2023-02-04",255
1401,C区,"2023-02-05",48
1402,D区,"2023-02-05",65
1403,B区,"2023-02-05",13
1404,E区,"2023-02-05",88
1405,A区,"2023-02-05",106
1406,C区,"2023-02-06",29
1407,D区,"2023-02-06",34
1408,B区,"2023-02-06",216
1409,E区,"2023-02-06",41
1410,A区,"2023-02-06",466
1411,C区,"2023-02-07",59
1412,D区,"2023-02-07",50
1413,B区,"2023-02-07",56
1414,E区,"2023-02-07",71
1415,A区,"2023-02-07",75
1416,C区,"2023-02-08",28
1417,D区,"2023-02-08",159
1418,B区,"2023-02-08",209
1419,E区,"2023-02-08",163
1420,A区,"2023-02-08",429
1421,C区,"2023-02-09",102
1422,D区,"2023-02-09",78
1423,B区,"2023-02-09",127
1424,E区,"2023-02-09",70
1425,A区,"2023-02-09",289
1426,C区,"2023-02-10",44
1427,D区,"2023-02-10",10
1428,B区,"2023-02-10",25
1429,E区,"2023-02-10",169
1430,A区,"2023-02-10",189
1431,C区,"2023-02-11",40
1432,D区,"2023-02-11",89
1433,B区,"2023-02-11",88
1434,E区,"2023-02-11",83
1435,A区,"2023-02-11",147
1436,C区,"2023-02-12",46
1437,D区,"2023-02-12",50
1438,B区,"2023-02-12",38
1439,E区,"2023-02-12",94
1440,A区,"2023-02-12",281
1441,C区,"2023-02-13",57
1442,D区,"2023-02-13",99
1443,B区,"2023-02-13",52
1444,E区,"2023-02-13",251
1445,A区,"2023-02-13",351
1446,C区,"2023-02-14",117
1447,D区,"2023-02-14",54
1448,B区,"2023-02-14",115
1449,E区,"2023-02-14",61
1450,A区,"2023-02-14",584
1451,C区,"2023-02-15",101
1452,D区,"2023-02-15",65
1453,B区,"2023-02-15",167
1454,E区,"2023-02-15",89
1455,A区,"2023-02-15",435
1456,C区,"2023-02-16",56
1457,D区,"2023-02-16",79
1458,B区,"2023-02-16",48
1459,E区,"2023-02-16",86
1460,A区,"2023-02-16",198
1461,C区,"2023-02-17",146
1462,D区,"2023-02-17",84
1463,B区,"2023-02-17",63
1464,E区,"2023-02-17",122
1465,A区,"2023-02-17",434
1466,C区,"2023-02-18",30
1467,D区,"2023-02-18",199
1468,B区,"2023-02-18",49
1469,E区,"2023-02-18",198
1470,A区,"2023-02-18",404
1471,C区,"2023-02-19",84
1472,D区,"2023-02-19",21
1473,B区,"2023-02-19",129
1474,E区,"2023-02-19",98
1475,A区,"2023-02-19",432
1476,C区,"2023-02-20",147
1477,D区,"2023-02-20",98
1478,B区,"2023-02-20",51
1479,E区,"2023-02-20",107
1480,A区,"2023-02-20",338
1481,C区,"2023-02-21",16
1482,D区,"2023-02-21",105
1483,B区,"2023-02-21",142
1484,E区,"2023-02-21",62
1485,A区,"2023-02-21",307
1486,C区,"2023-02-22",71
1487,D区,"2023-02-22",53
1488,B区,"2023-02-22",66
1489,E区,"2023-02-22",91
1490,A区,"2023-02-22",101
1491,C区,"2023-02-23",58
1492,D区,"2023-02-23",105
1493,B区,"2023-02-23",100
1494,E区,"2023-02-23",154
1495,A区,"2023-02-23",232
1496,C区,"2023-02-24",153
1497,D区,"2023-02-24",182
1498,B区,"2023-02-24",105
1499,E区,"2023-02-24",255
1500,A区,"2023-02-24",256
1501,C区,"2023-02-25",88
1502,D区,"2023-02-25",94
1503,B区,"2023-02-25",96
1504,E区,"2023-02-25",13
1505,A区,"2023-02-25",180
1506,C区,"2023-02-26",117
1507,D区,"2023-02-26",140
1508,B区,"2023-02-26",147
1509,E区,"2023-02-26",261
1510,A区,"2023-02-26",263
1511,C区,"2023-02-27",80
1512,D区,"2023-02-27",146
1513,B区,"2023-02-27",61
1514,E区,"2023-02-27",70
1515,A区,"2023-02-27",389
1516,C区,"2023-02-28",43
1517,D区,"2023-02-28",28
1518,B区,"2023-02-28",14
1519,E区,"2023-02-28",69
1520,A区,"2023-02-28",352
1521,C区,"2023-03-01",11
1522,D区,"2023-03-01",71
1523,B区,"2023-03-01",24
1524,E区,"2023-03-01",169
1525,A区,"2023-03-01",175
1526,C区,"2023-03-02",57
1527,D区,"2023-03-02",64
1528,B区,"2023-03-02",33
1529,E区,"2023-03-02",62
1530,A区,"2023-03-02",181
1531,C区,"2023-03-03",12
1532,D区,"2023-03-03",154
1533,B区,"2023-03-03",139
1534,E区,"2023-03-03",70
1535,A区,"2023-03-03",268
1536,C区,"2023-03-04",118
1537,D区,"2023-03-04",112
1538,B区,"2023-03-04",71
1539,E区,"2023-03-04",35
1540,A区,"2023-03-04",361
1541,C区,"2023-03-05",19
1542,D区,"2023-03-05",90
1543,B区,"2023-03-05",110
1544,E区,"2023-03-05",81
1545,A区,"2023-03-05",310
1546,C区,"2023-03-06",48
1547,D区,"2023-03-06",29
1548,B区,"2023-03-06",54
1549,E区,"2023-03-06",229
1550,A区,"2023-03-06",416
1551,C区,"2023-03-07",15
1552,D区,"2023-03-07",87
1553,B区,"2023-03-07",135
1554,E区,"2023-03-07",218
1555,A区,"2023-03-07",268
1556,C区,"2023-03-08",109
1557,D区,"2023-03-08",38
1558,B区,"2023-03-08",32
1559,E区,"2023-03-08",141
1560,A区,"2023-03-08",242
1561,C区,"2023-03-09",123
1562,D区,"2023-03-09",23
1563,B区,"2023-03-09",148
1564,E区,"2023-03-09",123
1565,A区,"2023-03-09",247
1566,C区,"2023-03-10",52
1567,D区,"2023-03-10",81
1568,B区,"2023-03-10",62
1569,E区,"2023-03-10",91
1570,A区,"2023-03-10",338
1571,C区,"2023-03-11",86
1572,D区,"2023-03-11",48
1573,B区,"2023-03-11",87
1574,E区,"2023-03-11",78
1575,A区,"2023-03-11",145
1576,C区,"2023-03-12",59
1577,D区,"2023-03-12",16
1578,B区,"2023-03-12",282
1579,E区,"2023-03-12",271
1580,A区,"2023-03-12",304
1581,C区,"2023-03-13",49
1582,D区,"2023-03-13",108
1583,B区,"2023-03-13",117
1584,E区,"2023-03-13",217
1585,A区,"2023-03-13",294
1586,C区,"2023-03-14",95
1587,D区,"2023-03-14",53
1588,B区,"2023-03-14",84
1589,E区,"2023-03-14",175
1590,A区,"2023-03-14",213
1591,C区,"2023-03-15",24
1592,D区,"2023-03-15",53
1593,B区,"2023-03-15",68
1594,E区,"2023-03-15",32
1595,A区,"2023-03-15",145
1596,C区,"2023-03-16",36
1597,D区,"2023-03-16",45
1598,B区,"2023-03-16",120
1599,E区,"2023-03-16",118
1600,A区,"2023-03-16",412
1601,C区,"2023-03-17",33
1602,D区,"2023-03-17",82
1603,B区,"2023-03-17",23
1604,E区,"2023-03-17",265
1605,A区,"2023-03-17",281
1606,C区,"2023-03-18",37
1607,D区,"2023-03-18",26
1608,B区,"2023-03-18",167
1609,E区,"2023-03-18",37
1610,A区,"2023-03-18",460
1611,C区,"2023-03-19",57
1612,D区,"2023-03-19",38
1613,B区,"2023-03-19",61
1614,E区,"2023-03-19",55
1615,A区,"2023-03-19",133
1616,C区,"2023-03-20",115
1617,D区,"2023-03-20",110
1618,B区,"2023-03-20",37
1619,E区,"2023-03-20",68
1620,A区,"2023-03-20",641
1621,C区,"2023-03-21",95
1622,D区,"2023-03-21",21
1623,B区,"2023-03-21",63
1624,E区,"2023-03-21",132
1625,A区,"2023-03-21",254
1626,C区,"2023-03-22",35
1627,D区,"2023-03-22",59
1628,B区,"2023-03-22",30
1629,E区,"2023-03-22",71
1630,A区,"2023-03-22",452
1631,C区,"2023-03-23",138
1632,D区,"2023-03-23",164
1633,B区,"2023-03-23",114
1634,E区,"2023-03-23",126
1635,A区,"2023-03-23",282
1636,C区,"2023-03-24",94
1637,D区,"2023-03-24",63
1638,B区,"2023-03-24",125
1639,E区,"2023-03-24",69
1640,A区,"2023-03-24",541
1641,C区,"2023-03-25",44
1642,D区,"2023-03-25",52
1643,B区,"2023-03-25",48
1644,E区,"2023-03-25",103
1645,A区,"2023-03-25",113
1646,C区,"2023-03-26",85
1647,D区,"2023-03-26",11
1648,B区,"2023-03-26",245
1649,E区,"2023-03-26",175
1650,A区,"2023-03-26",408
1651,C区,"2023-03-27",179
1652,D区,"2023-03-27",29
1653,B区,"2023-03-27",109
1654,E区,"2023-03-27",98
1655,A区,"2023-03-27",555
1656,C区,"2023-03-28",37
1657,D区,"2023-03-28",76
1658,B区,"2023-03-28",91
1659,E区,"2023-03-28",19
1660,A区,"2023-03-28",216
1661,C区,"2023-03-29",11
1662,D区,"2023-03-29",39
1663,B区,"2023-03-29",85
1664,E区,"2023-03-29",139
1665,A区,"2023-03-29",245
1666,C区,"2023-03-30",17
1667,D区,"2023-03-30",61
1668,B区,"2023-03-30",65
1669,E区,"2023-03-30",62
1670,A区,"2023-03-30",262
1671,C区,"2023-03-31",61
1672,D区,"2023-03-31",51
1673,B区,"2023-03-31",57
1674,E区,"2023-03-31",28
1675,A区,"2023-03-31",108
1676,C区,"2023-04-01",24
1677,D区,"2023-04-01",11
1678,B区,"2023-04-01",74
1679,E区,"2023-04-01",62
1680,A区,"2023-04-01",132
1681,C区,"2023-04-02",37
1682,D区,"2023-04-02",16
1683,B区,"2023-04-02",79
1684,E区,"2023-04-02",60
1685,A区,"2023-04-02",143
1686,C区,"2023-04-03",52
1687,D区,"2023-04-03",38
1688,B区,"2023-04-03",15
1689,E区,"2023-04-03",46
1690,A区,"2023-04-03",267
1691,C区,"2023-04-04",147
1692,D区,"2023-04-04",169
1693,B区,"2023-04-04",103
1694,E区,"2023-04-04",172
1695,A区,"2023-04-04",362
1696,C区,"2023-04-05",46
1697,D区,"2023-04-05",71
1698,B区,"2023-04-05",38
1699,E区,"2023-04-05",48
1700,A区,"2023-04-05",270
1701,C区,"2023-04-06",29
1702,D区,"2023-04-06",74
1703,B区,"2023-04-06",90
1704,E区,"2023-04-06",63
1705,A区,"2023-04-06",151
1706,C区,"2023-04-07",125
1707,D区,"2023-04-07",19
1708,B区,"2023-04-07",37
1709,E区,"2023-04-07",91
1710,A区,"2023-04-07",365
1711,C区,"2023-04-08",55
1712,D区,"2023-04-08",25
1713,B区,"2023-04-08",24
1714,E区,"2023-04-08",111
1715,A区,"2023-04-08",118
1716,C区,"2023-04-09",129
1717,D区,"2023-04-09",83
1718,B区,"2023-04-09",52
1719,E区,"2023-04-09",62
1720,A区,"2023-04-09",532
1721,C区,"2023-04-10",159
1722,D区,"2023-04-10",57
1723,B区,"2023-04-10",113
1724,E区,"2023-04-10",137
1725,A区,"2023-04-10",407
1726,C区,"2023-04-11",121
1727,D区,"2023-04-11",43
1728,B区,"2023-04-11",130
1729,E区,"2023-04-11",221
1730,A区,"2023-04-11",432
1731,C区,"2023-04-12",101
1732,D区,"2023-04-12",16
1733,B区,"2023-04-12",15
1734,E区,"2023-04-12",294
1735,A区,"2023-04-12",409
1736,C区,"2023-04-13",79
1737,D区,"2023-04-13",94
1738,B区,"2023-04-13",17
1739,E区,"2023-04-13",17
1740,A区,"2023-04-13",716
1741,C区,"2023-04-14",45
1742,D区,"2023-04-14",13
1743,B区,"2023-04-14",189
1744,E区,"2023-04-14",166
1745,A区,"2023-04-14",281
1746,C区,"2023-04-15",163
1747,D区,"2023-04-15",70
1748,B区,"2023-04-15",154
1749,E区,"2023-04-15",259
1750,A区,"2023-04-15",334
1751,C区,"2023-04-16",97
1752,D区,"2023-04-16",32
1753,B区,"2023-04-16",136
1754,E区,"2023-04-16",23
1755,A区,"2023-04-16",254
1756,C区,"2023-04-17",86
1757,D区,"2023-04-17",60
1758,B区,"2023-04-17",177
1759,E区,"2023-04-17",154
1760,A区,"2023-04-17",312
1761,C区,"2023-04-18",106
1762,D区,"2023-04-18",75
1763,B区,"2023-04-18",125
1764,E区,"2023-04-18",68
1765,A区,"2023-04-18",246
1766,C区,"2023-04-19",16
1767,D区,"2023-04-19",65
1768,B区,"2023-04-19",174
1769,E区,"2023-04-19",96
1770,A区,"2023-04-19",362
1771,C区,"2023-04-20",81
1772,D区,"2023-04-20",35
1773,B区,"2023-04-20",77
1774,E区,"2023-04-20",135
1775,A区,"2023-04-20",470
1776,C区,"2023-04-21",74
1777,D区,"2023-04-21",131
1778,B区,"2023-04-21",10
1779,E区,"2023-04-21",169
1780,A区,"2023-04-21",242
1781,C区,"2023-04-22",132
1782,D区,"2023-04-22",166
1783,B区,"2023-04-22",145
1784,E区,"2023-04-22",109
1785,A区,"2023-04-22",319
1786,C区,"2023-04-23",47
1787,D区,"2023-04-23",37
1788,B区,"2023-04-23",99
1789,E区,"2023-04-23",71
1790,A区,"2023-04-23",242
1791,C区,"2023-04-24",99
1792,D区,"2023-04-24",41
1793,B区,"2023-04-24",98
1794,E区,"2023-04-24",119
1795,A区,"2023-04-24",147
1796,C区,"2023-04-25",40
1797,D区,"2023-04-25",198
1798,B区,"2023-04-25",213
1799,E区,"2023-04-25",145
1800,A区,"2023-04-25",297
1801,C区,"2023-04-26",93
1802,D区,"2023-04-26",79
1803,B区,"2023-04-26",73
1804,E区,"2023-04-26",20
1805,A区,"2023-04-26",631
1806,C区,"2023-04-27",59
1807,D区,"2023-04-27",219
1808,B区,"2023-04-27",21
