"md_id","busi_time","satis_num","connect_num","item_num"
872,"2024-09-18",359,481,692
873,"2024-09-19",559,224,633
874,"2024-09-20",202,748,926
875,"2024-09-21",362,335,524
876,"2024-09-22",824,519,896
877,"2024-09-23",465,319,600
878,"2024-09-24",412,191,854
879,"2024-09-25",493,605,610
880,"2024-09-26",452,508,533
881,"2024-09-27",184,487,611
882,"2024-09-28",131,352,481
883,"2024-09-29",411,526,712
884,"2024-09-30",572,574,654
885,"2024-10-01",346,332,678
886,"2024-10-02",229,872,967
887,"2024-10-03",386,166,446
888,"2024-10-04",266,419,837
889,"2024-10-05",67,343,541
890,"2024-10-06",81,432,433
891,"2024-10-07",162,393,610
892,"2024-10-08",706,745,853
893,"2024-10-09",461,30,651
894,"2024-10-10",818,19,942
895,"2024-10-11",30,391,399
896,"2024-10-12",141,281,304
897,"2024-10-13",556,7,623
898,"2024-10-14",715,100,976
899,"2024-10-15",304,186,560
900,"2024-10-16",282,335,442
901,"2024-10-17",409,180,937
902,"2024-10-18",128,564,650
903,"2024-10-19",677,319,760
904,"2024-10-20",58,325,704
905,"2024-10-21",95,87,554
906,"2024-10-22",129,602,609
907,"2024-10-23",290,342,395
908,"2024-10-24",486,454,636
909,"2024-10-25",402,390,928
910,"2024-10-26",598,449,646
911,"2024-10-27",558,429,718
912,"2024-10-28",157,10,575
913,"2024-10-29",43,323,517
914,"2024-10-30",412,683,733
915,"2024-10-31",314,32,466
916,"2024-11-01",119,144,338
917,"2024-11-02",339,75,501
918,"2024-11-03",306,100,462
919,"2024-11-04",435,354,600
920,"2024-11-05",697,369,713
921,"2024-11-06",669,143,872
922,"2024-11-07",65,224,409
923,"2024-11-08",484,307,721
924,"2024-11-09",427,303,437
925,"2024-11-10",436,2,491
926,"2024-11-11",425,731,785
927,"2024-11-12",681,681,829
928,"2024-11-13",735,137,960
929,"2024-11-14",668,317,919
930,"2024-11-15",239,357,501
931,"2024-11-16",219,294,845
932,"2024-11-17",179,14,513
933,"2024-11-18",526,158,977
934,"2024-11-19",880,790,955
935,"2024-11-20",651,452,737
936,"2024-11-21",772,321,959
937,"2024-11-22",268,292,968
938,"2024-11-23",507,548,764
939,"2024-11-24",296,7,338
940,"2024-11-25",610,172,798
941,"2024-11-26",227,400,520
942,"2024-11-27",655,219,703
943,"2024-11-28",159,305,395
944,"2024-11-29",88,266,709
945,"2024-11-30",354,22,361
946,"2024-12-01",49,520,787
947,"2024-12-02",300,344,400
948,"2024-12-03",352,422,581
949,"2024-12-04",180,156,863
950,"2024-12-05",442,438,444
951,"2024-12-06",488,161,766
952,"2024-12-07",510,327,741
953,"2024-12-08",622,40,691
954,"2024-12-09",418,655,838
955,"2024-12-10",588,329,872
956,"2024-12-11",501,444,503
957,"2024-12-12",157,437,690
958,"2024-12-13",22,537,645
959,"2024-12-14",535,387,941
960,"2024-12-15",166,647,756
961,"2024-12-16",240,366,406
962,"2024-12-17",850,79,978
963,"2024-12-18",9,102,485
964,"2024-12-19",556,668,708
965,"2024-12-20",344,482,502
966,"2024-12-21",495,318,816
967,"2024-12-22",584,610,631
968,"2024-12-23",231,189,758
969,"2024-12-24",100,468,505
970,"2024-12-25",37,312,379
971,"2024-12-26",187,153,576
972,"2024-12-27",562,601,611
973,"2024-12-28",417,645,862
974,"2024-12-29",42,52,380
975,"2024-12-30",111,198,587
976,"2024-12-31",282,379,438
977,"2025-01-01",603,664,736
978,"2025-01-02",382,575,960
979,"2025-01-03",216,86,440
980,"2025-01-04",217,85,929
981,"2025-01-05",394,289,683
982,"2025-01-06",265,59,454
983,"2025-01-07",281,815,996
984,"2025-01-08",67,560,576
985,"2025-01-09",478,203,542
986,"2025-01-10",59,639,709
987,"2025-01-11",264,144,613
988,"2025-01-12",652,273,919
989,"2025-01-13",135,492,806
990,"2025-01-14",493,274,941
991,"2025-01-15",398,144,407
992,"2025-01-16",673,296,738
993,"2025-01-17",665,124,879
994,"2025-01-18",79,183,345
995,"2025-01-19",282,331,771
996,"2025-01-20",236,98,378
997,"2025-01-21",290,168,368
998,"2025-01-22",131,149,360
999,"2025-01-23",494,9,656
1000,"2025-01-24",645,532,841
1001,"2025-01-25",320,322,682
1002,"2025-01-26",208,152,733
1003,"2025-01-27",570,741,949
1004,"2025-01-28",350,723,949
1005,"2025-01-29",466,642,679
1006,"2025-01-30",627,614,982
1007,"2025-01-31",241,139,839
1008,"2025-02-01",397,335,530
1009,"2025-02-02",423,117,741
1010,"2025-02-03",269,160,853
1011,"2025-02-04",239,266,345
1012,"2025-02-05",701,681,795
1013,"2025-02-06",28,227,300
1014,"2025-02-07",141,376,737
1015,"2025-02-08",178,238,345
1016,"2025-02-09",152,141,961
1017,"2025-02-10",220,187,803
1018,"2025-02-11",467,239,563
1019,"2025-02-12",470,537,614
1020,"2025-02-13",266,367,569
1021,"2025-02-14",353,197,389
1022,"2025-02-15",321,53,511
1023,"2025-02-16",272,48,514
1024,"2025-02-17",110,263,398
1025,"2025-02-18",121,848,921
1026,"2025-02-19",510,242,575
1027,"2025-02-20",214,177,630
1028,"2025-02-21",458,36,763
1029,"2025-02-22",629,558,703
1030,"2025-02-23",769,943,953
1031,"2025-02-24",542,546,877
1032,"2025-02-25",538,917,939
1033,"2025-02-26",172,142,392
1034,"2025-02-27",54,259,341
1035,"2025-02-28",486,234,503
1036,"2025-03-01",389,173,855
1037,"2025-03-02",564,67,568
1038,"2025-03-03",413,90,515
1039,"2025-03-04",716,600,850
1040,"2025-03-05",132,30,447
1041,"2025-03-06",89,116,618
1042,"2025-03-07",396,601,859
1043,"2025-03-08",235,71,469
1044,"2025-03-09",280,119,319
1045,"2025-03-10",269,85,671
1046,"2025-03-11",824,797,915
1047,"2025-03-12",554,215,833
1048,"2025-03-13",54,25,352
1049,"2025-03-14",93,258,364
1050,"2025-03-15",296,308,343
1051,"2025-03-16",245,672,981
1052,"2025-03-17",866,503,927
1053,"2025-03-18",369,219,961
1054,"2025-03-19",737,296,792
1055,"2025-03-20",474,706,995
1056,"2025-03-21",237,170,364
1057,"2025-03-22",169,48,533
1058,"2025-03-23",659,202,700
1059,"2025-03-24",200,214,325
1060,"2025-03-25",586,260,607
1061,"2025-03-26",217,330,525
1062,"2025-03-27",337,365,609
1063,"2025-03-28",255,390,446
1064,"2025-03-29",231,507,784
1065,"2025-03-30",689,612,866
1066,"2025-03-31",610,487,748
1067,"2025-04-01",229,38,352
1068,"2025-04-02",75,412,909
1069,"2025-04-03",12,529,559
1070,"2025-04-04",300,320,451
1071,"2025-04-05",461,299,567
1072,"2025-04-06",630,654,810
1073,"2025-04-07",134,59,407
1074,"2025-04-08",61,94,904
1075,"2025-04-09",448,102,563
1076,"2025-04-10",150,172,685
1077,"2025-04-11",356,215,463
1078,"2025-04-12",116,258,660
1079,"2025-04-13",337,131,507
1080,"2025-04-14",452,316,571
1081,"2025-04-15",132,192,322
1082,"2025-04-16",97,3,762
1083,"2025-04-17",52,488,778
1084,"2025-04-18",523,66,676
1085,"2025-04-19",420,96,660
1086,"2025-04-20",211,18,492
1087,"2025-04-21",256,213,394
1088,"2025-04-22",172,87,310
1089,"2025-04-23",56,18,362
1090,"2025-04-24",434,898,993
1091,"2025-04-25",29,257,516
1092,"2025-04-26",574,733,921
1093,"2025-04-27",209,596,791
1094,"2025-04-28",281,244,372
1095,"2025-04-29",413,615,678
1096,"2025-04-30",222,191,343
1097,"2025-05-01",569,494,605
1098,"2025-05-02",144,500,634
1099,"2025-05-03",396,525,664
1100,"2025-05-04",566,133,782
1101,"2025-05-05",332,25,427
1102,"2025-05-06",44,455,492
1103,"2025-05-07",234,332,549
1104,"2025-05-08",267,306,317
1105,"2025-05-09",426,4,828
1106,"2025-05-10",532,604,746
1107,"2025-05-11",247,164,306
1108,"2025-05-12",367,9,679
1109,"2025-05-13",680,168,897
1110,"2025-05-14",354,394,493
1111,"2025-05-15",379,489,668
1112,"2025-05-16",501,321,627
1113,"2025-05-17",194,528,600
1114,"2025-05-18",696,711,818
1115,"2025-05-19",332,47,438
1116,"2025-05-20",284,848,869
1117,"2025-05-21",352,170,370
1118,"2025-05-22",273,93,960
1119,"2025-05-23",220,64,482
1120,"2025-05-24",209,479,534
1121,"2025-05-25",133,297,492
1122,"2025-05-26",18,399,475
1123,"2025-05-27",172,173,366
1124,"2025-05-28",492,193,968
1125,"2025-05-29",291,280,713
1126,"2025-05-30",13,109,392
1127,"2025-05-31",427,62,548
1128,"2025-06-01",274,486,929
1129,"2025-06-02",94,180,390
1130,"2025-06-03",8,621,709
1131,"2025-06-04",99,227,365
1132,"2025-06-05",484,17,708
1133,"2025-06-06",53,485,641
1134,"2025-06-07",199,539,572
1135,"2025-06-08",463,520,916
1136,"2025-06-09",139,226,750
1137,"2025-06-10",615,503,654
1138,"2025-06-11",551,114,838
1139,"2025-06-12",162,570,812
1140,"2025-06-13",710,537,872
1141,"2025-06-14",286,552,699
1142,"2025-06-15",854,483,908
1143,"2025-06-16",44,332,370
1144,"2025-06-17",184,5,434
1145,"2025-06-18",133,425,749
1146,"2025-06-19",729,600,939
1147,"2025-06-20",370,632,962
1148,"2025-06-21",81,58,906
1149,"2025-06-22",546,547,888
1150,"2025-06-23",66,11,899
1151,"2025-06-24",261,228,600
1152,"2025-06-25",439,340,606
1153,"2025-06-26",594,279,781
1154,"2025-06-27",744,652,947
1155,"2025-06-28",599,312,834
1156,"2025-06-29",185,229,495
1157,"2025-06-30",142,62,588
1158,"2025-07-01",268,55,601
1159,"2025-07-02",820,404,882
1160,"2025-07-03",458,479,889
1161,"2025-07-04",798,802,925
1162,"2025-07-05",116,392,556
1163,"2025-07-06",455,536,989
1164,"2025-07-07",409,274,596
1165,"2025-07-08",150,322,350
1166,"2025-07-09",198,432,798
1167,"2025-07-10",229,204,403
1168,"2025-07-11",271,840,891
1169,"2025-07-12",214,1,946
1170,"2025-07-13",379,386,520
1171,"2025-07-14",89,340,437
1172,"2025-07-15",90,228,413
1173,"2025-07-16",456,408,744
1174,"2025-07-17",69,689,749
1175,"2025-07-18",15,666,733
1176,"2025-07-19",638,701,859
1177,"2025-07-20",847,590,858
1178,"2025-07-21",526,327,714
1179,"2025-07-22",649,97,651
1180,"2025-07-23",425,491,723
1181,"2025-07-24",188,620,952
1182,"2025-07-25",281,112,669
1183,"2025-07-26",188,432,553
1184,"2025-07-27",263,316,392
1185,"2025-07-28",148,38,348
1186,"2025-07-29",664,377,905
1187,"2025-07-30",80,507,848
1188,"2025-07-31",269,302,307
1189,"2025-08-01",302,153,564
