"md_id","busi_time","reply_total","receive_cnt","handle_cnt","hot_line_handle_cnt","reply_on_time_cnt","chan_type"
579,"2023-02-14",113,410,157,86,66.0,1
580,"2023-02-14",429,451,48,294,222.0,2
581,"2023-02-15",241,788,359,309,113.0,1
582,"2023-02-15",451,873,164,682,135.0,2
583,"2023-02-16",177,386,41,0,94.0,1
584,"2023-02-16",385,917,354,531,40.0,2
585,"2023-02-17",285,715,332,182,238.0,1
586,"2023-02-17",58,632,314,298,8.0,2
587,"2023-02-18",132,205,23,90,70.0,1
588,"2023-02-18",2,340,174,35,2.0,2
589,"2023-02-19",31,979,449,294,19.0,1
590,"2023-02-19",76,931,221,15,58.0,2
591,"2023-02-20",21,214,2,111,15.0,1
592,"2023-02-20",156,280,137,49,87.0,2
593,"2023-02-21",223,790,278,238,220.0,1
594,"2023-02-21",222,337,98,220,100.0,2
595,"2023-02-22",136,754,143,203,3.0,1
596,"2023-02-22",190,334,179,84,117.0,2
597,"2023-02-23",125,796,224,259,14.0,1
598,"2023-02-23",195,231,133,46,75.0,2
599,"2023-02-24",176,291,93,17,116.0,1
600,"2023-02-24",104,585,301,153,22.0,2
601,"2023-02-25",55,409,93,183,44.0,1
602,"2023-02-25",362,457,17,163,115.0,2
603,"2023-02-26",164,444,150,191,2.0,1
604,"2023-02-26",165,222,28,64,101.0,2
605,"2023-02-27",187,346,116,120,55.0,1
606,"2023-02-27",60,360,135,21,59.0,2
607,"2023-02-28",159,687,115,524,39.0,1
608,"2023-02-28",127,989,17,107,50.0,2
609,"2023-03-01",303,790,418,305,302.0,1
610,"2023-03-01",481,599,126,17,385.0,2
611,"2023-03-02",910,972,545,93,590.0,1
612,"2023-03-02",127,374,46,265,8.0,2
613,"2023-03-03",877,949,287,458,138.0,1
614,"2023-03-03",317,709,323,300,284.0,2
615,"2023-03-04",221,458,227,150,104.0,1
616,"2023-03-04",695,953,52,350,377.0,2
617,"2023-03-05",63,736,72,162,48.0,1
618,"2023-03-05",169,282,96,105,43.0,2
619,"2023-03-06",948,959,269,290,349.0,1
620,"2023-03-06",340,780,449,176,198.0,2
621,"2023-03-07",299,299,74,189,225.0,1
622,"2023-03-07",39,570,40,272,34.0,2
623,"2023-03-08",718,850,186,70,643.0,1
624,"2023-03-08",86,386,204,8,83.0,2
625,"2023-03-09",22,334,30,288,5.0,1
626,"2023-03-09",91,391,39,317,70.0,2
627,"2023-03-10",424,603,299,54,373.0,1
628,"2023-03-10",3,276,18,14,0.0,2
629,"2023-03-11",939,944,234,476,916.0,1
630,"2023-03-11",68,342,90,105,39.0,2
631,"2023-03-12",95,493,3,111,77.0,1
632,"2023-03-12",196,401,200,179,65.0,2
633,"2023-03-13",371,569,155,142,191.0,1
634,"2023-03-13",451,787,77,301,178.0,2
635,"2023-03-14",319,335,15,221,192.0,1
636,"2023-03-14",302,481,275,67,98.0,2
637,"2023-03-15",719,808,193,9,234.0,1
638,"2023-03-15",332,547,50,284,16.0,2
639,"2023-03-16",65,647,190,248,45.0,1
640,"2023-03-16",118,332,79,171,24.0,2
641,"2023-03-17",346,857,110,231,129.0,1
642,"2023-03-17",252,896,37,635,214.0,2
643,"2023-03-18",727,904,412,312,420.0,1
644,"2023-03-18",261,531,191,294,157.0,2
645,"2023-03-19",71,347,48,8,30.0,1
646,"2023-03-19",49,846,493,48,23.0,2
647,"2023-03-20",468,883,92,689,289.0,1
648,"2023-03-20",144,357,44,252,112.0,2
649,"2023-03-21",865,979,341,282,528.0,1
650,"2023-03-21",265,543,297,221,233.0,2
651,"2023-03-22",46,323,44,272,31.0,1
652,"2023-03-22",50,214,43,10,17.0,2
653,"2023-03-23",314,861,212,124,55.0,1
654,"2023-03-23",8,483,109,29,6.0,2
655,"2023-03-24",813,994,236,709,236.0,1
656,"2023-03-24",213,961,463,15,124.0,2
657,"2023-03-25",313,926,282,449,6.0,1
658,"2023-03-25",119,374,221,46,90.0,2
659,"2023-03-26",420,468,185,241,248.0,1
660,"2023-03-26",180,221,7,135,2.0,2
661,"2023-03-27",118,983,104,581,17.0,1
662,"2023-03-27",338,468,63,52,62.0,2
663,"2023-03-28",316,432,212,128,24.0,1
664,"2023-03-28",634,775,281,357,284.0,2
665,"2023-03-29",18,872,325,332,14.0,1
666,"2023-03-29",391,415,246,129,180.0,2
667,"2023-03-30",452,936,134,199,308.0,1
668,"2023-03-30",106,690,39,199,48.0,2
669,"2023-03-31",508,566,14,232,149.0,1
670,"2023-03-31",139,932,256,630,120.0,2
671,"2023-04-01",265,468,249,122,30.0,1
672,"2023-04-01",51,327,3,141,12.0,2
673,"2023-04-02",118,365,102,57,19.0,1
674,"2023-04-02",84,866,240,269,13.0,2
675,"2023-04-03",426,725,247,333,320.0,1
676,"2023-04-03",254,257,96,98,112.0,2
677,"2023-04-04",571,712,413,21,289.0,1
678,"2023-04-04",5,306,69,192,1.0,2
679,"2023-04-05",106,963,141,44,37.0,1
680,"2023-04-05",18,340,139,187,18.0,2
681,"2023-04-06",614,860,401,80,434.0,1
682,"2023-04-06",350,492,119,357,337.0,2
683,"2023-04-07",164,218,126,73,143.0,1
684,"2023-04-07",327,580,153,77,25.0,2
685,"2023-04-08",380,474,205,94,224.0,1
686,"2023-04-08",77,421,10,278,47.0,2
687,"2023-04-09",216,369,14,200,151.0,1
688,"2023-04-09",461,473,46,177,31.0,2
689,"2023-04-10",18,267,120,0,7.0,1
690,"2023-04-10",228,239,84,96,22.0,2
691,"2023-04-11",7,507,53,326,7.0,1
692,"2023-04-11",350,447,107,288,227.0,2
693,"2023-04-12",684,692,14,596,260.0,1
694,"2023-04-12",123,348,23,323,21.0,2
695,"2023-04-13",47,214,90,100,8.0,1
696,"2023-04-13",179,447,39,234,111.0,2
697,"2023-04-14",374,985,256,556,324.0,1
698,"2023-04-14",570,668,138,140,282.0,2
699,"2023-04-15",352,545,221,42,252.0,1
700,"2023-04-15",63,315,146,117,41.0,2
701,"2023-04-16",564,670,5,439,71.0,1
702,"2023-04-16",454,541,33,445,144.0,2
703,"2023-04-17",61,420,181,32,3.0,1
704,"2023-04-17",35,211,84,66,19.0,2
705,"2023-04-18",719,940,2,224,345.0,1
706,"2023-04-18",123,202,36,21,22.0,2
707,"2023-04-19",295,688,313,117,9.0,1
708,"2023-04-19",18,466,40,185,13.0,2
709,"2023-04-20",813,873,281,5,453.0,1
710,"2023-04-20",148,592,241,214,30.0,2
711,"2023-04-21",168,594,98,204,6.0,1
712,"2023-04-21",685,897,307,139,301.0,2
713,"2023-04-22",754,756,408,121,494.0,1
714,"2023-04-22",213,471,136,85,119.0,2
715,"2023-04-23",337,363,42,37,328.0,1
716,"2023-04-23",387,420,211,163,386.0,2
717,"2023-04-24",19,799,233,507,0.0,1
718,"2023-04-24",157,738,143,492,49.0,2
719,"2023-04-25",210,290,145,131,209.0,1
720,"2023-04-25",422,555,118,345,54.0,2
721,"2023-04-26",302,869,336,296,250.0,1
722,"2023-04-26",6,211,119,46,6.0,2
723,"2023-04-27",826,934,438,487,556.0,1
724,"2023-04-27",15,525,50,364,7.0,2
725,"2023-04-28",424,939,443,94,139.0,1
726,"2023-04-28",38,560,116,132,32.0,2
727,"2023-04-29",289,575,208,181,88.0,1
728,"2023-04-29",178,944,492,212,48.0,2
729,"2023-04-30",288,475,65,143,36.0,1
730,"2023-04-30",198,757,363,77,170.0,2
731,"2023-05-01",359,850,34,13,35.0,1
732,"2023-05-01",46,885,388,153,23.0,2
733,"2023-05-02",203,359,151,107,66.0,1
734,"2023-05-02",506,999,294,183,45.0,2
735,"2023-05-03",564,787,293,219,12.0,1
736,"2023-05-03",567,851,217,54,72.0,2
737,"2023-05-04",205,234,115,2,150.0,1
738,"2023-05-04",425,921,65,506,412.0,2
739,"2023-05-05",94,684,76,90,17.0,1
740,"2023-05-05",96,605,46,229,9.0,2
741,"2023-05-06",12,991,436,317,4.0,1
742,"2023-05-06",516,989,80,738,402.0,2
743,"2023-05-07",255,697,255,291,188.0,1
744,"2023-05-07",101,288,33,143,101.0,2
745,"2023-05-08",22,286,119,38,17.0,1
746,"2023-05-08",520,664,194,310,405.0,2
747,"2023-05-09",31,538,164,120,10.0,1
748,"2023-05-09",5,549,266,38,1.0,2
749,"2023-05-10",185,793,370,361,183.0,1
750,"2023-05-10",27,220,102,105,16.0,2
751,"2023-05-11",412,807,431,67,220.0,1
752,"2023-05-11",159,993,549,333,132.0,2
753,"2023-05-12",131,887,160,522,81.0,1
754,"2023-05-12",502,788,96,115,500.0,2
755,"2023-05-13",740,851,500,257,669.0,1
756,"2023-05-13",17,360,204,22,16.0,2
757,"2023-05-14",467,744,277,395,376.0,1
758,"2023-05-14",354,566,331,230,160.0,2
759,"2023-05-15",193,349,43,82,84.0,1
760,"2023-05-15",347,846,71,224,129.0,2
761,"2023-05-16",166,330,189,39,22.0,1
762,"2023-05-16",451,959,172,299,350.0,2
763,"2023-05-17",228,692,337,44,189.0,1
764,"2023-05-17",805,821,48,87,756.0,2
765,"2023-05-18",19,696,326,20,10.0,1
766,"2023-05-18",264,397,171,216,135.0,2
767,"2023-05-19",162,842,488,316,97.0,1
768,"2023-05-19",144,402,28,197,135.0,2
769,"2023-05-20",35,292,138,70,20.0,1
770,"2023-05-20",480,591,115,33,330.0,2
771,"2023-05-21",488,713,94,51,322.0,1
772,"2023-05-21",235,238,11,195,7.0,2
773,"2023-05-22",489,853,55,279,120.0,1
774,"2023-05-22",19,257,78,27,5.0,2
775,"2023-05-23",301,630,54,216,108.0,1
776,"2023-05-23",549,753,352,178,58.0,2
777,"2023-05-24",79,729,117,130,26.0,1
778,"2023-05-24",380,718,394,3,264.0,2
779,"2023-05-25",269,734,143,328,20.0,1
780,"2023-05-25",449,990,50,620,300.0,2
781,"2023-05-26",187,247,94,25,95.0,1
782,"2023-05-26",387,419,152,40,289.0,2
783,"2023-05-27",8,702,303,315,3.0,1
784,"2023-05-27",137,979,224,389,94.0,2
785,"2023-05-28",128,357,139,41,102.0,1
786,"2023-05-28",191,759,59,159,169.0,2
787,"2023-05-29",533,787,445,188,70.0,1
788,"2023-05-29",144,256,58,133,7.0,2
789,"2023-05-30",673,674,215,282,494.0,1
790,"2023-05-30",450,761,56,329,168.0,2
791,"2023-05-31",314,691,230,278,79.0,1
792,"2023-05-31",220,415,183,217,137.0,2
793,"2023-06-01",118,861,158,202,29.0,1
794,"2023-06-01",485,619,22,378,422.0,2
795,"2023-06-02",389,736,274,431,247.0,1
796,"2023-06-02",98,309,4,172,83.0,2
797,"2023-06-03",108,382,34,218,26.0,1
798,"2023-06-03",410,884,230,227,304.0,2
799,"2023-06-04",432,443,115,121,270.0,1
800,"2023-06-04",119,206,15,63,74.0,2
801,"2023-06-05",249,428,215,160,39.0,1
802,"2023-06-05",359,531,186,270,143.0,2
803,"2023-06-06",389,593,17,252,82.0,1
804,"2023-06-06",187,816,420,162,146.0,2
805,"2023-06-07",360,563,88,460,73.0,1
806,"2023-06-07",170,225,63,24,130.0,2
807,"2023-06-08",514,630,299,159,366.0,1
808,"2023-06-08",340,411,177,30,232.0,2
809,"2023-06-09",471,611,286,214,384.0,1
810,"2023-06-09",198,498,284,91,9.0,2
811,"2023-06-10",129,280,95,106,68.0,1
812,"2023-06-10",799,956,357,449,79.0,2
813,"2023-06-11",353,805,407,362,189.0,1
814,"2023-06-11",275,800,470,197,97.0,2
815,"2023-06-12",249,283,35,125,84.0,1
816,"2023-06-12",112,291,12,259,11.0,2
817,"2023-06-13",788,869,151,468,241.0,1
818,"2023-06-13",366,388,218,91,121.0,2
819,"2023-06-14",341,417,147,47,121.0,1
820,"2023-06-14",434,512,296,25,328.0,2
821,"2023-06-15",234,690,230,162,56.0,1
822,"2023-06-15",387,835,497,12,38.0,2
823,"2023-06-16",248,379,42,320,189.0,1
824,"2023-06-16",345,672,78,426,282.0,2
825,"2023-06-17",566,743,57,71,396.0,1
826,"2023-06-17",492,521,171,198,154.0,2
827,"2023-06-18",494,588,22,150,355.0,1
828,"2023-06-18",258,415,244,48,57.0,2
829,"2023-06-19",565,861,396,458,229.0,1
830,"2023-06-19",560,804,145,281,32.0,2
831,"2023-06-20",175,278,40,197,74.0,1
832,"2023-06-20",439,672,254,8,326.0,2
833,"2023-06-21",383,616,331,196,334.0,1
834,"2023-06-21",333,855,191,80,168.0,2
835,"2023-06-22",131,392,136,135,43.0,1
836,"2023-06-22",544,951,392,32,351.0,2
837,"2023-06-23",87,754,448,230,9.0,1
838,"2023-06-23",1,277,39,42,0.0,2
839,"2023-06-24",410,528,160,135,87.0,1
840,"2023-06-24",466,651,167,453,191.0,2
841,"2023-06-25",581,625,46,324,87.0,1
842,"2023-06-25",547,837,121,5,217.0,2
843,"2023-06-26",536,781,464,80,11.0,1
844,"2023-06-26",130,361,165,56,115.0,2
845,"2023-06-27",103,636,100,260,60.0,1
846,"2023-06-27",602,811,460,198,321.0,2
847,"2023-06-28",37,849,212,335,12.0,1
848,"2023-06-28",149,277,4,45,122.0,2
849,"2023-06-29",41,261,84,46,33.0,1
850,"2023-06-29",401,827,279,138,246.0,2
851,"2023-06-30",139,821,66,19,85.0,1
852,"2023-06-30",322,577,45,353,29.0,2
853,"2023-07-01",805,944,290,484,175.0,1
854,"2023-07-01",207,246,97,128,158.0,2
855,"2023-07-02",146,318,169,116,72.0,1
856,"2023-07-02",173,221,29,9,53.0,2
857,"2023-07-03",267,915,520,219,39.0,1
858,"2023-07-03",362,983,390,241,275.0,2
859,"2023-07-04",15,464,111,139,10.0,1
860,"2023-07-04",255,790,329,204,175.0,2
861,"2023-07-05",112,424,254,41,66.0,1
862,"2023-07-05",718,879,188,537,436.0,2
863,"2023-07-06",205,530,302,83,188.0,1
864,"2023-07-06",577,752,367,101,255.0,2
865,"2023-07-07",450,666,125,164,240.0,1
866,"2023-07-07",56,293,68,29,28.0,2
867,"2023-07-08",2,525,254,108,1.0,1
868,"2023-07-08",157,936,542,181,96.0,2
869,"2023-07-09",649,878,422,408,478.0,1
870,"2023-07-09",200,326,53,220,36.0,2
871,"2023-07-10",222,734,283,234,136.0,1
872,"2023-07-10",3,278,84,22,0.0,2
873,"2023-07-11",109,320,48,79,67.0,1
874,"2023-07-11",173,446,13,20,65.0,2
875,"2023-07-12",45,946,225,345,44.0,1
876,"2023-07-12",110,438,234,186,29.0,2
877,"2023-07-13",186,294,1,270,73.0,1
878,"2023-07-13",435,722,104,547,162.0,2
879,"2023-07-14",89,744,390,346,60.0,1
880,"2023-07-14",201,254,112,112,195.0,2
881,"2023-07-15",520,608,137,462,121.0,1
882,"2023-07-15",52,202,14,139,12.0,2
883,"2023-07-16",123,861,90,590,93.0,1
884,"2023-07-16",120,357,194,31,32.0,2
885,"2023-07-17",515,987,442,436,368.0,1
886,"2023-07-17",216,512,199,4,184.0,2
887,"2023-07-18",368,396,160,103,306.0,1
888,"2023-07-18",24,344,159,120,17.0,2
889,"2023-07-19",381,461,232,198,166.0,1
890,"2023-07-19",501,866,496,137,311.0,2
891,"2023-07-20",186,246,21,67,60.0,1
892,"2023-07-20",212,245,34,37,168.0,2
893,"2023-07-21",834,891,465,162,351.0,1
894,"2023-07-21",9,345,203,113,3.0,2
895,"2023-07-22",141,543,154,29,45.0,1
896,"2023-07-22",49,908,443,17,15.0,2
897,"2023-07-23",13,213,103,73,6.0,1
898,"2023-07-23",849,947,524,129,812.0,2
899,"2023-07-24",391,420,112,155,113.0,1
900,"2023-07-24",293,628,285,149,26.0,2
901,"2023-07-25",307,333,104,224,285.0,1
902,"2023-07-25",526,592,234,311,64.0,2
903,"2023-07-26",333,393,184,36,317.0,1
904,"2023-07-26",463,597,215,53,80.0,2
905,"2023-07-27",168,213,29,94,155.0,1
906,"2023-07-27",25,575,79,268,11.0,2
907,"2023-07-28",452,942,564,18,446.0,1
908,"2023-07-28",299,930,258,278,116.0,2
909,"2023-07-29",661,854,238,257,587.0,1
910,"2023-07-29",354,644,56,266,51.0,2
911,"2023-07-30",97,831,494,324,35.0,1
912,"2023-07-30",501,535,148,285,385.0,2
913,"2023-07-31",560,908,107,227,169.0,1
914,"2023-07-31",337,793,90,405,254.0,2
915,"2023-08-01",94,668,263,392,42.0,1
916,"2023-08-01",288,679,39,406,112.0,2
917,"2023-08-02",349,739,433,287,173.0,1
918,"2023-08-02",94,288,60,186,32.0,2
919,"2023-08-03",222,266,128,63,175.0,1
920,"2023-08-03",124,307,23,108,91.0,2
921,"2023-08-04",96,503,191,116,57.0,1
922,"2023-08-04",710,812,374,325,389.0,2
923,"2023-08-05",89,673,46,438,10.0,1
924,"2023-08-05",161,739,119,315,95.0,2
925,"2023-08-06",66,605,86,31,13.0,1
926,"2023-08-06",278,407,62,129,7.0,2
927,"2023-08-07",203,239,112,10,64.0,1
928,"2023-08-07",155,753,331,361,63.0,2
929,"2023-08-08",133,567,105,116,60.0,1
930,"2023-08-08",501,601,2,471,372.0,2
931,"2023-08-09",245,653,373,45,243.0,1
932,"2023-08-09",203,264,40,93,90.0,2
933,"2023-08-10",17,420,201,55,2.0,1
934,"2023-08-10",242,973,239,58,50.0,2
935,"2023-08-11",793,816,393,150,26.0,1
936,"2023-08-11",189,264,111,102,22.0,2
937,"2023-08-12",125,714,108,458,17.0,1
938,"2023-08-12",452,457,264,185,267.0,2
939,"2023-08-13",272,729,226,271,263.0,1
940,"2023-08-13",642,721,219,114,144.0,2
941,"2023-08-14",399,401,233,9,174.0,1
942,"2023-08-14",492,964,315,211,308.0,2
943,"2023-08-15",120,368,10,91,115.0,1
944,"2023-08-15",620,872,514,225,267.0,2
945,"2023-08-16",259,683,257,328,79.0,1
946,"2023-08-16",551,863,339,340,153.0,2
947,"2023-08-17",116,299,113,109,109.0,1
948,"2023-08-17",392,487,26,234,244.0,2
949,"2023-08-18",64,212,39,170,26.0,1
950,"2023-08-18",249,316,60,194,90.0,2
951,"2023-08-19",152,218,8,67,141.0,1
952,"2023-08-19",272,432,248,4,52.0,2
953,"2023-08-20",178,611,103,329,33.0,1
954,"2023-08-20",775,995,187,401,173.0,2
955,"2023-08-21",42,385,23,12,0.0,1
956,"2023-08-21",106,244,78,125,54.0,2
957,"2023-08-22",227,232,29,22,48.0,1
958,"2023-08-22",173,490,5,215,50.0,2
959,"2023-08-23",616,851,183,420,506.0,1
960,"2023-08-23",49,408,121,78,12.0,2
961,"2023-08-24",646,748,346,280,354.0,1
962,"2023-08-24",320,990,105,764,173.0,2
963,"2023-08-25",619,648,68,14,295.0,1
964,"2023-08-25",234,360,53,35,190.0,2
965,"2023-08-26",59,824,78,437,28.0,1
966,"2023-08-26",313,355,37,173,300.0,2
967,"2023-08-27",300,433,206,81,260.0,1
968,"2023-08-27",586,780,85,72,71.0,2
969,"2023-08-28",404,534,182,11,121.0,1
970,"2023-08-28",133,632,75,200,87.0,2
971,"2023-08-29",57,635,327,299,52.0,1
972,"2023-08-29",79,264,6,32,53.0,2
973,"2023-08-30",305,999,328,661,126.0,1
974,"2023-08-30",0,951,420,132,0.0,2
975,"2023-08-31",463,893,486,381,43.0,1
976,"2023-08-31",414,580,334,116,26.0,2
977,"2023-09-01",24,409,134,129,3.0,1
978,"2023-09-01",17,818,365,89,10.0,2
979,"2023-09-02",187,700,343,320,180.0,1
980,"2023-09-02",139,620,142,26,26.0,2
981,"2023-09-03",443,755,319,335,161.0,1
982,"2023-09-03",660,707,219,367,286.0,2
983,"2023-09-04",374,842,101,110,122.0,1
984,"2023-09-04",60,644,186,208,50.0,2
985,"2023-09-05",91,393,95,144,48.0,1
986,"2023-09-05",482,982,357,399,479.0,2
987,"2023-09-06",189,404,210,66,180.0,1
988,"2023-09-06",433,581,336,58,290.0,2
989,"2023-09-07",579,912,240,665,288.0,1
990,"2023-09-07",472,524,163,333,382.0,2
991,"2023-09-08",892,929,189,576,396.0,1
992,"2023-09-08",453,961,191,308,133.0,2
993,"2023-09-09",26,427,8,363,26.0,1
994,"2023-09-09",346,770,422,136,266.0,2
995,"2023-09-10",121,785,17,390,52.0,1
996,"2023-09-10",96,286,112,170,37.0,2
997,"2023-09-11",11,287,114,10,6.0,1
998,"2023-09-11",630,883,330,538,558.0,2
999,"2023-09-12",179,592,210,231,125.0,1
1000,"2023-09-12",369,972,291,439,369.0,2
1001,"2023-09-13",88,562,127,236,55.0,1
1002,"2023-09-13",226,267,5,3,67.0,2
1003,"2023-09-14",151,922,37,99,109.0,1
1004,"2023-09-14",27,200,65,13,8.0,2
1005,"2023-09-15",89,573,145,415,1.0,1
1006,"2023-09-15",463,498,209,220,209.0,2
1007,"2023-09-16",14,229,50,148,0.0,1
1008,"2023-09-16",40,450,175,218,12.0,2
1009,"2023-09-17",248,639,373,217,179.0,1
1010,"2023-09-17",277,403,190,112,88.0,2
1011,"2023-09-18",535,734,100,578,311.0,1
1012,"2023-09-18",103,932,209,469,65.0,2
1013,"2023-09-19",155,332,81,246,144.0,1
1014,"2023-09-19",31,461,128,290,3.0,2
1015,"2023-09-20",454,472,31,419,264.0,1
1016,"2023-09-20",655,797,65,42,365.0,2
1017,"2023-09-21",265,818,126,130,261.0,1
1018,"2023-09-21",139,253,90,60,49.0,2
1019,"2023-09-22",517,706,380,50,142.0,1
1020,"2023-09-22",298,393,124,138,253.0,2
1021,"2023-09-23",76,220,128,4,71.0,1
1022,"2023-09-23",78,289,104,13,26.0,2
1023,"2023-09-24",214,427,205,216,24.0,1
1024,"2023-09-24",523,671,17,538,50.0,2
1025,"2023-09-25",72,203,86,71,11.0,1
1026,"2023-09-25",200,366,189,104,122.0,2
1027,"2023-09-26",252,601,192,231,157.0,1
1028,"2023-09-26",433,715,183,90,358.0,2
1029,"2023-09-27",712,861,432,166,578.0,1
1030,"2023-09-27",298,464,81,203,274.0,2
1031,"2023-09-28",459,786,186,506,323.0,1
1032,"2023-09-28",827,971,130,462,112.0,2
1033,"2023-09-29",401,488,201,166,72.0,1
1034,"2023-09-29",682,705,252,162,551.0,2
1035,"2023-09-30",32,798,221,227,4.0,1
1036,"2023-09-30",402,453,216,224,399.0,2
1037,"2023-10-01",373,623,17,283,149.0,1
1038,"2023-10-01",128,849,165,235,37.0,2
1039,"2023-10-02",271,288,33,102,204.0,1
1040,"2023-10-02",144,569,285,18,98.0,2
1041,"2023-10-03",487,594,326,5,188.0,1
1042,"2023-10-03",118,420,101,309,40.0,2
1043,"2023-10-04",197,627,199,88,159.0,1
1044,"2023-10-04",158,312,14,285,84.0,2
1045,"2023-10-05",684,770,399,299,16.0,1
1046,"2023-10-05",460,480,210,91,108.0,2
1047,"2023-10-06",513,742,343,205,435.0,1
1048,"2023-10-06",183,762,153,374,92.0,2
1049,"2023-10-07",101,857,501,91,48.0,1
1050,"2023-10-07",612,901,516,94,15.0,2
1051,"2023-10-08",223,400,36,191,38.0,1
1052,"2023-10-08",16,295,52,207,5.0,2
1053,"2023-10-09",450,770,28,433,401.0,1
1054,"2023-10-09",656,773,308,203,495.0,2
1055,"2023-10-10",303,806,480,21,94.0,1
1056,"2023-10-10",327,396,187,165,48.0,2
1057,"2023-10-11",340,402,206,32,39.0,1
1058,"2023-10-11",370,518,124,121,192.0,2
1059,"2023-10-12",586,624,36,57,580.0,1
1060,"2023-10-12",224,484,243,215,116.0,2
1061,"2023-10-13",503,583,233,285,46.0,1
1062,"2023-10-13",673,824,210,364,533.0,2
1063,"2023-10-14",86,822,481,224,11.0,1
1064,"2023-10-14",332,791,213,42,6.0,2
1065,"2023-10-15",434,495,80,258,371.0,1
1066,"2023-10-15",315,678,350,123,193.0,2
1067,"2023-10-16",628,850,420,385,175.0,1
1068,"2023-10-16",673,933,300,86,653.0,2
1069,"2023-10-17",342,589,195,110,127.0,1
1070,"2023-10-17",199,353,55,146,192.0,2
1071,"2023-10-18",192,280,53,88,149.0,1
1072,"2023-10-18",8,202,7,75,5.0,2
1073,"2023-10-19",224,241,137,2,109.0,1
1074,"2023-10-19",76,240,84,44,68.0,2
1075,"2023-10-20",230,597,119,209,221.0,1
1076,"2023-10-20",50,540,171,65,11.0,2
1077,"2023-10-21",11,229,66,128,7.0,1
1078,"2023-10-21",21,833,336,95,21.0,2
1079,"2023-10-22",1,600,121,362,0.0,1
1080,"2023-10-22",134,845,399,324,30.0,2
1081,"2023-10-23",215,852,109,224,205.0,1
1082,"2023-10-23",904,997,225,502,332.0,2
1083,"2023-10-24",857,963,231,677,326.0,1
1084,"2023-10-24",109,238,62,63,0.0,2
1085,"2023-10-25",158,472,154,20,0.0,1
1086,"2023-10-25",534,690,329,182,284.0,2
1087,"2023-10-26",286,833,348,396,199.0,1
1088,"2023-10-26",309,338,102,61,41.0,2
1089,"2023-10-27",739,784,321,254,439.0,1
1090,"2023-10-27",143,832,30,69,76.0,2
1091,"2023-10-28",753,814,178,508,521.0,1
1092,"2023-10-28",22,670,223,37,0.0,2
1093,"2023-10-29",268,568,27,356,193.0,1
1094,"2023-10-29",574,967,532,58,333.0,2
1095,"2023-10-30",228,758,139,299,131.0,1
1096,"2023-10-30",179,564,9,95,5.0,2
1097,"2023-10-31",161,482,201,146,66.0,1
1098,"2023-10-31",475,503,184,194,39.0,2
1099,"2023-11-01",210,358,116,169,28.0,1
1100,"2023-11-01",90,279,29,232,86.0,2
1101,"2023-11-02",222,298,133,66,125.0,1
1102,"2023-11-02",691,975,499,22,426.0,2
1103,"2023-11-03",205,294,142,46,118.0,1
1104,"2023-11-03",186,285,55,106,144.0,2
1105,"2023-11-04",59,353,122,73,53.0,1
1106,"2023-11-04",290,290,152,136,138.0,2
1107,"2023-11-05",91,249,99,10,9.0,1
1108,"2023-11-05",37,722,5,461,15.0,2
1109,"2023-11-06",431,618,354,76,367.0,1
1110,"2023-11-06",81,215,18,60,70.0,2
1111,"2023-11-07",268,364,191,86,146.0,1
1112,"2023-11-07",188,672,121,358,137.0,2
1113,"2023-11-08",52,862,15,246,2.0,1
1114,"2023-11-08",430,669,150,472,339.0,2
1115,"2023-11-09",272,397,179,60,104.0,1
1116,"2023-11-09",541,740,64,319,144.0,2
1117,"2023-11-10",125,651,259,202,4.0,1
1118,"2023-11-10",300,387,130,253,143.0,2
1119,"2023-11-11",348,597,38,428,45.0,1
1120,"2023-11-11",14,786,294,49,10.0,2
1121,"2023-11-12",78,251,3,219,38.0,1
1122,"2023-11-12",638,741,126,514,109.0,2
1123,"2023-11-13",768,838,4,309,89.0,1
1124,"2023-11-13",62,226,51,95,24.0,2
1125,"2023-11-14",87,460,105,0,67.0,1
1126,"2023-11-14",50,746,39,507,44.0,2
1127,"2023-11-15",163,746,2,159,138.0,1
1128,"2023-11-15",399,642,197,281,310.0,2
1129,"2023-11-16",57,964,441,82,40.0,1
1130,"2023-11-16",414,495,246,249,307.0,2
1131,"2023-11-17",38,200,84,24,13.0,1
1132,"2023-11-17",57,650,93,136,42.0,2
1133,"2023-11-18",273,312,0,104,201.0,1
1134,"2023-11-18",100,389,111,276,17.0,2
1135,"2023-11-19",437,768,353,319,259.0,1
1136,"2023-11-19",470,670,196,7,256.0,2
1137,"2023-11-20",553,690,285,67,153.0,1
1138,"2023-11-20",297,564,125,175,111.0,2
1139,"2023-11-21",33,207,88,42,6.0,1
1140,"2023-11-21",742,878,129,176,586.0,2
1141,"2023-11-22",145,378,217,85,16.0,1
1142,"2023-11-22",856,921,187,273,824.0,2
1143,"2023-11-23",166,774,434,231,58.0,1
1144,"2023-11-23",700,741,162,201,420.0,2
1145,"2023-11-24",140,765,326,89,18.0,1
1146,"2023-11-24",63,325,125,136,57.0,2
1147,"2023-11-25",682,876,50,251,475.0,1
1148,"2023-11-25",120,868,326,108,15.0,2
1149,"2023-11-26",402,638,330,156,35.0,1
1150,"2023-11-26",283,390,125,105,55.0,2
1151,"2023-11-27",206,745,269,230,201.0,1
1152,"2023-11-27",346,730,153,101,160.0,2
