"md_id","busi_time","type_name","name","due_cnt","overdue_cnt","serious_overdue_cnt","avg_overdue_time"
1931,"2022-12-01",2,受理中,117,34,9,37.24
1932,"2022-12-01",2,办理中,137,24,23,59.57
1933,"2022-12-01",2,审核中,181,64,59,20.51
1934,"2022-12-01",2,待归档,186,54,39,36.75
1935,"2022-12-01",2,已回访,195,85,56,28.65
1936,"2022-12-02",1,一般,168,78,8,43.15
1937,"2022-12-02",1,紧急,80,23,7,49.1
1938,"2022-12-02",1,特急,145,22,14,25.97
1939,"2022-12-02",1,应急事件,89,17,15,37.89
1940,"2022-12-02",2,受理中,177,69,29,39.71
1941,"2022-12-02",2,办理中,129,55,39,31.34
1942,"2022-12-02",2,审核中,190,17,13,36.11
1943,"2022-12-02",2,待归档,106,37,21,49.91
1944,"2022-12-02",2,已回访,194,61,3,15.88
1945,"2022-12-03",1,一般,148,54,44,50.67
1946,"2022-12-03",1,紧急,179,66,2,57.44
1947,"2022-12-03",1,特急,143,15,4,24.55
1948,"2022-12-03",1,应急事件,198,64,2,54.78
1949,"2022-12-03",2,受理中,89,28,17,10.47
1950,"2022-12-03",2,办理中,86,14,5,58.18
1951,"2022-12-03",2,审核中,123,58,56,25.51
1952,"2022-12-03",2,待归档,96,11,10,27.18
1953,"2022-12-03",2,已回访,83,21,13,57.74
1954,"2022-12-04",1,一般,182,71,12,33.05
1955,"2022-12-04",1,紧急,193,78,48,48.68
1956,"2022-12-04",1,特急,177,69,19,37.11
1957,"2022-12-04",1,应急事件,119,30,9,48.26
1958,"2022-12-04",2,受理中,87,15,4,45.76
1959,"2022-12-04",2,办理中,146,72,43,28.54
1960,"2022-12-04",2,审核中,170,58,50,26.81
1961,"2022-12-04",2,待归档,178,71,41,34.94
1962,"2022-12-04",2,已回访,189,53,49,17.47
1963,"2022-12-05",1,一般,190,75,57,29.67
1964,"2022-12-05",1,紧急,113,31,20,38.55
1965,"2022-12-05",1,特急,169,56,0,39.16
1966,"2022-12-05",1,应急事件,191,29,11,13.42
1967,"2022-12-05",2,受理中,148,61,19,45.8
1968,"2022-12-05",2,办理中,94,34,20,28.86
1969,"2022-12-05",2,审核中,137,63,41,23.59
1970,"2022-12-05",2,待归档,170,39,35,55.25
1971,"2022-12-05",2,已回访,151,60,47,54.47
1972,"2022-12-06",1,一般,189,58,46,55.2
1973,"2022-12-06",1,紧急,177,79,8,58.97
1974,"2022-12-06",1,特急,115,56,23,46.28
1975,"2022-12-06",1,应急事件,154,17,11,42.24
1976,"2022-12-06",2,受理中,127,49,6,59.41
1977,"2022-12-06",2,办理中,188,66,14,53.99
1978,"2022-12-06",2,审核中,118,11,8,11.29
1979,"2022-12-06",2,待归档,160,64,13,51.57
1980,"2022-12-06",2,已回访,127,56,33,30.6
1981,"2022-12-07",1,一般,150,48,22,37.73
1982,"2022-12-07",1,紧急,164,40,10,37.61
1983,"2022-12-07",1,特急,157,65,14,30.22
1984,"2022-12-07",1,应急事件,90,24,0,42.08
1985,"2022-12-07",2,受理中,106,52,4,47.83
1986,"2022-12-07",2,办理中,101,48,45,11.78
1987,"2022-12-07",2,审核中,120,34,5,58.21
1988,"2022-12-07",2,待归档,127,11,0,18.01
1989,"2022-12-07",2,已回访,89,12,10,13.21
1990,"2022-12-08",1,一般,158,42,12,25.35
1991,"2022-12-08",1,紧急,137,67,42,33.31
1992,"2022-12-08",1,特急,128,29,5,28.33
1993,"2022-12-08",1,应急事件,105,45,43,20.91
1994,"2022-12-08",2,受理中,197,82,25,36.89
1995,"2022-12-08",2,办理中,151,28,9,52.18
1996,"2022-12-08",2,审核中,83,13,10,42.43
1997,"2022-12-08",2,待归档,136,52,35,50.22
1998,"2022-12-08",2,已回访,153,26,9,20.79
1999,"2022-12-09",1,一般,116,30,24,14.46
2000,"2022-12-09",1,紧急,121,14,6,11.74
2001,"2022-12-09",1,特急,111,25,8,50.22
2002,"2022-12-09",1,应急事件,157,58,41,42.87
2003,"2022-12-09",2,受理中,155,32,23,42.63
2004,"2022-12-09",2,办理中,103,48,23,32.59
2005,"2022-12-09",2,审核中,188,40,29,53.43
2006,"2022-12-09",2,待归档,105,34,10,39.46
2007,"2022-12-09",2,已回访,152,71,23,44.78
2008,"2022-12-10",1,一般,110,28,1,42.06
2009,"2022-12-10",1,紧急,161,11,6,44.18
2010,"2022-12-10",1,特急,127,10,5,48.78
2011,"2022-12-10",1,应急事件,150,25,17,54.09
2012,"2022-12-10",2,受理中,131,11,7,16.3
2013,"2022-12-10",2,办理中,104,39,15,41.19
2014,"2022-12-10",2,审核中,104,29,3,51.76
2015,"2022-12-10",2,待归档,159,15,3,12.87
2016,"2022-12-10",2,已回访,146,37,6,15.35
2017,"2022-12-11",1,一般,177,57,36,43.65
2018,"2022-12-11",1,紧急,131,59,38,18.38
2019,"2022-12-11",1,特急,175,23,6,40.92
2020,"2022-12-11",1,应急事件,92,30,18,30.19
2021,"2022-12-11",2,受理中,105,20,9,40.93
2022,"2022-12-11",2,办理中,84,15,8,19.09
2023,"2022-12-11",2,审核中,147,40,2,35.05
2024,"2022-12-11",2,待归档,115,26,7,45.41
2025,"2022-12-11",2,已回访,89,40,3,49.02
2026,"2022-12-12",1,一般,154,54,16,20.44
2027,"2022-12-12",1,紧急,160,53,15,23.6
2028,"2022-12-12",1,特急,194,66,50,10.76
2029,"2022-12-12",1,应急事件,82,28,6,21.57
2030,"2022-12-12",2,受理中,152,17,11,35.15
2031,"2022-12-12",2,办理中,167,46,37,30.12
2032,"2022-12-12",2,审核中,100,26,19,19.06
2033,"2022-12-12",2,待归档,107,32,25,22.19
2034,"2022-12-12",2,已回访,122,36,6,19.9
2035,"2022-12-13",1,一般,81,22,10,36.62
2036,"2022-12-13",1,紧急,106,15,12,51.57
2037,"2022-12-13",1,特急,136,13,7,32.97
2038,"2022-12-13",1,应急事件,98,24,22,16.6
2039,"2022-12-13",2,受理中,98,21,18,35.71
2040,"2022-12-13",2,办理中,122,36,0,15.96
2041,"2022-12-13",2,审核中,136,19,15,49.85
2042,"2022-12-13",2,待归档,80,27,2,19.71
2043,"2022-12-13",2,已回访,176,23,6,13.88
2044,"2022-12-14",1,一般,126,41,14,21.08
2045,"2022-12-14",1,紧急,124,28,25,53.31
2046,"2022-12-14",1,特急,128,37,28,22.65
2047,"2022-12-14",1,应急事件,108,37,12,47.89
2048,"2022-12-14",2,受理中,131,44,0,47.1
2049,"2022-12-14",2,办理中,115,36,20,18.19
2050,"2022-12-14",2,审核中,170,69,46,43.89
2051,"2022-12-14",2,待归档,191,63,2,49.5
2052,"2022-12-14",2,已回访,189,57,52,38.95
2053,"2022-12-15",1,一般,103,21,20,42.24
2054,"2022-12-15",1,紧急,168,75,17,54.27
2055,"2022-12-15",1,特急,107,13,8,57.79
2056,"2022-12-15",1,应急事件,122,14,10,59.22
2057,"2022-12-15",2,受理中,143,65,8,52.97
2058,"2022-12-15",2,办理中,193,45,18,52.35
2059,"2022-12-15",2,审核中,112,33,26,46.71
2060,"2022-12-15",2,待归档,124,44,32,36.74
2061,"2022-12-15",2,已回访,149,57,27,25.13
2062,"2022-12-16",1,一般,106,27,4,17.42
2063,"2022-12-16",1,紧急,200,75,12,44.29
2064,"2022-12-16",1,特急,115,30,22,53.59
2065,"2022-12-16",1,应急事件,154,19,15,17.99
2066,"2022-12-16",2,受理中,166,54,44,15.7
2067,"2022-12-16",2,办理中,164,10,9,25.23
2068,"2022-12-16",2,审核中,166,21,2,57.35
2069,"2022-12-16",2,待归档,166,18,10,11.09
2070,"2022-12-16",2,已回访,170,53,42,42.36
2071,"2022-12-17",1,一般,165,66,57,49.73
2072,"2022-12-17",1,紧急,138,49,48,15.44
2073,"2022-12-17",1,特急,199,61,41,14.94
2074,"2022-12-17",1,应急事件,146,40,0,59.0
2075,"2022-12-17",2,受理中,184,66,1,25.36
2076,"2022-12-17",2,办理中,157,59,35,42.65
2077,"2022-12-17",2,审核中,81,25,16,35.73
2078,"2022-12-17",2,待归档,162,24,3,48.19
2079,"2022-12-17",2,已回访,189,63,47,57.07
2080,"2022-12-18",1,一般,148,60,27,14.09
2081,"2022-12-18",1,紧急,160,63,2,19.11
2082,"2022-12-18",1,特急,106,24,14,29.99
2083,"2022-12-18",1,应急事件,199,43,30,49.57
2084,"2022-12-18",2,受理中,102,20,8,51.13
2085,"2022-12-18",2,办理中,104,18,2,16.43
2086,"2022-12-18",2,审核中,102,10,1,24.1
2087,"2022-12-18",2,待归档,164,49,34,40.25
2088,"2022-12-18",2,已回访,173,72,20,40.08
2089,"2022-12-19",1,一般,161,16,1,55.32
2090,"2022-12-19",1,紧急,118,29,2,54.01
2091,"2022-12-19",1,特急,122,31,3,32.61
2092,"2022-12-19",1,应急事件,189,47,19,32.34
2093,"2022-12-19",2,受理中,127,24,23,19.52
2094,"2022-12-19",2,办理中,145,69,6,49.92
2095,"2022-12-19",2,审核中,80,14,4,43.57
2096,"2022-12-19",2,待归档,166,67,24,33.77
2097,"2022-12-19",2,已回访,156,67,43,38.49
2098,"2022-12-20",1,一般,138,47,15,48.23
2099,"2022-12-20",1,紧急,198,32,23,48.19
2100,"2022-12-20",1,特急,91,29,8,42.06
2101,"2022-12-20",1,应急事件,113,53,18,22.02
2102,"2022-12-20",2,受理中,147,40,1,36.21
2103,"2022-12-20",2,办理中,178,64,1,12.84
2104,"2022-12-20",2,审核中,167,77,64,26.52
2105,"2022-12-20",2,待归档,80,17,13,51.19
2106,"2022-12-20",2,已回访,103,14,5,57.41
2107,"2022-12-21",1,一般,103,20,10,15.77
2108,"2022-12-21",1,紧急,172,61,29,57.34
2109,"2022-12-21",1,特急,172,44,3,13.39
2110,"2022-12-21",1,应急事件,162,23,11,14.97
2111,"2022-12-21",2,受理中,189,14,4,54.03
2112,"2022-12-21",2,办理中,161,11,2,32.68
2113,"2022-12-21",2,审核中,168,37,29,40.44
2114,"2022-12-21",2,待归档,176,16,15,24.91
2115,"2022-12-21",2,已回访,114,14,7,12.09
2116,"2022-12-22",1,一般,176,52,39,40.06
2117,"2022-12-22",1,紧急,154,27,15,39.39
2118,"2022-12-22",1,特急,94,38,0,13.71
2119,"2022-12-22",1,应急事件,84,17,2,57.16
2120,"2022-12-22",2,受理中,112,32,9,28.25
2121,"2022-12-22",2,办理中,192,37,8,10.56
2122,"2022-12-22",2,审核中,86,29,14,24.71
2123,"2022-12-22",2,待归档,83,15,7,50.43
2124,"2022-12-22",2,已回访,109,31,5,11.24
2125,"2022-12-23",1,一般,197,61,31,46.5
2126,"2022-12-23",1,紧急,105,15,8,19.19
2127,"2022-12-23",1,特急,92,12,7,27.33
2128,"2022-12-23",1,应急事件,140,45,22,53.19
2129,"2022-12-23",2,受理中,194,38,36,40.18
2130,"2022-12-23",2,办理中,135,11,2,59.88
2131,"2022-12-23",2,审核中,129,44,9,44.84
2132,"2022-12-23",2,待归档,155,36,28,28.48
2133,"2022-12-23",2,已回访,185,76,17,55.52
2134,"2022-12-24",1,一般,91,10,6,19.82
2135,"2022-12-24",1,紧急,114,20,5,34.32
2136,"2022-12-24",1,特急,120,24,2,32.41
2137,"2022-12-24",1,应急事件,100,15,5,30.36
2138,"2022-12-24",2,受理中,168,69,10,16.8
2139,"2022-12-24",2,办理中,163,29,4,58.0
2140,"2022-12-24",2,审核中,124,10,0,23.13
2141,"2022-12-24",2,待归档,157,27,6,36.14
2142,"2022-12-24",2,已回访,128,12,8,50.85
2143,"2022-12-25",1,一般,120,21,15,21.37
2144,"2022-12-25",1,紧急,150,30,27,21.24
2145,"2022-12-25",1,特急,186,80,39,50.39
2146,"2022-12-25",1,应急事件,151,39,13,51.06
2147,"2022-12-25",2,受理中,139,53,15,20.65
2148,"2022-12-25",2,办理中,150,36,8,58.47
2149,"2022-12-25",2,审核中,112,43,24,28.93
2150,"2022-12-25",2,待归档,92,43,36,32.03
2151,"2022-12-25",2,已回访,162,49,41,11.64
2152,"2022-12-26",1,一般,196,40,36,36.02
2153,"2022-12-26",1,紧急,132,59,26,41.7
2154,"2022-12-26",1,特急,196,20,7,27.31
2155,"2022-12-26",1,应急事件,142,13,9,30.86
2156,"2022-12-26",2,受理中,172,57,8,36.3
2157,"2022-12-26",2,办理中,155,26,9,20.65
2158,"2022-12-26",2,审核中,100,37,34,55.51
2159,"2022-12-26",2,待归档,142,64,19,36.53
2160,"2022-12-26",2,已回访,166,48,38,26.59
2161,"2022-12-27",1,一般,199,79,39,55.09
2162,"2022-12-27",1,紧急,143,32,11,57.55
2163,"2022-12-27",1,特急,81,37,7,36.46
2164,"2022-12-27",1,应急事件,90,32,25,35.83
2165,"2022-12-27",2,受理中,173,48,24,29.95
2166,"2022-12-27",2,办理中,145,23,11,47.59
2167,"2022-12-27",2,审核中,145,44,1,18.5
2168,"2022-12-27",2,待归档,186,67,42,28.56
2169,"2022-12-27",2,已回访,85,16,0,51.19
2170,"2022-12-28",1,一般,99,17,11,34.31
2171,"2022-12-28",1,紧急,166,77,24,38.79
2172,"2022-12-28",1,特急,196,11,1,42.96
2173,"2022-12-28",1,应急事件,121,35,23,22.8
2174,"2022-12-28",2,受理中,116,27,25,40.51
2175,"2022-12-28",2,办理中,83,21,14,20.81
2176,"2022-12-28",2,审核中,179,50,12,12.1
2177,"2022-12-28",2,待归档,149,38,16,37.3
2178,"2022-12-28",2,已回访,127,21,10,31.51
2179,"2022-12-29",1,一般,107,23,7,26.11
2180,"2022-12-29",1,紧急,160,40,37,17.34
2181,"2022-12-29",1,特急,97,16,3,13.55
2182,"2022-12-29",1,应急事件,175,74,71,12.36
2183,"2022-12-29",2,受理中,164,62,25,35.08
2184,"2022-12-29",2,办理中,131,26,12,27.55
2185,"2022-12-29",2,审核中,91,16,13,25.05
2186,"2022-12-29",2,待归档,189,62,44,50.11
2187,"2022-12-29",2,已回访,182,62,12,19.94
2188,"2022-12-30",1,一般,98,41,25,17.39
2189,"2022-12-30",1,紧急,136,34,18,16.73
2190,"2022-12-30",1,特急,173,72,59,26.78
2191,"2022-12-30",1,应急事件,101,10,7,33.65
2192,"2022-12-30",2,受理中,197,46,4,10.34
2193,"2022-12-30",2,办理中,176,12,8,11.94
2194,"2022-12-30",2,审核中,140,41,36,57.88
2195,"2022-12-30",2,待归档,111,41,5,39.35
2196,"2022-12-30",2,已回访,94,34,10,52.87
2197,"2022-12-31",1,一般,96,21,3,32.75
2198,"2022-12-31",1,紧急,106,10,7,26.7
2199,"2022-12-31",1,特急,136,56,4,21.96
2200,"2022-12-31",1,应急事件,90,24,16,10.69
2201,"2022-12-31",2,受理中,157,10,4,52.56
2202,"2022-12-31",2,办理中,195,57,26,29.79
2203,"2022-12-31",2,审核中,84,24,12,24.23
2204,"2022-12-31",2,待归档,124,45,41,45.81
2205,"2022-12-31",2,已回访,140,56,24,37.32
2206,"2023-01-01",1,一般,135,17,2,58.95
2207,"2023-01-01",1,紧急,143,30,3,43.59
2208,"2023-01-01",1,特急,186,90,43,37.02
2209,"2023-01-01",1,应急事件,80,14,11,25.28
2210,"2023-01-01",2,受理中,178,41,12,50.51
2211,"2023-01-01",2,办理中,128,17,4,25.13
2212,"2023-01-01",2,审核中,81,12,11,30.73
2213,"2023-01-01",2,待归档,168,30,11,16.74
2214,"2023-01-01",2,已回访,171,41,11,56.55
2215,"2023-01-02",1,一般,179,30,19,37.08
2216,"2023-01-02",1,紧急,190,46,34,51.13
2217,"2023-01-02",1,特急,144,10,1,49.5
2218,"2023-01-02",1,应急事件,121,12,10,28.8
2219,"2023-01-02",2,受理中,99,10,9,57.83
2220,"2023-01-02",2,办理中,98,40,37,38.5
2221,"2023-01-02",2,审核中,84,34,11,24.33
2222,"2023-01-02",2,待归档,182,52,28,22.13
2223,"2023-01-02",2,已回访,192,66,35,40.41
2224,"2023-01-03",1,一般,113,35,8,37.05
2225,"2023-01-03",1,紧急,143,66,33,50.69
2226,"2023-01-03",1,特急,118,44,0,48.86
2227,"2023-01-03",1,应急事件,149,72,44,59.49
2228,"2023-01-03",2,受理中,97,19,0,26.61
2229,"2023-01-03",2,办理中,178,84,77,24.3
2230,"2023-01-03",2,审核中,132,63,34,50.71
2231,"2023-01-03",2,待归档,120,28,26,50.45
2232,"2023-01-03",2,已回访,123,53,40,41.07
2233,"2023-01-04",1,一般,189,54,35,20.77
2234,"2023-01-04",1,紧急,153,53,31,52.11
2235,"2023-01-04",1,特急,155,76,8,39.83
2236,"2023-01-04",1,应急事件,176,21,5,25.39
2237,"2023-01-04",2,受理中,154,71,56,51.14
2238,"2023-01-04",2,办理中,174,46,12,58.67
2239,"2023-01-04",2,审核中,194,15,10,53.03
2240,"2023-01-04",2,待归档,121,58,50,24.83
2241,"2023-01-04",2,已回访,114,43,1,45.35
2242,"2023-01-05",1,一般,90,14,6,18.9
2243,"2023-01-05",1,紧急,85,18,2,26.61
2244,"2023-01-05",1,特急,171,21,11,17.98
2245,"2023-01-05",1,应急事件,109,30,16,21.96
2246,"2023-01-05",2,受理中,164,48,7,26.9
2247,"2023-01-05",2,办理中,159,31,17,54.91
2248,"2023-01-05",2,审核中,189,53,0,27.4
2249,"2023-01-05",2,待归档,171,42,10,57.44
2250,"2023-01-05",2,已回访,92,17,4,11.74
2251,"2023-01-06",1,一般,144,34,17,12.77
2252,"2023-01-06",1,紧急,100,35,6,59.66
2253,"2023-01-06",1,特急,163,53,36,24.14
2254,"2023-01-06",1,应急事件,86,28,16,56.73
2255,"2023-01-06",2,受理中,140,25,3,32.58
2256,"2023-01-06",2,办理中,144,58,22,55.51
2257,"2023-01-06",2,审核中,170,58,42,52.46
2258,"2023-01-06",2,待归档,172,59,14,10.62
2259,"2023-01-06",2,已回访,160,49,16,33.94
2260,"2023-01-07",1,一般,115,22,3,47.89
2261,"2023-01-07",1,紧急,163,51,50,39.21
2262,"2023-01-07",1,特急,120,49,3,30.78
2263,"2023-01-07",1,应急事件,136,63,32,54.65
2264,"2023-01-07",2,受理中,137,22,13,31.27
2265,"2023-01-07",2,办理中,196,68,34,11.85
2266,"2023-01-07",2,审核中,199,72,26,57.55
2267,"2023-01-07",2,待归档,195,68,28,15.05
2268,"2023-01-07",2,已回访,112,11,9,16.94
2269,"2023-01-08",1,一般,121,44,41,30.59
2270,"2023-01-08",1,紧急,126,56,29,49.27
2271,"2023-01-08",1,特急,168,70,38,47.61
2272,"2023-01-08",1,应急事件,122,49,36,29.68
2273,"2023-01-08",2,受理中,171,31,2,12.52
2274,"2023-01-08",2,办理中,110,34,33,41.01
2275,"2023-01-08",2,审核中,140,25,23,28.24
2276,"2023-01-08",2,待归档,112,13,5,25.1
2277,"2023-01-08",2,已回访,133,38,13,37.35
2278,"2023-01-09",1,一般,123,20,16,32.94
2279,"2023-01-09",1,紧急,152,19,14,50.49
2280,"2023-01-09",1,特急,91,30,7,40.02
2281,"2023-01-09",1,应急事件,166,70,24,43.04
2282,"2023-01-09",2,受理中,160,79,62,38.01
2283,"2023-01-09",2,办理中,156,62,57,10.87
2284,"2023-01-09",2,审核中,178,67,37,55.45
2285,"2023-01-09",2,待归档,178,79,23,53.26
2286,"2023-01-09",2,已回访,156,10,1,38.79
2287,"2023-01-10",1,一般,108,42,32,25.63
2288,"2023-01-10",1,紧急,141,68,17,17.05
2289,"2023-01-10",1,特急,122,42,39,59.8
2290,"2023-01-10",1,应急事件,184,42,0,48.97
2291,"2023-01-10",2,受理中,172,57,46,40.64
2292,"2023-01-10",2,办理中,99,39,22,15.89
2293,"2023-01-10",2,审核中,140,61,38,18.0
2294,"2023-01-10",2,待归档,116,29,4,40.17
2295,"2023-01-10",2,已回访,195,48,16,19.51
2296,"2023-01-11",1,一般,95,41,7,58.08
2297,"2023-01-11",1,紧急,168,51,47,19.95
2298,"2023-01-11",1,特急,149,59,24,24.19
2299,"2023-01-11",1,应急事件,198,51,33,21.04
2300,"2023-01-11",2,受理中,123,14,3,25.03
2301,"2023-01-11",2,办理中,149,49,27,26.5
2302,"2023-01-11",2,审核中,136,38,26,42.17
2303,"2023-01-11",2,待归档,94,38,32,47.52
2304,"2023-01-11",2,已回访,129,53,15,52.7
2305,"2023-01-12",1,一般,86,18,12,50.6
2306,"2023-01-12",1,紧急,190,18,10,49.09
2307,"2023-01-12",1,特急,159,20,5,46.0
2308,"2023-01-12",1,应急事件,165,81,17,50.09
2309,"2023-01-12",2,受理中,198,40,23,46.17
2310,"2023-01-12",2,办理中,126,12,9,54.61
2311,"2023-01-12",2,审核中,108,36,26,25.7
2312,"2023-01-12",2,待归档,119,14,6,37.7
2313,"2023-01-12",2,已回访,90,40,25,45.72
2314,"2023-01-13",1,一般,123,50,30,27.42
2315,"2023-01-13",1,紧急,152,30,18,36.78
2316,"2023-01-13",1,特急,179,62,11,54.73
2317,"2023-01-13",1,应急事件,150,36,22,12.45
2318,"2023-01-13",2,受理中,175,43,21,18.94
2319,"2023-01-13",2,办理中,174,37,36,48.67
2320,"2023-01-13",2,审核中,105,37,21,12.08
2321,"2023-01-13",2,待归档,117,14,3,24.9
2322,"2023-01-13",2,已回访,183,43,26,18.13
2323,"2023-01-14",1,一般,200,71,50,47.59
2324,"2023-01-14",1,紧急,143,21,16,16.13
2325,"2023-01-14",1,特急,122,53,1,52.44
2326,"2023-01-14",1,应急事件,115,19,11,52.91
2327,"2023-01-14",2,受理中,95,46,26,21.26
2328,"2023-01-14",2,办理中,150,29,19,56.5
2329,"2023-01-14",2,审核中,156,68,40,26.03
2330,"2023-01-14",2,待归档,149,44,6,27.83
2331,"2023-01-14",2,已回访,104,26,6,14.65
2332,"2023-01-15",1,一般,145,57,54,41.52
2333,"2023-01-15",1,紧急,114,24,18,15.28
2334,"2023-01-15",1,特急,91,16,8,43.3
2335,"2023-01-15",1,应急事件,111,46,2,34.4
2336,"2023-01-15",2,受理中,166,76,4,11.09
2337,"2023-01-15",2,办理中,151,11,10,43.85
2338,"2023-01-15",2,审核中,189,31,7,53.18
2339,"2023-01-15",2,待归档,163,65,30,41.44
2340,"2023-01-15",2,已回访,91,18,0,14.89
2341,"2023-01-16",1,一般,90,19,12,48.74
2342,"2023-01-16",1,紧急,157,66,0,40.42
2343,"2023-01-16",1,特急,99,43,6,27.73
2344,"2023-01-16",1,应急事件,148,73,18,24.57
2345,"2023-01-16",2,受理中,168,77,12,44.11
2346,"2023-01-16",2,办理中,91,16,5,34.1
2347,"2023-01-16",2,审核中,192,19,4,33.06
2348,"2023-01-16",2,待归档,191,55,45,46.09
2349,"2023-01-16",2,已回访,144,54,25,16.45
2350,"2023-01-17",1,一般,108,16,4,20.48
2351,"2023-01-17",1,紧急,132,65,45,54.46
2352,"2023-01-17",1,特急,174,57,35,50.72
2353,"2023-01-17",1,应急事件,167,75,67,24.32
2354,"2023-01-17",2,受理中,161,76,50,35.62
2355,"2023-01-17",2,办理中,143,27,11,26.69
2356,"2023-01-17",2,审核中,85,17,6,54.99
2357,"2023-01-17",2,待归档,89,16,12,42.62
2358,"2023-01-17",2,已回访,116,11,5,14.95
2359,"2023-01-18",1,一般,142,20,17,19.55
2360,"2023-01-18",1,紧急,129,46,8,13.08
2361,"2023-01-18",1,特急,137,30,29,25.73
2362,"2023-01-18",1,应急事件,133,36,34,20.35
2363,"2023-01-18",2,受理中,100,25,18,42.01
2364,"2023-01-18",2,办理中,117,57,49,52.79
2365,"2023-01-18",2,审核中,121,13,4,50.67
2366,"2023-01-18",2,待归档,133,61,20,40.17
2367,"2023-01-18",2,已回访,110,18,6,16.47
2368,"2023-01-19",1,一般,167,49,41,20.97
2369,"2023-01-19",1,紧急,174,33,26,32.41
2370,"2023-01-19",1,特急,179,16,1,12.54
2371,"2023-01-19",1,应急事件,199,94,90,17.22
2372,"2023-01-19",2,受理中,190,26,8,31.3
2373,"2023-01-19",2,办理中,141,36,11,53.42
2374,"2023-01-19",2,审核中,88,23,1,22.07
2375,"2023-01-19",2,待归档,178,11,4,54.81
2376,"2023-01-19",2,已回访,114,47,23,27.18
2377,"2023-01-20",1,一般,123,14,13,36.8
2378,"2023-01-20",1,紧急,130,34,13,36.23
2379,"2023-01-20",1,特急,85,35,5,56.55
2380,"2023-01-20",1,应急事件,96,41,1,19.5
2381,"2023-01-20",2,受理中,92,17,7,50.2
2382,"2023-01-20",2,办理中,95,20,3,19.69
2383,"2023-01-20",2,审核中,184,30,13,38.08
2384,"2023-01-20",2,待归档,100,27,9,10.95
2385,"2023-01-20",2,已回访,197,34,15,24.6
2386,"2023-01-21",1,一般,150,19,14,46.77
2387,"2023-01-21",1,紧急,154,14,11,19.05
2388,"2023-01-21",1,特急,126,36,23,44.97
2389,"2023-01-21",1,应急事件,88,10,6,10.61
2390,"2023-01-21",2,受理中,182,20,15,59.94
2391,"2023-01-21",2,办理中,118,57,22,14.32
2392,"2023-01-21",2,审核中,126,42,7,54.48
2393,"2023-01-21",2,待归档,92,42,32,43.12
2394,"2023-01-21",2,已回访,106,42,0,22.47
2395,"2023-01-22",1,一般,149,27,17,16.1
2396,"2023-01-22",1,紧急,148,51,13,48.43
2397,"2023-01-22",1,特急,128,54,39,28.92
2398,"2023-01-22",1,应急事件,98,42,41,30.64
2399,"2023-01-22",2,受理中,120,33,1,40.79
2400,"2023-01-22",2,办理中,142,43,41,55.37
2401,"2023-01-22",2,审核中,114,37,33,56.87
2402,"2023-01-22",2,待归档,98,33,26,54.63
2403,"2023-01-22",2,已回访,109,19,6,23.6
2404,"2023-01-23",1,一般,178,39,7,44.98
2405,"2023-01-23",1,紧急,155,75,55,28.97
2406,"2023-01-23",1,特急,199,76,57,22.45
2407,"2023-01-23",1,应急事件,194,25,20,35.31
2408,"2023-01-23",2,受理中,200,95,93,34.45
2409,"2023-01-23",2,办理中,132,64,32,24.15
2410,"2023-01-23",2,审核中,122,14,9,50.1
2411,"2023-01-23",2,待归档,137,10,0,24.99
2412,"2023-01-23",2,已回访,148,67,46,48.16
2413,"2023-01-24",1,一般,188,22,4,51.0
2414,"2023-01-24",1,紧急,147,69,19,24.32
2415,"2023-01-24",1,特急,124,24,15,39.4
2416,"2023-01-24",1,应急事件,99,42,38,45.47
2417,"2023-01-24",2,受理中,191,41,1,51.41
2418,"2023-01-24",2,办理中,102,37,34,46.86
2419,"2023-01-24",2,审核中,107,30,10,42.26
2420,"2023-01-24",2,待归档,162,19,16,11.97
2421,"2023-01-24",2,已回访,109,34,2,49.3
2422,"2023-01-25",1,一般,159,40,4,57.47
2423,"2023-01-25",1,紧急,195,18,17,55.93
2424,"2023-01-25",1,特急,120,19,8,25.83
2425,"2023-01-25",1,应急事件,86,25,14,36.56
2426,"2023-01-25",2,受理中,192,86,65,34.48
2427,"2023-01-25",2,办理中,128,19,10,37.76
2428,"2023-01-25",2,审核中,138,21,4,46.26
2429,"2023-01-25",2,待归档,191,66,44,16.4
2430,"2023-01-25",2,已回访,128,11,8,50.19
2431,"2023-01-26",1,一般,136,63,14,53.79
2432,"2023-01-26",1,紧急,148,17,11,38.1
2433,"2023-01-26",1,特急,181,57,41,22.14
2434,"2023-01-26",1,应急事件,81,28,11,40.74
2435,"2023-01-26",2,受理中,82,24,9,34.36
2436,"2023-01-26",2,办理中,161,31,8,43.84
2437,"2023-01-26",2,审核中,126,39,15,33.2
2438,"2023-01-26",2,待归档,132,32,20,27.43
2439,"2023-01-26",2,已回访,85,19,0,36.55
2440,"2023-01-27",1,一般,159,14,11,16.19
2441,"2023-01-27",1,紧急,187,64,42,35.01
2442,"2023-01-27",1,特急,94,21,2,56.19
2443,"2023-01-27",1,应急事件,118,37,27,37.96
2444,"2023-01-27",2,受理中,83,17,12,20.4
2445,"2023-01-27",2,办理中,171,29,14,54.98
2446,"2023-01-27",2,审核中,99,31,0,31.48
2447,"2023-01-27",2,待归档,193,58,41,49.58
2448,"2023-01-27",2,已回访,187,14,5,29.95
