"md_id","busi_time","sub_name","type_name","type_cnt","finish_cnt","satisfaction_cnt","avg_handler_time"
2602,"2022-07-05",科教文体,意见建议,6,6,5,9.72
2603,"2022-07-05",科教文体,求助,27,26,25,30.02
2604,"2022-07-05",科教文体,表扬,27,26,26,3.86
2605,"2022-07-05",科教文体,举报,11,11,10,27.03
2606,"2022-07-05",科教文体,无效,18,17,17,1.7
2607,"2022-07-05",科教文体,其他,53,50,51,7.59
2608,"2022-07-05",公卫医疗,咨询,3,3,3,3.96
2609,"2022-07-05",公卫医疗,投诉,75,72,68,15.27
2610,"2022-07-05",公卫医疗,意见建议,64,62,56,17.49
2611,"2022-07-05",公卫医疗,求助,37,36,33,17.96
2612,"2022-07-05",公卫医疗,表扬,12,12,11,3.91
2613,"2022-07-05",公卫医疗,举报,53,51,48,16.01
2614,"2022-07-05",公卫医疗,无效,23,22,21,1.92
2615,"2022-07-05",公卫医疗,其他,24,23,23,10.14
2616,"2022-07-05",城乡建设,咨询,33,32,30,2.85
2617,"2022-07-05",城乡建设,投诉,25,24,22,18.1
2618,"2022-07-05",城乡建设,意见建议,4,4,4,9.58
2619,"2022-07-05",城乡建设,求助,28,27,26,32.33
2620,"2022-07-05",城乡建设,表扬,30,29,26,1.18
2621,"2022-07-05",城乡建设,举报,5,5,5,43.23
2622,"2022-07-05",城乡建设,无效,37,36,32,0.78
2623,"2022-07-05",城乡建设,其他,2,2,2,7.65
2624,"2022-07-05",交通运输,咨询,13,12,13,2.8
2625,"2022-07-05",交通运输,投诉,2,2,2,22.92
2626,"2022-07-05",交通运输,意见建议,8,8,7,8.14
2627,"2022-07-05",交通运输,求助,10,10,9,33.42
2628,"2022-07-05",交通运输,表扬,2,2,2,3.71
2629,"2022-07-05",交通运输,举报,4,4,4,39.15
2630,"2022-07-05",交通运输,无效,4,4,4,1.75
2631,"2022-07-05",交通运输,其他,13,13,12,16.89
2632,"2022-07-05",农林牧渔,咨询,4,4,4,3.92
2633,"2022-07-05",农林牧渔,投诉,10,10,9,16.41
2634,"2022-07-05",农林牧渔,意见建议,6,6,5,10.94
2635,"2022-07-05",农林牧渔,求助,11,11,10,11.57
2636,"2022-07-05",农林牧渔,表扬,23,22,21,3.23
2637,"2022-07-05",农林牧渔,举报,31,30,30,17.59
2638,"2022-07-05",农林牧渔,无效,19,18,16,1.89
2639,"2022-07-05",农林牧渔,其他,37,35,33,9.5
2640,"2022-07-06",科教文体,咨询,21,20,19,3.01
2641,"2022-07-06",科教文体,投诉,66,64,59,12.59
2642,"2022-07-06",科教文体,意见建议,9,9,8,9.6
2643,"2022-07-06",科教文体,求助,16,15,15,18.9
2644,"2022-07-06",科教文体,表扬,13,12,12,3.76
2645,"2022-07-06",科教文体,举报,28,27,27,24.15
2646,"2022-07-06",科教文体,无效,68,65,61,0.77
2647,"2022-07-06",科教文体,其他,36,35,33,13.36
2648,"2022-07-06",公卫医疗,咨询,5,5,4,5.49
2649,"2022-07-06",公卫医疗,投诉,15,15,14,13.5
2650,"2022-07-06",公卫医疗,意见建议,8,8,7,6.4
2651,"2022-07-06",公卫医疗,求助,10,10,9,35.37
2652,"2022-07-06",公卫医疗,表扬,15,15,13,1.08
2653,"2022-07-06",公卫医疗,举报,4,4,4,37.13
2654,"2022-07-06",公卫医疗,无效,6,6,6,1.98
2655,"2022-07-06",公卫医疗,其他,6,6,6,17.22
2656,"2022-07-06",城乡建设,咨询,2,2,2,2.7
2657,"2022-07-06",城乡建设,投诉,1,1,1,11.57
2658,"2022-07-06",城乡建设,意见建议,1,1,1,16.81
2659,"2022-07-06",城乡建设,求助,0,0,0,10.78
2660,"2022-07-06",城乡建设,表扬,3,3,3,3.31
2661,"2022-07-06",城乡建设,举报,1,1,1,28.35
2662,"2022-07-06",城乡建设,无效,0,0,0,1.28
2663,"2022-07-06",城乡建设,其他,2,2,2,5.73
2664,"2022-07-06",交通运输,咨询,5,5,4,2.06
2665,"2022-07-06",交通运输,投诉,32,31,27,19.8
2666,"2022-07-06",交通运输,意见建议,13,12,12,16.54
2667,"2022-07-06",交通运输,求助,31,30,30,15.11
2668,"2022-07-06",交通运输,表扬,5,5,5,2.78
2669,"2022-07-06",交通运输,举报,5,5,5,23.79
2670,"2022-07-06",交通运输,无效,8,8,7,1.12
2671,"2022-07-06",交通运输,其他,30,29,28,14.41
2672,"2022-07-06",农林牧渔,咨询,20,20,19,5.8
2673,"2022-07-06",农林牧渔,投诉,10,10,9,18.41
2674,"2022-07-06",农林牧渔,意见建议,6,6,6,11.91
2675,"2022-07-06",农林牧渔,求助,28,27,27,32.59
2676,"2022-07-06",农林牧渔,表扬,30,29,28,3.29
2677,"2022-07-06",农林牧渔,举报,10,10,10,30.45
2678,"2022-07-06",农林牧渔,无效,8,8,7,0.88
2679,"2022-07-06",农林牧渔,其他,15,15,14,7.82
2680,"2022-07-07",科教文体,咨询,14,14,13,4.47
2681,"2022-07-07",科教文体,投诉,9,9,8,16.56
2682,"2022-07-07",科教文体,意见建议,11,11,10,9.37
2683,"2022-07-07",科教文体,求助,3,3,3,13.62
2684,"2022-07-07",科教文体,表扬,3,3,3,1.51
2685,"2022-07-07",科教文体,举报,12,12,11,38.51
2686,"2022-07-07",科教文体,无效,7,7,6,1.54
2687,"2022-07-07",科教文体,其他,5,5,5,10.33
2688,"2022-07-07",公卫医疗,咨询,31,30,29,5.35
2689,"2022-07-07",公卫医疗,投诉,2,2,2,16.08
2690,"2022-07-07",公卫医疗,意见建议,23,22,20,10.82
2691,"2022-07-07",公卫医疗,求助,24,23,23,34.88
2692,"2022-07-07",公卫医疗,表扬,32,31,29,2.58
2693,"2022-07-07",公卫医疗,举报,0,0,0,21.54
2694,"2022-07-07",公卫医疗,无效,8,8,7,1.38
2695,"2022-07-07",公卫医疗,其他,16,16,14,9.69
2696,"2022-07-07",城乡建设,咨询,7,7,7,4.14
2697,"2022-07-07",城乡建设,投诉,6,6,6,19.73
2698,"2022-07-07",城乡建设,意见建议,8,8,7,6.3
2699,"2022-07-07",城乡建设,求助,4,4,4,17.28
2700,"2022-07-07",城乡建设,表扬,6,6,5,2.77
2701,"2022-07-07",城乡建设,举报,2,2,2,18.88
2702,"2022-07-07",城乡建设,无效,6,6,5,1.0
2703,"2022-07-07",城乡建设,其他,3,3,3,19.48
2704,"2022-07-07",交通运输,咨询,1,1,1,3.87
2705,"2022-07-07",交通运输,投诉,1,1,1,9.76
2706,"2022-07-07",交通运输,意见建议,11,11,10,7.74
2707,"2022-07-07",交通运输,求助,14,13,12,25.88
2708,"2022-07-07",交通运输,表扬,4,4,4,1.48
2709,"2022-07-07",交通运输,举报,1,1,1,42.42
2710,"2022-07-07",交通运输,无效,8,8,7,1.48
2711,"2022-07-07",交通运输,其他,15,15,14,5.24
2712,"2022-07-07",农林牧渔,咨询,11,11,10,4.45
2713,"2022-07-07",农林牧渔,投诉,1,1,1,19.5
2714,"2022-07-07",农林牧渔,意见建议,15,15,14,10.31
2715,"2022-07-07",农林牧渔,求助,4,4,4,35.19
2716,"2022-07-07",农林牧渔,表扬,11,11,10,2.74
2717,"2022-07-07",农林牧渔,举报,1,1,1,27.45
2718,"2022-07-07",农林牧渔,无效,11,11,10,0.57
2719,"2022-07-07",农林牧渔,其他,16,16,14,4.4
2720,"2022-07-08",科教文体,咨询,12,12,11,3.27
2721,"2022-07-08",科教文体,投诉,11,11,10,22.63
2722,"2022-07-08",科教文体,意见建议,1,1,1,7.51
2723,"2022-07-08",科教文体,求助,4,4,4,18.55
2724,"2022-07-08",科教文体,表扬,6,6,5,3.54
2725,"2022-07-08",科教文体,举报,7,7,7,36.68
2726,"2022-07-08",科教文体,无效,3,3,3,1.02
2727,"2022-07-08",科教文体,其他,8,8,7,8.13
2728,"2022-07-08",公卫医疗,咨询,32,31,31,3.02
2729,"2022-07-08",公卫医疗,投诉,6,6,6,22.58
2730,"2022-07-08",公卫医疗,意见建议,8,8,7,9.45
2731,"2022-07-08",公卫医疗,求助,3,3,3,15.99
2732,"2022-07-08",公卫医疗,表扬,6,6,5,3.74
2733,"2022-07-08",公卫医疗,举报,13,12,12,14.91
2734,"2022-07-08",公卫医疗,无效,8,8,7,1.92
2735,"2022-07-08",公卫医疗,其他,22,21,19,17.91
2736,"2022-07-08",城乡建设,咨询,13,13,13,2.88
2737,"2022-07-08",城乡建设,投诉,7,7,7,22.82
2738,"2022-07-08",城乡建设,意见建议,17,16,15,14.99
2739,"2022-07-08",城乡建设,求助,17,17,15,17.61
2740,"2022-07-08",城乡建设,表扬,1,1,1,3.75
2741,"2022-07-08",城乡建设,举报,16,16,15,36.43
2742,"2022-07-08",城乡建设,无效,8,8,8,1.48
2743,"2022-07-08",城乡建设,其他,2,2,2,9.14
2744,"2022-07-08",交通运输,咨询,3,3,3,5.98
2745,"2022-07-08",交通运输,投诉,4,4,4,8.71
2746,"2022-07-08",交通运输,意见建议,7,7,7,14.1
2747,"2022-07-08",交通运输,求助,5,5,4,22.17
2748,"2022-07-08",交通运输,表扬,4,4,4,2.41
2749,"2022-07-08",交通运输,举报,3,3,3,12.42
2750,"2022-07-08",交通运输,无效,8,8,8,0.83
2751,"2022-07-08",交通运输,其他,4,4,4,12.94
2752,"2022-07-08",农林牧渔,咨询,7,7,7,4.55
2753,"2022-07-08",农林牧渔,投诉,14,13,12,21.41
2754,"2022-07-08",农林牧渔,意见建议,16,15,15,14.99
2755,"2022-07-08",农林牧渔,求助,3,3,3,25.43
2756,"2022-07-08",农林牧渔,表扬,19,19,17,2.77
2757,"2022-07-08",农林牧渔,举报,10,10,10,34.81
2758,"2022-07-08",农林牧渔,无效,10,10,9,1.72
2759,"2022-07-08",农林牧渔,其他,5,5,4,16.64
2760,"2022-07-09",科教文体,咨询,34,33,31,4.21
2761,"2022-07-09",科教文体,投诉,46,44,44,16.19
2762,"2022-07-09",科教文体,意见建议,27,26,25,8.23
2763,"2022-07-09",科教文体,求助,2,2,2,11.4
2764,"2022-07-09",科教文体,表扬,49,47,43,2.34
2765,"2022-07-09",科教文体,举报,29,28,28,45.74
2766,"2022-07-09",科教文体,无效,18,17,16,0.53
2767,"2022-07-09",科教文体,其他,47,45,45,14.07
2768,"2022-07-09",公卫医疗,咨询,100,97,85,5.01
2769,"2022-07-09",公卫医疗,投诉,4,4,3,19.44
2770,"2022-07-09",公卫医疗,意见建议,21,20,18,14.06
2771,"2022-07-09",公卫医疗,求助,8,8,7,32.44
2772,"2022-07-09",公卫医疗,表扬,18,17,16,1.22
2773,"2022-07-09",公卫医疗,举报,48,47,42,24.04
2774,"2022-07-09",公卫医疗,无效,6,6,6,1.06
2775,"2022-07-09",公卫医疗,其他,16,16,15,13.59
2776,"2022-07-09",城乡建设,咨询,13,12,12,3.09
2777,"2022-07-09",城乡建设,投诉,8,8,8,19.62
2778,"2022-07-09",城乡建设,意见建议,10,10,9,14.81
2779,"2022-07-09",城乡建设,求助,4,4,4,28.0
2780,"2022-07-09",城乡建设,表扬,18,18,16,1.19
2781,"2022-07-09",城乡建设,举报,14,13,13,21.94
2782,"2022-07-09",城乡建设,无效,5,5,4,1.57
2783,"2022-07-09",城乡建设,其他,0,0,0,18.17
2784,"2022-07-09",交通运输,咨询,5,5,4,4.76
2785,"2022-07-09",交通运输,投诉,10,10,9,18.52
2786,"2022-07-09",交通运输,意见建议,27,26,26,9.04
2787,"2022-07-09",交通运输,求助,34,32,31,34.24
2788,"2022-07-09",交通运输,表扬,46,45,41,3.68
2789,"2022-07-09",交通运输,举报,52,50,46,14.98
2790,"2022-07-09",交通运输,无效,17,17,15,0.73
2791,"2022-07-09",交通运输,其他,42,41,37,7.44
2792,"2022-07-09",农林牧渔,咨询,5,5,5,3.29
2793,"2022-07-09",农林牧渔,投诉,13,13,12,11.01
2794,"2022-07-09",农林牧渔,意见建议,8,8,7,13.05
2795,"2022-07-09",农林牧渔,求助,19,18,17,32.83
2796,"2022-07-09",农林牧渔,表扬,35,34,34,3.11
2797,"2022-07-09",农林牧渔,举报,25,24,23,46.64
2798,"2022-07-09",农林牧渔,无效,8,8,7,1.03
2799,"2022-07-09",农林牧渔,其他,33,31,29,16.07
2800,"2022-07-10",科教文体,咨询,1,1,1,3.34
2801,"2022-07-10",科教文体,投诉,11,10,11,17.94
2802,"2022-07-10",科教文体,意见建议,1,1,1,8.85
2803,"2022-07-10",科教文体,求助,9,9,8,33.22
2804,"2022-07-10",科教文体,表扬,2,2,2,3.57
2805,"2022-07-10",科教文体,举报,2,2,2,23.58
2806,"2022-07-10",科教文体,无效,17,16,15,1.8
2807,"2022-07-10",科教文体,其他,6,6,5,6.35
2808,"2022-07-10",公卫医疗,咨询,20,19,18,3.04
2809,"2022-07-10",公卫医疗,投诉,53,51,46,14.99
2810,"2022-07-10",公卫医疗,意见建议,46,45,41,17.34
2811,"2022-07-10",公卫医疗,求助,7,7,6,31.63
2812,"2022-07-10",公卫医疗,表扬,24,23,21,2.17
2813,"2022-07-10",公卫医疗,举报,4,4,3,32.32
2814,"2022-07-10",公卫医疗,无效,22,21,21,1.61
2815,"2022-07-10",公卫医疗,其他,55,53,52,17.62
2816,"2022-07-10",城乡建设,咨询,12,11,11,5.39
2817,"2022-07-10",城乡建设,投诉,26,25,25,23.62
2818,"2022-07-10",城乡建设,意见建议,22,21,20,15.11
2819,"2022-07-10",城乡建设,求助,3,3,3,12.79
2820,"2022-07-10",城乡建设,表扬,1,1,1,2.71
2821,"2022-07-10",城乡建设,举报,19,18,18,34.37
2822,"2022-07-10",城乡建设,无效,2,2,2,0.87
2823,"2022-07-10",城乡建设,其他,17,16,15,17.77
2824,"2022-07-10",交通运输,咨询,2,2,2,2.93
2825,"2022-07-10",交通运输,投诉,40,38,35,12.99
2826,"2022-07-10",交通运输,意见建议,44,42,39,10.2
2827,"2022-07-10",交通运输,求助,7,7,6,10.11
2828,"2022-07-10",交通运输,表扬,33,32,31,3.43
2829,"2022-07-10",交通运输,举报,17,16,16,24.55
2830,"2022-07-10",交通运输,无效,33,32,31,0.9
2831,"2022-07-10",交通运输,其他,35,33,32,13.18
2832,"2022-07-10",农林牧渔,咨询,33,32,31,2.49
2833,"2022-07-10",农林牧渔,投诉,46,44,42,13.93
2834,"2022-07-10",农林牧渔,意见建议,8,8,7,11.46
2835,"2022-07-10",农林牧渔,求助,27,26,23,27.63
2836,"2022-07-10",农林牧渔,表扬,44,43,42,1.38
2837,"2022-07-10",农林牧渔,举报,34,33,30,25.85
2838,"2022-07-10",农林牧渔,无效,28,27,24,1.97
2839,"2022-07-10",农林牧渔,其他,20,20,19,14.78
2840,"2022-07-11",科教文体,咨询,15,14,13,2.27
2841,"2022-07-11",科教文体,投诉,22,21,19,17.9
2842,"2022-07-11",科教文体,意见建议,13,13,11,14.6
2843,"2022-07-11",科教文体,求助,5,5,4,31.07
2844,"2022-07-11",科教文体,表扬,2,2,2,3.7
2845,"2022-07-11",科教文体,举报,23,22,22,27.67
2846,"2022-07-11",科教文体,无效,9,9,8,1.51
2847,"2022-07-11",科教文体,其他,7,7,6,7.16
2848,"2022-07-11",公卫医疗,咨询,15,14,14,2.65
2849,"2022-07-11",公卫医疗,投诉,4,4,3,18.91
2850,"2022-07-11",公卫医疗,意见建议,11,11,10,14.53
2851,"2022-07-11",公卫医疗,求助,2,2,2,17.71
2852,"2022-07-11",公卫医疗,表扬,1,1,1,3.98
2853,"2022-07-11",公卫医疗,举报,7,7,6,20.8
2854,"2022-07-11",公卫医疗,无效,7,7,6,1.1
2855,"2022-07-11",公卫医疗,其他,12,11,11,13.54
2856,"2022-07-11",城乡建设,咨询,5,5,4,4.05
2857,"2022-07-11",城乡建设,投诉,5,5,5,17.6
2858,"2022-07-11",城乡建设,意见建议,8,8,7,9.36
2859,"2022-07-11",城乡建设,求助,9,9,8,32.09
2860,"2022-07-11",城乡建设,表扬,8,8,7,3.36
2861,"2022-07-11",城乡建设,举报,10,10,9,30.78
2862,"2022-07-11",城乡建设,无效,8,8,7,1.5
2863,"2022-07-11",城乡建设,其他,6,6,6,6.42
2864,"2022-07-11",交通运输,咨询,11,11,10,4.34
2865,"2022-07-11",交通运输,投诉,7,7,7,8.56
2866,"2022-07-11",交通运输,意见建议,8,8,7,14.57
2867,"2022-07-11",交通运输,求助,4,4,4,15.16
2868,"2022-07-11",交通运输,表扬,1,1,1,2.36
2869,"2022-07-11",交通运输,举报,4,4,3,17.79
2870,"2022-07-11",交通运输,无效,1,1,1,1.12
2871,"2022-07-11",交通运输,其他,6,6,5,4.8
2872,"2022-07-11",农林牧渔,咨询,10,10,9,3.58
2873,"2022-07-11",农林牧渔,投诉,2,2,2,14.5
2874,"2022-07-11",农林牧渔,意见建议,6,6,5,10.09
2875,"2022-07-11",农林牧渔,求助,13,12,11,15.04
2876,"2022-07-11",农林牧渔,表扬,6,6,5,2.49
2877,"2022-07-11",农林牧渔,举报,13,13,12,19.88
2878,"2022-07-11",农林牧渔,无效,6,6,5,0.89
2879,"2022-07-11",农林牧渔,其他,11,10,10,6.72
2880,"2022-07-12",科教文体,咨询,25,24,24,2.94
2881,"2022-07-12",科教文体,投诉,4,4,3,9.73
2882,"2022-07-12",科教文体,意见建议,26,25,24,7.01
2883,"2022-07-12",科教文体,求助,29,28,26,33.54
2884,"2022-07-12",科教文体,表扬,15,14,13,1.12
2885,"2022-07-12",科教文体,举报,19,19,17,13.87
2886,"2022-07-12",科教文体,无效,5,5,4,0.92
2887,"2022-07-12",科教文体,其他,31,30,29,12.48
2888,"2022-07-12",公卫医疗,咨询,6,6,5,4.77
2889,"2022-07-12",公卫医疗,投诉,7,7,7,21.49
2890,"2022-07-12",公卫医疗,意见建议,1,1,1,13.12
2891,"2022-07-12",公卫医疗,求助,0,0,0,17.5
2892,"2022-07-12",公卫医疗,表扬,2,2,2,1.79
2893,"2022-07-12",公卫医疗,举报,1,1,1,33.81
2894,"2022-07-12",公卫医疗,无效,3,3,3,0.65
2895,"2022-07-12",公卫医疗,其他,9,9,8,8.16
2896,"2022-07-12",城乡建设,咨询,16,16,14,3.12
2897,"2022-07-12",城乡建设,投诉,34,33,31,13.82
2898,"2022-07-12",城乡建设,意见建议,43,42,38,8.33
2899,"2022-07-12",城乡建设,求助,36,34,31,21.71
2900,"2022-07-12",城乡建设,表扬,17,17,16,2.43
2901,"2022-07-12",城乡建设,举报,58,55,56,46.46
2902,"2022-07-12",城乡建设,无效,11,11,10,0.75
2903,"2022-07-12",城乡建设,其他,61,59,57,16.39
2904,"2022-07-12",交通运输,咨询,21,20,20,2.27
2905,"2022-07-12",交通运输,投诉,12,12,12,17.35
2906,"2022-07-12",交通运输,意见建议,24,23,22,6.51
2907,"2022-07-12",交通运输,求助,44,43,40,35.73
2908,"2022-07-12",交通运输,表扬,1,1,1,2.25
2909,"2022-07-12",交通运输,举报,25,24,22,46.46
2910,"2022-07-12",交通运输,无效,13,12,12,0.65
2911,"2022-07-12",交通运输,其他,17,16,16,14.95
2912,"2022-07-12",农林牧渔,咨询,46,45,41,3.4
2913,"2022-07-12",农林牧渔,投诉,49,47,43,15.13
2914,"2022-07-12",农林牧渔,意见建议,54,53,50,12.83
2915,"2022-07-12",农林牧渔,求助,21,20,18,19.87
2916,"2022-07-12",农林牧渔,表扬,27,26,25,3.68
2917,"2022-07-12",农林牧渔,举报,21,20,19,34.21
2918,"2022-07-12",农林牧渔,无效,57,55,54,1.05
2919,"2022-07-12",农林牧渔,其他,52,50,44,7.18
2920,"2022-07-13",科教文体,咨询,34,33,33,5.88
2921,"2022-07-13",科教文体,投诉,24,23,21,22.97
2922,"2022-07-13",科教文体,意见建议,5,5,5,17.48
2923,"2022-07-13",科教文体,求助,34,32,32,13.9
2924,"2022-07-13",科教文体,表扬,11,11,10,1.53
2925,"2022-07-13",科教文体,举报,2,2,2,14.34
2926,"2022-07-13",科教文体,无效,35,34,30,0.61
2927,"2022-07-13",科教文体,其他,11,11,10,4.49
2928,"2022-07-13",公卫医疗,咨询,8,8,8,4.11
2929,"2022-07-13",公卫医疗,投诉,16,16,14,12.83
2930,"2022-07-13",公卫医疗,意见建议,6,6,6,17.11
2931,"2022-07-13",公卫医疗,求助,11,11,10,32.21
2932,"2022-07-13",公卫医疗,表扬,12,12,11,3.53
2933,"2022-07-13",公卫医疗,举报,9,9,8,29.35
2934,"2022-07-13",公卫医疗,无效,9,9,8,1.57
2935,"2022-07-13",公卫医疗,其他,18,18,16,13.39
2936,"2022-07-13",城乡建设,咨询,19,18,16,4.58
2937,"2022-07-13",城乡建设,投诉,1,1,1,8.09
2938,"2022-07-13",城乡建设,意见建议,19,18,17,17.8
2939,"2022-07-13",城乡建设,求助,22,21,21,17.22
2940,"2022-07-13",城乡建设,表扬,22,22,21,2.58
2941,"2022-07-13",城乡建设,举报,15,14,14,30.78
2942,"2022-07-13",城乡建设,无效,5,5,4,1.02
2943,"2022-07-13",城乡建设,其他,3,3,3,10.32
2944,"2022-07-13",交通运输,咨询,33,32,32,2.3
2945,"2022-07-13",交通运输,投诉,5,5,5,23.67
2946,"2022-07-13",交通运输,意见建议,20,19,18,14.17
2947,"2022-07-13",交通运输,求助,27,26,26,21.91
2948,"2022-07-13",交通运输,表扬,16,15,14,2.59
2949,"2022-07-13",交通运输,举报,2,2,2,40.63
2950,"2022-07-13",交通运输,无效,5,5,4,1.46
2951,"2022-07-13",交通运输,其他,6,6,6,16.72
2952,"2022-07-13",农林牧渔,咨询,8,8,7,3.36
2953,"2022-07-13",农林牧渔,投诉,13,12,12,8.92
2954,"2022-07-13",农林牧渔,意见建议,19,18,16,15.15
2955,"2022-07-13",农林牧渔,求助,24,23,21,11.83
2956,"2022-07-13",农林牧渔,表扬,23,22,22,3.91
2957,"2022-07-13",农林牧渔,举报,5,5,4,32.55
2958,"2022-07-13",农林牧渔,无效,28,27,27,1.56
2959,"2022-07-13",农林牧渔,其他,1,1,1,11.79
2960,"2022-07-14",科教文体,咨询,31,30,27,3.15
2961,"2022-07-14",科教文体,投诉,25,24,23,23.55
2962,"2022-07-14",科教文体,意见建议,26,25,24,6.93
2963,"2022-07-14",科教文体,求助,35,34,33,34.68
2964,"2022-07-14",科教文体,表扬,48,47,43,2.03
2965,"2022-07-14",科教文体,举报,6,6,6,17.27
2966,"2022-07-14",科教文体,无效,10,10,9,0.62
2967,"2022-07-14",科教文体,其他,48,46,41,4.16
2968,"2022-07-14",公卫医疗,咨询,45,44,42,5.46
2969,"2022-07-14",公卫医疗,投诉,4,4,4,18.31
2970,"2022-07-14",公卫医疗,意见建议,34,33,30,11.05
2971,"2022-07-14",公卫医疗,求助,3,3,3,16.0
2972,"2022-07-14",公卫医疗,表扬,40,39,35,3.49
2973,"2022-07-14",公卫医疗,举报,45,43,43,46.47
2974,"2022-07-14",公卫医疗,无效,34,33,29,1.87
2975,"2022-07-14",公卫医疗,其他,20,19,17,18.4
2976,"2022-07-14",城乡建设,咨询,6,6,5,2.92
2977,"2022-07-14",城乡建设,投诉,28,27,27,15.53
2978,"2022-07-14",城乡建设,意见建议,52,51,44,11.75
2979,"2022-07-14",城乡建设,求助,15,14,13,18.16
2980,"2022-07-14",城乡建设,表扬,47,45,42,1.4
2981,"2022-07-14",城乡建设,举报,41,39,39,38.75
2982,"2022-07-14",城乡建设,无效,31,30,28,1.18
2983,"2022-07-14",城乡建设,其他,12,12,11,6.71
2984,"2022-07-14",交通运输,咨询,3,3,3,5.11
2985,"2022-07-14",交通运输,投诉,14,13,13,19.38
2986,"2022-07-14",交通运输,意见建议,6,6,5,6.19
2987,"2022-07-14",交通运输,求助,7,7,7,33.18
2988,"2022-07-14",交通运输,表扬,9,9,8,3.99
2989,"2022-07-14",交通运输,举报,3,3,3,22.44
2990,"2022-07-14",交通运输,无效,15,14,14,1.71
2991,"2022-07-14",交通运输,其他,12,12,10,17.51
2992,"2022-07-14",农林牧渔,咨询,18,17,16,5.39
2993,"2022-07-14",农林牧渔,投诉,14,13,13,12.42
2994,"2022-07-14",农林牧渔,意见建议,5,5,5,15.51
2995,"2022-07-14",农林牧渔,求助,1,1,1,23.09
2996,"2022-07-14",农林牧渔,表扬,19,18,17,3.56
2997,"2022-07-14",农林牧渔,举报,3,3,3,33.58
2998,"2022-07-14",农林牧渔,无效,10,10,9,1.75
2999,"2022-07-14",农林牧渔,其他,8,8,7,5.4
3000,"2022-07-15",科教文体,咨询,48,47,45,2.74
3001,"2022-07-15",科教文体,投诉,8,8,7,9.47
3002,"2022-07-15",科教文体,意见建议,38,37,36,9.55
3003,"2022-07-15",科教文体,求助,52,49,47,22.88
3004,"2022-07-15",科教文体,表扬,15,14,13,1.18
3005,"2022-07-15",科教文体,举报,33,32,30,42.5
3006,"2022-07-15",科教文体,无效,43,41,38,0.67
3007,"2022-07-15",科教文体,其他,20,19,18,9.92
3008,"2022-07-15",公卫医疗,咨询,15,15,14,5.7
3009,"2022-07-15",公卫医疗,投诉,17,16,16,22.15
3010,"2022-07-15",公卫医疗,意见建议,9,9,8,13.8
3011,"2022-07-15",公卫医疗,求助,4,4,3,13.24
3012,"2022-07-15",公卫医疗,表扬,0,0,0,3.55
3013,"2022-07-15",公卫医疗,举报,18,18,16,34.06
3014,"2022-07-15",公卫医疗,无效,13,13,12,1.01
3015,"2022-07-15",公卫医疗,其他,17,17,16,8.16
3016,"2022-07-15",城乡建设,咨询,26,25,25,2.78
3017,"2022-07-15",城乡建设,投诉,27,26,25,9.56
3018,"2022-07-15",城乡建设,意见建议,13,12,11,16.5
3019,"2022-07-15",城乡建设,求助,78,76,69,16.54
3020,"2022-07-15",城乡建设,表扬,54,52,49,3.07
3021,"2022-07-15",城乡建设,举报,45,43,43,41.43
3022,"2022-07-15",城乡建设,无效,6,6,5,0.83
3023,"2022-07-15",城乡建设,其他,2,2,2,4.77
3024,"2022-07-15",交通运输,咨询,13,13,12,2.86
3025,"2022-07-15",交通运输,投诉,12,11,12,16.85
3026,"2022-07-15",交通运输,意见建议,19,19,17,6.96
3027,"2022-07-15",交通运输,求助,15,14,14,27.76
3028,"2022-07-15",交通运输,表扬,18,17,16,2.62
3029,"2022-07-15",交通运输,举报,24,23,21,13.07
3030,"2022-07-15",交通运输,无效,46,44,43,1.43
3031,"2022-07-15",交通运输,其他,23,23,20,7.77
3032,"2022-07-15",农林牧渔,咨询,28,27,26,4.56
3033,"2022-07-15",农林牧渔,投诉,10,10,9,20.96
3034,"2022-07-15",农林牧渔,意见建议,32,31,29,8.99
3035,"2022-07-15",农林牧渔,求助,22,21,20,12.74
3036,"2022-07-15",农林牧渔,表扬,6,6,6,4.0
3037,"2022-07-15",农林牧渔,举报,28,27,25,38.84
3038,"2022-07-15",农林牧渔,无效,26,25,22,1.49
3039,"2022-07-15",农林牧渔,其他,22,21,19,15.62
3040,"2022-07-16",科教文体,咨询,40,39,35,2.26
3041,"2022-07-16",科教文体,投诉,6,6,5,15.34
3042,"2022-07-16",科教文体,意见建议,40,38,35,9.84
3043,"2022-07-16",科教文体,求助,21,21,20,22.45
3044,"2022-07-16",科教文体,表扬,18,17,17,1.38
3045,"2022-07-16",科教文体,举报,14,13,13,34.29
3046,"2022-07-16",科教文体,无效,28,27,27,1.96
3047,"2022-07-16",科教文体,其他,7,7,6,6.94
3048,"2022-07-16",公卫医疗,咨询,4,4,4,5.23
3049,"2022-07-16",公卫医疗,投诉,31,30,28,17.04
3050,"2022-07-16",公卫医疗,意见建议,22,21,20,17.84
3051,"2022-07-16",公卫医疗,求助,24,23,21,34.72
3052,"2022-07-16",公卫医疗,表扬,34,33,30,2.06
3053,"2022-07-16",公卫医疗,举报,37,36,35,39.27
3054,"2022-07-16",公卫医疗,无效,24,23,22,0.96
3055,"2022-07-16",公卫医疗,其他,37,35,33,7.12
3056,"2022-07-16",城乡建设,咨询,14,13,12,2.33
